cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,15,16,2.7,54,25428.4,-0.050412,47.5181,13.0756,82.9473,0.163467,-16.6517,500,2.34962,2.0111,2.61237,1.19714,-0.427476,-24.9363,10790.1,87.8278,16530.4,20314.9,2.50664,2.16812,2.9264,1.35416,-0.270459,0.663045,10821.9,88.4755,16562.1,0.41794,0.985894,0.00974472,25893.4,0.0260463,855.017,0.027856,-0.0960485,-0.31959,-11.3841,104.746,111.391,-81925.2,85.5609,30.9087,101.62,300.767,3.1262,-189.376 
55,30,31,2,55,26091.2,-0.806101,50.0208,13.1576,83.3141,-10.5424,6940.14,297.876,-0.967651,1.08894,1.75155,3.166,1.59245,-19.6353,11149.8,92.8388,16689.2,2.40321e+06,-0.844013,1.21258,1.99883,3.28964,1.71609,0.728904,11174.7,93.3489,16714.2,0.423532,0.985592,0.0101834,26384.7,0.0267252,832.882,0.0269474,-0.0399508,-1.36611,-18.8926,105.249,125.333,-433554,5.1754,11.4157,99.9954,233.937,5.25371,-108.605 
56,15,16,0,56,23816.9,-0.163012,46.2735,12.6896,82.9266,-0.651059,228.967,33.8238,0.776999,0.774673,-1.05677,0.0765437,-2.71255,-58.1075,10506.9,88.8113,15377.5,23967.7,1.14289,1.14056,-0.324999,0.442431,-2.34666,6.99453,10580.8,90.3206,15451.5,0.429388,0.985281,0.0106532,24641.7,0.0243956,848.723,0.0244613,-0.0353179,-0.668841,-16.3275,105.093,126.204,-414493,5.13688,11.2259,100.012,233.657,5.08045,-107.453 
57,30,31,0,57,26858,-0.0639798,50.007,13.0856,83.5473,-0.00105622,7.54615,500,2.30972,2.60008,3.14902,-3.07151,-0.979891,2.14318,11441.9,78.928,17553.7,21302.3,2.29622,2.58659,3.12203,-3.08501,-0.993386,0.204871,11439.2,78.8723,17551,0.417328,0.988078,0.00821026,27410.6,0.0275106,874.435,0.0343601,-0.072732,-0.00759368,-26.4021,103.829,99.7433,-81903.7,442.164,120.006,83.3294,633.234,20.4999,-533.491 
58,15,16,2.7,58,25542.5,-0.813533,49.0431,13.1941,83.3294,1.43472,-890.561,427.482,0.505427,1.53948,2.73441,-2.55227,-0.960571,-37.6134,10888,99.8166,16356.5,62658,0.742269,1.77632,3.2081,-2.31543,-0.723729,-0.193698,10935.9,100.794,16404.4,0.422824,0.984127,0.0111918,25863.9,0.0261632,847.402,0.026242,-0.0303827,-1.27687,-17.9143,105.381,123.974,-1.60079e+06,5.27299,12.3384,100.015,238.541,5.36574,-114.567 
59,30,31,2,59,26103,-0.110119,49.1301,13.1548,83.0508,0.204005,-99.09,3.72288e-07,2.04544,0.0194025,1.22491,1.40938,0.571538,40.3497,11147.8,71.2019,17160.1,21697.2,1.79137,-0.234669,0.716769,1.15531,0.317467,0.80867,11096.5,70.1538,17108.8,0.416137,0.989057,0.00749684,26665.5,0.0267373,828.492,0.0268502,-0.102565,0.305739,-20.8465,104.304,117.491,-81906.3,5.21392,11.3319,100.029,228.273,4.27525,-110.783 
60,15,16,0,60,27447.9,-0.794308,50.9126,13.4797,83.1501,0.0250882,402.916,363.486,1.37111,-0.163279,-1.72211,-1.81285,-4.51428,-13.2315,11593.4,95.0905,17302.9,22669.9,1.45443,-0.0799639,-1.55548,-1.72953,-4.43096,0.754714,11610.3,95.4342,17319.8,0.424177,0.985819,0.0100482,27371.3,0.0281148,930.765,0.028211,-0.0166059,-0.685549,-20.7357,104.813,121.466,-327810,5.19501,11.3771,100.02,233.684,4.79287,-112.218 
61,30,31,0,61,26694.1,-0.234266,50.0075,13.1215,83.6897,0.838586,-225.51,500,1.41527,2.56874,0.875243,-0.6177,-0.0587269,-7.74505,11604.6,101.597,16911.3,27516.8,1.46404,2.61751,0.97278,-0.568932,-0.0099584,0.78264,11614.5,101.799,16921.1,0.429963,0.984893,0.0109608,27012.7,0.0273428,827.18,0.0273093,0.0121184,-1.03494,-20.8372,105.263,122.589,-348144,5.17294,10.9371,100.019,233.736,5.24413,-111.147 
62,15,16,2.7,62,25506.3,-0.0390454,48.2306,13.0088,83.4944,0.245464,-46.1464,500,-1.17569,-0.0431119,-0.544195,0.378872,-0.953982,16.1657,11077.5,93.8986,16401.7,20793.4,-1.27748,-0.144903,-0.747777,0.277081,-1.05577,0.746418,11056.9,93.4788,16381.1,0.42586,0.985421,0.0104026,25963.8,0.0261261,838.436,0.0261342,0.00319118,-0.540713,-20.0403,104.49,122.973,-327665,5.19095,11.2568,100.04,233.335,4.4494,-110.363 
63,30,31,2,63,26516.1,-0.815927,50.4376,13.3278,83.2068,-0.491753,730.448,187.138,0.801819,1.2784,-2.72575,1.12141,-2.47778,-55.0845,11613.6,92.2775,16596,33576.3,1.14867,1.62526,-2.03205,1.46826,-2.13093,26.653,11683.7,93.7082,16666.1,0.43515,0.986159,0.0102514,26849.8,0.0271604,913.971,0.0271843,-0.00780683,-1.18579,-19.7024,104.994,123.302,-910621,5.15961,11.7291,100.031,236.364,4.96218,-113.062 
64,15,16,0,64,27656.2,-0.0963092,50.8331,13.2865,83.0203,-0.378766,458.991,3.52186e-14,2.81879,0.982759,-1.21953,3.29102,-0.626676,-12.0521,11748.1,101.337,17443.6,27645.7,2.89468,1.05865,-1.06775,3.36691,-0.550786,1.18727,11763.4,101.65,17458.9,0.425424,0.985103,0.0106114,27651,0.0283282,909.171,0.0283414,-0.0113732,-0.35927,-19.0951,104.758,120.694,-327665,5.16576,11.2642,100.001,233.448,4.75686,-112.753 
65,30,31,0,65,27203.6,-0.060072,51.1866,13.04,82.7873,0.0129704,67.9335,500,1.51046,2.18252,4.97922,-0.341356,0.151803,-18.4265,11382,99.8183,17684.5,21757.1,1.62648,2.29854,5.21127,-0.225329,0.26783,0.432249,11405.4,100.297,17707.9,0.414447,0.984844,0.0103259,27519.6,0.0278647,864.753,0.0279247,-0.0366267,-0.93837,-17.8178,105.169,121.927,-658082,5.23948,11.8422,100.005,236.431,5.16409,-114.503 
66,15,16,2.7,66,25548.5,-0.164748,47.9516,13.2473,83.0686,0.493612,-201.545,500,0.585082,-0.604377,0.475311,-2.879,-0.362547,24.6765,10799.3,69.5764,17041.7,23917.5,0.4297,-0.759758,0.164548,-3.03438,-0.517928,1.04426,10767.9,68.9354,17010.3,0.410247,0.988921,0.00740995,26247.2,0.0261693,791.556,0.0261941,-0.0240408,0.501836,-22.8852,104.413,113.932,-327665,5.18316,11.1139,100.024,233.172,4.38908,-119.24 
67,30,31,2,67,24997.2,-0.837756,47.8062,13.3451,83.2942,-0.0538578,714.732,261.754,-1.18984,1.71886,0.604982,1.09912,-2.25412,-2.17049,10027.2,87.0135,16609.5,22021.5,-1.17617,1.73253,0.632316,1.11279,-2.24045,-9.36506,10030,87.0699,16612.2,0.398852,0.985036,0.00956272,25147.1,0.0256046,843.74,0.0255244,-0.0153689,-0.575984,-20.1774,104.967,122.155,-672736,5.14437,11.7656,100.049,236.485,4.91835,-114.33 
68,15,16,0,68,26425.4,-0.374122,49.5546,13.1816,82.9014,-0.643648,870.561,0.00311821,0.755866,1.76443,1.90263,1.89583,-0.399781,-46.5035,11173.9,92.429,17072.2,39504.8,1.04869,2.05725,2.48828,2.18865,-0.106961,0.675833,11233.1,93.6369,17131.4,0.418791,0.985622,0.00996822,26822.6,0.0270675,843.413,0.0272458,-0.0362264,-0.623173,-18.5781,104.955,121.86,-564409,5.1861,11.429,100.026,234.89,4.92901,-113.031 
69,30,31,0,69,27321,-0.0173925,50.9281,13.0935,83.3161,-0.000960568,-3.18603,493.167,2.11246,5.06717,1.49999,-1.50316,1.08967,31.0919,11829.4,107.84,17193.4,21707.4,1.91668,4.87139,1.10844,-1.69894,0.893895,0.843694,11789.8,107.033,17153.8,0.430289,0.984361,0.0113634,27399.8,0.0279849,855.955,0.028064,-0.0306059,-1.31358,-21.0405,105.558,125.153,-417183,5.17675,11.462,100.043,234.051,5.51533,-108.898 
70,15,16,2.7,70,25848.6,-0.288894,49.0413,13.0719,83.0271,-0.165641,319.082,2.41729e-08,1.62583,2.10408,1.23984,0.67972,-0.0983978,-50.7707,11093.7,89.8028,16668.2,22589.3,1.94552,2.42377,1.87922,0.999409,0.221292,0.748405,11158.3,91.1216,16732.8,0.4229,0.98591,0.00993191,26385.1,0.0264767,906.925,0.0265449,-0.0365856,-0.832058,-15.9631,105.158,121.656,-1.57758e+06,5.1939,12.2887,100.017,238.183,5.14105,-116.527 
71,30,31,2,71,26984.1,-0.174898,49.9924,13.0586,83.5945,0.0049266,-113.816,37.3969,2.31929,1.71923,1.67565,-2.56999,0.34523,-29.4322,11312.8,95.1173,17245.3,21270,2.50462,1.90456,2.0463,-2.38467,0.530556,0.555284,11350.2,95.8818,17282.7,0.419176,0.985432,0.0101163,27077.5,0.0276398,851.849,0.0276252,0.00701021,-1.03081,-17.8351,105.003,123.46,-327665,5.15806,11.2294,100.003,233.423,5.00023,-109.963 
72,15,16,0,72,25981.3,-0.797331,49.1488,13.3222,83.0634,-0.153559,603.578,155.961,-1.85176,-2.20365,0.649215,-1.10024,0.810455,-71.8152,11097.2,99.8373,16472.9,24332.2,-1.39956,-1.75145,1.55362,-0.648035,1.26266,2.58086,11188.6,101.703,16564.3,0.426036,0.984342,0.0111838,26262.2,0.0266127,906.487,0.0267285,-0.0371857,-1.3061,-17.5008,105.452,125.159,-655368,5.22539,11.7579,100.021,235.9,5.43137,-110.742 
73,30,31,0,73,26904.1,-0.0650921,49.5887,13.2514,83.2906,0.0654828,38.7155,1.45191e-08,2.01065,-0.1438,1.8847,-2.5063,-0.076015,32.9047,11223.5,89.115,17558.3,21474,1.80346,-0.350992,1.47032,-2.7135,-0.283207,20.8905,11181.6,88.2604,17516.4,0.412278,0.986375,0.00919649,27121.6,0.0275579,901.464,0.0342706,-0.12492,-0.0179483,-22.3153,104.438,117.838,-81903.7,562.375,118.441,22.5109,627.358,81.9269,-509.52 
74,15,16,2.7,74,25914.7,-0.802495,49.493,13.2122,83.1699,0.704278,34.8294,455.226,-1.01716,1.99604,0.584363,-0.851424,-0.808252,-2.21089,11069.4,94.4798,16699,22085.5,-1.00324,2.00996,0.612206,-0.837502,-0.794331,48.4229,11072.2,94.5372,16701.8,0.421463,0.985278,0.0103193,26270.8,0.0265445,876.521,0.0265913,-0.0163848,-1.09266,-18.0381,105.384,122.044,-1.61052e+06,5.22644,12.1358,100.032,237.794,5.35108,-115.751 
75,30,31,2,75,26487.9,-0.539122,49.5064,13.3583,83.4512,-0.263288,602.528,0.0787409,-0.523021,-0.836578,-0.035184,1.43962,1.42135,-6.56258,11119,88.6635,17204.4,26692.4,-0.481699,-0.795256,0.0474616,1.48094,1.46267,0.972311,11127.3,88.834,17212.7,0.41534,0.986222,0.00941749,26790.9,0.0271315,902.136,0.0336215,-0.121467,-0.00215794,-20.6175,104.333,119.191,-81903.7,602.518,112.761,17.1188,606.061,87.2145,-486.87 
76,15,16,0,76,26630.8,-0.328199,49.8078,13.2515,83.2798,0.14903,-29.1573,6.56316e-05,0.993155,2.42668,2.36808,-2.97159,-0.395088,2.54828,10974.9,97.0065,17378.9,21627.6,0.977109,2.41063,2.33599,-2.98764,-0.411134,-0.00474366,10971.7,96.9404,17375.7,0.409642,0.984773,0.0101727,26783.6,0.0272779,862.108,0.0273343,-0.0257483,-0.959487,-18.0373,104.87,121.917,-2.21024e+06,5.20808,12.3675,100.022,239.156,4.84742,-117.239 
77,30,31,0,77,26560.5,-0.349994,50.343,13.1653,83.218,-0.28888,382.751,499.999,2.63129,0.744802,3.67961,-2.92145,-1.83428,-2.61396,11210,96.9794,17309.4,25175.1,2.64775,0.761262,3.71253,-2.90499,-1.81782,-0.54771,11213.3,97.0473,17312.8,0.415801,0.98508,0.0102205,26967.9,0.0272059,864.442,0.0273787,-0.0726031,-0.432292,-18.9521,104.747,121.317,-327665,5.15171,11.2234,100.048,232.973,4.69925,-111.656 
78,15,16,2.7,78,26556.1,-0.262881,48.9761,13.4503,83.5837,0.0903633,45.544,55.247,0.354168,-1.14056,0.39925,-0.291398,-0.358213,4.99382,11373.7,83.1769,17032.8,21578.2,0.322723,-1.172,0.336361,-0.322843,-0.389658,1.27449,11367.3,83.0471,17026.5,0.423184,0.987376,0.00890492,26861.4,0.0272015,908.234,0.0336985,-0.049835,-0.0123412,-22.9757,104.478,119.51,-81903.7,342.286,113.837,74.269,610.09,30.2092,-490.58 
79,30,31,2,79,26078.4,0.0580021,48.4048,13.1646,83.2436,-0.0600717,77.1304,6.19358e-12,0.933035,1.43038,3.65595,-2.11173,-2.7283,-12.2347,10802.3,80.2695,17198.4,20894.8,1.01007,1.50742,3.81002,-2.03469,-2.65126,-1.32097,10817.8,80.5873,17214,0.408489,0.987131,0.00855009,26482.6,0.0267121,850.389,0.033081,-0.105546,0.0553107,-19.8024,104.272,118.82,-81903.7,386.576,112.397,7.20069,604.2,97.0715,-485.38 
80,15,16,0,80,26771.5,-0.698595,50.389,13.3876,83.5236,0.642405,23.0447,34.2275,3.93939,3.80548,-2.34294,3.2578,-0.484253,-26.4267,11294.9,107.324,17039.7,22441.9,4.1058,3.97189,-2.01014,3.4242,-0.317851,1.21912,11328.5,108.011,17073.4,0.421679,0.983589,0.0115194,26865.3,0.027422,940.934,0.0274804,-0.0163674,-1.40463,-16.9149,105.112,122.569,-1.14085e+06,5.17142,11.8643,100.042,237.244,5.06954,-114.675 
81,30,31,0,81,27534.1,-0.811171,51.7699,13.3296,83.3095,-0.112402,534.921,19.5947,1.72014,3.65751,-0.398358,-2.08978,-0.452782,-70.3234,11980.1,116.017,17080,24421.4,2.16295,4.10032,0.487257,-1.64697,-0.00997421,0.904339,12069.6,117.843,17169.5,0.435823,0.983201,0.0124855,27693.8,0.0282032,873.737,0.0284759,-0.0333946,-2.39437,-17.8427,106.053,126.874,-410088,5.16761,11.4929,100.039,233.639,6.01396,-106.766 
82,15,16,2.7,82,25711.9,-0.433403,48.1585,13.1827,83.4634,0.149241,327.427,0.00268745,2.36013,1.27734,1.64242,-0.241547,-1.44698,-10.2328,11010.7,82.8993,16586.9,22257.5,2.42456,1.34177,1.77129,-0.177114,-1.38255,0.554724,11023.7,83.1651,16600,0.421885,0.98697,0.00914448,26129.7,0.0263367,922.303,0.0327089,-0.127423,-0.0165429,-20.7662,104.144,117.806,-81903.8,346.393,115.723,66.2366,617.587,37.9072,-499.781 
83,30,31,2,83,26899.7,0.0298571,49.4835,13.3006,83.2773,-0.0792734,70.484,499.966,-0.893,-0.592304,-1.89267,-0.614649,-1.10617,-0.508175,11353,101.247,17095.6,21607.2,-0.8898,-0.589104,-1.88627,-0.611449,-1.10297,0.628657,11353.7,101.26,17096.3,0.421892,0.984632,0.0107929,26911.3,0.0275533,874.042,0.0275798,-0.0135502,-0.825272,-20.3992,104.923,123.054,-336602,5.17481,11.2969,100.035,233.349,4.88793,-110.295 
84,15,16,0,84,27234.7,-0.817521,51.6245,13.2551,83.3783,0.875242,-36.6644,27.1531,-0.725848,0.208901,6.16829,-0.937564,-2.63874,-41.0759,11815.9,104.906,17193.7,23320.5,-0.467204,0.467545,6.68558,-0.67892,-2.3801,-0.843331,11868.2,105.973,17246,0.4306,0.984614,0.0111926,27562.1,0.0278965,915.011,0.0280275,-0.014583,-1.32908,-19.8632,105.339,124.828,-364596,5.14543,11.0988,100.017,232.571,5.3215,-107.743 
85,30,31,0,85,27595.1,-0.371861,51.5369,13.1438,83.3005,-0.433553,573.432,500,0.783346,-1.19846,1.69726,-1.49457,-1.57637,-11.751,11841.6,99.5725,17498.3,30144.5,0.857339,-1.12446,1.84524,-1.42058,-1.50238,2.37209,11856.6,99.8777,17513.2,0.426594,0.985472,0.0103963,27793.6,0.0282656,928.771,0.0282841,-0.00754398,-0.843835,-19.9584,104.906,123.611,-327960,5.16005,11.3842,100.033,233.681,4.87291,-110.07 
86,15,16,2.7,86,26492.6,-0.887478,49.5942,13.619,83.2454,-1.85773,2778.21,354.836,-1.09877,1.96362,3.60192,-0.777208,-0.65183,34.0264,11239.2,85.5059,17284.6,190000,-1.31302,1.74936,3.17341,-0.991464,-0.866085,-0.811101,11195.9,84.6221,17241.3,0.416429,0.986946,0.00896022,26885.5,0.0271364,899.645,0.0337671,-4.98743,0.119984,-10.6658,104.744,111.701,-87023.8,366.769,116.771,98.3147,622.185,6.42921,-510.484 
87,30,31,2,87,26335.1,-0.895965,49.73,13.546,83.2877,0.616708,3.13553,60.4636,2.95496,1.41961,-1.04381,-1.08325,-1.14187,7.79276,10946.1,89.6808,17280.7,21992.3,2.90589,1.37054,-1.14194,-1.13232,-1.19094,2.40767,10936.1,89.4784,17270.8,0.410322,0.985884,0.00945355,26652.6,0.0269751,853.485,0.0324227,-0.578588,0.132797,-20.5334,104.59,119.746,-83181.5,134.607,97.5227,97.7433,548.233,6.84719,-428.487 
88,15,16,0,88,27442.9,-0.0525039,51.1309,13.1033,83.3207,0.0329115,-1.15919,500,-0.49175,3.56623,-1.26834,-2.47854,0.975282,2.57772,11904.6,91.4552,17454.8,21811.5,-0.507981,3.55,-1.30081,-2.49477,0.959051,7.33029,11901.3,91.3883,17451.5,0.42838,0.98674,0.0095544,27782.2,0.0281097,904.839,0.0282452,-0.0134758,-0.710387,-20.5411,104.778,120.686,-779812,5.1811,11.6689,100.008,235.951,4.77001,-115.264 
89,30,31,0,89,27066.9,-0.131778,51.1481,12.8724,83.1408,-0.841454,900.018,464.384,-1.08121,0.923083,1.41778,-0.48474,1.60336,-46.0186,11809.5,95.5176,17172,46086.4,-0.791445,1.21285,1.99732,-0.194973,1.89313,0.514847,11868.1,96.7128,17230.6,0.430816,0.98594,0.0102337,27547.9,0.0277247,889.189,0.0278074,-0.0339756,-0.975298,-19.8902,105.236,122.473,-1.5931e+06,5.19882,12.1539,100.024,237.874,5.21286,-115.401 
90,15,16,2.7,90,26277.1,-0.33589,49.1983,13.228,83.2767,0.118816,114.177,500,1.60395,1.96609,-1.76841,-0.480598,-2.34786,-15.3676,10909.8,84.3306,17226.3,21627.1,1.70072,2.06285,-1.57488,-0.383832,-2.2511,-2.52922,10929.4,84.7298,17245.9,0.410522,0.986615,0.00896916,26623.2,0.0269157,867.66,0.0333768,-0.114188,-0.00681002,-20.6933,104.37,119.861,-81903.8,436.725,112.835,77.7986,606.527,26.5714,-486.665 
91,30,31,2,91,25483.9,-0.803643,48.1876,13.3786,83.3775,2.19719,-973.671,446.149,0.751059,0.699483,5.18041,-1.7751,-1.1703,-40.4445,10322.7,85.7174,16877.3,90629.3,1.00573,0.954151,5.68975,-1.52043,-0.915633,-0.0913361,10374.2,86.7679,16928.8,0.402421,0.985574,0.00935333,25779.4,0.0261031,926.347,0.0261573,-0.0110373,-0.364761,-19.6846,104.537,120.296,-82063.9,5.12625,10.1834,100.011,228.478,4.52595,-108.182 
92,50,51,1.6,92,26536.4,-0.457942,49.2366,13.3694,83.0992,0.716259,-223.291,500,2.86827,3.21595,2.89928,0.286124,-0.0746814,-19.1612,11289.8,95.5588,16822.9,26635.1,2.98893,3.3366,3.14059,0.406777,0.0459715,0.683372,11314.2,96.0565,16847.3,0.424624,0.98536,0.0103938,26645.2,0.0271812,930.412,0.0272302,-0.0231908,-0.796741,-18.2779,104.644,120.772,-1.82286e+06,5.21472,12.3803,100.046,238.833,4.59749,-118.062 
93,50,51,1.6,93,26214.7,-0.40477,49.3305,13.2209,83.3381,0.218701,105.197,1.83777e-12,0.269741,-1.96233,-3.35718,1.28016,-1.5988,-5.00717,11277.4,93.5558,16811.8,21980,0.30127,-1.9308,-3.29413,1.31169,-1.56727,0.363974,11283.8,93.6858,16818.2,0.424389,0.985678,0.0101572,26588.4,0.0268517,874.922,0.0268596,-0.00128163,-0.515737,-19.9214,104.529,120.844,-327665,5.17664,11.3242,100.022,233.609,4.50692,-112.765 
94,50,51,1.6,94,27645.2,-0.0704529,50.628,13.3593,83.3749,-0.0360014,68.4062,4.5462e-12,2.61848,2.29695,3.82896,2.05572,-1.36003,3.47436,11561,87.4485,17890.8,22097.8,2.5966,2.27507,3.78521,2.03384,-1.38191,0.593374,11556.6,87.3582,17886.4,0.415209,0.986944,0.00891674,27833.2,0.028317,941.745,0.0348577,-0.128561,-0.0116525,-22.9566,104.304,118.862,-81903.9,364.09,110.571,61.6042,597.419,42.6998,-478.557 
95,50,51,1.6,95,27636,-0.45687,51.7311,13.2811,83.3732,-0.488368,1081.65,500,0.675864,2.5201,0.586747,-0.899043,-0.693286,23.9701,11950.2,98.7971,17611.4,39561.7,0.524931,2.36917,0.28488,-1.04998,-0.844219,0.778266,11919.7,98.1744,17580.9,0.42695,0.985791,0.0101819,27918.3,0.0283076,892.1,0.0283059,0.00544049,-0.656583,-20.3467,104.661,122.652,-327673,5.14175,11.1638,100.008,233.062,4.65293,-110.41 
96,50,51,1.6,96,26315.7,-0.127484,49.2447,13.0894,83.3589,0.120877,-87.656,399.596,-0.198971,-0.332892,-0.818122,-0.854385,-1.72135,14.7907,11381.4,85.5848,16989.7,21328.3,-0.292104,-0.426025,-1.00439,-0.947518,-1.81448,0.776032,11362.6,85.2007,16970.9,0.423881,0.987048,0.00916336,26806.1,0.0269551,943.888,0.0335321,-0.124197,0.0134498,-22.6171,104.127,117.621,-81903.8,418.135,117.68,61.2649,624.776,42.8617,-507.155 
97,50,51,1.6,97,26909.2,-0.604545,50.9794,13.209,83.3511,0.0992868,551.946,6.57109e-09,-0.621191,0.905889,-1.97998,-2.72567,-0.693442,-27.579,11505.9,88.0333,17398.4,23704.9,-0.447534,1.07955,-1.63267,-2.55201,-0.519785,0.599095,11541,88.7497,17433.5,0.421119,0.986721,0.00929056,27405.5,0.0275631,900.6,0.0276259,-0.0839219,-0.323795,-20.2091,104.551,120.54,-81904.2,5.21713,11.37,100.051,228.301,4.49993,-107.761 
98,50,51,1.6,98,26938.1,-0.343897,50.3344,13.2835,82.9283,-0.10411,326.67,0.000374523,-1.82553,3.7365,-2.08455,1.88234,0.549292,6.83073,11242.9,98.3683,17344.7,22872.8,-1.86855,3.69348,-2.17057,1.83933,0.506281,2.0853,11234.2,98.1909,17336,0.415927,0.984935,0.0103259,27009.9,0.0275927,887.364,0.0276304,-0.0187014,-0.946623,-19.0897,105.249,123.415,-662978,5.17148,11.8093,100.007,236.181,5.24208,-112.766 
99,50,51,1.6,99,27079.4,-0.863304,51.149,13.4139,83.4476,-0.101115,968.626,413.153,-0.514587,0.799901,-3.18598,-1.06649,-0.0144071,-4.9815,11288.6,94.8708,17604.6,25523.4,-0.48322,0.831268,-3.12325,-1.03512,0.0169601,0.176654,11295,95.0002,17610.9,0.413419,0.985495,0.00983926,27320.9,0.0277375,854.539,0.0337716,-0.0945433,-0.374854,-5.57866,104.725,114.464,-80699.1,216.432,105.787,97.0889,579.451,7.63645,-464.987 
100,50,51,1.6,100,26746.4,0.0210884,49.3473,13.2073,83.3161,-0.0192905,37.7094,8.18512e-12,-0.726885,-0.563428,2.08936,1.02044,2.91512,-8.58628,11537.8,99.1239,17067.3,21240.1,-0.67282,-0.509362,2.19749,1.07451,2.96919,0.565627,11548.8,99.347,17078.2,0.426312,0.985169,0.0106022,27089.9,0.0273963,876.316,0.0274011,0.00750905,-0.536348,-20.4536,104.654,123.542,-327665,5.17933,11.3408,99.9985,233.543,4.6556,-110.001 
101,50,51,1.6,101,26615.3,0.0241316,49.541,13.0255,83.2647,0.00242596,-16.2523,5.89677e-12,3.52364,-1.13177,1.42805,0.0730656,1.78061,-71.8455,11004.9,101.267,16904,21007.7,3.97604,-0.679378,2.33284,0.525458,2.233,0.721882,11096.3,103.134,16995.4,0.41775,0.983995,0.0110549,26562.1,0.027262,917.426,0.0273364,-0.025728,-1.65309,-18.5336,105.625,126.579,-333266,5.17572,11.3962,100.037,233.489,5.58801,-106.91 
102,50,51,1.6,102,26019.4,-0.302555,48.5513,13.2207,83.1685,-0.455388,639.574,498.311,0.379034,-1.29005,3.78503,0.739191,0.229607,-54.4232,11287.7,96.3133,16290.6,30376.7,0.721722,-0.947358,4.47041,1.08188,0.572295,0.242169,11357,97.7269,16359.8,0.432739,0.985165,0.0108842,26244.5,0.0266517,995.584,0.0268212,-0.0251862,-0.950302,-19.3032,104.898,122.915,-406502,5.16293,11.3657,100.01,233.909,4.88804,-110.993 
103,50,51,1.6,103,27405.2,0.0874069,50.6169,13.1318,83.3375,-0.0351443,2.28086,500,1.7453,0.501082,1.83764,-1.55587,-1.87102,10.7314,11257.9,102.679,17541.7,21640.5,1.67772,0.433509,1.7025,-1.62345,-1.93859,-5.76422,11244.2,102.4,17528,0.41347,0.984313,0.0106471,27194.7,0.0280711,951.048,0.0280126,-0.0183366,-1.27784,-19.3449,105.028,121.176,-331992,5.17971,11.4765,100.004,233.87,5.02408,-112.694 
104,50,51,1.6,104,26408,-0.120017,49.2541,13.1726,83.2804,-0.0338221,208.477,4.69366,0.0704158,0.181655,0.471741,-1.23662,-0.605644,-20.2495,11595.8,89.8381,16852.5,21350.2,0.197922,0.309161,0.726753,-1.10912,-0.478138,3.05634,11621.6,90.364,16878.3,0.430735,0.986575,0.00976606,26980.8,0.0270497,935.505,0.0337922,-0.12579,-0.0343369,-20.3113,104.202,119.021,-81903.7,608.653,118.503,23.1647,627.598,81.0375,-508.577 
105,50,51,1.6,105,26410.7,-0.837862,49.615,13.4777,83.2623,0.62395,108.671,177.625,1.66023,1.8796,-0.699475,-1.46711,-0.908124,-24.2378,10679.8,97.3324,17287.6,23975.5,1.81285,2.03222,-0.394237,-1.31449,-0.755505,1.28551,10710.6,97.962,17318.4,0.404626,0.984246,0.0103124,26470.4,0.0270525,942.651,0.0271026,-0.0257841,-1.01418,-19.9551,105.227,122.88,-328660,5.18732,11.366,100.032,233.771,5.19589,-110.892 
106,50,51,1.6,106,27087.4,-0.894309,50.7584,13.5898,83.0739,0.252288,174.409,225.241,2.27571,2.05774,4.03483,-0.454912,-2.05129,-21.1633,11275,103.654,17420.8,23887.5,2.40897,2.191,4.30135,-0.321653,-1.91803,0.35431,11301.9,104.204,17447.8,0.415826,0.984121,0.010882,27179.4,0.0277457,921.089,0.0277824,0.0090301,-0.934578,-19.9941,105.099,122.331,-493152,5.23149,11.9442,100.039,234.083,5.05998,-111.752 
