cyc,time,chargetime,decoherencetime,VVA,PhaseOGain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
74,0.08,0.82,0.88,5,-9,74,12131.8,0.022019,22.4665,11.6075,121.241,0.00283234,-21.164,4.61673e-10,0.253053,0.238397,1.84018,-1.252,3.18497,-48.1159,533.079,21.8864,11187.9,8491.23,0.556026,0.54137,2.44613,-0.949024,3.48794,0.597838,585.039,24.0072,11239.9,0.0530015,0.933,0.00391912,11038.1 
75,0.08,0.82,0.88,5,-9,75,13550.4,0.00143965,24.5904,11.9317,121.142,-0.00243822,-0.553173,4.96601e-10,-1.32495,0.0538873,3.94559,2.86741,0.0657722,-36.3966,624.826,28.5236,12560.9,9551.31,-1.09577,0.283067,4.40395,3.09659,0.294952,0.369313,664.13,30.1278,12600.2,0.0536354,0.926451,0.00438526,12382.3 
76,0.08,0.82,0.88,5,-9,76,14431,0.0310846,25.6782,12.07,121.83,-0.0188264,-34.5922,300.641,-0.071676,0.169265,0.561398,3.56608,-0.415626,-35.6242,583.186,25.2949,13429.1,10110.7,0.15264,0.393582,1.01003,3.79039,-0.19131,0.804081,621.657,26.8651,13467.6,0.0472869,0.92969,0.00366118,13146.5 
77,0.08,0.82,0.88,5,-9,77,13235.3,-0.0518394,23.5186,-12.0017,121.469,0.0426716,-6.88191,2.54716e-12,-2.03423,1.12765,2.32721,0.0221307,-1.09281,-83.1501,516.112,34.4976,12219.9,9198.14,-1.51066,1.65123,3.37436,0.545705,-0.56924,0.033521,605.904,38.1626,12309.7,0.0502663,0.90072,0.00567849,12053.9 
78,0.08,0.82,0.88,5,-9,78,16644.2,0.00513285,29.5334,-12.2219,121.505,0.00571788,-10.2538,270.395,-1.05347,-0.694876,1.23815,4.14165,-1.01628,-37.9121,757.205,49.444,15431.6,11752.2,-0.814753,-0.456154,1.71559,4.38037,-0.777562,0.576135,798.145,51.1151,15472.5,0.0525525,0.899221,0.00604879,15187.6 
79,0.08,0.82,0.88,5,-9,79,16367.3,0.11658,28.141,12.1638,121.423,-0.0862735,-81.8364,214.786,-0.332671,0.450972,0.501003,-1.09926,-0.586604,-112.082,739.166,38.4132,14938.8,11372.9,0.373082,1.15673,1.91251,-0.393508,0.119149,0.396296,860.203,43.3535,15059.8,0.0578645,0.91895,0.00527499,14865.8 
181,0.3,0.6,1.1,2.3,-9,181,14658.9,-0.00373175,26.8543,11.7217,121.418,-0.012319,1.40449,7.09956e-12,0.602716,0.436498,2.92172,-1.52398,-1.91501,-68.0857,531.548,28.8046,13543.4,10247.7,1.03143,0.865215,3.77915,-1.09527,-1.4863,-0.221351,605.073,31.8056,13617,0.0456011,0.915761,0.00428424,13268.8 
182,0.35,0.55,1.15,2.199,-9,182,15386.6,0.0210357,27.3005,11.9527,121.715,0.00731935,-13.3546,500,-2.40692,-4.16359,0.279636,0.961634,3.43687,-47.5279,524.265,35.8646,14181.5,10625.8,-2.10765,-3.86432,0.878177,1.2609,3.73614,10.0761,575.59,37.9595,14232.8,0.0416728,0.896531,0.00488895,13812.1 
183,0.4,0.5,1.2,2,-9,183,13628.3,0.0519204,24.7566,11.7196,121.601,-0.00878097,-14.7,76.5731,0.479093,4.39119,1.88198,5.24641,-0.529068,-22.4096,453.741,4.21058,12600.1,9449.17,0.6202,4.5323,2.1642,5.38752,-0.387961,0.824281,477.941,5.19833,12624.3,0.0391161,0.981322,0.000757952,12218.5 
184,0.3,0.6,1.1,2.3,-9,184,15839.3,0.0824285,27.9676,11.9676,121.635,-0.106012,49.9028,157.384,-0.417052,4.89636,-0.209896,0.708574,1.50903,-9.16409,575.601,31.0877,14513.9,11068,-0.359348,4.95406,-0.0944887,0.766278,1.56673,1.01383,585.497,31.4916,14523.7,0.0415465,0.913972,0.00397832,14092.6 
185,0.35,0.55,1.15,2.199,-9,185,14438.1,-0.0105977,26.3175,11.9624,121.702,0.0040163,0.336649,160.894,-3.24237,-3.12695,2.13851,-3.00956,-0.424396,-32.8951,555.054,34.064,13438.5,10248.5,-3.03524,-2.91982,2.55277,-2.80243,-0.217264,1.39751,590.577,35.5139,13474.1,0.0450085,0.904785,0.00483183,13121.5 
186,0.4,0.5,1.2,2,-9,186,15263.7,0.0200661,27.3053,12.059,121.689,-0.0255624,1.4133,240.191,0.504331,-1.69948,1.17078,1.80355,-1.73107,-47.9197,414.233,39.3631,14249.6,10720.2,0.806068,-1.39774,1.77426,2.10529,-1.42934,0.0453487,465.981,41.4753,14301.3,0.0338497,0.865231,0.00531391,13766.2 
187,0.3,0.6,1.1,2.3,-9,187,15463.8,0.0575207,27.2569,12.0841,121.782,0.0722188,302.127,396.737,-3.27739,0.0178548,0.0261929,1.64728,2.47326,-11.4089,623.941,40.1269,14178.4,11432.5,-3.20555,0.0896933,0.16987,1.71912,2.5451,0.871138,636.261,40.6297,14190.7,0.0459938,0.899483,0.00524649,13833.6 
188,0.35,0.55,1.15,2.199,-9,188,16730.6,0.0101668,30.1828,12.0023,121.437,-0.00144148,-19.7479,499.727,1.06236,-0.168007,-0.652717,-0.744133,1.05684,-78.4484,534.953,26.1421,15611.2,11793.8,1.55633,0.325962,0.33522,-0.250165,1.55081,0.904717,619.668,29.5998,15695.9,0.0407226,0.922856,0.00346188,15216.8 
189,0.4,0.5,1.2,2,-9,189,14095,0.0767404,25.206,11.8526,121.609,0.0143943,-49.1013,96.3304,-0.580548,-2.39378,0.98588,-0.283334,-0.338402,-71.9208,448.873,22.0829,12942.1,9748.51,-0.127682,-1.94091,1.89161,0.169532,0.114464,-16.6768,526.54,25.253,13019.8,0.0416732,0.922568,0.00356019,12635 
190,0.3,0.6,1.1,2.3,-9,190,14328.8,0.000465535,25.8368,11.9845,121.488,-0.0061769,-1.32115,0.000549482,-3.40427,-0.42613,-0.825103,-0.539846,-1.94162,-18.5585,553.77,17.2974,13328.3,10080.1,-3.28741,-0.309272,-0.591387,-0.422988,-1.82476,0.90811,573.811,18.1154,13348.4,0.0441807,0.947644,0.00249373,12987.8 
191,0.35,0.55,1.15,2.199,-9,191,16170.5,0.128214,28.3917,12.158,121.439,-0.0686046,-18.0778,33.8949,-0.298697,2.22847,3.22909,-4.62492,-2.42073,-88.8116,552.619,39.8614,15022.6,11277.3,0.260526,2.78769,4.34753,-4.0657,-1.8615,-1.96043,648.526,43.776,15118.5,0.0440912,0.894353,0.00530555,14708.8 
192,0.4,0.5,1.2,2,-9,192,15564.1,0.0326511,27.5015,11.9868,121.543,0.0668203,-117.75,500,-1.93745,1.80795,6.52974,-0.932392,-2.41486,-58.9019,436.112,25.351,14487.1,10987.5,-1.56656,2.17884,7.27152,-0.561502,-2.04397,-0.37762,499.72,27.9472,14550.7,0.0356132,0.910855,0.00352561,14031.9 
193,0.4,0.5,1.2,2,-9,193,14621.6,0.0218674,26.0225,11.9924,121.746,-0.0132358,110.635,500,-2.78886,-1.27879,-0.373536,-0.171749,1.47315,-81.4132,380.686,25.5877,13675.5,10206.6,-2.27622,-0.766148,0.651738,0.340888,1.98579,11.1909,468.603,29.1762,13763.4,0.0353168,0.901747,0.00388978,13268.6 
194,0.4,0.5,1.2,2,-9,194,14996.9,0.0562475,26.9167,-11.8654,121.907,-0.0614438,52.8604,313.222,-3.29497,-1.64414,-1.58515,0.440948,-0.291388,-16.1653,444.888,33.9518,13895.6,10502.5,-3.19318,-1.54235,-1.38157,0.542736,-0.1896,0.760309,462.345,34.6643,13913,0.0344995,0.884012,0.00456863,13401.5 
195,0.4,0.5,1.2,2,-9,195,12940.4,0.00320739,22.7086,12.2416,121.589,-0.00397047,0.433594,9.95285e-11,-1.70392,0.888381,0.939678,-1.00809,0.0222764,-35.6145,463.202,20.3211,11974.1,9049.55,-1.47966,1.11264,1.38819,-0.783832,0.246531,-1.86899,501.662,21.8909,12012.6,0.0429749,0.929053,0.00334569,11673.4 
196,0.4,0.5,1.2,2,-9,196,15358.8,0.024735,27.2593,12.1357,121.624,-0.0388041,-8.99892,428.648,2.80156,2.58058,6.80509,0.346099,-1.00137,-49.4231,398.087,32.0043,14426.6,10780.4,3.11277,2.89179,7.42749,0.657303,-0.690162,0.445676,451.458,34.1827,14480,0.0324373,0.883,0.00432979,13917.9 
197,0.4,0.5,1.2,2,-9,197,16727.2,0.0133541,29.4131,12.3016,121.95,-0.0252166,41.1918,432.013,-0.793575,5.01971,-1.40043,1.32329,-0.144621,-43.3103,504.838,24.6406,15664.6,11812.5,-0.520861,5.29243,-0.855001,1.596,0.128093,1.15158,551.608,26.5496,15711.4,0.036378,0.922314,0.00310318,15163.2 
198,0.4,0.5,1.2,2,-9,198,14605.8,0.085843,25.9977,11.829,121.942,-0.0759079,-62.0828,41.2406,0.136206,-0.163606,-1.49721,-0.16138,-0.59357,-36.8365,396.207,26.5666,13489.3,10164.4,0.368155,0.0683434,-1.03331,0.0705695,-0.36162,-0.163818,435.986,28.1903,13529.1,0.033491,0.898349,0.00382369,13018 
199,0.4,0.5,1.2,2,-9,199,15863.5,0.038366,28.0653,12.1719,122.046,-0.00478907,-21.9596,8.90782e-10,-1.71606,2.6418,2.15065,2.14399,0.58279,-26.4572,339.894,23.0748,14951.4,11123.8,-1.54947,2.8084,2.48384,2.31059,0.749384,0.634876,368.464,24.241,14979.9,0.0257671,0.896756,0.00297209,14299.8 
200,0.4,0.5,1.2,2,-9,200,13983.9,0.0237382,25.1723,11.9599,121.648,-0.0157352,-13.2137,471.385,0.246105,-0.1166,0.553163,-1.40454,-1.29007,0.327982,416.056,26.1874,13038.5,9807.21,0.24404,-0.118665,0.549033,-1.40661,-1.29214,1.27122,415.702,26.173,13038.1,0.0331471,0.900754,0.00368426,12541.1 
201,0.4,0.5,1.2,2,-9,201,16081.1,0.0135335,29.179,11.9185,121.724,-0.00471435,4.25383,476.363,1.1221,1.61668,5.21259,2.44864,-4.26784,-45.603,418.488,37.0699,15114,11321.7,1.40925,1.90383,5.78689,2.73579,-3.98068,0.263292,467.734,39.0799,15163.2,0.0321036,0.872437,0.0047252,14569.5 
202,0.4,0.5,1.2,2,-9,202,16124.6,-0.00940341,29.0908,-12.0766,121.822,-0.022621,-10.1789,326.263,-1.61411,-2.10359,2.31588,1.96188,0.561116,-8.92471,582.09,31.6153,15044,11444.1,-1.55792,-2.04739,2.42827,2.01807,0.617313,-0.665078,591.728,32.0087,15053.7,0.0405525,0.913522,0.00390159,14591.7 
203,0.4,0.5,1.2,2,-9,203,14175.5,0.0356724,25.3787,11.9733,121.646,-0.0263511,15.382,66.0146,-1.53536,5.23688,5.75595,-1.62332,-1.90341,-37.9992,269.952,19.6081,13409.7,9905.08,-1.29609,5.47615,6.23449,-1.38405,-1.66414,0.153655,310.987,21.283,13450.8,0.0242575,0.893045,0.00290626,12820.2 
204,0.4,0.5,1.2,2,-9,204,16665.4,-0.00140451,29.3704,-12.1856,121.684,-0.0112007,11.6049,499.759,-1.88112,2.81768,6.51442,-1.22874,-4.34124,-45.2035,441.503,33.5054,15519.5,11655,-1.59649,3.10231,7.08369,-0.944104,-4.05661,-0.97383,490.318,35.4978,15568.3,0.0327559,0.887551,0.00418267,14968.8 
205,0.4,0.5,1.2,2,-9,205,14220.5,0.0158135,25.2416,12.2296,121.673,-0.00762689,-9.19854,1.18738,1.28316,1.41882,0.729926,-2.53593,0.44034,-38.273,344.47,33.7208,13400.7,10051.3,1.52416,1.65981,1.21192,-2.29493,0.681334,0.564418,385.801,35.4078,13442,0.0299375,0.861616,0.00482888,12886.9 
206,0.4,0.5,1.2,2,-9,206,14207.2,0.0235641,25.7567,11.8598,121.621,-0.00409876,-22.6395,500,4.20691,2.46075,-2.77836,-0.975607,-1.41332,-59.3175,388.588,20.7871,13298.1,9947.03,4.58042,2.83426,-2.03135,-0.602101,-1.03981,1.54294,452.645,23.4016,13362.2,0.0351446,0.917032,0.00321576,12879.5 
207,0.4,0.5,1.2,2,-9,207,13743.4,0.0227321,24.1412,12.1628,121.556,-0.0567685,-42.8968,499.062,-0.640646,-3.92251,0.712122,-0.269789,-0.412318,-3.37945,354.681,27.6889,12754.9,9637.73,-0.619366,-3.90123,0.754681,-0.24851,-0.391039,1.17131,358.33,27.8378,12758.5,0.0293143,0.880318,0.00400321,12223.7 
208,0.4,0.5,1.2,2,-9,208,15604.8,0.0232253,27.9037,12.0531,121.365,-0.0126219,-32.3745,315.045,-2.46796,-2.72179,5.68002,-0.000714034,-2.20565,-53.8475,419.794,29.6209,14674.9,10961.8,-2.12889,-2.38272,6.35815,0.338349,-1.86658,-18.9756,477.944,31.9944,14733.1,0.0337062,0.895136,0.00398438,14179.7 
209,0.45,0.45,1.25,2,-9,209,14769.7,0.0214961,25.8017,12.0839,121.415,0.0113684,-6.89966,500,-2.74466,1.1746,-1.45729,1.21156,1.02067,-41.4656,381.84,21.8186,13613.6,10152.2,-2.48356,1.4357,-0.935097,1.47265,1.28177,2.21211,426.618,23.6463,13658.4,0.0324946,0.911579,0.00317904,13128.9 
210,0.5,0.4,1.3,2,-9,210,15440.3,-0.0348874,27.2759,12.124,121.837,0.0333921,-10.2014,1.36424,1.72712,1.15405,0.906831,0.925794,-1.46209,-39.9272,412.766,36.0303,14347.3,10776.2,1.97853,1.40546,1.40965,1.17721,-1.21068,0.703865,455.883,37.7902,14390.4,0.0329419,0.873312,0.0048142,13839 
211,0.55,0.35,1.35,2,-9,211,13842.7,0.0283738,25.004,11.8941,121.964,-0.010149,7.48978,38.8412,-0.276456,-1.89705,0.697865,2.04828,-1.08098,-53.4703,1011.92,17.5832,12301,9683.86,0.0602328,-1.56036,1.37124,2.38496,-0.744287,0.0929666,1069.66,19.9401,12358.8,0.0851415,0.968408,0.0029633,12563.3 
212,0.45,0.45,1.25,2,-9,212,15485.7,0.00689739,27.6125,12.1536,121.542,-0.0787191,56.4736,225.791,0.0381232,3.1136,6.5992,-1.33145,-4.44982,28.2838,435.505,27.2235,14554.3,11069.3,-0.139972,2.93551,6.24301,-1.50954,-4.62792,-1.15195,404.962,25.9768,14523.8,0.0291087,0.899073,0.00328392,13912.1 
213,0.5,0.4,1.3,2,-9,213,15176.3,0.0396586,26.7167,12.1705,121.815,-0.032514,9.81623,59.1169,-1.61461,5.91588,1.87547,-1.35036,-1.52817,-84.7276,461.33,31.3146,14150,10595.2,-1.08111,6.44939,2.94249,-0.81685,-0.994667,0.547258,552.827,35.0491,14241.5,0.0400673,0.900131,0.00451305,13797.5 
214,0.55,0.35,1.35,2,-9,214,15063.7,-0.00107847,27.5675,11.8701,121.622,-0.0116715,8.19526,1.82991e-10,-2.78225,-1.92286,2.9843,-3.1718,-5.20497,10.1095,1107.41,29.9749,13478.8,10655.5,-2.84591,-1.98652,2.85699,-3.23546,-5.26863,1.27263,1096.49,29.5293,13467.8,0.0804966,0.954992,0.00402271,13621.6 
215,0.45,0.45,1.25,2,-9,215,13438.8,0.00656614,24.4804,11.8938,121.713,-0.0105382,-4.94095,431.635,0.108579,2.45642,1.19005,2.33053,-0.180362,-47.5114,351.178,16.9208,12589.7,9480.09,0.407746,2.75559,1.78838,2.6297,0.118805,0.76775,402.485,19.0149,12641,0.0331028,0.923637,0.00276328,12158.6 
216,0.5,0.4,1.3,2,-9,216,15253.1,0.000829532,27.0853,12.1263,121.673,-0.0172785,-14.8711,500,3.27531,1.2793,8.88516,-1.18341,3.63522,-47.0305,497.454,37.704,14145.7,10700.3,3.57145,1.57544,9.47744,-0.887276,3.93136,0.463594,548.242,39.7769,14196.5,0.0398693,0.887336,0.00513486,13751 
217,0.55,0.35,1.35,2,-9,217,14920,0.00127781,27.2871,11.8428,121.708,-0.0110063,1.26511,1.73082e-10,-1.30578,3.11482,-0.688184,1.67644,-1.84771,-9.49578,1005.05,15.9877,13594.9,10520.2,-1.24599,3.17461,-0.568599,1.73624,-1.78792,1.43459,1015.31,16.4063,13605.1,0.0742829,0.9725,0.00221645,13668.1 
218,0.45,0.45,1.25,2,-9,218,15471.6,-0.000756305,27.9409,12.0308,121.46,-0.0365947,22.9039,268.243,3.16821,-2.51932,1.1614,-3.99925,-1.95377,-44.1783,464.706,33.0142,14621.3,10970.1,3.44638,-2.24115,1.71776,-3.72107,-1.67559,1.69441,512.413,34.9614,14669,0.0362013,0.893335,0.0043712,14154.6 
219,0.5,0.4,1.3,2,-9,219,13919.4,-0.0692466,25.6459,-11.9044,121.592,0.0182683,28.0255,499.994,1.72939,4.15507,-1.12863,-3.85362,-1.4449,-49.5823,463.454,25.1557,13148.8,9955.18,2.04159,4.46728,-0.504216,-3.54142,-1.13269,1.37895,516.998,27.3412,13202.4,0.0404056,0.915292,0.00380037,12795.2 
