cyc,field,FB,79,VVA,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
53,201.9,3.199,44.7855,2.028,47.3319,53,11302.8,-0.0659427,24.2111,12.6009,120.919,0.0419982,-38.5355,500,-6.33204,-8.81612,-7.65526,-5.45382,-4.24938,54.9732,1662.37,408.266,11452.9,9984.14,-6.67819,-9.16227,-8.34756,-5.79998,-4.59554,0.758626,1600.58,393.728,11391.1,0.200584,0.699064,0.0598601,7979.59,-0.00259593,0.08608,15.6739,24.3298,124.516,93.0359,0.93277,12.6091,12.0506,120.174,137.448,4.34157,-44.4125 
54,202.5,3.526,44.8792,2.024,47.4338,54,13706,-0.255125,32.9105,11.1882,121.348,0.497068,350.418,0.00179411,-7.6346,-1.91787,-7.22746,-3.23047,-7.74254,41.9789,50.0457,453.065,15710.2,17656.6,-7.89893,-2.1822,-7.75612,-3.4948,-8.00687,0.735637,2.86278,441.964,15663,0.000326274,0.00368773,0.0494103,8774.17,-0.0021377,-0.0173651,4.51508,6.62065,115.756,77.811,1.45542,11.6732,11.6641,121.007,137.282,-5.25135,-59.4712 
55,202.06,3.286,44.8105,2.027,47.3591,55,14076.4,0.0746104,29.7194,12.2203,121.23,-0.0325789,74.9789,0.00730134,-6.60925,-3.97149,-7.0152,-1.89692,-3.35408,47.6006,1101.48,293.608,15037.1,11902.3,-6.90898,-4.27122,-7.61466,-2.19664,-3.65381,0.69103,1047.98,281.019,14983.6,0.111029,0.680611,0.0333951,9438.8,-0.00312588,0.0580574,13.1184,50.9196,124.806,107,1.20829,12.4568,11.7747,120.575,137.4,4.23096,-30.3999 
56,201.94,3.22,44.7917,2.028,47.3387,56,13029.7,-0.730682,27.5444,-13.2835,121.056,0.832138,-1242.92,487.381,-7.63146,-3.42274,-5.88819,-1.81803,-3.6073,77.485,1478.93,412.109,13488.8,45579.9,-8.11936,-3.91064,-6.864,-2.30593,-4.0952,0.728644,1391.84,391.617,13401.7,0.156443,0.670066,0.0510795,8896.77,-0.00326657,0.0680921,14.2669,52.4221,124.712,107,1.04537,12.7485,11.5767,120.157,137.116,4.55489,-30.1161 
57,203.1,3.853,44.9727,2.02,47.5354,57,15505.4,-0.0334313,37.2793,10.8196,121.114,0.0047134,-9.91819,500,-2.46077,-5.55739,-2.8236,-7.64474,-2.30873,51.9461,326.956,666.527,17118.1,13131.8,-2.78787,-5.88448,-3.47778,-7.97183,-2.63582,0.847183,268.57,652.789,17059.7,0.0273437,0.190347,0.0658467,9822,-0.0033075,0.157345,10.1229,18.234,122.254,107,1.62992,11.4645,11.0721,120.838,137.227,1.41553,-30.2269 
58,203,3.798,44.9571,2.021,47.5185,58,15387.2,-0.464752,36.352,10.8121,121.261,-0.120283,-49.8778,489.201,-3.2358,-3.79196,-6.63307,-3.919,-2.70918,11.1887,-231.126,548.016,17491,12990.1,-3.30625,-3.86241,-6.77397,-3.98946,-2.77963,0.67294,-243.701,545.057,17478.4,-0.025534,-0.34317,0.0543247,9544.2,-0.00208557,-0.0240194,13.7764,8.01091,116.306,81.2432,1.64628,11.4828,11.6472,120.921,136.949,-4.6153,-55.7056 
59,201.8,3.144,44.7699,2.029,47.3149,59,14651.7,-0.711484,28.6706,13.8422,120.899,0.0636827,1.01311,365.242,-5.8893,-4.24954,-5.70343,-6.15548,-3.93748,55.0685,2255.69,547.175,13953.2,12921.4,-6.23606,-4.5963,-6.39693,-6.50223,-4.28423,0.771666,2193.8,532.611,13891.3,0.219975,0.70182,0.0659693,9972.94,-0.00257437,0.0984781,17.2824,24.9379,124.281,91.5487,1.02804,13.2626,12.6779,120.171,137.918,4.11012,-46.369 
60,202.18,3.351,44.8292,2.026,47.3795,60,14855.9,-0.0431787,30.9071,12.2971,121.08,0.0317021,14.4984,500,-4.82218,-2.91413,-8.81402,-2.20925,-4.61736,27.4581,935.857,281.388,15753.3,12387.4,-4.99508,-3.08702,-9.15981,-2.38215,-4.79025,0.624818,904.995,274.126,15722.4,0.0932066,0.65356,0.0311183,9709.56,-0.00271643,0.0528099,13.1921,43.5767,124.742,107,1.31639,12.3923,11.6121,120.489,137.698,4.25292,-30.6977 
61,201.5,2.98,44.7229,2.031,47.2639,61,13725.5,-0.661215,26.7006,13.9743,120.522,-0.347735,261.502,63.5082,-8.40705,-4.94963,-9.52979,-5.65818,-1.1984,79.9764,2351.2,574.55,12855.6,15106.6,-8.91064,-5.45322,-10.537,-6.16177,-1.70199,0.678404,2261.31,553.399,12765.7,0.240307,0.700148,0.0739507,9410.1,-0.00241419,0.112295,17.2954,22.3971,123.735,91.6397,0.921663,13.2792,12.9281,119.652,137.521,4.08292,-45.8812 
62,202,3.253,44.8011,2.027,47.3489,62,14106.8,-0.0804595,28.7658,12.7234,120.719,0.0349236,97.7396,470.076,-4.09072,3.91021,-5.86362,-4.54667,-0.0549822,59.2615,1379.56,408.135,14619.4,12025.6,-4.46387,3.53706,-6.60993,-4.91982,-0.428136,0.486994,1312.95,392.463,14552.8,0.138753,0.656554,0.0473272,9462.5,-0.00306877,0.0703838,13.5915,48.7561,124.206,107,1.14384,12.6812,11.6456,120.038,136.831,4.16724,-29.8307 
63,201.3,2.871,44.6916,2.032,47.2299,63,13141.5,-0.0654988,27.0772,12.8737,120.583,-0.0498639,39.8987,499.937,-3.89098,-7.11053,-5.47399,-2.34385,-4.51289,172.008,1528.48,460.263,13414.2,11412.3,-4.97407,-8.19363,-7.64017,-3.42694,-5.59598,0.743883,1335.15,414.773,13220.9,0.152784,0.647816,0.0546343,8738.83,-0.00276086,0.0952903,14.4866,23.2117,124.865,94.2424,0.978317,13.2085,12.9498,119.839,137.455,5.02606,-43.213 
64,201.4,2.926,44.7073,2.031,47.2469,64,12745.9,-0.485389,26.501,-13.2282,120.678,0.673068,894.322,3.13995e-12,-5.36819,-4.2867,-2.11232,0.506072,-8.6276,132.771,1698.56,500.714,12803.2,31007.1,-6.20421,-5.12273,-3.78437,-0.329954,-9.46363,0.848047,1549.32,465.601,12653.9,0.179413,0.655348,0.0634776,8635.54,-0.00264802,0.0967847,15.7003,22.5028,124.605,93.8243,0.957427,13.1652,12.5962,119.889,137.633,4.71635,-43.809 
65,202.4,3.471,44.8636,2.025,47.4168,65,12848.6,-0.0929254,29.9377,-11.3599,121.249,0.0385542,24.5682,0.00476921,-5.31406,-3.57273,-1.24892,-4.56147,-5.89937,85.1374,483.731,393.6,14299.4,11101.8,-5.85015,-4.10882,-2.3211,-5.09755,-6.43546,0.902528,388.039,371.084,14203.8,0.0465155,0.374036,0.0459167,8342.14,-0.0027043,0.0915509,10.4594,20.7908,123.503,107,1.32243,11.8302,11.1922,120.771,136.61,2.73203,-29.6102 
66,202.22,3.373,44.8355,2.026,47.3862,66,13426.6,-0.0656221,29.3615,11.9534,121.368,0.138873,-10.7108,500,-5.87356,-5.33816,-5.46353,0.0425368,-2.84106,59.5311,626.241,241.278,14741,11473.6,-6.24841,-5.71301,-6.21324,-0.332315,-3.21591,0.713977,559.33,225.534,14674.1,0.0637281,0.586291,0.0275328,8776.83,-0.00279566,0.0504337,11.7737,41.1047,125.66,107,1.282,12.1809,11.4597,120.694,137.876,4.96587,-30.8764 
67,202.02,3.264,44.8042,2.027,47.3523,67,14084,-0.231722,29.618,12.7949,121.145,-0.168898,230.053,5.11611e-07,-4.00698,-2.10679,-2.08064,-4.28429,-3.13526,75.6287,1377.65,497.6,14727.9,13601.2,-4.48319,-2.583,-3.03307,-4.7605,-3.61148,0.835795,1292.65,477.599,14642.9,0.136173,0.60732,0.0566776,9492.66,-0.00337265,0.0745071,13.7877,48.6749,124.797,107,1.15658,12.6284,11.6054,120.252,136.98,4.54428,-29.98 
68,202.2,3.362,44.8324,2.026,47.3829,68,13470.4,-0.00829367,30.3772,11.7455,121.181,-0.00170279,-6.85821,2.86653e-11,-5.29828,-1.48558,-8.98926,-4.28023,-5.50683,48.3168,493.509,456.686,14950.3,11615.2,-5.60252,-1.78982,-9.59774,-4.58447,-5.81107,0.649534,439.202,443.908,14896,0.0500175,0.361174,0.0520388,8780.98,-0.00265317,0.100415,11.2404,15.7415,123.487,107,1.29359,12.1071,11.7579,120.74,137.125,2.74716,-30.1253 
69,202.26,3.395,44.8417,2.026,47.393,69,15598.9,-0.769995,34.743,12.2658,121.162,1.12598,559.244,287.166,-6.68238,-3.31346,-3.47462,-1.22045,-6.30073,44.8477,538.989,437.127,17215.4,34371.4,-6.96477,-3.59585,-4.03941,-1.50284,-6.58312,0.821943,488.582,425.266,17165,0.0483697,0.39632,0.0436465,10101,-0.00295517,0.0972594,10.7838,19.0273,123.766,107,1.45259,12.4902,11.6979,120.618,137.228,3.14789,-30.2278 
70,202.9,3.744,44.9416,2.021,47.5016,70,16188.4,-0.769741,38.4179,11.4251,121.314,0.426988,216.862,1.70001,-2.22765,-3.95354,-5.41813,-5.75344,-4.72103,72.2727,-252.899,470.935,18557.6,17302.9,-2.68273,-4.40862,-6.3283,-6.20852,-5.17612,0.744871,-334.131,451.822,18476.4,-0.0333709,-0.731848,0.0431051,10012.6,-0.0024081,-0.0253441,10.0182,-9.33654,116.788,80.1025,1.72183,11.6205,11.7062,120.966,136.855,-4.17876,-56.7524 
71,202.3,3.417,44.848,2.025,47.3998,71,16209.7,-0.321228,35.3334,12.1972,121.329,0.0296032,9.45125,478.134,-9.17573,-1.76453,-9.14319,-0.110053,-3.35492,86.4957,471.35,490.265,17739.6,14038.5,-9.72037,-2.30917,-10.2325,-0.654693,-3.89956,0.618423,374.131,467.39,17642.4,0.0364868,0.313852,0.046531,10253.9,-0.0028291,0.107048,-11.37,15.7958,123.891,107,1.48152,12.3709,11.9329,120.77,137.451,3.12164,-30.4508 
72,202.7,3.635,44.9104,2.023,47.4677,72,15467,-0.72073,36.6347,11.4017,121.319,-1.89288,748.129,59.0877,-0.863566,-1.82871,-3.57473,-3.38309,-1.88757,61.6028,-142.383,399.941,17679.3,59696.7,-1.25146,-2.2166,-4.35052,-3.77099,-2.27546,0.686224,-211.623,383.649,17610,-0.0219298,-0.460286,0.0385834,9649.99,-0.00230157,-0.0255681,8.92731,-8.39721,116.571,79.4618,1.63674,11.6099,11.7575,120.972,138.028,-4.40035,-58.5666 
73,202.1,3.308,44.8167,2.027,47.3659,73,13905.1,-0.72993,30.4574,12.6345,120.983,0.170207,-308.088,138.518,-1.63408,-4.29464,-3.65271,-4.63004,-2.27165,39.3563,922.731,407.095,15016.7,14234,-1.8819,-4.54246,-4.14834,-4.87785,-2.51946,0.769152,878.496,396.686,14972.4,0.0948387,0.558592,0.0465344,9263.06,-0.00301201,0.0712457,12.5228,37.9708,124.206,107,1.22415,12.5236,11.6335,120.318,137.664,3.88773,-30.6639 
74,202.14,3.329,44.823,2.026,47.3727,74,13393.9,-0.0260004,29.1655,12.0548,121.363,-0.0358081,4.47652,0.00187192,-3.15725,-3.02353,-9.11893,-2.23616,-4.11061,91.0921,830.789,423.794,14548.4,11450.5,-3.73083,-3.59711,-10.2661,-2.80974,-4.68419,0.590796,728.404,399.704,14446,0.0826026,0.510128,0.048497,8818.17,-0.00292481,0.0630748,12.9839,37.5635,125.338,107,1.2179,12.2879,11.6259,120.626,137.611,4.71102,-30.611 
75,202.1,3.308,44.8167,2.027,47.3659,75,14500,-0.706533,31.3484,12.7856,121.201,0.532724,-170.057,2.12851e-09,-5.00014,-5.48587,-1.82483,-1.65527,-3.16351,98.0921,890.458,454.322,15617.8,15996.7,-5.6178,-6.10353,-3.06015,-2.27293,-3.78117,0.853129,780.206,428.38,15507.5,0.0824357,0.509981,0.0484224,9464.41,-0.00323603,0.0754863,12.5544,41.161,124.646,107,1.22438,12.7325,11.7789,120.411,137.018,4.23537,-30.0181 
76,201.6,3.035,44.7386,2.03,47.2809,76,13880.4,0.0388361,27.062,13.5686,120.955,-0.0158645,57.7429,500,-5.85779,-6.37915,-4.3327,-7.48087,-6.77282,92.0656,2340.59,399.063,13475.7,11983.2,-6.4375,-6.95887,-5.49213,-8.06059,-7.35254,0.839887,2237.11,374.715,13372.3,0.230023,0.773321,0.0490854,9725.58,-0.00279795,0.111574,17.6257,19.9617,124.624,88.6862,0.962925,13.5255,13.0294,120.111,137.383,4.51267,-48.6965 
77,202.6,3.58,44.8948,2.023,47.4507,77,13136,0.0196174,32.4098,10.8827,121.311,-0.0423017,20.3258,499.994,-5.33835,-3.79177,-7.18379,-4.23701,-5.38693,26.64,-298.426,383.312,15564.8,11509.7,-5.50609,-3.95952,-7.51928,-4.40476,-5.55467,0.720933,-328.368,376.266,15534.8,-0.0392262,-0.994758,0.0427117,8371.13,-0.00242718,-0.0230674,13.2447,8.64708,113.391,81.7276,1.46629,11.5671,11.634,120.942,137.251,-7.55117,-55.5237 
78,201.7,3.089,44.7542,2.029,47.2979,78,12225.5,-0.727051,25.1915,13.8144,120.921,2.5725,-919.141,40.8275,-10.3094,-2.05596,-7.82394,3.18719,-2.37002,18.898,1980.57,334.004,12224.8,88300.7,-10.4284,-2.17496,-8.06193,3.06819,-2.48902,0.598631,1959.33,329.007,12203.6,0.22282,0.772884,0.0473132,8793.33,-0.00275252,0.0909609,17.5034,21.4357,124.566,89.6564,0.913464,13.3457,12.6251,120.065,138.016,4.50139,-48.3601 
79,201.98,3.242,44.798,2.027,47.3455,79,14891.4,-0.00660387,30.5958,12.6184,121.17,-0.0254596,-21.3874,478.193,-2.70175,-5.30111,0.0885835,0.212183,-3.08886,58.7606,1448.63,449.038,15395.3,12585.6,-3.07175,-5.67111,-0.651416,-0.157817,-3.45886,0.949933,1382.59,433.498,15329.2,0.138717,0.645704,0.0495139,9966.96,-0.00329703,0.0797442,13.3039,48.4563,124.424,107,1.17575,12.7856,11.7705,120.303,137.315,4.12097,-30.3155 
80,201.2,2.817,44.676,2.033,47.2128,80,10618.3,-0.183802,23.8362,12.4013,120.41,0.223463,-433.054,500,-4.73975,-4.74927,-9.74931,-2.01735,-2.38802,44.9203,744.821,194.573,11989.1,12773,-5.0226,-5.03212,-10.315,-2.3002,-2.67087,0.592948,694.332,182.694,11938.6,0.0940836,0.684715,0.0274164,7379.95,-0.00278426,0.0555233,13.6379,23.3382,126.169,96.0712,0.953191,12.671,12.5114,119.732,138.162,6.4376,-42.0912 
81,202.8,3.689,44.926,2.022,47.4846,81,14908.5,-0.00803694,35.3263,-11.0318,121.427,0.0107713,-25.1222,3.02576e-13,-4.98341,-2.09172,-6.05483,-0.780067,-2.03547,78.4036,-128.114,474.893,17153,12695.3,-5.4771,-2.58541,-7.0422,-1.27375,-2.52915,0.627547,-216.237,454.159,17064.9,-0.0231515,-0.373763,0.046734,9340.1,-0.00219604,-0.0133849,18.4309,7.09589,107.815,82.8632,1.63141,11.5135,11.4435,121.103,137.069,-13.2874,-54.2054 
82,201.1,2.762,44.6603,2.033,47.1958,82,11131,-0.110473,25.4149,12.1282,120.273,-0.0750714,181.063,500,-1.6311,-6.59957,-9.00841,-1.27758,-1.30848,13.4739,623.723,194.484,12744.4,10476.6,-1.71595,-6.68441,-9.17809,-1.36242,-1.39332,0.548638,608.579,190.921,12729.2,0.0786586,0.645576,0.0268862,7736.96,-0.00293371,0.0577375,12.3845,23.8188,125.405,98.4114,1.04508,12.5667,12.1912,119.642,137.684,5.76263,-39.2729 
83,201.9,3.199,44.7855,2.028,47.3319,83,14475.2,-0.730264,30.0623,13.2139,121.301,1.6863,-118.259,409.527,-3.71252,-2.80799,-6.16408,-3.48755,-1.64835,91.5933,1596.55,438.819,14714.3,19423.3,-4.28926,-3.38473,-7.31756,-4.06429,-2.22509,0.656145,1493.61,414.596,14611.3,0.154363,0.673053,0.0496733,9675.95,-0.00270493,0.0811347,15.0336,28.3499,125.302,95.3874,1.13275,12.8892,12.3538,120.504,137.723,4.79865,-42.3351 
84,202.5,3.526,44.8792,2.024,47.4338,84,14483,-0.72072,34.1952,11.5901,121.485,0.312254,92.054,87.1263,-5.2983,-2.93164,-11.655,-4.00724,-3.69413,51.9819,26.5276,344.186,16575.6,13837.4,-5.62561,-3.25896,-12.3097,-4.33456,-4.02144,0.583432,-31.8984,330.439,16517.2,-0.00346055,-0.0583825,0.0355429,9217.72,-0.00144183,-0.043569,9.89354,26.3126,95.7366,107,1.53002,11.7525,11.6147,121.057,136.394,-25.3209,-29.3937 
85,202.06,3.286,44.8105,2.027,47.3591,85,12909.3,0.0383854,27.8675,12.1382,121.138,-0.0329751,3.27638,3.46916,-6.95732,-2.03977,-9.24265,-2.98986,-3.75987,83.9353,1056.84,431.239,13667.4,11015.1,-7.48584,-2.56829,-10.2997,-3.51838,-4.28839,0.634252,962.504,409.041,13573,0.112397,0.573491,0.0525945,8563.41,-0.00288742,0.0671868,13.1185,42.5589,124.499,107,1.13709,12.3162,11.4814,120.454,137.583,4.04517,-30.5832 
86,201.94,3.22,44.7917,2.028,47.3387,86,14693.2,-0.261605,29.6906,13.0975,121.017,0.281494,-1783.83,1.36912,-6.67497,-4.55247,-6.4042,-0.930463,-3.96157,114.96,1585.96,522.239,14830.2,29005.3,-7.39884,-5.27634,-7.85194,-1.65433,-4.68544,0.707747,1456.75,491.836,14701,0.150346,0.628596,0.0580517,9689.31,-0.00328949,0.0828644,14.4099,49.2551,124.629,107,1.09401,12.9326,11.8058,119.868,137.193,4.76074,-30.1934 
87,203.1,3.853,44.9727,2.02,47.5354,87,17517.7,-0.716479,39.9314,11.5639,121.356,0.762228,1.87105,208.111,-11.1466,-5.43512,-5.92856,-0.824726,-0.322106,65.0655,-213.524,484.059,19704.4,15078.3,-11.5563,-5.84482,-6.74796,-1.23443,-0.731806,0.741609,-286.656,466.852,19631.2,-0.0267732,-0.540518,0.0419687,10706.8,-0.00222742,-0.0271712,10.2751,8.99489,116.732,80.6352,1.82095,11.7899,11.5569,121.079,137.016,-4.34739,-56.3804 
88,203,3.798,44.9571,2.021,47.5185,88,13862.4,-0.107644,34.2654,10.7374,121.32,0.0220086,-52.3365,21.0965,-5.1475,-5.30579,-6.45713,-5.20668,-0.695252,80.6871,-242.526,427.759,16159.3,12014.5,-5.65556,-5.81386,-7.47326,-5.71475,-1.20332,0.711019,-333.215,406.42,16068.6,-0.0384543,-0.881475,0.0445178,8665.22,-0.00221298,-0.0304906,8.57441,9.01059,116.344,81.1909,1.5946,11.25,11.314,121.204,136.64,-4.85979,-55.4494 
89,201.8,3.144,44.7699,2.029,47.3149,89,13110.3,-0.680657,26.5175,-13.6499,121.092,-0.775748,1701.02,121.778,-4.76886,-2.52336,-2.2088,-2.97916,-4.98721,78.5122,2020.59,579.006,12699,54739.1,-5.26323,-3.01773,-3.19754,-3.47354,-5.48158,0.843515,1932.34,558.242,12610.7,0.214839,0.664203,0.0753966,8994.36,-0.00252548,0.095457,16.7965,25.5231,124.656,94.4634,0.947946,13.0386,12.525,120.312,137.78,4.34417,-43.3171 
90,202.1,3.308,44.8167,2.027,47.3659,90,13322.7,-0.677699,29.2679,12.5134,121.42,0.771766,-1212.24,478.318,-5.28061,-2.45912,-10.5246,-0.595155,-1.71402,74.5674,849.71,510.066,14228.8,42378.1,-5.75014,-2.92865,-11.4636,-1.06469,-2.18355,0.509906,765.898,490.345,14145,0.0881653,0.471611,0.0600249,8687.07,-0.00257157,0.0886935,12.135,25.2928,124.721,107,1.17066,12.3958,11.8356,120.694,138.059,4.02704,-31.059 
91,202.18,3.351,44.8292,2.026,47.3795,91,13588.5,-0.0914194,29.8402,12.0904,121.168,0.0880863,-154.808,5.82735e-08,-5.62937,-1.17122,-7.85297,-2.59237,-4.36898,42.9022,689.707,256.091,15136.1,12188.5,-5.89951,-1.44137,-8.39326,-2.86251,-4.63912,0.638779,641.487,244.745,15087.8,0.0705653,0.599638,0.0290144,9090.68,-0.00309225,0.0468952,13.1957,41.6246,125.006,107,1.2821,12.241,11.7055,120.687,137.761,4.31908,-30.7615 
92,201.5,2.98,44.7229,2.031,47.2639,92,11252.2,-0.504813,23.5855,13.5428,120.773,0.374385,-246.813,10.702,-6.72755,-7.06177,-11.4138,-1.59258,-4.04966,99.463,1748.68,355.155,11402.5,13406,-7.35384,-7.68806,-12.6664,-2.21887,-4.67596,0.633952,1636.89,328.851,11290.7,0.205648,0.739878,0.0509209,7959.66,-0.0027321,0.0887367,17.3806,20.6111,124.75,90.8977,0.852506,13.171,12.8281,119.957,137.558,4.79267,-46.6598 
93,202,3.253,44.8011,2.027,47.3489,93,12474.6,-0.123257,27.8192,12.3816,120.917,0.05965,29.6486,77.8709,-6.81215,-0.440698,-8.6096,-4.79257,-0.0860998,64.7966,1046.89,306.111,13582.3,11270.5,-7.22015,-0.848705,-9.42561,-5.20057,-0.494107,0.593533,974.062,288.975,13509.4,0.114068,0.658253,0.0379099,8539.34,-0.00326739,0.0584132,12.34,52.7106,125.166,107,1.12684,12.2733,11.5968,120.187,137.136,4.97865,-30.136 
94,201.3,2.871,44.6916,2.032,47.2299,94,12018.1,-0.742171,26.5854,12.9851,120.442,0.184531,479.105,496.157,-6.09917,-4.8649,-11.1652,-0.738225,-4.84097,114.302,1237.85,401.889,12757.6,14115.9,-6.8189,-5.58463,-12.6046,-1.45795,-5.5607,0.606435,1109.37,371.66,12629.1,0.135592,0.630405,0.0514233,8181.68,-0.00284564,0.0836469,13.7546,24.7639,125.004,95.3709,0.983036,12.8415,12.5398,119.568,136.814,5.4369,-41.4427 
95,201.4,2.926,44.7073,2.031,47.2469,95,11802.5,-0.382802,25.4022,13.0645,120.511,-0.108578,-183.662,2.21794e-06,-5.50982,-5.82004,-10.0093,-0.335589,-3.49183,104.646,1624.91,406.738,12263.4,11452.5,-6.16875,-6.47897,-11.3271,-0.994518,-4.15076,0.61102,1507.29,379.063,12145.8,0.181406,0.694396,0.0543654,8308.95,-0.00297305,0.0909489,15.9561,22.1933,124.944,92.3048,0.944114,12.962,12.5605,119.64,137.227,5.30368,-44.922 
96,202.4,3.471,44.8636,2.025,47.4168,96,13710.3,-0.687197,31.9706,11.7528,121.29,3.08755,967.607,28.1556,-4.44742,-3.55867,-8.44574,-2.62673,-5.541,14.838,181.112,371.991,15549.8,109486,-4.54085,-3.6521,-8.63261,-2.72016,-5.63443,0.657166,164.435,368.067,15533.1,0.018553,0.203369,0.0418243,8862.96,-0.00201644,-0.0149405,-3.92671,-5.9521,122.467,74.0852,1.4213,11.8323,11.6765,120.868,137.671,1.59869,-63.5862 
97,202.22,3.373,44.8355,2.026,47.3862,97,15143.2,-0.207744,32.5553,12.0824,121.18,-0.153973,836.035,9.15375e-11,-2.20251,-1.61365,-7.29051,-1.61942,-3.2983,48.4992,798.771,445.008,16124.3,16995.2,-2.50789,-1.91904,-7.90129,-1.92481,-3.60369,0.557517,744.259,432.182,16069.8,0.0763865,0.495982,0.0472032,9743.34,-0.00269403,0.0732083,12.515,32.4233,124.734,107,1.35604,12.312,11.5765,120.519,136.933,4.215,-29.9332 
98,202.02,3.264,44.8042,2.027,47.3523,98,14358.3,-0.702839,30.0272,13.0411,121.108,-0.379267,388.866,99.9181,-2.04497,-2.49472,-6.62174,-3.62941,-3.99179,97.4237,1255.71,472.798,14918.3,17548.6,-2.65842,-3.10817,-7.84865,-4.24286,-4.60524,0.650602,1146.21,447.033,14808.8,0.121432,0.594347,0.0526784,9439.13,-0.00310773,0.0743118,13.6392,45.4519,124.608,107,1.16155,12.7618,11.6758,120.276,137.04,4.33174,-30.0397 
99,202.2,3.362,44.8324,2.026,47.3829,99,13457.8,-0.0267633,30.0192,11.9088,121.175,0.0683789,0.753207,499.613,-6.42611,-0.928079,-10.2903,-3.93058,-0.0343567,81.7083,669.334,301.616,14950.4,11639.2,-6.94061,-1.44257,-11.3193,-4.44508,-0.548852,0.541662,577.496,280.007,14858.6,0.0648996,0.540976,0.0335494,8898.3,-0.00315505,0.0539029,12.3234,43.7513,125.173,107,1.29672,12.1628,11.3925,120.568,137.327,4.6047,-30.3272 
100,202.26,3.395,44.8417,2.026,47.393,100,13130.3,-0.066996,30.3123,11.7808,120.884,0.0982594,-67.9666,19.5337,-6.59315,-3.87608,-5.85495,2.38765,-5.01937,80.7604,320.402,427.638,14846,11842.2,-7.10167,-4.3846,-6.872,1.87913,-5.52789,0.687736,229.63,406.28,14755.3,0.0270389,0.244127,0.0482731,8492.58,-0.00284542,0.109404,-10.6216,14.1642,123.559,107,1.29313,12.0978,11.759,120.597,137.433,2.9618,-30.4333 
101,202.9,3.744,44.9416,2.021,47.5016,101,15851.8,-0.0246969,36.7217,11.1676,121.387,-0.00319406,-10.0802,500,-4.47421,-4.30586,-6.22329,-1.97755,-2.45981,50.8967,-275.551,417.319,18318.6,13350.9,-4.79469,-4.62634,-6.86426,-2.29804,-2.7803,0.678694,-332.757,403.859,18261.3,-0.0336336,-0.889735,0.0391444,9893.6,-0.00241638,-0.0224676,10.6443,-9.93695,117.051,80.3965,1.66835,11.7315,11.7611,121.009,136.684,-3.95832,-56.2877 
102,202.3,3.417,44.848,2.025,47.3998,102,14805.4,-0.711018,32.5742,12.348,121.164,-0.408336,-457.782,89.1317,-3.47299,-1.727,-2.83647,-6.30349,-2.02381,96.5836,1506.39,542.781,15058.3,19179,-4.08115,-2.33516,-4.05279,-6.91165,-2.63197,0.797489,1397.84,517.238,14949.8,0.143079,0.606963,0.0599152,9769.72,-0.00282683,0.120137,12.2853,25.4349,123.4,97.6788,1.26821,12.3464,11.6969,120.53,136.409,2.87061,-38.7301 
103,202.7,3.635,44.9104,2.023,47.4677,103,16240.5,-0.039564,36.8415,11.2527,121.336,0.0323059,57.5904,499.835,-3.43219,-2.61902,-7.87351,-0.00676558,0.0250943,82.8784,79.9478,467.383,18243.2,13556.1,-3.95406,-3.14088,-8.91724,-0.528629,-0.496769,0.476613,-13.2048,445.465,18150,-0.00130086,-0.0172306,0.043256,10150.8,-0.00210356,-0.0181536,7.17785,-7.41121,116.223,77.3044,1.64595,11.7355,11.8658,121.024,138.04,-4.80158,-60.7359 
104,202.1,3.308,44.8167,2.027,47.3659,104,14483.6,-0.10932,30.4258,12.3934,121.259,0.00663878,78.4027,500,-2.22838,-5.4119,-9.62631,-0.747289,-0.995234,53.6103,1142.83,613.859,15131.4,12292.1,-2.56595,-5.74947,-10.3015,-1.08486,-1.3328,0.51026,1082.57,599.681,15071.1,0.113687,0.50777,0.0682919,9522.4,-0.00262869,0.0992255,12.5587,30.8294,123.553,107,1.20741,12.6102,11.5315,120.6,136.442,2.95263,-29.4423 
105,202.14,3.329,44.823,2.026,47.3727,105,13497.2,-0.705407,30.5187,-12.2277,121.218,2.48718,2074.37,496.566,-5.42357,-7.37983,-3.59516,-2.52898,-5.00074,75.6869,813.778,455.393,14691.7,180102,-5.90015,-7.85641,-4.54832,-3.00556,-5.47733,0.830209,728.708,435.377,14606.7,0.0817998,0.488863,0.0520492,8908.44,-0.00282846,0.0846804,11.6989,28.6213,123.985,107,1.23536,12.3031,11.6012,120.587,137.329,3.39831,-30.3288 
106,202.1,3.308,44.8167,2.027,47.3659,106,13674.7,-0.0244887,29.1482,-12.383,121.104,0.00151389,1.16622,500,-7.20519,-5.43982,-10.9181,0.140318,-5.41301,58.1523,1468.05,508.092,14155.7,11749.9,-7.57136,-5.80599,-11.6505,-0.225851,-5.77918,0.624576,1402.69,492.713,14090.3,0.150936,0.619305,0.0605169,9293.27,-0.0029189,0.0993409,13.3306,25.4235,123.743,98.0881,1.13304,12.7609,12.0648,120.45,138.146,3.29296,-40.0579 
