cyc,Field,#2,#3,#4,#5,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
159,201.7,3.088,44.7542,2.022,1.66061,159,19023.3,0,5,101,125,0,5,135,-0.981129,-5.42023,-4.12981,-2.96128,-4.14904,-100.051,13.0745,25966.3,-6.7467,16439.4,-0.594552,-5.03365,-3.35666,-2.57471,-3.76247,0.780926,18.9214,26404.9,-0.899724,1.06051,0.000409312,1.00002,17.8418,601.605,687.883,1.13421,35599.2,8.73833e-07,0.736181,109.654,84.1683,25.9038,27.4406,0.943996,609.947,697.267,0.746306 
160,201.4,2.922,44.7073,2.023,1.79952,160,22407,0,5,101,125,0,5,135,-3.42632,-6.68774,-7.65041,-6.21194,-4.97826,-96.0387,16.0776,28980.5,10.759,16439.4,-3.05525,-6.31667,-6.90826,-5.84086,-4.60719,0.741537,21.6901,29401.5,16.3715,0.524729,0.000421378,0.999698,41.3359,590.799,665.601,0.960733,39732.6,9.06423e-07,0.691824,109.417,84.667,25.7761,27.1047,0.95098,603.948,680.304,0.707164 
161,202.8,3.696,44.926,2.019,1.199,161,20715.3,0,5,101,125,0,5,135,-3.13894,-1.85684,-8.95623,-5.61982,-4.76534,-4.49422,2.57728,27181.6,-21.6988,16439.4,-3.12157,-1.83947,-8.9215,-5.60246,-4.74797,0.631845,2.83992,27201.3,-21.4362,-0.124104,5.96557e-05,1.00043,-22.8835,394.308,436.803,0.480225,36580.7,8.81791e-07,0.470647,109.428,86.5388,22.2691,23.2209,0.959011,450.786,499.31,0.538028 
162,201.6,3.033,44.7386,2.022,1.7063,162,19047.1,0,5,101,125,0,5,135,-2.39266,-3.64796,-12.83,-3.74828,-7.08698,-44.6545,7.13175,25589.6,3.09767,16439.4,-2.22012,-3.47542,-12.485,-3.57574,-6.91444,0.564539,9.74136,25785.3,5.70728,0.587179,0.000215832,0.99988,16.5901,597.758,663.251,0.750649,35292.2,8.71314e-07,0.722648,109.551,84.8054,26.2185,27.3531,0.958522,624.859,692.826,0.755141 
163,201.2,2.812,44.676,2.023,1.89523,163,20958.7,0,5,101,125,0,5,135,-4.2173,-5.8882,-11.6866,-6.65172,-8.31551,-31.0341,7.72218,27505.9,-4.9659,16439.4,-4.09739,-5.76829,-11.4468,-6.53181,-8.1956,0.682385,9.53581,27642,-3.15227,1.65751,0.00019709,1.00006,5.75309,511.668,588.372,0.498831,37348.2,8.87915e-07,0.617943,109.469,84.7501,25.2587,26.833,0.941329,579.944,666.731,0.700321 
164,201.8,3.143,44.7699,2.022,1.61555,164,18922.4,0,5,101,125,0,5,135,0.0111218,-3.52526,-8.62357,-7.78518,-6.13745,-28.0961,0.911216,25625.6,-15.1764,16439.4,0.119679,-3.4167,-8.40646,-7.67663,-6.02889,0.669154,2.55315,25748.8,-13.5345,-0.186522,5.66575e-05,1.00029,-13.6882,586.615,686.05,125.243,35506.6,8.73075e-07,0.726613,109.214,84.4528,25.5115,27.2197,0.937245,591.614,686.088,0.729722 
165,202.2,3.365,44.8324,2.02,1.44149,165,22055.3,0,5,101,125,0,5,135,-9.33243,-5.55448,-16.2435,-8.45033,-7.49608,-41.6832,4.58377,28951.4,-17.2137,16439.4,-9.17138,-5.39342,-15.9214,-8.28928,-7.33502,0.654712,7.01974,29134.1,-14.7777,-0.655221,0.000137664,1.00028,-10.7135,483.294,541.264,0.539721,39545,9.04994e-07,0.565151,109.499,85.2926,24.2641,25.4401,0.953775,535.175,599.308,0.625788 
166,202.3,3.42,44.848,2.02,1.39952,166,21012.6,0,5,101,125,0,5,135,-4.56585,-3.89302,-9.63263,-3.59016,-5.46055,-62.4827,-1.67345,28112.5,-19.1245,16439.4,-4.32443,-3.6516,-9.14979,-3.34874,-5.21913,0.64389,1.97804,28386.4,-15.473,-0.119234,3.9817e-05,1.0003,-16.5896,465.517,527.147,0.55658,38074.3,8.93633e-07,0.554338,109.579,86.3219,23.7244,25.0119,0.948525,511.631,579.304,0.609217 
167,203,3.807,44.9571,2.018,1.12313,167,23363.7,0,5,101,125,0,5,135,-7.48979,-1.26395,-11.3763,-5.1085,-4.16243,-64.4473,-1.4228,30056.3,-13.2441,16439.4,-7.24078,-1.01494,-10.8783,-4.85948,-3.91341,0.610193,2.3435,30338.8,-9.47778,-0.259529,4.41377e-05,1.00017,-9.02984,375.48,432.035,0.409044,40391.3,9.11404e-07,0.441918,109.906,85.931,22.3548,23.7703,0.940452,454.262,523.215,0.534912 
168,201.1,2.756,44.6603,2.024,1.94401,168,20575.9,0,5,101,125,0,5,135,-1.38576,-6.51887,-8.65642,-8.90273,-5.20505,-71.3507,9.81833,27332.3,-9.95313,16439.4,-1.11008,-6.24318,-8.10505,-8.62704,-4.92936,0.720657,13.9881,27645,-5.78339,1.98469,0.000289053,1.00011,7.048,534.277,596.923,0.661857,37067.8,8.85688e-07,0.637619,109.873,85.3356,24.9992,26.1744,0.955102,568.091,634.404,0.677815 
169,202.7,3.641,44.9104,2.019,1.23786,169,25070.1,0,5,101,125,0,5,135,-0.237658,-3.28584,-8.10933,-5.6934,-5.1822,-24.8853,20.9041,31788.2,-31.1906,16439.4,-0.141506,-3.18969,-7.91702,-5.59725,-5.08605,0.639012,22.3584,31897.2,-29.7363,-1.6779,0.000400383,1.00051,-13.3252,400.251,457.629,0.408947,42663.8,9.28186e-07,0.461093,109.908,85.9875,23.0992,24.4787,0.943646,485.021,554.867,0.558907 
170,201,2.701,44.6446,2.024,1.99342,170,23572.9,0,5,101,125,0,5,135,-2.23246,-3.21073,-7.89418,-8.03233,-5.35562,-74.4349,2.62535,30416.4,-0.145623,16439.4,-1.94486,-2.92313,-7.31898,-7.74473,-5.06802,0.707237,6.97533,30742.6,4.20435,0.580284,0.000129637,0.999926,12.0206,515.482,594.06,0.584976,41295.6,9.18156e-07,0.602705,109.827,85.2363,24.8446,26.4134,0.940607,561.086,646.04,0.655734 
171,201.5,2.978,44.7229,2.022,1.7526,171,22282,0,5,101,125,0,5,135,-4.09143,-1.16876,-9.33795,-5.92189,-4.28484,-46.9603,10.779,28887,2.80991,16439.4,-3.90999,-0.987317,-8.97506,-5.74045,-4.1034,0.621564,13.5234,29092.8,5.55428,0.669856,0.00026555,0.999896,20.1885,591.938,677.033,0.788194,39826.7,9.07138e-07,0.697862,109.853,84.7343,26.0177,27.5599,0.944042,615.322,703.342,0.725205 
172,202.9,3.752,44.9416,2.018,1.16075,172,24756.8,0,5,101,125,0,5,135,-5.12757,-5.54226,-3.49804,-3.26862,-4.44783,-16.3027,18.5366,31732.7,-13.0914,16439.4,-5.06457,-5.47927,-3.37206,-3.20563,-4.38484,0.843207,19.4894,31804.1,-12.1387,3.95886,0.000350045,1.00021,4.92297,405.9,463.477,0.453657,42439.9,9.2656e-07,0.468112,109.234,86.0737,22.8213,24.1419,0.945296,473.418,539.704,0.54554 
173,202.6,3.586,44.8948,2.019,1.27735,173,23610,0,5,101,125,0,5,135,-1.88034,-2.41518,-11.3605,-6.56835,-7.39522,-71.1131,18.7221,30364.9,-12.83,16439.4,-1.60558,-2.14041,-10.811,-6.29359,-7.12045,0.613494,22.8779,30676.6,-8.67417,1.8348,0.000425978,1.00015,12.4689,424.144,485.759,0.534715,40840,9.14767e-07,0.4962,109.522,86.1095,22.7551,24.1174,0.943513,470.678,538.61,0.550413 
174,201.9,3.199,44.7855,2.021,1.5711,174,22740.9,0,5,101,125,0,5,135,-2.8911,-3.56517,-10.7919,-6.32958,-8.32284,-23.1822,17.2503,29359.8,-10.6241,16439.4,-2.80153,-3.4756,-10.6127,-6.24001,-8.23327,0.661618,18.6051,29461.4,-9.26929,2.48667,0.000360731,1.00017,7.48194,575.343,673.466,1.17107,40185.5,9.09853e-07,0.684148,109.623,84.5531,25.314,27.1327,0.93297,582.488,681.708,0.692582 
175,202.4,3.475,44.8636,2.02,1.35818,175,21008.7,0,5,101,125,0,5,135,-5.71197,-3.88865,-0.934669,-4.32624,-6.39482,-110.381,7.14506,27789.8,-1.42561,16439.4,-5.28548,-3.46216,-0.0816924,-3.89975,-5.96833,0.995631,13.5957,28273.6,5.02503,0.692749,0.000274702,0.999904,19.6257,433.162,497.938,0.515237,37326.7,8.87745e-07,0.523148,110.017,85.9228,23.1091,24.5377,0.94178,485.437,557.546,0.586029 
176,202,3.254,44.8011,2.021,1.52728,176,17748,0,5,101,125,0,5,135,-4.95089,-8.14843,-6.80694,-6.97941,-8.28335,-21.8456,27.7465,24799.2,-14.2054,16439.4,-4.86648,-8.06402,-6.63813,-6.89501,-8.19895,0.808493,29.0232,24894.9,-12.9288,2.14849,0.000665744,1.00028,13.5087,515.356,588.913,0.582888,33869.7,8.59447e-07,0.641004,109.496,85.017,24.8522,26.3145,0.944427,561.428,641.215,0.69812 
177,202.5,3.53,44.8792,2.019,1.31746,177,22709.3,0,5,101,125,0,5,135,-2.97776,-4.74359,-7.59533,-8.77922,-9.05108,-4.95254,19.0643,29381.5,-7.80857,16439.4,-2.95863,-4.72445,-7.55706,-8.76008,-9.03195,0.771221,19.3537,29403.2,-7.51914,1.87341,0.000375982,1.00014,10.3307,436.349,487.49,0.549926,39163.9,9.02078e-07,0.511277,109.598,85.7442,22.9984,24.0795,0.955099,480.794,536.919,0.563235 
178,202.1,3.309,44.8167,2.021,1.48408,178,20061,0,5,101,125,0,5,135,-5.35306,-6.97853,-4.19861,-8.1004,-7.18306,-75.2095,-5.30908,26638.8,6.42037,16439.4,-5.06246,-6.68793,-3.61742,-7.80981,-6.89246,0.8797,-0.913837,26968.5,10.8156,-0.0757434,-1.93635e-05,0.999782,12.0649,516.012,597.859,0.849498,36263.4,8.79235e-07,0.63172,109.349,85.2948,24.1922,25.7992,0.937712,532.007,616.346,0.651278 
179,201.3,2.867,44.6916,2.023,1.84707,179,21207,0,5,101,125,0,5,135,-8.77889,-5.53684,-10.5758,-6.05297,-4.75342,-37.9112,-3.04604,28052.4,-0.813911,16439.4,-8.63241,-5.39036,-10.2828,-5.90649,-4.60694,0.704678,-0.830506,28218.6,1.40162,-0.975414,-1.68181e-05,0.999973,0.851439,573.852,658.143,582.513,38120.4,8.93993e-07,0.687426,109.567,84.7137,25.5795,26.769,0.955562,594.769,663.556,0.702714 
180,201.7,3.088,44.7542,2.022,1.66061,180,18091.7,0,5,101,125,0,5,135,-1.7026,-3.84571,-9.48228,-6.32754,-2.64255,-54.6499,9.97454,24865.7,-10.2096,16439.4,-1.49144,-3.63455,-9.05997,-6.11638,-2.4314,0.601475,13.1683,25105.3,-7.01585,2.7727,0.000299638,1.00015,4.74927,581.498,688.582,1.23286,34301.3,8.63082e-07,0.733162,109.295,84.7839,25.4271,27.4109,0.927626,587.704,695.76,0.740896 
181,201.4,2.922,44.7073,2.023,1.79952,181,21786.1,0,5,101,125,0,5,135,-1.54285,-4.08119,-8.59505,-8.64513,-4.88098,-38.3529,2.79487,28556.4,-8.10281,16439.4,-1.39466,-3.933,-8.29867,-8.49694,-4.73279,0.690995,5.03621,28724.5,-5.86146,-2.5212,0.000100178,1.00011,-1.99754,577.62,656.648,0.749622,39389.6,9.03807e-07,0.681415,109.721,85.0379,25.7696,27.2182,0.94678,603.644,686.009,0.711999 
182,202.8,3.696,44.926,2.019,1.199,182,22438.6,0,5,101,125,0,5,135,-3.32609,-0.938011,-9.04496,-5.09474,-0.659412,-35.1651,-0.73784,29541.6,-21.3105,16439.4,-3.19022,-0.80214,-8.77322,-4.95887,-0.523541,0.519223,1.31721,29695.7,-19.2554,-0.060452,2.53461e-05,1.00035,-21.7893,400.285,452.901,0.455968,39848.2,9.07301e-07,0.469283,109.654,85.844,22.6165,23.8393,0.948705,464.961,526.261,0.545202 
183,201.6,3.033,44.7386,2.022,1.7063,183,20573.6,0,5,101,125,0,5,135,-4.02942,-3.00146,-8.22119,-6.95485,-5.68356,-102.349,13.793,27535.3,0.375868,16439.4,-3.63396,-2.606,-7.43027,-6.55939,-5.2881,0.708819,19.7743,27983.9,6.35717,0.721613,0.000403626,0.999877,27.4029,602.408,691.944,0.806606,38069.4,8.93595e-07,0.722504,109.424,84.4215,26.2169,27.8319,0.941976,624.783,717.293,0.749156 
184,201.2,2.812,44.676,2.023,1.89523,184,22922.4,0,5,101,125,0,5,135,-2.46697,-5.70019,-5.61871,-3.82454,-6.43251,-96.3249,20.6159,29606.5,-14.4264,16439.4,-2.09479,-5.32801,-4.87435,-3.45236,-6.06033,0.776507,26.2452,30028.7,-8.7972,1.67289,0.000499181,1.00016,15.6885,576.878,679.636,1.74641,40751.3,9.14104e-07,0.68499,109.458,84.7969,25.2397,27.1423,0.929903,579.075,682.191,0.687582 
185,201.8,3.143,44.7699,2.022,1.61555,185,20369.8,0,5,101,125,0,5,135,-3.51175,-3.44138,-4.71606,-6.86685,-3.4693,-89.6573,15.7096,27013.2,-1.00371,16439.4,-3.16533,-3.09496,-4.02322,-6.52044,-3.12288,0.7981,20.9492,27406.1,4.23586,0.80474,0.000436607,0.999916,26.0322,578.122,671.946,0.769137,37224.5,8.86935e-07,0.702725,109.552,84.9359,25.7431,27.4933,0.936341,602.403,699.949,0.732125 
186,202.2,3.365,44.8324,2.02,1.44149,186,23615.5,0,5,101,125,0,5,135,-5.22512,-4.27484,-10.8355,-5.69462,-3.86072,-49.3201,9.75609,30381.1,1.78501,16439.4,-5.03456,-4.08428,-10.4544,-5.50405,-3.67015,0.636336,12.6384,30597.3,4.66728,0.692927,0.000235976,0.999917,18.2391,524.877,591.372,0.964769,40945.6,9.15554e-07,0.60852,109.759,85.3489,24.286,25.5384,0.95096,536.14,603.949,0.62152 
187,202.3,3.42,44.848,2.02,1.39952,187,25885.7,0,5,101,125,0,5,135,-2.22259,-5.819,-6.39024,-7.72457,-6.97448,-101.716,3.50738,32545.4,-25.8432,16439.4,-1.82958,-5.42599,-5.60422,-7.33156,-6.58148,0.790675,9.45164,32991.2,-19.8989,-0.655131,0.000163682,1.00033,-14.4271,469.828,542.957,0.553171,43812.8,9.36445e-07,0.539349,109.406,85.6475,23.8534,25.4069,0.938854,517.208,597.746,0.593757 
188,203,3.807,44.9571,2.018,1.12313,188,27727.1,0,5,101,125,0,5,135,-4.51958,-2.54142,-10.0562,-4.57721,-6.4846,-9.24316,14.2163,34588.5,-16.6682,16439.4,-4.48387,-2.50571,-9.9848,-4.54149,-6.44889,0.642951,14.7564,34629,-16.128,-3.20989,0.000243443,1.00025,-4.59718,391.08,453.3,0.426917,46156.4,9.52853e-07,0.441875,109.568,85.9854,22.6291,24.1375,0.937509,465.481,539.508,0.525925 
189,201.1,2.756,44.6603,2.024,1.94401,189,20865.5,0,5,101,125,0,5,135,-7.10239,-5.78364,-8.73898,-4.83316,-6.3929,-21.2958,10.6773,27325.6,-7.37628,16439.4,-7.02011,-5.70135,-8.57441,-4.75088,-6.31062,0.735009,11.9218,27419,-6.13175,2.61231,0.000248396,1.00012,4.5637,530.174,621.951,0.647553,37328.8,8.87762e-07,0.646831,109.586,85.5291,24.9467,26.7662,0.93202,565.705,663.417,0.690068 
190,202.7,3.641,44.9104,2.019,1.23786,190,25697.1,0,5,101,125,0,5,135,-5.21526,-4.5912,-9.04187,-4.9249,-7.38601,-18.6368,9.70216,32444.6,-7.95877,16439.4,-5.14325,-4.51919,-8.89786,-4.85289,-7.314,0.710424,10.7913,32526.3,-6.86964,4.23565,0.000189548,1.00011,2.54773,406.53,460.857,0.441588,43808.1,9.36411e-07,0.462235,109.622,85.933,22.9422,24.1929,0.948301,478.447,541.987,0.543807 
191,201,2.701,44.6446,2.024,1.99342,191,19163.4,0,5,101,125,0,5,135,-4.79077,1.2737,-4.21366,-7.38611,-3.27257,-99.9863,14.1648,25690.7,-18.2976,16439.4,-4.40444,1.66003,-3.44101,-6.99978,-2.88624,0.785893,20.008,26129,-12.4544,3.95205,0.000437375,1.00026,5.0627,544.739,612.604,273.301,34943,8.68431e-07,0.665195,109.71,85.341,24.5649,25.6171,0.958928,548.526,607.676,0.664813 
192,201.5,2.978,44.7229,2.022,1.7526,192,18378.2,0,5,101,125,0,5,135,-6.67464,-3.02874,-13.3653,-2.91922,-3.09782,-21.2134,15.6939,25131.6,-5.54219,16439.4,-6.59268,-2.94677,-13.2014,-2.83725,-3.01586,0.538316,16.9336,25224.6,-4.30248,1.43863,0.000383461,1.00009,11.7707,573.309,672.594,0.654434,34791.8,8.67177e-07,0.716083,109.585,84.6411,25.924,27.808,0.932252,610.9,716.063,0.762699 
193,202.9,3.752,44.9416,2.018,1.16075,193,23844.5,0,5,101,125,0,5,135,-1.61044,-6.667,-8.92598,-5.74264,-6.55318,-93.4761,10.6102,30924.5,-25.7315,16439.4,-1.24926,-6.30583,-8.20363,-5.38146,-6.19201,0.699855,16.073,31334.2,-20.2688,-1.94834,0.00029303,1.00035,-8.24957,390.208,434.244,0.428388,41332.7,9.18431e-07,0.448197,109.821,86.3522,22.5897,23.6197,0.956393,463.858,516.606,0.532998 
195,201.9,3.199,44.7855,2.021,1.5711,195,21123.9,0,5,101,125,0,5,135,-8.6411,-6.94026,-9.32693,-2.69172,-4.96974,-94.4042,17.8715,27898.2,-1.61924,16439.4,-8.27634,-6.5755,-8.59742,-2.32697,-4.60498,0.717015,23.3884,28311.9,3.89774,0.833345,0.000471833,0.999925,28.0657,542.528,657.423,848.028,37470.2,8.88882e-07,0.671877,109.91,85.2099,24.8121,26.6818,0.929928,559.621,659.238,0.68332 
196,202.4,3.475,44.8636,2.02,1.35818,196,19721.1,0,5,101,125,0,5,135,-3.97997,-2.31595,-8.67226,-9.18963,-4.3351,-33.6499,0.245904,26577.6,-6.29907,16439.4,-3.84995,-2.18593,-8.41223,-9.05961,-4.20508,0.69645,2.2124,26725.1,-4.33257,-0.740756,4.73027e-05,1.00009,-2.98668,438.952,498.694,0.529129,36126,8.78123e-07,0.532808,109.828,85.6936,23.175,24.4784,0.946751,488.206,554.854,0.592701 
197,202,3.254,44.8011,2.021,1.52728,197,20758.3,0,5,101,125,0,5,135,-7.6126,-7.25143,-10.9174,-6.38466,-7.76676,-67.3249,13.5375,27725.5,6.12143,16439.4,-7.35247,-6.9913,-10.3971,-6.12453,-7.50663,0.729045,17.472,28020.6,10.0559,0.591487,0.000356182,0.999805,29.5391,547.383,623.815,0.970461,37965.5,8.92781e-07,0.654529,109.723,85.6241,24.7994,26.2294,0.945481,559.048,637.075,0.66846 
198,202.5,3.53,44.8792,2.019,1.31746,198,24391.9,0,5,101,125,0,5,135,-12.7617,-3.22915,-11.3742,-6.19052,-5.27567,-24.6959,15.8143,31333,-16.8961,16439.4,-12.6663,-3.13373,-11.1834,-6.0951,-5.18025,0.707692,17.2576,31441.2,-15.4529,-13.421,0.000313549,1.00027,-1.28586,441.738,498.672,0.501523,42171.8,9.24604e-07,0.507614,109.147,85.9922,23.4306,24.6463,0.950673,499.035,562.491,0.573017 
199,202.1,3.309,44.8167,2.021,1.48408,199,23455,0,5,101,125,0,5,135,-4.28888,-3.56759,-11.8751,-10.8804,-7.3541,-36.5101,26.8733,30331.3,2.43685,16439.4,-4.14781,-3.42652,-11.5929,-10.7393,-7.21303,0.687687,29.0069,30491.3,4.5705,0.840987,0.000543315,0.999919,34.4915,510.71,595.369,0.587293,41320.3,9.18339e-07,0.600451,109.901,85.4688,24.7139,26.4268,0.93518,555.196,646.7,0.652487 
200,201.3,2.867,44.6916,2.023,1.84707,200,20817.4,0,5,101,125,0,5,135,-5.91971,-4.88399,-6.67406,-3.78169,-9.45771,-53.3096,15.0151,27771.3,7.79774,16439.4,-5.71373,-4.67801,-6.2621,-3.57572,-9.25173,0.787591,18.1305,28005,10.9132,0.580617,0.000369808,0.999789,31.2263,578.687,678.494,4.40363e+06,38412.1,8.96268e-07,0.699128,109.706,85.1107,25.2313,27.0687,0.932122,578.687,678.494,0.699129 
201,201.7,3.088,44.7542,2.022,1.66061,201,19837.1,0,5,101,125,0,5,135,-5.64641,0.211266,-11.4275,-2.57136,-7.88739,-98.2987,24.769,26409.9,-1.23885,16439.4,-5.26661,0.591073,-10.6678,-2.19156,-7.50758,0.574011,30.5136,26840.8,4.50573,0.849477,0.0006492,0.999909,35.9205,586.153,668.766,0.777282,36171.4,8.78491e-07,0.712698,109.825,84.6278,25.9119,27.4149,0.945175,610.328,695.962,0.741886 
202,201.4,2.922,44.7073,2.023,1.79952,202,19869.9,0,5,101,125,0,5,135,-10.6155,-4.82025,-5.4027,-6.64554,-4.60254,-93.2003,19.3116,26662.1,6.7834,16439.4,-10.2554,-4.46015,-4.68249,-6.28543,-4.24243,0.843531,24.7582,27070.6,12.23,0.627835,0.000522344,0.999755,39.4342,559.168,654.622,0.728484,36223.3,8.7891e-07,0.68837,109.844,85.2643,25.4009,27.2248,0.933007,586.496,686.345,0.72187 
203,202.8,3.696,44.926,2.019,1.199,203,24735,0,5,101,125,0,5,135,-9.18558,-5.47714,-15.0432,-6.46202,-5.37164,-116.747,14.872,32027.6,-8.13967,16439.4,-8.7345,-5.02606,-14.1411,-6.01093,-4.92055,0.63585,21.6946,32539.3,-1.31699,1.07857,0.000380838,1.00002,20.1143,388.804,451.534,0.433502,42534.3,9.27246e-07,0.451872,109.81,86.0168,22.5048,24.03,0.93653,460.38,534.711,0.535085 
204,201.6,3.033,44.7386,2.022,1.7063,204,20674.7,0,5,101,125,0,5,135,-5.79295,-2.64358,-6.80411,-5.35041,-5.2846,-120.743,16.0596,26807.4,-7.30307,16439.4,-5.32642,-2.17705,-5.87105,-4.88388,-4.81807,0.745583,23.1158,27336.6,-0.24684,1.01298,0.000482966,1,22.8196,607.279,692.748,1.15457,36824.7,8.83747e-07,0.733929,109.813,84.5693,26.0154,27.5268,0.945093,615.212,701.654,0.74344 
205,201.2,2.812,44.676,2.023,1.89523,205,22644.7,0,5,101,125,0,5,135,-0.849976,-4.04987,-10.929,-6.00069,-5.91466,-86.6856,19.205,29427.1,-6.84369,16439.4,-0.51504,-3.71493,-10.2591,-5.66575,-5.57973,0.601349,24.2709,29807,-1.77778,1.09637,0.000465079,1.00003,22.1376,556.124,654.481,0.980457,40019.1,9.08597e-07,0.663992,109.924,84.8465,24.9907,26.8578,0.930485,567.707,667.962,0.677746 
206,201.8,3.143,44.7699,2.022,1.61555,206,20126.9,0,5,101,125,0,5,135,-8.14611,-6.00439,-7.86286,-7.08866,-3.71868,-32.4588,19.202,26921.6,4.05254,16439.4,-8.0207,-5.87898,-7.61203,-6.96325,-3.59327,0.76263,21.0989,27063.8,5.94943,0.747176,0.000445287,0.999881,28.2382,562.268,635.769,0.670766,36762.8,8.83252e-07,0.676919,109.481,85.0676,25.6271,26.9943,0.949352,596.985,674.77,0.71858 
207,202.2,3.365,44.8324,2.02,1.44149,207,23409.3,0,5,101,125,0,5,135,-8.92198,-0.950224,-10.5839,-2.60081,-5.59061,-50.3548,-1.66504,30136.3,-21.6908,16439.4,-8.72741,-0.755663,-10.1947,-2.40625,-5.39605,0.629014,1.27769,30357,-18.7481,-0.0602118,2.40502e-05,1.00034,-21.22,479.311,548.08,0.543947,40942.4,9.15531e-07,0.559832,109.501,86.1185,24.1502,25.5778,0.944186,530.161,605.814,0.619014 
208,202.3,3.42,44.848,2.02,1.39952,208,24399.1,0,5,101,125,0,5,135,-8.25374,-0.899247,-10.2714,-7.15974,-2.9945,-11.8715,16.7793,30838.8,-25.5531,16439.4,-8.20787,-0.853378,-10.1797,-7.11387,-2.94863,0.652611,17.4731,30890.8,-24.8593,-1.41389,0.000323119,1.00044,-12.3581,465.753,525.173,0.541062,41031.3,9.16193e-07,0.539812,109.245,85.9758,23.8111,25.0472,0.95065,515.377,580.939,0.597229 
209,203,3.807,44.9571,2.018,1.12313,209,24082.2,0,5,101,125,0,5,135,-7.33999,-1.59904,-5.82769,-0.155854,-2.16986,-73.8381,3.8504,30804.6,-15.0393,16439.4,-7.05469,-1.31375,-5.2571,0.129442,-1.88456,0.658201,8.16549,31128.2,-10.7242,-1.73605,0.000149873,1.00019,-4.70349,388.798,437.745,0.44124,41138.4,9.16989e-07,0.449892,109.706,86.4429,22.4308,23.5753,0.951453,457.355,514.666,0.529085 
210,203,3.807,44.9571,2.018,1.12313,210,21275.7,0,5,101,125,0,5,135,-5.99688,-7.65074,-15.3219,-4.69257,-6.03753,1.3072,8.12028,28258.4,-19.9441,16439.4,-6.00193,-7.65579,-15.332,-4.69762,-6.04259,0.614095,8.04389,28252.6,-20.0205,-0.503349,0.000162667,1.00038,-15.9807,366.873,401.004,0.39386,37746,8.91057e-07,0.430454,109.637,86.3494,22.2818,23.0699,0.965837,451.3,492.838,0.529272 
211,203,3.807,44.9571,2.018,1.12313,211,20628.9,0,5,101,125,0,5,135,-3.21199,-5.15749,-11.5604,-0.285342,-2.60666,13.5501,9.32274,27923.4,-17.6961,16439.4,-3.26435,-5.20984,-11.6651,-0.337696,-2.65902,0.495804,8.53087,27864,-18.488,-0.624758,0.000174919,1.00036,-13.6547,354.345,412.312,0.394253,37346.8,8.87904e-07,0.430487,109.421,86.2927,21.8927,23.4076,0.935281,435.676,507.372,0.529516 
212,203,3.807,44.9571,2.018,1.12313,212,21588.7,0,5,101,125,0,5,135,-7.613,-5.74232,-10.1194,-7.2588,-4.75764,-49.5124,-5.28752,28235.5,-12.9006,16439.4,-7.42169,-5.55101,-9.73677,-7.06749,-4.56633,0.716487,-2.39402,28452.5,-10.0071,0.166223,-4.80828e-05,1.00019,-14.4025,388.314,426.232,0.455346,38047.1,8.9342e-07,0.455365,109.424,85.9548,22.2916,23.1194,0.964194,451.697,494.954,0.529237 
213,203,3.807,44.9571,2.018,1.12313,213,23689.9,0,5,101,125,0,5,135,-6.00266,-6.246,-11.3648,-7.22965,-4.4269,-82.6744,4.47081,30746.9,-22.5364,16439.4,-5.68322,-5.92656,-10.7259,-6.91021,-4.10746,0.678416,9.30231,31109.3,-17.705,-0.778851,0.00017084,1.00031,-11.9436,381.688,439.914,0.435262,41255.2,9.17856e-07,0.446441,109.516,86.3115,22.2781,23.6855,0.940577,451.15,519.492,0.527443 
214,203,3.807,44.9571,2.018,1.12313,214,25400.4,0,5,101,125,0,5,135,-4.50444,-5.43961,-10.1345,-9.00277,-4.49697,-9.14562,-10.5614,32323.7,-5.60062,16439.4,-4.4691,-5.40427,-10.0638,-8.96743,-4.46163,0.698383,-10.027,32363.8,-5.06615,0.622548,-0.000177072,1.00008,-16.1063,371.438,420.194,0.392321,43077.1,9.31174e-07,0.424265,109.533,85.5272,22.4294,23.643,0.948671,457.299,517.626,0.522489 
215,203,3.807,44.9571,2.018,1.12313,215,22459.6,0,5,101,125,0,5,135,-5.13364,-0.652434,-6.15729,-5.15549,-4.84212,-7.3626,19.3714,29327.4,-19.4641,16439.4,-5.1052,-0.623986,-6.1004,-5.12704,-4.81367,0.719783,19.8016,29359.7,-19.0338,-6.51592,0.000385251,1.00035,-3.03896,366.143,421.547,0.399708,39445.5,9.04234e-07,0.434478,109.499,86.7543,22.1852,23.5719,0.941168,447.395,514.521,0.530599 
216,203,3.807,44.9571,2.018,1.12313,216,25161,0,5,101,125,0,5,135,-2.45668,-2.23901,-8.44635,-2.95648,-5.83074,-38.5679,4.13871,31928.1,-5.1746,16439.4,-2.30766,-2.08999,-8.14831,-2.80746,-5.68173,0.612634,6.39262,32097.1,-2.92069,2.21367,0.000113796,1.00005,2.88779,385.884,438.038,0.439603,42294.2,9.25498e-07,0.444231,109.626,85.8658,22.3617,23.5869,0.948059,454.545,515.173,0.522865 
