cyc,freq,amplitude,time,waittime,T,TF,EF,ToTF,wx,wy,wz,q,offs,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SN,tof,AR
114,120,0.25,10,1,4.41771e-07,7.1257e-07,9.8381e-30,0.619969,1062.49,2846.28,2770.88,-0.515652,2.44219e-13,32297.1,45670.8,1.73535,25.7657,1.57675,23.4109,2.42952e-23,0.0066,1.35902 
115,120,0.25,10,1,4.36034e-07,7.44005e-07,1.02721e-29,0.586064,1062.49,2846.28,2770.88,-0.365049,2.34432e-13,36762.8,51233.1,1.62939,25.2597,1.49958,23.2474,2.21001e-23,0.0066,1.40882 
116,120,0.25,10,1,4.29027e-07,7.26041e-07,1.00241e-29,0.590912,1062.49,2846.28,2770.88,-0.387064,1.67351e-13,34163.7,47344.1,1.64447,24.878,1.51047,22.8507,2.24207e-23,0.0066,1.38432 
117,120,0.25,10,1,4.25428e-07,7.28564e-07,1.00589e-29,0.583927,1062.49,2846.28,2770.88,-0.355294,5.43982e-13,34521.1,49998.3,1.62275,24.6347,1.4948,22.6923,2.19582e-23,0.0066,1.35919 
118,120,0.25,0.01,10.99,4.03098e-07,7.37088e-07,1.01766e-29,0.546879,1062.49,2846.28,2770.88,-0.180355,-1.58506e-13,35747,47410.1,1.50904,23.1764,1.41351,21.7093,1.94221e-23,0.0066,1.42539 
119,120,0.25,10,1,4.29683e-07,7.3529e-07,1.01518e-29,0.584372,1062.49,2846.28,2770.88,-0.357324,1.91848e-13,35486,48825.9,1.62414,24.8833,1.4958,22.9171,2.19877e-23,0.0066,1.39812 
120,120,0.45,0.01,10.99,3.93716e-07,7.09297e-07,9.79292e-30,0.555079,1062.49,2846.28,2770.88,-0.220067,3.5731e-13,31854.2,44264.5,1.53396,22.671,1.43124,21.1528,1.99959e-23,0.0066,1.42739 
121,120,0.45,0.01,10.99,4.12501e-07,6.91099e-07,9.54167e-30,0.596876,1062.49,2846.28,2770.88,-0.413915,3.10357e-14,29464.8,40608.3,1.66306,23.9484,1.52392,21.9448,2.28119e-23,0.0066,1.37234 
122,120,0.45,4,7,4.46425e-07,7.54167e-07,1.04124e-29,0.591945,1062.49,2846.28,2770.88,-0.391727,4.14968e-13,38289.9,54244.2,1.64768,25.8922,1.51279,23.7724,2.24886e-23,0.0066,1.39211 
123,120,0.45,4,7,4.46375e-07,6.92653e-07,9.56311e-30,0.644444,1062.49,2846.28,2770.88,-0.619932,7.92079e-13,29663.9,44726.3,1.81225,26.1555,1.63398,23.5824,2.58149e-23,0.0066,1.36692 
124,120,0.45,0.01,10.99,3.85772e-07,7.50889e-07,1.03672e-29,0.513754,1062.49,2846.28,2770.88,-0.0135063,2.94272e-13,37792.8,51767.6,1.40981,22.0579,1.34342,21.0192,1.70251e-23,0.0066,1.47073 
125,120,0.45,0.01,10.99,3.92928e-07,7.69277e-07,1.0621e-29,0.510775,1062.49,2846.28,2770.88,0.00203461,-1.31874e-13,40637.7,53642.1,1.40101,22.457,1.33724,21.4348,1.6803e-23,0.0066,1.4313 
126,120,0.45,4,7,4.43559e-07,6.696e-07,9.24483e-30,0.662425,1062.49,2846.28,2770.88,-0.694429,1.15889e-13,26799.5,37676,1.86882,26.0742,1.67681,23.3953,2.68991e-23,0.0066,1.35473 
127,120,0.45,0.01,10.99,4.05182e-07,7.04623e-07,9.72838e-30,0.575033,1062.49,2846.28,2770.88,-0.314303,-1.97733e-13,31228.5,42327.4,1.59524,23.4212,1.47501,21.6561,2.13623e-23,0.0066,1.37221 
128,120,0.45,0.01,10.99,4.09692e-07,7.30328e-07,1.00833e-29,0.560969,1062.49,2846.28,2770.88,-0.248232,5.50585e-13,34772.5,48722.6,1.55197,23.6172,1.44407,21.9753,2.04036e-23,0.0066,1.4236 
129,120,0.45,4,7,4.41753e-07,7.54382e-07,1.04154e-29,0.585583,1062.49,2846.28,2770.88,-0.362856,5.86332e-14,38322.6,52757.2,1.6279,25.5885,1.49851,23.5547,2.20682e-23,0.0066,1.42012 
130,120,0.45,4,7,4.46574e-07,6.38379e-07,8.81378e-30,0.699543,1062.49,2846.28,2770.88,-0.84294,3.17197e-14,23223,33584,1.98566,26.4127,1.76734,23.5086,2.90558e-23,0.0066,1.25053 
131,120,0.45,4,7,4.21827e-07,7.21485e-07,9.96119e-30,0.584664,1062.49,2846.28,2770.88,-0.358664,3.14714e-14,33524.6,46699.8,1.62504,24.4298,1.49645,22.4966,2.20072e-23,0.0066,1.33579 
132,120,0.45,0.01,10.99,4.0427e-07,7.17076e-07,9.90032e-30,0.563775,1062.49,2846.28,2770.88,-0.261544,6.03753e-13,32913.8,46548.5,1.56056,23.3171,1.45021,21.6682,2.05965e-23,0.0066,1.40347 
133,120,0.45,0.01,10.99,3.82688e-07,7.51394e-07,1.03741e-29,0.509305,1062.49,2846.28,2770.88,0.00974016,2.31221e-13,37869,51930.2,1.39667,21.867,1.3342,20.8889,1.66929e-23,0.0066,1.40182 
134,120,0.45,0.01,10.99,3.74963e-07,7.39887e-07,1.02153e-29,0.506783,1062.49,2846.28,2770.88,0.0230094,-3.10655e-13,36155.8,47322,1.38924,21.4176,1.32899,20.4888,1.65035e-23,0.0066,1.41569 
135,120,0.45,4,7,4.4016e-07,7.42296e-07,1.02485e-29,0.592971,1062.49,2846.28,2770.88,-0.396361,2.03734e-13,36510.2,50878.3,1.65088,25.5341,1.5151,23.434,2.25561e-23,0.0066,1.37174 
136,120,0.45,4,7,4.54434e-07,7.15958e-07,9.88488e-30,0.634722,1062.49,2846.28,2770.88,-0.578925,-6.11289e-13,32760,43201.2,1.78168,26.5795,1.6111,24.0346,2.52175e-23,0.0066,1.37946 
137,120,0.45,4,7,4.38948e-07,7.14975e-07,9.87131e-30,0.613934,1062.49,2846.28,2770.88,-0.489389,-7.02715e-13,32625.3,42626.2,1.71642,25.5708,1.56284,23.2826,2.39123e-23,0.0066,1.36669 
138,120,0.45,4,7,4.36388e-07,7.37769e-07,1.0186e-29,0.591497,1062.49,2846.28,2770.88,-0.389711,1.50425e-13,35846.2,50444.2,1.64629,25.3078,1.51178,23.2401,2.24592e-23,0.0066,1.33845 
139,120,0.45,0.01,10.99,4.11146e-07,6.97967e-07,9.63648e-30,0.589062,1062.49,2846.28,2770.88,-0.378684,-1.64726e-13,30351.9,41020.4,1.63871,23.8322,1.50631,21.9067,2.22986e-23,0.0066,1.38428 
140,120,0.65,0.01,10.99,3.91844e-07,7.35491e-07,1.01546e-29,0.532765,1062.49,2846.28,2770.88,-0.110561,2.51648e-13,35515.2,48965.2,1.46646,22.4738,1.38334,21.1999,1.84168e-23,0.0066,1.43483 
141,120,0.65,0.01,10.99,4.07786e-07,7.1664e-07,9.89429e-30,0.569025,1062.49,2846.28,2770.88,-0.286282,-1.95907e-13,32853.7,43798.9,1.57669,23.5436,1.46174,21.8272,2.09551e-23,0.0066,1.41114 
142,120,0.65,2,9,4.27433e-07,7.48096e-07,1.03286e-29,0.571361,1062.49,2846.28,2770.88,-0.297209,-1.25216e-14,37372.6,51644.3,1.58389,24.6893,1.46689,22.8656,2.11138e-23,0.0066,1.37717 
143,120,0.65,0.01,10.99,4.16089e-07,7.02037e-07,9.69267e-30,0.592688,1062.49,2846.28,2770.88,-0.395088,2.71041e-14,30886,42732.1,1.65,24.1363,1.51447,22.1537,2.25376e-23,0.0066,1.38672 
144,120,0.65,0.01,10.99,3.9835e-07,6.97003e-07,9.62317e-30,0.571519,1062.49,2846.28,2770.88,-0.297946,-6.46067e-13,30226.3,38910.5,1.58438,23.0102,1.46724,21.309,2.11246e-23,0.0066,1.38122 
145,120,0.65,2,9,4.47461e-07,6.66835e-07,9.20666e-30,0.671022,1062.49,2846.28,2770.88,-0.729433,-4.07647e-13,26468.9,35816.9,1.89589,26.3426,1.69753,23.5865,2.74081e-23,0.0066,1.29049 
146,120,0.65,0.01,10.99,4.19228e-07,6.34984e-07,8.76691e-30,0.660218,1062.49,2846.28,2770.88,-0.685376,7.92874e-13,22854.4,33750.6,1.86188,24.6344,1.67152,22.1158,2.67674e-23,0.0066,-1.39358 
147,120,0.65,0.01,10.99,4.05921e-07,7.04188e-07,9.72237e-30,0.576438,1062.49,2846.28,2770.88,-0.320827,-1.78682e-13,31170.8,40818,1.59956,23.4702,1.47813,21.6884,2.14569e-23,0.0066,1.43279 
148,120,0.65,2,9,4.18238e-07,6.68328e-07,9.22727e-30,0.625797,1062.49,2846.28,2770.88,-0.540799,2.27221e-13,26647.1,37967.4,1.75364,24.4207,1.59026,22.1456,2.46618e-23,0.0066,1.3161 
149,120,0.65,2,9,4.49553e-07,7.01685e-07,9.68782e-30,0.640676,1062.49,2846.28,2770.88,-0.604116,1.44692e-13,30839.6,43237.5,1.80038,26.323,1.62509,23.76,2.55843e-23,0.0066,1.41318 
150,120,0.65,2,9,4.3225e-07,7.24877e-07,1.0008e-29,0.596308,1062.49,2846.28,2770.88,-0.411364,-2.0827e-14,33999.6,47025.1,1.66129,25.0921,1.52264,22.9979,2.27747e-23,0.0066,1.34911 
151,120,0.65,0.01,10.99,3.91519e-07,7.56742e-07,1.0448e-29,0.517374,1062.49,2846.28,2770.88,-0.0322725,8.54075e-13,38683.4,54680.6,1.42054,22.399,1.35096,21.3019,1.72936e-23,0.0066,1.45136 
152,120,0.65,0.01,10.99,3.94425e-07,7.17961e-07,9.91253e-30,0.549368,1062.49,2846.28,2770.88,-0.192473,-7.14836e-13,33035.7,41843.4,1.51659,22.688,1.41888,21.2262,1.95971e-23,0.0066,1.40916 
153,120,0.65,0.01,10.99,3.84101e-07,7.60213e-07,1.04959e-29,0.505255,1062.49,2846.28,2770.88,0.0310814,2.10086e-13,39218.1,53138.5,1.38475,21.9348,1.32584,21.0017,1.63883e-23,0.0066,1.44561 
154,120,0.65,2,9,4.30914e-07,6.95724e-07,9.60552e-30,0.619375,1062.49,2846.28,2770.88,-0.513079,-1.3804e-13,30060.3,40470.1,1.73348,25.1295,1.57538,22.8376,2.42577e-23,0.0066,1.37624 
155,120,0.65,2,9,4.68191e-07,6.45862e-07,8.91709e-30,0.724909,1062.49,2846.28,2770.88,-0.940654,-2.42679e-13,24049.2,33210.4,2.06546,27.7961,1.8308,24.6382,3.04709e-23,0.0066,1.30518 
156,120,0.65,2,9,4.37458e-07,7.30376e-07,1.00839e-29,0.598949,1062.49,2846.28,2770.88,-0.423192,1.41023e-13,34779.4,48703.3,1.66953,25.4078,1.52862,23.2634,2.29471e-23,0.0066,1.35112 
157,120,0.65,2,9,4.56207e-07,6.6905e-07,9.23724e-30,0.681872,1062.49,2846.28,2770.88,-0.773097,3.02541e-13,26733.6,38828.6,1.93004,26.9062,1.72389,24.0324,2.80423e-23,0.0066,1.34114 
158,120,0.65,0.01,10.99,4.04126e-07,6.87638e-07,9.49388e-30,0.587702,1062.49,2846.28,2770.88,-0.372506,4.7646e-13,29024.3,41030.8,1.63448,23.4189,1.50325,21.5387,2.22087e-23,0.0066,1.42049 
159,120,0.65,2,9,4.51482e-07,6.89251e-07,9.51614e-30,0.655034,1062.49,2846.28,2770.88,-0.664017,-6.83263e-13,29229,38817.1,1.84557,26.5054,1.65912,23.8278,2.64566e-23,0.0066,1.33612 
160,120,0.85,0.01,10.99,3.95138e-07,7.49607e-07,1.03495e-29,0.527127,1062.49,2846.28,2770.88,-0.0821562,1.14125e-13,37599.5,50352,1.44958,22.6415,1.37142,21.4206,1.80087e-23,0.0066,1.45362 
161,120,0.85,0.01,10.99,3.78422e-07,7.45432e-07,1.02918e-29,0.507654,1062.49,2846.28,2770.88,0.018435,2.98747e-13,36974.8,50785,1.39183,21.6183,1.33079,20.6702,1.65691e-23,0.0066,1.40688 
162,120,0.85,1,10,4.3771e-07,7.12611e-07,9.83867e-30,0.614234,1062.49,2846.28,2770.88,-0.490703,-2.32172e-14,32302.7,44365.1,1.71736,25.5001,1.56353,23.2159,2.39314e-23,0.0066,1.36274 
163,120,0.85,1,10,4.29562e-07,7.37845e-07,1.01871e-29,0.582184,1062.49,2846.28,2770.88,-0.34731,3.83795e-14,35857.2,48965.8,1.61735,24.8655,1.49091,22.9216,2.1842e-23,0.0066,1.41278 
164,120,0.85,0.01,10.99,3.9531e-07,7.39204e-07,1.02058e-29,0.534777,1062.49,2846.28,2770.88,-0.120632,7.24408e-13,36055.8,50838.6,1.47251,22.6804,1.38762,21.3728,1.85616e-23,0.0066,1.43755 
165,120,0.85,0.01,10.99,4.2073e-07,6.8202e-07,9.41631e-30,0.616888,1062.49,2846.28,2770.88,-0.502275,1.05306e-13,28318.6,39605.2,1.72568,24.5237,1.56964,22.3061,2.41001e-23,0.0066,1.39541 
166,120,0.85,1,10,4.36501e-07,7.41896e-07,1.0243e-29,0.588359,1062.49,2846.28,2770.88,-0.37549,3.22815e-13,36451.2,51212.5,1.63652,25.2984,1.50473,23.261,2.22521e-23,0.0066,1.37966 
167,120,0.85,0.01,10.99,3.88862e-07,7.37229e-07,1.01786e-29,0.527463,1062.49,2846.28,2770.88,-0.0838593,9.67068e-14,35767.6,48026.1,1.45059,22.283,1.37213,21.0778,1.80332e-23,0.0066,1.43228 
168,120,0.85,0.01,10.99,3.83921e-07,7.0055e-07,9.67214e-30,0.548027,1062.49,2846.28,2770.88,-0.185952,2.21153e-13,30690.1,41544.3,1.51252,22.0784,1.41598,20.6693,1.95029e-23,0.0066,1.43803 
169,120,0.85,1,10,4.33759e-07,7.02725e-07,9.70217e-30,0.617253,1062.49,2846.28,2770.88,-0.503863,9.26074e-14,30976.9,42679.6,1.72683,25.2849,1.57048,22.9957,2.41233e-23,0.0066,1.39629 
170,120,0.85,1,10,4.46668e-07,7.0707e-07,9.76217e-30,0.631717,1062.49,2846.28,2770.88,-0.56614,4.35572e-13,31555.1,45657.8,1.77224,26.1104,1.60406,23.6326,2.50312e-23,0.0066,1.37825 
171,120,0.85,0.01,10.99,4.00032e-07,7.23311e-07,9.9864e-30,0.553057,1062.49,2846.28,2770.88,-0.21033,-4.2579e-13,33779.8,43703.9,1.52781,23.0262,1.42685,21.5047,1.98551e-23,0.0066,1.42788 
172,120,0.85,0.01,10.99,3.99509e-07,7.20517e-07,9.94782e-30,0.554475,1062.49,2846.28,2770.88,-0.217161,-1.36881e-16,33389.9,44468,1.53213,23.0021,1.42993,21.4677,1.99539e-23,0.0066,1.45953 
173,120,0.85,0.01,10.99,4.1988e-07,6.90555e-07,9.53415e-30,0.608033,1062.49,2846.28,2770.88,-0.463491,6.7003e-15,29395.2,39802.5,1.69793,24.4313,1.5493,22.2927,2.35346e-23,0.0066,-1.40962 
174,120,0.85,1,10,4.25074e-07,6.95669e-07,9.60476e-30,0.611029,1062.49,2846.28,2770.88,-0.476669,2.34203e-13,30053.1,42972.5,1.70731,24.7482,1.55616,22.5572,2.37268e-23,0.0066,1.32549 
175,120,0.85,1,10,4.43005e-07,7.15238e-07,9.87493e-30,0.619382,1062.49,2846.28,2770.88,-0.513107,-5.78522e-13,32661.2,43261.9,1.7335,25.8347,1.5754,23.4784,2.42581e-23,0.0066,1.34233 
176,120,0.85,1,10,4.2304e-07,7.57673e-07,1.04608e-29,0.558341,1062.49,2846.28,2770.88,-0.235703,7.71715e-14,38826.3,52455.9,1.54393,24.3745,1.43834,22.7075,2.02221e-23,0.0066,1.40689 
177,120,0.85,1,10,4.21005e-07,7.83449e-07,1.08167e-29,0.537373,1062.49,2846.28,2770.88,-0.133554,-2.43178e-13,42925.4,57469.4,1.48032,24.1654,1.39314,22.7423,1.87475e-23,0.0066,1.39992 
178,120,0.85,0.01,10.99,3.77272e-07,7.42088e-07,1.02456e-29,0.508393,1062.49,2846.28,2770.88,0.0145549,-2.07243e-13,36479.4,48037.7,1.39402,21.5551,1.33231,20.6011,1.66246e-23,0.0066,1.43313 
179,120,0.85,1,10,4.39156e-07,6.83619e-07,9.43839e-30,0.642399,1062.49,2846.28,2770.88,-0.611345,-3.11489e-13,28518.3,38738.9,1.80585,25.7231,1.62915,23.2061,2.56901e-23,0.0066,1.33377 
180,120,1.05,0.01,10.99,3.87288e-07,7.56296e-07,1.04418e-29,0.512085,1062.49,2846.28,2770.88,-0.00481371,4.26036e-15,38615.1,51892.2,1.40488,22.139,1.33996,21.1159,1.69009e-23,0.0066,1.40367 
181,120,1.05,0.01,10.99,3.95719e-07,7.1344e-07,9.85011e-30,0.554663,1062.49,2846.28,2770.88,-0.218065,-1.1572e-13,32415.6,43103.5,1.5327,22.7846,1.43034,21.2629,1.99669e-23,0.0066,1.4171 
182,120,1.05,0.6,10.4,4.12146e-07,7.83681e-07,1.08199e-29,0.52591,1062.49,2846.28,2770.88,-0.0759823,-3.02486e-13,42963.5,56537,1.44595,23.6113,1.36885,22.3524,1.79201e-23,0.0066,1.42028 
183,120,1.05,0.6,10.4,4.40373e-07,7.37026e-07,1.01758e-29,0.597499,1062.49,2846.28,2770.88,-0.416705,2.20373e-13,35738,49715.1,1.665,25.5697,1.52533,23.4248,2.28526e-23,0.0066,1.40845 
184,120,1.05,0.6,10.4,4.2062e-07,7.39844e-07,1.02147e-29,0.568526,1062.49,2846.28,2770.88,-0.283935,2.80896e-13,36149.5,50357.5,1.57516,24.2824,1.46064,22.517,2.09212e-23,0.0066,1.42278 
185,120,1.05,0.01,10.99,3.62992e-07,7.80309e-07,1.07733e-29,0.46519,1062.49,2846.28,2770.88,0.252823,6.83634e-15,42411.3,56453.4,1.26919,20.6357,1.24525,20.2465,1.3251e-23,0.0066,1.44073 
186,120,1.05,0.01,10.99,4.07575e-07,7.28901e-07,1.00636e-29,0.559164,1062.49,2846.28,2770.88,-0.239627,-9.20759e-14,34569,46921.9,1.54644,23.4871,1.44013,21.8724,2.0279e-23,0.0066,1.38343 
187,120,1.05,0.6,10.4,4.29899e-07,6.9692e-07,9.62203e-30,0.616856,1062.49,2846.28,2770.88,-0.502135,7.02007e-13,30215.5,44005.4,1.72558,25.058,1.56956,22.7924,2.40981e-23,0.0066,1.3896 
188,120,1.05,0.01,10.99,3.84123e-07,7.5334e-07,1.0401e-29,0.509894,1062.49,2846.28,2770.88,0.00664958,7.35078e-13,38164.1,52376.9,1.39841,21.9509,1.33542,20.9621,1.67371e-23,0.0066,1.46775 
189,120,1.05,0.01,10.99,3.99215e-07,7.12035e-07,9.83072e-30,0.560667,1062.49,2846.28,2770.88,-0.246793,1.56912e-13,32224.5,44116.2,1.55104,23.0119,1.44341,21.415,2.03827e-23,0.0066,1.40522 
190,120,1.05,0.6,10.4,4.33702e-07,7.90527e-07,1.09144e-29,0.548623,1062.49,2846.28,2770.88,-0.18885,-2.19562e-13,44099.4,59080.5,1.51433,24.9439,1.41727,23.3451,1.95448e-23,0.0066,1.40066 
191,120,1.05,0.6,10.4,4.2591e-07,7.21373e-07,9.95964e-30,0.590416,1062.49,2846.28,2770.88,-0.384817,3.46369e-13,33509,46987.7,1.64292,24.6947,1.50935,22.687,2.2388e-23,0.0066,1.3951 
192,120,1.05,0.01,10.99,3.98292e-07,7.38013e-07,1.01894e-29,0.539682,1062.49,2846.28,2770.88,-0.144999,-4.69303e-14,35881.8,47869.8,1.48727,22.8709,1.39807,21.4991,1.89123e-23,0.0066,1.44509 
193,120,1.05,0.01,10.99,3.76185e-07,7.67963e-07,1.06029e-29,0.489848,1062.49,2846.28,2770.88,0.113988,-5.79398e-14,40429.8,54204.8,1.33976,21.4385,1.2944,20.7128,1.52091e-23,0.0066,1.44105 
194,120,1.05,0.01,10.99,3.87086e-07,7.80818e-07,1.07804e-29,0.495745,1062.49,2846.28,2770.88,0.0819323,3.98368e-13,42494.4,57323.6,1.35689,22.0762,1.30637,21.2542,1.56642e-23,0.0066,1.45666 
195,120,1.05,0.6,10.4,4.28744e-07,7.17857e-07,9.9111e-30,0.597256,1062.49,2846.28,2770.88,-0.415615,3.73021e-13,33021.4,46794.2,1.66424,24.8933,1.52478,22.8073,2.28367e-23,0.0066,1.37094 
196,120,1.05,0.6,10.4,4.27357e-07,7.52735e-07,1.03926e-29,0.567739,1062.49,2846.28,2770.88,-0.28024,-8.91856e-14,38072.2,51042.5,1.57275,24.6678,1.45891,22.8822,2.08678e-23,0.0066,1.40611 
197,120,1.05,0.6,10.4,4.3119e-07,7.86346e-07,1.08567e-29,0.548346,1062.49,2846.28,2770.88,-0.187504,3.46588e-13,43403.4,60488.5,1.51348,24.7982,1.41667,23.2119,1.95253e-23,0.0066,1.39408 
198,120,1.05,0.01,10.99,3.99306e-07,7.91965e-07,1.09343e-29,0.504197,1062.49,2846.28,2770.88,0.036694,-6.0599e-13,44340.3,56695.4,1.38166,22.7999,1.32367,21.843,1.63085e-23,0.0066,1.4612 
199,120,1.05,0.6,10.4,4.25811e-07,7.96006e-07,1.09901e-29,0.534934,1062.49,2846.28,2770.88,-0.121411,-4.33602e-13,45022.7,59612,1.47298,24.431,1.38795,23.0206,1.85728e-23,0.0066,1.40554 
200,120,1.05,0.6,10.4,4.29582e-07,7.71522e-07,1.0652e-29,0.556797,1062.49,2846.28,2770.88,-0.228316,1.43617e-13,40994.6,56807.7,1.53921,24.7443,1.43498,23.0686,2.01152e-23,0.0066,1.38167 
201,120,1.05,0.6,10.4,4.28396e-07,8.22781e-07,1.13597e-29,0.520668,1062.49,2846.28,2770.88,-0.0492256,-2.358e-13,49720.3,66577.2,1.43033,24.5215,1.35784,23.2789,1.75365e-23,0.0066,1.43096 
202,120,1.05,0.6,10.4,4.16023e-07,7.78708e-07,1.07512e-29,0.534247,1062.49,2846.28,2770.88,-0.117979,2.32319e-14,42150.8,56920.8,1.47091,23.8666,1.38649,22.4967,1.85234e-23,0.0066,1.40328 
203,120,1.05,0.6,10.4,4.20741e-07,8.09123e-07,1.11712e-29,0.519996,1062.49,2846.28,2770.88,-0.0457799,3.01762e-13,47285.2,64886.7,1.42832,24.0807,1.35644,22.8688,1.7487e-23,0.0066,1.44118 
204,120,1.05,0.6,10.4,4.25753e-07,7.98198e-07,1.10203e-29,0.533393,1062.49,2846.28,2770.88,-0.113713,2.79821e-13,45395.5,62441.1,1.46835,24.4213,1.38468,23.0296,1.84621e-23,0.0066,1.43691 
205,120,1.05,0.6,10.4,4.36991e-07,7.5534e-07,1.04286e-29,0.578536,1062.49,2846.28,2770.88,-0.330524,-3.14836e-13,38468.8,51578.7,1.60605,25.2772,1.48278,23.3372,2.15979e-23,0.0066,1.40832 
206,120,1.05,0.6,10.4,4.32333e-07,7.644e-07,1.05537e-29,0.565584,1062.49,2846.28,2770.88,-0.270095,-5.93549e-13,39869.8,52337.6,1.56612,24.9444,1.45417,23.1614,2.07204e-23,0.0066,1.37523 
207,120,1.05,0.6,10.4,4.34541e-07,7.51571e-07,1.03766e-29,0.578176,1062.49,2846.28,2770.88,-0.328864,-4.34418e-13,37895.9,50123.3,1.60493,25.1336,1.48199,23.2082,2.15737e-23,0.0066,1.38244 
208,120,1.05,0.6,10.4,4.39596e-07,7.0872e-07,9.78494e-30,0.620268,1062.49,2846.28,2770.88,-0.516946,5.58509e-13,31776.4,46058.1,1.73628,25.6403,1.57744,23.2946,2.4314e-23,0.0066,1.40024 
209,120,1.05,0.6,10.4,4.18996e-07,7.6253e-07,1.05279e-29,0.549482,1062.49,2846.28,2770.88,-0.193025,-3.02604e-13,39577.8,52413.8,1.51693,24.1019,1.41912,22.5478,1.9605e-23,0.0066,1.40455 
210,120,1.05,0.6,10.4,4.24949e-07,7.95111e-07,1.09777e-29,0.534452,1062.49,2846.28,2770.88,-0.119011,-8.18856e-14,44870.9,60671.7,1.47153,24.3795,1.38692,22.9778,1.85383e-23,0.0066,1.39343 
211,120,1.05,0.6,10.4,4.20413e-07,7.92442e-07,1.09408e-29,0.530528,1062.49,2846.28,2770.88,-0.0993308,3.05908e-13,44420.5,61045.9,1.45976,24.1033,1.3786,22.7632,1.82554e-23,0.0066,1.43171 
212,120,1.05,0.6,10.4,4.14043e-07,7.5671e-07,1.04475e-29,0.547162,1062.49,2846.28,2770.88,-0.181738,5.56548e-13,38678.5,53864.7,1.50989,23.8069,1.41412,22.2968,1.94421e-23,0.0066,1.43261 
213,120,1.05,0.6,10.4,4.16934e-07,7.45568e-07,1.02937e-29,0.559217,1062.49,2846.28,2770.88,-0.239884,2.26216e-13,36995,51367.7,1.5466,24.0267,1.44024,22.3744,2.02827e-23,0.0066,1.36146 
214,120,1.05,0.6,10.4,4.11482e-07,7.5649e-07,1.04445e-29,0.543936,1062.49,2846.28,2770.88,-0.165955,-2.88767e-13,38644.8,50850.7,1.50012,23.646,1.40718,22.181,1.92144e-23,0.0066,1.44521 
215,120,1.05,0.6,10.4,4.28274e-07,7.52279e-07,1.03863e-29,0.569302,1062.49,2846.28,2770.88,-0.287578,4.71388e-13,38003,53049.1,1.57755,24.728,1.46235,22.9223,2.0974e-23,0.0066,1.42786 
216,120,1.05,0.6,10.4,4.27434e-07,7.576e-07,1.04598e-29,0.564196,1062.49,2846.28,2770.88,-0.263534,2.17696e-13,38815.1,53955.5,1.56185,24.6552,1.45113,22.9073,2.06253e-23,0.0066,1.39941 
217,120,1.05,0.6,10.4,4.17569e-07,7.89548e-07,1.09009e-29,0.528871,1062.49,2846.28,2770.88,-0.0909808,-5.69652e-14,43935.7,59099,1.4548,23.9337,1.3751,22.6225,1.81354e-23,0.0066,1.40468 
218,120,1.05,0.6,10.4,4.1451e-07,7.68572e-07,1.06113e-29,0.539325,1062.49,2846.28,2770.88,-0.143229,4.35433e-13,40526.2,56671.6,1.4862,23.8007,1.39731,22.3771,1.88869e-23,0.0066,1.3927 
