cyc,vva,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
79,8,47.2959,79,10007.8,-0.00370824,18.144,11.9777,121.805,0.0055388,-4.53563,3.1655e-10,2.00852,0.884298,0.429289,2.4508,1.76413,-11.6703,670.826,28.4509,9119.12,7075.44,2.08201,0.957783,0.576259,2.52429,1.83762,0.927769,683.428,28.9653,9131.72,0.073027,0.930952,0.00580911,9358.57 
80,10,47.3659,80,10138.2,-0.00930307,19.1871,11.719,121.987,-0.00298584,6.58665,500,7.92182,-2.81147,0.413599,0.739004,3.28561,9.72065,341.558,28.8096,9716.36,7320.38,7.86061,-2.87268,0.291183,0.677796,3.2244,0.968285,331.06,28.3811,9705.86,0.0346601,0.869547,0.00535768,9551.63 
81,5,47.2559,81,9615.18,-0.00512925,17.7908,11.7084,122.21,0.0364101,-54.9711,7.23673e-11,3.50752,1.68658,3.105,3.55159,0.499489,5.16326,982.628,21.6497,8280.14,6846.07,3.47501,1.65407,3.03997,3.51908,0.466978,0.749902,977.053,21.4221,8274.56,0.110553,0.963049,0.00474641,8837.89 
82,5,47.1759,82,10642.5,-0.0166103,19.6897,11.8363,122.004,0.00234067,0.258931,279.332,1.07574,-0.447605,-4.5016,0.243563,0.00911797,35.8152,34.1294,17.7285,10343.2,7586.69,0.85022,-0.673124,-4.95264,0.0180442,-0.216401,0.00427447,-4.5471,16.1499,10304.5,-0.000464713,-0.191738,0.00287874,9784.76 
83,2.5,47.2359,83,11266.8,-0.0277242,21.2522,11.7137,122.011,-0.0161932,56.2493,500,2.37305,-1.5303,-2.12441,2.41716,-1.84322,7.98617,770.689,32.2495,10296.2,8133.49,2.32276,-1.58058,-2.22499,2.36687,-1.8935,-1.20417,762.065,31.8975,10287.6,0.0723345,0.93175,0.00567915,10535.3 
84,10,47.3759,84,9866.97,-0.00451932,18.049,11.903,122.096,0.00264264,-27.0699,254.52,0.169769,0.291473,-5.1324,2.76284,-0.119538,13.9442,188.447,18.5426,9396.98,6996.01,0.0819656,0.20367,-5.30801,2.67504,-0.207341,-1.07776,173.389,17.928,9381.93,0.0190826,0.846779,0.00350774,9086.22 
85,5,47.1659,85,10165.1,-0.0178609,18.7967,11.8545,122.112,0.00616957,-1.13848,306.65,3.24137,2.64549,0.16888,0.671285,-0.269138,5.39865,40.2811,19.6408,9927.52,7253.95,3.20737,2.6115,0.100892,0.637291,-0.303132,0.983867,34.4512,19.4028,9921.69,0.00364175,0.503627,0.00358948,9460.05 
86,4,47.2459,86,10129.3,-0.0232298,19.1167,11.6599,122.222,0.0198945,-2.65636,499.815,0.493714,-0.367015,2.6281,2.0701,0.851209,39.0011,1154.57,36.6087,8843.08,7257.81,0.248134,-0.612594,2.13694,1.82452,0.60563,0.491523,1112.45,34.8897,8800.96,0.11743,0.947971,0.00724971,9473.37 
87,1.7,47.2159,87,9965.57,-0.0251827,19.7501,11.1375,122.123,0.0186607,-28.8165,500,-0.34343,2.4672,5.46069,2.63331,1.62511,21.5746,1798.96,20.2188,8092.44,7178.16,-0.479279,2.33135,5.18899,2.49746,1.48926,0.529462,1775.66,19.2678,8069.14,0.188073,0.981365,0.00437939,9441.35 
88,10,47.3859,88,10513.3,-0.0312629,19.0772,12.1564,122.082,0.00609134,-9.15523,494.559,-2.14077,1.48039,0.726114,-0.64271,-2.11201,52.9115,224.963,24.3041,10054.4,7551.29,-2.47394,1.14722,0.0597745,-0.97588,-2.44518,1.01275,167.825,21.9719,9997.27,0.0173638,0.813595,0.00403224,9665.23 
89,10,47.0159,89,10809.5,0.0180677,20.0011,11.6368,121.872,-0.0180526,10.7023,494.538,0.391981,-3.60995,-0.340585,-1.34548,-0.892563,78.3865,71.0946,32.2891,10365.5,7583.04,-0.101598,-4.10353,-1.32774,-1.83906,-1.38614,0.848398,-13.5542,28.8341,10280.9,-0.00138971,-0.367268,0.00513988,9753.26 
90,2,47.2059,90,10127.9,-0.0106536,19.1967,11.5229,121.902,-0.00208074,-1.73614,187.067,1.91821,0.178516,2.73475,-1.25692,3.43776,4.5444,129.443,33.4009,9839.27,7200.97,1.88959,0.149901,2.67752,-1.28553,3.40914,0.608585,124.535,33.2006,9834.37,0.0131544,0.681876,0.00618047,9467.18 
91,10,47.3259,91,10612.4,-0.034812,19.0262,12.3232,122.226,0.0016722,-9.92853,495.886,2.74065,2.86674,-1.28822,-0.734159,-0.456161,31.0695,813.668,12.3135,9642.02,7633.13,2.54501,2.6711,-1.67949,-0.929796,-0.651798,1.85906,780.117,10.944,9608.47,0.0787348,0.976038,0.00209377,9908.16 
92,10,47.4159,92,10177.4,-0.0327752,19.3097,11.641,121.868,-0.0192028,75.5587,365.18,2.58142,-1.22106,-5.76945,1.5912,-1.39999,36.7196,147.275,32.07,9950.88,7364.74,2.3502,-1.45227,-6.23187,1.35999,-1.6312,-0.111813,107.622,30.4515,9911.22,0.0113009,0.668825,0.00562788,9523.28 
93,2,47.2259,93,10361.1,-0.00027912,19.4472,11.5745,122.094,-0.0040018,-10.1185,42.6853,0.17898,1.45768,-3.43995,-1.66708,-1.10187,-16.442,740.803,26.3122,9328.06,7328.77,0.28251,1.56122,-3.23289,-1.56355,-0.998336,0.181765,758.559,27.0369,9345.82,0.0787125,0.941288,0.00530086,9637.08 
94,1.7,47.2149,94,9637.08,0.0116677,18.6406,11.1589,122.201,0.0183839,-16.602,19.286,1.4049,-3.50745,-1.57662,-1.06206,1.23562,12.9442,1436.35,39.6564,8039.14,6781.31,1.32339,-3.58896,-1.73964,-1.14357,1.15411,0.56451,1422.38,39.0858,8025.16,0.157233,0.954118,0.00889203,9046.27 
95,1.7,47.2169,95,9083.31,-0.0485597,18.1419,11.1791,122.202,0.0429852,50.836,453.808,0.464868,0.0516857,2.96518,-0.0238267,1.01107,42.3732,1202.94,19.6396,7770.78,6673.27,0.198056,-0.215127,2.43155,-0.290639,0.74426,0.152208,1157.18,17.7719,7725.02,0.136204,0.973827,0.00422001,8495.95 
96,2,47.2189,96,10088.7,-0.0148679,19.1861,11.5098,122.393,-0.00388723,-5.843,367.004,-0.52823,-0.471772,1.20785,-2.33177,-1.09027,6.2681,2253.13,27.766,7598.59,7189.4,-0.567699,-0.51124,1.12892,-2.37124,-1.12974,1.32713,2246.36,27.4897,7591.82,0.237494,0.979034,0.00662599,9458.6 
97,2,47.2129,97,9240.74,-0.0105856,17.6464,11.4763,122.133,-0.00541001,7.54173,500,2.77019,-0.241973,-2.66857,-3.07402,-0.174876,50.983,1145.24,19.0487,7966.99,6593.88,2.44917,-0.563,-3.31062,-3.39504,-0.495902,0.377164,1090.19,16.8015,7911.94,0.12667,0.973738,0.00389659,8606.53 
98,2.5,47.1959,98,10009.8,0.0465586,18.5662,11.3894,121.959,-0.114725,-312.613,500,0.847264,0.0899196,1.61137,0.38084,1.82195,13.4647,110.704,31.773,9510.04,8051.14,0.762481,0.00513621,1.4418,0.296056,1.73717,0.660164,96.1634,31.1795,9495.5,0.0105478,0.637995,0.00601238,9116.89 
99,10,47.3559,99,11320.3,0.00038004,20.8056,11.8166,121.678,0.0013907,-11.3073,69.4264,4.55679,1.4354,2.61576,0.835106,2.87052,38.3336,482.116,48.3182,10649.6,8003.77,4.31541,1.19402,2.13301,0.59373,2.62914,0.803686,440.72,46.6286,10608.2,0.0418994,0.843774,0.00803196,10518.5 
100,10,47.3159,100,9421.72,-0.0337774,17.0529,12.2257,121.932,0.0332502,26.5251,175.592,1.4275,-0.85731,-5.09008,-1.8366,2.49827,25.7558,869.638,27.3743,8363.01,6815.57,1.26532,-1.01949,-5.41443,-1.99878,2.3361,-0.120705,841.824,26.239,8335.2,0.0960958,0.948275,0.00576548,8760.26 
101,10,47.3359,101,9227.77,-0.0965113,17.7701,11.9002,121.842,0.122466,104.555,481.373,1.49807,3.05606,-5.75756,1.55065,-0.532201,19.136,610.333,34.4244,8690.51,7300.76,1.37758,2.93556,-5.99855,1.43015,-0.652695,-5.60667,589.668,33.581,8669.85,0.0668102,0.909371,0.00708449,8826.03 
102,10,47.4059,102,10252,-0.00924691,18.8573,11.9674,121.626,0.00466903,1.26539,500,-0.355836,0.779377,-3.48166,4.8603,0.264855,84.4924,170.48,34.3116,9944.25,7346.58,-0.887863,0.247351,-4.54571,4.32827,-0.267171,-3.04019,79.2378,30.5874,9853.01,0.0083942,0.596824,0.00568607,9439.59 
103,10,47.3059,103,9507.06,-0.038481,17.8022,11.8452,121.757,-0.019011,2.39359,472.277,2.49308,6.18186,-0.436978,-1.30769,0.391626,20.3872,990.33,36.0637,8429.35,6866.04,2.3647,6.05349,-0.693724,-1.43607,0.263253,1.10589,968.314,35.1651,8407.33,0.108128,0.940245,0.007646,8955.28 
104,10,47.3959,104,8774.55,0.0111324,16.2118,11.8036,122.015,-0.0469435,16.8987,2.91035e-11,-0.351671,1.43789,-3.54777,0.432872,0.353839,51.9995,172.368,21.9193,8450.68,6255.14,-0.679098,1.11046,-4.20262,0.105445,0.0264123,-0.154756,116.215,19.6273,8394.53,0.0143634,0.77187,0.00428857,8091.01 
105,10,47.3459,105,8407.41,-0.0253927,15.7773,11.9138,121.566,0.0548932,-55.5174,500,1.46511,3.54841,-4.33283,2.75359,-2.79189,62.6096,364.673,22.2946,7958.05,6218.18,1.07087,3.15418,-5.1213,2.35936,-3.18612,-1.97228,297.062,19.5349,7890.44,0.0381191,0.896796,0.00453993,7792.98 
106,1.7,47.2149,106,8293.24,-0.00581768,16.6412,11.32,122.058,0.0118326,-60.6867,500,-1.62222,0.243711,-5.27772,-2.99785,1.60156,24.2197,1415.07,26.6431,7011.45,6155.69,-1.77473,0.0912064,-5.58273,-3.15036,1.44906,0.377452,1388.92,25.5756,6985.3,0.173075,0.968782,0.00669939,8024.95 
107,1.7,47.2169,107,8628.89,-0.0329228,16.8686,11.3473,122.178,-0.00489781,64.3968,500,-2.8843,3.96469,-1.06534,2.87173,0.0667131,39.1648,1268.18,30.1176,7329.2,6241.42,-3.13091,3.71808,-1.55856,2.62512,-0.179897,2.05749,1225.89,28.3914,7286.9,0.150444,0.961049,0.0071261,8148.45 
108,2,47.2189,108,9341.68,-0.00108492,18.1211,11.2023,122.068,-0.00216954,-13.8814,7.15382e-09,-0.259343,0.282582,2.49848,-2.69947,1.46748,39.5497,1964.13,19.3674,7247.89,6609.22,-0.508377,0.0335482,2.00041,-2.94851,1.21844,10.7829,1921.42,17.6241,7205.18,0.219181,0.984202,0.00448564,8766.34 
109,2,47.2129,109,9053.63,-0.0219747,17.6661,11.273,122.126,0.00883013,9.29113,426.657,1.51276,2.43592,0.556374,-0.198404,0.921233,26.6556,2485.05,19.6165,6501.39,6485.67,1.34491,2.26808,0.220688,-0.366247,0.75339,0.947715,2456.26,18.4416,6472.61,0.285438,0.987031,0.00522109,8605.24 
110,2.5,47.2359,110,10550.7,-0.0222267,20.5651,11.4925,121.852,-0.00114083,-14.324,500,-3.519,1.59591,-2.43311,-3.14297,3.92103,59.1292,743.645,22.6249,9834.12,7694.3,-3.89133,1.22359,-3.17775,-3.51529,3.54871,0.453249,679.792,20.0187,9770.27,0.0682417,0.950991,0.00376017,9961.54 
111,10,47.3759,111,8800,-0.0048104,16.3692,11.6158,121.889,0.00168564,3.78838,6.26584e-11,1.8775,3.44622,0.619107,2.14659,0.901835,-4.25639,200.082,17.3446,8353.72,6189.96,1.9043,3.47302,0.672709,2.17339,0.928636,0.926496,204.678,17.5322,8358.31,0.025129,0.86964,0.00384908,8145.08 
112,5,47.1659,112,8550.35,-0.0347735,16.331,11.6141,121.673,-0.280609,27.8868,6.51902,-1.55558,0.353404,0.661548,4.3482,-0.380558,5.98064,16.38,25.612,8472.86,6429.12,-1.59324,0.315745,0.586231,4.31054,-0.418217,0.816864,9.92155,25.3484,8466.41,0.00123203,0.182781,0.005485,8053.01 
113,4,47.2459,113,8867.2,0.00134016,16.5308,11.5858,121.919,-0.00863578,-3.98269,1.23837e-10,-0.8845,0.257508,-0.819223,1.33567,0.565778,19.6613,855.084,19.1797,7750.03,6235.81,-1.0083,0.133706,-1.06683,1.21187,0.441976,-2.70965,833.852,18.313,7728.8,0.101985,0.962989,0.00434582,8176.21 
114,1.7,47.2159,114,9237.75,-0.041379,18.469,11.1186,122.127,0.0164508,29.823,411.807,-1.55434,-1.94103,-2.27427,0.343493,0.716578,6.7729,1731.09,27.398,7486.04,6700.8,-1.59699,-1.98367,-2.35956,0.300846,0.673931,0.524804,1723.78,27.0995,7478.72,0.19525,0.973225,0.00663069,8828.57 
115,10,47.3859,115,9663.81,0.0407097,17.6286,11.6456,121.754,0.0067942,-134.175,479.41,-1.07025,0.666845,-3.64387,5.20568,1.663,-72.7263,274.278,35.9589,9038.06,6712.74,-0.61231,1.12478,-2.72799,5.66362,2.12093,1.48985,352.815,39.1645,9116.6,0.0391426,0.837338,0.00785147,9013.58 
