cyc,HF AM 1,HF AM 2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
53,47.3227,3,53,17682.2,-0.139155,30.6111,13.1034,91.465,-0.0292834,271.412,307.215,-4.95863,-1.67237,-4.84063,-3.14787,-3.80095,-18.3126,2271.23,27.5817,16531.7,13316.1,-4.84332,-1.55706,-4.61001,-3.03256,-3.68564,0.739968,2294.54,28.0574,16555,0.13607,0.97905,0.00311227,16863,0.0181118,2562.85,0.00107369,1.23646,13.3156,12.3825,91.3759,121.643,-103249,5.0996,10.149,100.03,229.054,-8.65393,-107.411 
54,47.3227,3,54,17497.8,-0.141939,30.3253,-13.0642,91.3792,0.389813,-428.132,452.707,-1.7399,-3.89824,-1.99167,-2.41761,0.000145941,-38.9611,2466.54,40.1462,16196.6,18329.7,-1.49457,-3.65292,-1.50101,-2.17229,0.245474,0.824961,2516.13,41.1582,16246.1,0.149656,0.972171,0.00464513,16812.7,0.017923,2659.82,0.0012949,1.18241,13.2649,12.6853,91.277,120.415,-85456.4,5.1694,9.96616,100.095,228.033,-8.81788,-107.618 
55,47.3227,3,55,17960.1,-0.0269877,30.3812,13.2274,91.4858,0.0131483,-5.12367,500,-5.86697,-2.23406,-6.51711,-5.33186,-1.69295,-27.5893,2491.45,34.0565,16488.2,13084.2,-5.69325,-2.06033,-6.16967,-5.15813,-1.51923,0.700511,2526.56,34.7731,16523.3,0.148037,0.976481,0.00386171,17067.1,0.0183965,2494.26,0.00155316,1.218,13.3576,12.3879,91.3292,122.1,-163822,5.83779,11.9259,100.094,236.85,-8.76479,-114.75 
56,47.3227,3,56,18017.8,-0.157876,30.9519,13.223,91.4513,-0.220584,181.121,8.7604,-3.67978,-0.858277,-4.5787,-2.598,0.121518,-65.5292,2580.23,40.7595,16637.6,14623.9,-3.26716,-0.445657,-3.75346,-2.18538,0.534138,0.588324,2663.63,42.4616,16721,0.153275,0.97286,0.0046561,17378.1,0.0184557,2565.01,0.0013694,1.21132,13.3932,12.6045,91.3125,119.973,-81905.2,5.11559,10.504,100.072,228.712,-8.75912,-108.739 
57,47.3227,3,57,18309.1,-0.0291835,31.2787,13.1225,91.3689,0.0135223,41.534,500,-4.06453,-3.67211,-3.79735,-3.67098,1.42893,-65.0027,2640.23,37.4994,16728.2,13380,-3.65522,-3.2628,-2.97874,-3.26167,1.83823,0.736865,2722.96,39.1878,16810.9,0.155451,0.975433,0.00427575,17516.6,0.018754,2570.01,0.00158434,1.2318,13.4029,12.4477,91.1682,120.14,-81921,5.42433,11.126,100.195,230.857,-9.02695,-110.718 
58,47.3227,3,58,17062.7,-0.105169,30.1898,-12.7576,91.4942,-0.174968,-231.978,500,-3.99716,-0.159449,-0.327637,-0.557849,-3.08512,-85.1107,2380.64,27.2465,15877.4,13859.2,-3.46124,0.37647,0.744202,-0.0219298,-2.5492,1.15152,2488.96,29.4572,15985.7,0.150333,0.979709,0.00338301,16556.4,0.0174773,2573.88,0.017331,0.0936788,1.21403,-28.77,99.1626,74.3298,-4.57196e+06,5.242,13.4187,100.137,242.7,-0.974629,-168.37 
59,47.3227,3,59,17145.9,-0.0278074,29.2082,13.0526,91.3869,0.0107936,-16.9394,500,0.838895,-1.92106,-3.75208,-1.43324,-2.62581,-76.3311,2335.92,27.2275,15798.4,12416.7,1.31953,-1.44042,-2.79081,-0.952606,-2.14517,0.535598,2433.07,29.2102,15895.5,0.148167,0.979423,0.0033737,16421.1,0.0175625,2639.17,0.00139411,1.17861,13.2246,-12.4108,91.153,120.072,-4.02431e+06,8.86654,9.09905,104.031,242.568,-12.8781,-122.496 
60,47.3227,3,60,17322.2,-0.0477319,29.4788,13.2654,91.4056,-0.0809746,89.5083,5.78671e-05,-2.36992,-1.32437,1.31363,-2.7891,-0.361389,-47.3963,2357.34,37.9232,16031.5,12965.8,-2.07148,-1.02593,1.91051,-2.49066,-0.0629468,1.51076,2417.66,39.1542,16091.8,0.145832,0.97244,0.00446217,16578.5,0.0177431,2519.8,0.00125237,1.18741,13.3738,-12.4316,91.107,120.941,-89878,5.08638,10.841,100.076,229.353,-8.96908,-108.412 
61,47.3227,3,61,17405.3,-0.107337,29.1246,13.399,91.3962,0.327486,168.133,455.146,-5.41642,-0.0761416,-1.46219,-5.29622,0.974568,-36.2684,2487.26,33.1536,15818.2,14496.1,-5.18805,0.152231,-1.00545,-5.06784,1.20294,0.898503,2533.42,34.0957,15864.4,0.153596,0.97699,0.00394344,16494.1,0.0178282,2651.21,0.00168606,1.16299,13.2812,12.5045,91.2118,120.494,-81903.1,5.10415,10.2969,100.152,229.684,-8.94008,-109.19 
62,47.3227,3,62,16917.9,-0.150587,28.399,13.5413,91.3754,-0.556247,-953.169,16.1389,-3.5781,-2.48498,-1.44281,-1.53658,-0.985019,-13.2747,2443.6,34.9128,15429.5,29778.4,-3.49451,-2.40139,-1.27563,-1.45299,-0.901432,0.866089,2460.5,35.2576,15446.4,0.15327,0.975537,0.00418713,16053.4,0.017329,2508.57,0.017388,-0.0241708,-5.57228,7.89192,106.991,49.0051,-163831,5.18136,11.4238,100.108,231.858,6.88306,-182.853 
63,47.3227,3,63,18188.6,-0.114048,30.9737,13.173,91.3514,-2.03842,822.015,188.197,-3.43205,0.830298,3.57961,-1.09314,-2.08545,-22.2474,2449.03,29.5555,16714.3,67828.9,-3.29196,0.970384,3.85978,-0.953053,-1.94536,3.83764,2477.35,30.1333,16742.6,0.143941,0.979157,0.00330447,17210.8,0.0186306,2631.97,0.00145855,1.23923,13.3015,12.464,91.2583,120.831,106761,5.22591,11.7882,100.144,243.677,-8.88582,-122.845 
64,47.3227,3,64,16760.7,-0.0384625,29.2245,12.7936,91.4294,-0.00226784,1.81099,500,-1.14505,-2.20698,-5.68568,0.883095,-0.522687,-47.556,2142.74,34.3366,15621,12171.4,-0.845601,-1.90753,-5.08679,1.18254,-0.22324,0.260708,2203.26,35.5718,15681.5,0.137678,0.972522,0.00416122,16003,0.0171679,2566.03,0.0171924,-0.0437942,-4.73566,1.08342,104.219,53.9684,-81906.1,5.20898,10.283,100.133,228.232,4.08556,-174.264 
65,47.3227,3,65,17897.8,-0.0411314,30.1103,13.2346,91.2766,-0.00212948,11.5893,500,-1.77828,-2.33887,-1.5094,-1.99561,-2.21002,-54.956,2545.13,36.346,16300.5,12973.2,-1.43224,-1.99283,-0.817313,-1.64956,-1.86398,0.894621,2615.07,37.7735,16370.5,0.153637,0.975345,0.00423251,17021.1,0.0183327,2531.48,0.00162998,1.19745,13.3687,12.4847,91.2043,120.357,-87492.3,5.10167,10.2208,100.038,228.904,-8.83346,-108.547 
66,47.3227,3,66,16927.5,-0.141273,29.5834,12.9705,91.4137,0.922085,-457.335,1.30942,-4.20442,-3.91739,-6.6797,-4.29026,1.52931,-29.8429,2315.63,34.7134,15773.8,26218.8,-4.01651,-3.72948,-6.30387,-4.10235,1.71722,0.616436,2353.61,35.4885,15811.8,0.144677,0.974291,0.00411745,16268,0.0173388,2564.18,0.0173547,-0.022402,-5.58795,1.29613,105.764,51.9014,-163825,5.08578,10.1132,100.03,230.119,5.73406,-178.217 
67,47.3227,3,67,18093.9,-0.159684,31.14,13.2035,91.309,0.708013,-377.87,348.431,-4.70711,-3.84511,-2.72478,-0.957116,-0.782044,-18.09,2599.29,35.7444,16681,22093.8,-4.5932,-3.7312,-2.49696,-0.843208,-0.668136,0.797533,2622.31,36.2142,16704,0.151388,0.976403,0.00397779,17321.8,0.0185336,2522.63,0.00134573,1.2213,13.4027,12.5632,91.1782,120.345,-81903.2,5.18709,9.99021,100.103,229.896,-8.92502,-109.551 
68,47.3227,3,68,17489.3,-0.0701637,30.0203,13.2074,91.0543,-0.0232433,157.314,6.18563e-09,-2.63,-5.69513,-9.17813,0.224976,-3.13871,-28.5213,2414.65,32.3264,16256.9,13026.1,-2.45041,-5.51554,-8.81895,0.404567,-2.95912,0.543992,2450.95,33.0672,16293.2,0.145986,0.976934,0.00372465,16789,0.0179143,2499.03,0.00119288,1.18787,13.3776,12.5897,90.969,120.322,89017.9,5.14324,20.33,99.9991,315.319,-9.03012,-194.997 
69,47.3227,3,69,19604.2,-0.140941,33.0867,13.3533,91.1659,0.092667,-61.2404,199.047,-4.67738,-4.71116,-5.37844,-0.573832,0.624366,-94.2758,2650.7,35.0846,18078.2,14567.3,-4.08375,-4.11753,-4.19118,0.0197969,1.218,0.624267,2770.69,37.5333,18198.2,0.147494,0.976843,0.00378492,18785.1,0.0200806,2627.19,0.020081,0.0149114,0.961377,-0.822461,101.908,79.5205,-199249,5.34929,10.8113,100.223,232.91,1.68498,-153.389 
70,47.3227,3,70,18652,-0.029156,31.6311,13.2069,91.2235,0.0225213,20.7383,500,-3.78968,-3.63086,-5.03996,-2.64109,-1.62412,-34.1942,2619.86,36.2868,17218.8,13614.3,-3.57437,-3.41555,-4.60934,-2.42578,-1.40881,0.701349,2663.38,37.1749,17262.3,0.149174,0.976156,0.00395135,17854.2,0.0191053,2600.86,0.00137086,1.2343,13.4933,12.7402,91.0963,121.235,-81902.9,5.26314,10.8731,100.126,233.552,-9.02993,-112.317 
71,47.3227,3,71,16658.6,-0.153943,29.0788,13.0441,91.3365,-0.199092,255.931,109.726,-2.73964,-1.43963,-3.65637,-0.504671,-1.06567,-45.8349,2525.22,36.5231,15280.2,14006.4,-2.45103,-1.15102,-3.07915,-0.216061,-0.777061,0.598772,2583.56,37.7136,15338.6,0.160654,0.975091,0.00450884,16081.5,0.0170634,2642.27,0.0170845,-0.0211328,-7.77271,-1.64224,107.229,47.1437,-81920,5.1654,9.82008,100.074,228.958,7.15545,-181.814 
72,47.3227,3,72,19151.2,-0.144956,32.3127,13.3827,91.2445,-0.486303,461.093,476.581,-2.39978,-1.62975,-1.03422,-1.09145,-1.77141,-9.6281,2704.18,33.7619,17566.7,21376.5,-2.33915,-1.56913,-0.912967,-1.03083,-1.71078,0.879283,2716.44,34.012,17578.9,0.149371,0.978558,0.00355148,18185.9,0.0196166,2599.83,0.00159153,1.25852,13.4989,12.6943,91.0686,120.457,-81903.3,5.14664,9.89828,100.061,228.245,-8.99195,-107.788 
73,47.3227,3,73,17966.4,-0.173086,31.3592,13.0707,91.1147,0.0672157,81.2042,439.276,-4.44981,-2.85181,-3.49307,-1.49689,-3.20635,-176.338,2545.15,36.7257,16766.8,13520.8,-3.33945,-1.74145,-1.27236,-0.386535,-2.096,0.855999,2769.58,41.306,16991.2,0.156281,0.974564,0.00445824,17721.8,0.018403,2526.24,0.0011784,1.24287,13.2386,12.5251,90.9079,120.43,-1071.29,5.11726,10.4453,100.072,225.482,-9.16396,-105.052 
74,47.3227,3,74,17790.9,-0.137899,30.9927,12.9736,91.1776,0.382542,-72.9996,257.597,-1.74323,-2.91708,-2.95715,-0.731063,-1.40505,-42.0407,2369.48,35.3213,16567.1,13998.4,-1.47851,-2.65236,-2.42771,-0.466343,-1.14033,0.702677,2422.98,36.4133,16620.6,0.142118,0.974374,0.00401956,17049.1,0.0182232,2522.49,0.00126416,1.24132,13.1128,12.4655,91.0168,121.416,40895,4.49667,5.59676,98.6444,232.571,-7.62764,-111.156 
75,47.3227,3,75,16352.2,-0.0854677,27.8062,13.3584,90.9402,0.715661,-932.997,0.00769776,-1.73364,-0.194735,-0.256765,-4.99655,-3.60353,-68.7969,2315.13,36.9693,15130.4,33827.9,-1.30044,0.238461,0.609626,-4.56335,-3.17034,1.07447,2402.69,38.7562,15217.9,0.152122,0.972547,0.00466947,15794.5,0.0167496,2491.37,0.0167826,-0.016163,-2.93084,-8.10117,104.498,55.8421,-163828,5.22995,10.7624,99.9901,230.877,4.5075,-175.035 
76,47.3227,3,76,18561.4,-0.155897,31.5864,13.3241,91.2552,-0.521588,915.951,148.132,-0.258986,-3.16043,-3.1576,-2.30976,-3.53195,-52.9568,2577.89,37.4237,17108.6,29252.7,0.074469,-2.82697,-2.49069,-1.97631,-3.19849,0.760924,2645.29,38.7992,17176,0.148945,0.974975,0.00414392,17760.2,0.0190124,2565.23,0.00138897,1.24114,13.4668,12.6172,91.1719,121.46,-81904.7,5.14705,10.2986,100.067,228.693,-8.89466,-107.233 
77,47.3227,3,77,17363.6,-0.0177681,29.7848,13.0163,91.335,-0.00751052,4.87037,499.996,-3.11052,0.0705508,-0.268031,-1.81162,-1.70691,-14.5823,2490.98,32.4162,15850,12621.7,-3.0187,0.162372,-0.0843888,-1.7198,-1.61509,0.986553,2509.54,32.795,15868.5,0.152334,0.977642,0.00379257,16473.9,0.0177856,2548.36,0.00163363,1.21342,13.0236,12.2299,91.1872,120.032,-163822,5.48858,11.5406,100.332,235.303,-9.14472,-115.271 
78,47.3227,3,78,16697.8,-0.0828695,28.161,13.3496,91.371,-0.074476,79.9318,500,-3.37628,-3.94622,-2.35809,-3.28049,-2.79144,8.22048,2459.42,30.9146,15148,12431.8,-3.42805,-3.99799,-2.46161,-3.33225,-2.84321,0.846754,2448.95,30.701,15137.5,0.155292,0.978532,0.00372214,15770,0.0171035,2670.97,0.0171461,-0.0198664,-2.81745,9.7694,106.999,50.0085,-568548,5.47626,11.928,100.081,236.321,6.9182,-186.312 
79,47.3227,3,79,18337.1,-0.0203824,31.6179,12.9645,91.0872,-0.000657968,7.30917,499.996,-5.83314,-5.49563,-6.99932,-3.17571,-2.89637,-23.9363,2353.57,37.5911,17056.7,13344,-5.68242,-5.34491,-6.69787,-3.02499,-2.74565,0.714934,2384.04,38.2129,17087.1,0.136851,0.972715,0.0041027,17420.7,0.0187827,2483.91,0.00127786,1.27126,13.2613,12.4241,91.0494,122.055,-88344,5.20225,10.0123,99.9927,228.221,-8.9433,-106.166 
80,47.3227,3,80,17354.7,-0.101206,29.8466,13.1066,91.0062,0.116661,-262.475,5.80249e-06,-1.57653,0.708805,1.74429,-1.83902,-0.453956,-24.8987,2438.92,28.7248,15936.5,13731.3,-1.41975,0.865586,2.05785,-1.68224,-0.297176,5.32577,2470.61,29.3715,15968.1,0.149529,0.979619,0.00337689,16522.6,0.0177764,2542.09,0.00136418,1.17434,13.3751,12.5015,90.873,119.861,2.01855e+06,5.08163,9.0123,100.013,232.769,-9.1395,-112.908 
81,47.3227,3,81,18404.2,-0.0126642,31.123,13.2293,91.0416,-2.1741e-05,12.1506,500,-5.66597,-1.2298,-0.305993,-4.21018,-5.2408,-17.6177,2541.28,45.4171,16787,13403.4,-5.55504,-1.11887,-0.0841258,-4.09924,-5.12986,0.994738,2563.71,45.8747,16809.4,0.147713,0.969636,0.00500216,17356,0.0188514,2543.48,0.00165406,1.23816,13.362,12.4369,90.9887,120.998,-81903.3,5.18216,9.67486,100.112,228.739,-9.12375,-107.741 
82,47.3227,3,82,17105.3,-0.0454912,29.0196,13.2334,91.0863,-0.0289066,45.9599,500,-0.769996,-0.72815,3.43044,-6.47478,-2.07084,-64.6553,2515.33,37.7361,15590.9,12544.7,-0.362879,-0.321033,4.24467,-6.06766,-1.66373,2.01775,2597.62,39.4154,15673.2,0.158488,0.974133,0.00461122,16390,0.0175209,2686.24,0.00155493,1.13372,13.2372,12.7286,90.9103,119.808,29461.1,5.25816,10.9253,100.11,235.475,-9.19988,-115.667 
83,47.3227,3,83,19067.9,-0.14445,32.2531,13.3496,90.9927,-0.0744921,175.036,81.3151,-2.56028,-1.58891,-5.20714,-2.21081,-4.60895,7.97535,2587.62,35.5875,17462.7,14440.8,-2.6105,-1.63913,-5.30758,-2.26103,-4.65917,0.677887,2577.47,35.3803,17452.6,0.143706,0.976542,0.00372047,17935.8,0.0195313,2564.2,0.00155477,1.24874,13.5568,12.7047,90.9417,120.892,-81921.1,5.12897,9.8382,100.058,229.048,-9.11632,-108.156 
84,47.3227,3,84,18889.5,-0.0218078,31.5006,13.3653,90.8584,-0.0204127,18.6682,500,-3.34632,-0.230428,-0.915688,-4.9284,-1.59428,-40.887,2452.85,39.2186,17424.9,13717.9,-3.08886,0.0270269,-0.400778,-4.67095,-1.33682,0.957681,2504.89,40.2806,17477,0.140058,0.972629,0.00422771,17884.6,0.0193485,2590.37,0.0013864,1.22768,13.5695,12.9002,90.8205,121.463,113813,4.49295,-5.90419,99.7917,241.073,-8.97113,-119.61 
85,47.3227,3,85,16516.1,-0.160244,28.164,13.3833,91.0522,-0.490343,515.534,450.699,-1.93744,-4.69052,-2.63405,-4.54854,0.383319,-68.6725,2184.48,36.4832,15289.7,20499.3,-1.50503,-4.2581,-1.76923,-4.11613,0.815731,0.836678,2271.88,38.2669,15377.1,0.143756,0.971368,0.00456328,15803.7,0.0169175,2542.05,0.0169531,-0.0198739,-2.42899,-8.58983,104.223,56.0684,-163826,5.11439,10.193,100.038,230.198,4.18422,-174.129 
86,47.3227,3,86,17340.3,-0.156154,30.0964,13.1049,90.9076,-0.550131,525.42,204.888,-0.949946,-2.01811,0.871994,-4.82908,-1.74939,15.7607,2358.96,33.9309,15995.7,22248.9,-1.04919,-2.11735,0.673513,-4.92832,-1.84863,1.07266,2338.9,33.5215,15975.6,0.142638,0.975532,0.0038504,16397.4,0.0177616,2450.02,0.00131278,1.20402,13.3121,12.2784,90.8171,121.389,-81903.8,5.28588,9.07104,100.397,229.639,-9.58027,-108.25 
87,47.3227,3,87,17685.2,-0.132728,30.3833,13.1515,90.9953,0.101937,197.357,6.73572e-07,-2.4685,-2.6454,-0.610431,-1.44228,-3.7871,-31.1907,2547.64,30.3205,16138.5,13662.8,-2.2721,-2.449,-0.217632,-1.24588,-3.5907,0.977737,2587.34,31.1306,16178.2,0.153787,0.979378,0.00353211,16824.2,0.018115,2491.46,0.00154186,1.18793,13.3122,12.5386,90.8565,120.758,962965,4.84966,1.91397,99.7479,232.557,-8.89139,-111.799 
88,47.3227,3,88,16567.4,-0.151515,28.67,13.1485,90.8907,-0.398036,425.622,456.468,-3.41974,-0.562987,-5.41853,-2.88051,-1.45721,-72.5511,2356.66,25.882,15276,17786.5,-2.9629,-0.106152,-4.50486,-2.42368,-1.00037,0.590391,2448.99,27.7665,15368.4,0.153319,0.980545,0.00331714,15973.2,0.01697,2644.6,0.0171203,-0.0188194,-8.05562,6.72174,106.528,52.2874,-163829,5.46745,12.4263,100.122,234.43,6.40606,-182.142 
89,47.3227,3,89,17788.6,-0.148012,30.1699,13.3636,91.1042,0.101249,66.3858,478.867,-4.07707,-0.386778,-9.18922,-3.13241,-2.39622,-69.2932,2483.08,44.709,16303.4,13343.6,-3.64075,0.049543,-8.31658,-2.69609,-1.95989,0.497905,2571.27,46.5088,16391.6,0.151288,0.969317,0.00519955,16995.8,0.0182208,2529.18,0.00150113,1.18554,13.4206,12.5727,90.9302,121.119,28892.5,4.44412,-5.14676,99.9447,237.575,-9.01447,-116.456 
90,47.3227,3,90,19535.5,-0.137878,33.4542,13.1515,91.051,-0.108839,132.411,66.6823,-4.94912,-1.30727,-1.71835,-3.27016,-2.2548,-92.5351,2375.6,41.6259,18193.8,14791.8,-4.36645,-0.724597,-0.553014,-2.68749,-1.67213,0.944719,2493.38,44.0294,18311.5,0.133998,0.970024,0.00440975,18607.5,0.0200102,2617.95,0.00137461,1.31325,13.3363,12.7306,90.9317,123.382,1.00794e+06,5.05076,8.57074,100.008,232.308,-9.07653,-108.926 
91,47.3227,3,91,19338.3,-0.152454,32.5189,13.449,90.9551,-0.155446,248.77,464.426,-3.86858,-5.57901,-4.18368,-3.33403,-1.46662,-63.0668,2525.71,37.701,17897.7,15495.9,-3.47147,-5.1819,-3.38945,-2.93691,-1.06951,0.788809,2605.98,39.3391,17978,0.141425,0.974262,0.00401468,18426.6,0.0198082,2494.16,0.00143839,1.28095,13.6323,12.5872,90.9036,121.918,-81904.7,5.16575,10.0433,100.056,228.226,-9.15203,-106.308 
92,47.3227,3,92,17932.9,-0.00279222,30.562,13.243,90.6293,-0.0250179,8.10379,500,-5.76676,-3.07181,-3.09764,-6.25478,-5.04676,-46.6866,2509.58,37.0831,16639,13182,-5.47279,-2.77784,-2.5097,-5.96081,-4.75278,0.883128,2569,38.2957,16698.4,0.14881,0.974576,0.00420687,17263.6,0.0183686,2503.09,0.00116963,1.18885,13.6738,12.6628,90.3381,121.077,-81904.1,5.15292,10.5671,100.12,228.752,-9.78141,-107.674 
93,47.3227,3,93,16811.9,-0.0391569,28.7231,13.1865,90.9044,0.0279604,-17.8332,500,-3.68778,-6.59297,-6.23863,-2.27611,-2.10598,-97.9533,2213.63,31.2213,15640.9,12346,-3.071,-5.97618,-5.00506,-1.65932,-1.48919,0.709021,2338.3,33.7656,15765.5,0.144233,0.975352,0.00392979,16212,0.0172204,2401.95,0.00120515,1.17743,13.3208,12.2179,90.7192,121.778,-163819,6.01008,11.6764,100.264,236.827,-9.54505,-115.049 
94,47.3227,0,94,19027.7,-0.140235,33.7868,12.7036,90.8358,-0.0514709,-0.251931,231.615,-4.32649,-5.02699,-2.2933,-0.978162,1.51306,-97.3773,779.963,35.4883,19448.4,13972.7,-3.71333,-4.41383,-1.06698,-0.365003,2.12622,0.856452,903.898,38.0176,19572.3,0.0498632,0.931442,0.00356537,18127.6,0.0194901,2499.29,-0.000609702,1.5286,12.9893,-12.112,90.7621,120.921,-81903.4,5.1069,9.92389,100.166,228.871,-9.40347,-107.95 
95,46.2227,3,95,18739.7,-0.13001,32.3901,13.0224,90.7179,0.0137254,152.439,65.134,-4.11363,-0.968519,-4.07916,-2.54674,1.80927,-133.78,911.296,39.9799,18921.3,13799,-3.27125,-0.126141,-2.39441,-1.70436,2.65165,0.505748,1081.56,43.4547,19091.6,0.0604827,0.934308,0.00417534,17882.2,0.019195,2390.07,-0.000265617,1.4665,13.1357,12.0893,90.636,121.074,-81902.2,5.17542,10.5185,100.018,229.058,-9.38244,-107.984 
96,46.2227,0,96,18446.2,-0.130837,32.6532,12.7251,90.8147,-0.0815783,484.309,199.467,-3.43278,-1.09796,-0.440618,-1.39148,-2.54727,-104.158,827.747,40.9605,18828.8,14812.6,-2.77693,-0.442109,0.871091,-0.735621,-1.89141,1.17509,960.312,43.6659,18961.4,0.05442,0.926292,0.00422425,17646.3,0.0188944,2475.12,-0.000361196,1.4961,12.7614,12.0667,90.6532,121.085,-81902.7,5.33355,8.82075,100.572,234.532,-9.91861,-113.447 
97,45.2227,3,97,17154,-0.124286,30.7842,12.5618,90.9362,0.734414,-137.701,319.45,0.14146,-1.79627,-3.63164,-4.51589,-3.17298,-58.6609,714.942,33.6316,17556.1,15880.6,0.510832,-1.4269,-2.89289,-4.14652,-2.80361,0.731121,789.601,35.1552,17630.8,0.0484278,0.927717,0.00365965,16304.7,0.0175708,2343.15,0.0313242,-0.0440833,140.832,44.7801,105.741,33.7392,-1.25613e+07,29.4989,14.5385,107.136,250.578,-1.39555,-216.839 
98,45.2227,0,98,17267.1,-0.109986,30.6314,12.7382,90.6959,0.420926,-384.19,500,-2.35492,0.623094,-2.42851,-4.35718,-6.39619,-99.7956,844.315,32.3521,17605.6,17966.3,-1.72653,1.25148,-1.17174,-3.7288,-5.7678,0.894849,971.328,34.9442,17732.6,0.0585985,0.940771,0.00361696,16576,0.0176867,2454.61,-0.000428727,1.3968,12.7403,12.1793,90.6113,120.805,944099,4.94717,4.85932,100.095,232.899,-9.48396,-112.094 
99,47.3227,3,99,18389.7,-0.109316,31.6699,13.2484,90.8466,-0.274188,380.345,0.0762161,-3.3402,-0.6106,-2.47174,-4.53249,-0.164544,-22.7215,2310.44,41.5232,17308.2,17053.5,-3.19713,-0.467528,-2.18559,-4.38942,-0.0214721,0.787003,2339.36,42.1134,17337.1,0.132948,0.969458,0.00445471,17596,0.0188366,2369.31,0.000959709,1.25474,13.5443,12.5858,90.7893,122.557,-81903.3,5.18123,9.74888,100.051,229.043,-9.26137,-106.486 
