cyc,field,#2,#3,#4,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
160,202.2,3.365,44.8324,2.02,160,19439.7,-0.0523139,44.1334,11.2562,121.149,0.0960749,-93.5643,4.00749e-11,-7.40615,-3.75792,-13.0865,-3.28121,-5.43401,91.958,9956.09,37.1396,12071.3,16464.2,-7.98518,-4.33696,-14.2446,-3.86025,-6.01304,0.609095,9827.11,32.3626,11942.3,0.488972,0.99427,0.00496714,20097.5,-0.00287155,1.0308,11.4022,10.3685,121.217,92.4673,1.15675,11.5491,11.6948,120.243,142.951,0.973725,-50.4838 
161,201.8,3.143,44.7699,2.022,161,19235.7,-0.877349,41.224,12.5337,121.706,0.418765,-935.331,416.51,-2.3793,-3.56199,-7.55307,-6.23954,-5.61898,226.694,9500.81,54.1328,12168.5,29570.5,-3.80674,-4.98942,-10.4079,-7.66697,-7.04642,0.693139,9182.85,42.3564,11850.5,0.47397,0.991993,0.00654102,19374.3,-0.00265677,0.839592,12.3458,11.2635,121.866,91.8477,0.997458,12.3543,12.6487,120.565,142.687,1.30048,-50.8395 
162,203,3.807,44.9571,2.018,162,22901.7,-0.811781,52.0971,11.3157,121.707,0.867073,168.248,393.299,-3.59517,0.199308,-7.26373,-9.12953,-7.65667,124.367,11155.3,37.7313,14087.9,23939.7,-4.37828,-0.583799,-8.82994,-9.91263,-8.43977,0.725304,10980.8,31.2706,13913.5,0.478541,0.995041,0.00412307,22946.4,-0.00287875,1.19233,11.1238,10.3482,121.652,92.1333,1.39005,11.4301,11.5417,120.952,142.584,0.699858,-50.451 
163,202.1,3.309,44.8167,2.021,163,20319.4,-0.0748015,44.8787,11.7361,121.488,-0.0857693,92.3254,498.779,-8.22368,-6.27781,-9.85835,-2.57657,-1.95543,95.5303,9938.88,44.5821,12951.3,17403.7,-8.82521,-6.87934,-11.0614,-3.1781,-2.55696,0.659659,9804.89,39.6195,12817.3,0.470761,0.992978,0.00566191,20827.7,-0.00286341,0.971407,11.6722,10.7241,121.537,91.5618,1.15617,11.895,12.1559,120.459,142.046,1.07783,-50.4845 
164,202.8,3.696,44.926,2.019,164,19218,-1.72801,44.2847,11.7675,121.698,-2.0895,2746.35,418.838,-1.69377,-5.36297,-10.6674,-6.41265,-6.93817,118.833,9618.63,16.0124,11985.8,203771,-2.44203,-6.11123,-12.1639,-7.16091,-7.68643,0.657976,9451.95,9.83924,11819.2,0.481839,0.998182,0.00153117,19616.4,-0.00283429,1.08243,10.9567,9.90846,121.525,92.1522,1.25517,11.2665,11.1273,120.907,142.551,0.618085,-50.3988 
165,201.5,2.978,44.7229,2.022,165,18152.5,-0.444795,37.2046,12.9064,121.596,0.0133433,-92.9772,500,-8.46271,-7.99906,-8.47158,-5.52982,-10.0345,127.073,9133.78,39.1485,11367.7,15671.7,-9.26286,-8.79921,-10.0719,-6.32997,-10.8346,0.777656,8955.55,32.5472,11189.5,0.482038,0.99368,0.00532964,18578.5,-0.00258484,0.756829,12.9555,11.4401,121.807,91.4827,0.85994,13.0282,13.0474,120.472,142.223,1.33433,-50.7404 
166,201.7,3.088,44.7542,2.022,166,21233.2,-0.142738,42.447,-13.0615,121.588,0.132252,-23.4157,51.9224,-10.6138,-10.228,-11.3304,-2.10724,-8.19714,113.88,10363,46.6577,13298.1,18149,-11.3309,-10.9451,-12.7645,-2.82431,-8.91421,0.727131,10203.2,40.7418,13138.4,0.474519,0.993061,0.00567987,21502.3,-0.00261873,0.817599,13.2731,11.7069,121.369,91.6041,0.973858,13.1349,13.2531,120.157,142.321,1.21161,-50.7169 
167,202.4,3.475,44.8636,2.02,167,19939.6,-0.809398,46.2943,11.3384,121.113,0.726922,-2040.92,328.393,-8.93309,-6.27484,-7.65409,-5.89145,-5.28159,174.178,10152.8,27.1518,12361.9,65383.1,-10.0298,-7.37159,-9.84759,-6.9882,-6.37834,0.757541,9908.52,18.1035,12117.6,0.487391,0.996813,0.00274452,20329.7,-0.00284529,1.07514,11.2197,10.247,121.091,92.0169,1.20385,11.3823,11.6954,120.247,142.629,0.843463,-50.6124 
168,201.6,3.033,44.7386,2.022,168,18804.1,-0.929135,39.3604,13.0541,121.413,1.02811,2029.84,213.845,-8.18948,-8.21498,-18.3616,-2.63682,-12.9683,143.614,9760.23,61.8349,11599.5,84661.7,-9.09378,-9.11928,-20.1702,-3.54112,-13.8726,0.638507,9558.8,54.3745,11398.1,0.49371,0.990143,0.00871118,19361.2,-0.00276013,0.800117,12.8729,11.6079,121.612,90.9658,0.871416,12.9416,13.2304,120.066,141.788,1.54626,-50.8223 
169,201.4,2.922,44.7073,2.023,169,17881.4,-0.697851,37.1481,12.9006,121.393,0.0442625,307.98,500,-6.56669,-9.91296,-16.1585,-6.01329,-9.57528,164.017,8818.21,37.2559,11487.9,16044.4,-7.59946,-10.9457,-18.224,-7.04607,-10.6081,0.665143,8588.16,28.7355,11257.8,0.470071,0.994179,0.00467994,18269.9,-0.00250045,0.747743,12.7103,11.2373,121.518,91.5695,0.89947,12.8471,12.7257,120.073,142.245,1.44473,-50.6754 
170,202.3,3.42,44.848,2.02,170,20329.2,-0.130277,45.3244,11.4253,121.358,-0.069929,328.685,500,-4.93903,-4.34155,-10.3403,-6.19063,-2.66677,149.18,10462.7,43.2589,12330.6,17605.7,-5.87838,-5.2809,-12.219,-7.12998,-3.60612,0.641823,10253.5,35.5093,12121.4,0.495867,0.993976,0.00536743,20677.9,-0.00280926,1.04264,11.5323,10.6169,121.307,91.8771,1.14594,11.7214,11.9476,120.369,142.255,0.93877,-50.3774 
171,202.5,3.53,44.8792,2.019,171,23877.8,-0.038626,52.5574,-11.3829,120.905,0.0935303,5.20099,500,-4.03396,-5.61984,-14.6536,-2.82144,-8.32354,147.804,11492.4,46.073,15013.7,19491,-4.96464,-6.55052,-16.515,-3.75212,-9.25422,0.597553,11285.1,38.3949,14806.4,0.469848,0.994081,0.00475412,24018.6,-0.00292989,1.16156,11.391,10.6156,120.888,91.4703,1.38494,11.6844,11.9169,120.071,141.82,0.816238,-50.35 
172,201.9,3.199,44.7855,2.021,172,22351.7,-0.0704409,46.349,-12.2047,121.628,0.129457,13.9122,500,-3.77086,-0.384215,-11.2417,-5.40877,-4.37974,103.45,10978.3,49.6292,13688.5,18473.3,-4.42226,-1.03561,-12.5445,-6.06017,-5.03114,0.568824,10833.2,44.2551,13543.4,0.481892,0.992902,0.00598334,22480.5,-0.00269811,0.962438,12.4132,11.3495,121.791,91.8247,1.09151,12.5341,12.8489,120.665,142.741,1.12524,-50.9164 
173,202,3.254,44.8011,2.021,173,20804.2,-0.00415489,43.9448,11.8784,121.677,0.036162,-12.9277,500,-7.58273,-3.458,-9.94905,-3.57146,-6.13335,118.658,10313.1,51.6402,12787.6,17007.8,-8.32988,-4.20515,-11.4434,-4.31862,-6.88051,0.674697,10146.7,45.4762,12621.1,0.483156,0.992218,0.00659366,21000.9,-0.00253631,0.951433,12.0499,10.9317,121.717,91.3522,1.09366,12.1504,12.4048,120.731,141.806,0.98607,-50.4534 
174,201.2,2.812,44.676,2.023,174,23836.8,-0.126653,47.9312,-12.4703,121.14,0.157786,56.837,500,-8.71775,-6.49705,-15.3676,-5.5697,-3.38264,162.303,11527.1,46.0188,14434.4,19749.6,-9.73972,-7.51902,-17.4116,-6.59168,-4.40462,0.618724,11299.5,37.5875,14206.8,0.480475,0.994212,0.00485009,23517.3,-0.00236332,0.987651,12.6368,11.3262,121.317,91.1744,1.11869,12.7003,12.9208,119.945,141.726,1.37138,-50.552 
175,201.1,2.756,44.6603,2.024,175,23567.8,-0.0284094,48.4429,12.2344,121.71,0.0635015,-22.4968,500,-11.8734,-8.93277,-9.76766,-7.53439,-8.7521,143.265,11609.6,67.4346,14223.5,19339.9,-12.7755,-9.83487,-11.5719,-8.4365,-9.6542,0.778626,11408.7,59.9922,14022.6,0.486136,0.990882,0.00781938,23468.1,-0.00261368,1.01527,12.4056,11.3172,122.055,90.6047,1.13161,12.6045,12.8001,120.499,141.06,1.55591,-50.455 
176,202.7,3.641,44.9104,2.019,176,22626.7,-0.00470613,50.7171,11.0753,121.24,0.0303831,-26.2544,0.00951681,-5.03315,-2.64841,-11.4759,-2.93216,-3.56348,91.8173,10859.3,35.4648,14122,18311.3,-5.6113,-3.22655,-12.6322,-3.51031,-4.14163,0.566232,10730.5,30.6951,13993.2,0.471367,0.995019,0.00402452,22764.7,-0.00279086,1.16228,11.2167,10.1858,121.248,91.6383,1.3975,11.3965,11.5057,120.525,141.903,0.723219,-50.2646 
177,202.9,3.752,44.9416,2.018,177,23949.1,0.041344,53.7184,11.0877,120.99,-0.0392864,-8.83515,8.22279e-06,-11.1801,-4.17044,-10.9193,-3.72312,-6.91873,49.9007,12000.9,37.2925,14450.1,19400.4,-11.4943,-4.48466,-11.5477,-4.03733,-7.23294,0.702355,11930.9,34.7003,14380.1,0.491028,0.994936,0.00442547,24297.8,-0.00299279,1.29631,11.1997,10.1638,121.012,91.441,1.4193,11.4283,11.559,120.14,141.73,0.871038,-50.2888 
178,202.6,3.586,44.8948,2.019,178,24294.4,-0.126405,54.0443,11.178,121.517,0.411791,-68.8694,1.51253e-07,-4.01656,-9.00253,-15.3361,-2.17035,-2.95107,162.576,11970.7,49.4024,14832.4,20588.8,-5.04025,-10.0262,-17.3835,-3.19405,-3.97477,0.561231,11742.7,40.9569,14604.3,0.48319,0.993933,0.00513951,24302.4,-0.00300144,1.23028,11.343,10.5924,121.474,91.5464,1.40725,11.5572,11.7797,120.771,141.881,0.703042,-50.3341 
179,201.3,2.867,44.6916,2.023,179,21107.5,-0.89743,44.3672,-12.7426,121.542,2.74977,196.076,82.964,-5.92329,-5.89202,-14.1697,-1.02187,-4.14207,112.799,10193.1,48.2512,13505.3,35955.7,-6.63355,-6.60228,-15.5902,-1.73213,-4.85233,0.55973,10034.9,42.3916,13347.1,0.466449,0.992662,0.00581668,21513.4,-0.00291671,0.860377,12.6255,11.552,121.821,91.0304,1.03171,12.8894,13.0607,120.204,141.898,1.61673,-50.8674 
180,201,2.701,44.6446,2.024,180,21517.2,-0.888097,46.3702,-12.2513,121.527,1.63057,-417.097,417.163,-0.922854,-7.58371,-15.7122,-3.96422,-4.09938,133.272,10220.4,64.706,13736.7,40633.2,-1.76203,-8.42288,-17.3905,-4.8034,-4.93855,0.533983,10033.5,57.7828,13549.8,0.462665,0.990022,0.0077944,21686.3,-0.00273085,0.933433,12.1022,11.1281,122.008,91.4765,1.16325,12.18,12.4148,120.281,141.927,1.72718,-50.4504 
181,202.2,3.365,44.8324,2.02,181,20627.5,-0.0751125,45.4432,11.5779,121.202,0.081851,-203.238,499.997,-14.8981,-11.3702,-16.1731,-8.42498,-7.24915,166.75,9980.27,41.6836,13103.5,17669,-15.9481,-12.4202,-18.2731,-9.47496,-8.29913,0.716324,9746.38,33.0213,12869.6,0.468255,0.994106,0.0047043,20814.3,-0.00276687,0.968229,11.7216,10.7721,121.237,91.6835,1.19573,11.8664,11.9072,120.237,142.347,0.999295,-50.6634 
182,201.8,3.143,44.7699,2.022,182,20906.9,-0.0262391,43.2257,-12.2175,121.434,-0.0325333,39.2668,500,-8.95964,-7.63435,-18.2215,-12.1189,-4.78738,124.224,10550.8,55.9746,12639.2,17233.2,-9.74185,-8.41655,-19.7859,-12.9011,-5.56959,0.649279,10376.6,49.5213,12465,0.491864,0.991717,0.00726522,21096.4,-0.00231794,0.927862,12.1505,11.3438,121.591,91.2047,0.991942,12.6411,12.8004,120.255,141.913,1.33667,-50.7078 
183,203,3.807,44.9571,2.018,183,23544.7,-0.839367,53.0524,11.4342,121.11,1.67061,-754.261,487.452,-6.05415,-10.2735,-16.5575,-1.88298,-8.92789,167.122,11789.1,63.5404,14166.8,60766.9,-7.10648,-11.3259,-18.6621,-2.93531,-9.98022,0.626832,11554.7,54.8587,13932.4,0.490926,0.99176,0.00720107,23536.5,-0.00272379,1.2712,11.2814,10.0665,121.036,90.8841,1.3857,11.4416,11.479,120.3,140.847,0.73657,-49.9626 
184,202.1,3.309,44.8167,2.021,184,19904.4,-0.871275,45.0017,11.8095,121.516,0.0751178,-620.005,315.56,-5.46522,-2.90778,-8.34847,-6.69774,-2.72126,119.158,9920.98,51.203,12609,18816.5,-6.21553,-3.65809,-9.84908,-7.44805,-3.47157,0.678579,9753.84,45.0129,12441.9,0.476871,0.991989,0.00662037,20453.8,-0.002832,0.981684,11.6308,10.6093,121.586,91.4333,1.13589,11.8009,12.0939,120.683,141.911,0.903471,-50.4773 
185,202.8,3.696,44.926,2.019,185,20642.8,-0.111423,47.7412,11.1191,121.709,-0.0589322,16.828,0.611613,-9.59248,-2.14995,-8.20431,0.427788,-5.52176,186.423,10643.1,35.8307,12748,17312.8,-10.7663,-3.3238,-10.552,-0.746066,-6.69562,0.671111,10381.6,26.1464,12486.5,0.491553,0.995612,0.0038425,21120,-0.00324364,1.14615,11.1606,10.2183,121.659,91.4523,1.28521,11.4496,11.3694,120.978,141.941,0.680779,-50.4885 
186,201.5,2.978,44.7229,2.022,186,20471.5,-0.0576867,40.8101,12.9221,121.734,-0.0266775,-35.1226,499.808,-3.15811,-9.79469,-16.3883,-4.08456,-1.28829,170.78,10120.1,57.7671,12603.8,17197.6,-4.23347,-10.87,-18.539,-5.15991,-2.36364,0.549653,9880.59,48.8954,12364.3,0.481654,0.991414,0.00723206,20513.9,-0.00258387,0.804173,13.178,11.7782,121.989,91.1161,0.911132,13.2091,13.455,120.358,142.083,1.63114,-50.9665 
187,201.7,3.088,44.7542,2.022,187,18410.5,-0.209412,38.0496,12.78,121.456,0.111999,64.8819,500,-8.11654,-7.83962,-7.3118,-4.8779,-3.66403,114.762,9165.96,58.308,11676,16066.4,-8.83917,-8.56225,-8.75706,-5.60053,-4.38666,0.757729,9005,52.3463,11515.1,0.476254,0.98993,0.00830448,18908,-0.00260585,0.759637,12.7811,11.5256,121.535,91.231,0.883715,12.9771,13.0709,120.183,141.868,1.35151,-50.637 
188,202.4,3.475,44.8636,2.02,188,22279.2,-0.0703656,50.5629,11.1695,121.729,-0.0134232,57.8189,500,-4.43622,-3.47637,-10.8333,-5.97244,-8.88115,200.539,11242.9,51.806,13853.8,18410.2,-5.69896,-4.73911,-13.3588,-7.23518,-10.1439,0.675568,10961.6,41.3884,13572.6,0.484298,0.993436,0.00558596,22634,-0.00303153,1.18475,11.2473,10.2719,121.654,91.3704,1.32307,11.5068,11.708,121.022,141.76,0.631848,-50.39 
189,201.6,3.033,44.7386,2.022,189,21393.1,-0.347849,43.6057,-12.7714,121.605,0.0453525,-369.736,474.237,-8.53792,-0.542733,-7.85554,-3.76954,-7.10634,145.156,10700.5,69.4622,13395.6,18675,-9.45193,-1.45674,-9.68356,-4.68355,-8.02035,0.709169,10496.9,61.9216,13192,0.480582,0.989782,0.00857246,21842.1,-0.003015,0.842955,13.0069,12.0507,121.923,91.574,0.997221,13.0607,13.1987,120.441,142.466,1.48145,-50.8922 
190,201.4,2.922,44.7073,2.023,190,20434.5,-0.0381559,42.0562,12.5172,121.33,-0.0247689,-31.3128,5.17684e-11,-8.66561,-7.29346,-9.69367,-5.30411,2.33354,178.755,10062,58.0357,12909.5,17162.1,-9.79118,-8.41904,-11.9448,-6.42968,1.20797,0.662354,9811.29,48.7497,12658.8,0.474025,0.99138,0.00704408,20697.9,-0.00267035,0.831562,12.6709,11.6624,121.449,90.9331,0.98004,12.8356,13.0863,120.017,141.451,1.43207,-50.5174 
191,202.3,3.42,44.848,2.02,191,22435.8,0.000630153,49.4807,11.4373,121.464,-0.00455031,-39.5314,500,-7.94897,-0.39554,-6.91497,-5.84956,-5.55345,131.656,11284.2,49.8009,13766.7,18428.6,-8.77797,-1.22454,-8.57298,-6.67856,-6.38246,0.729016,11099.6,42.9616,13582,0.487248,0.993272,0.00579304,22780.1,-0.00297532,1.14521,11.5965,10.4509,121.456,91.2901,1.25743,11.7139,12.0486,120.641,141.709,0.814681,-50.4185 
192,202.5,3.53,44.8792,2.019,192,23323.9,-0.853052,52.7856,11.4305,121.356,1.10276,1674.49,36.5151,-2.02906,-4.22423,-7.99997,-6.84502,-3.33043,98.6794,11999.9,48.1547,13752.8,79753.5,-2.65041,-4.84559,-9.24268,-7.46638,-3.95179,0.671743,11861.5,43.0285,13614.4,0.503248,0.993692,0.0057883,23569.9,-0.00278328,1.24894,11.3546,10.3616,121.329,90.5858,1.32186,11.4616,11.7182,120.573,140.762,0.755839,-50.1762 
193,201.9,3.199,44.7855,2.021,193,23282.3,-0.0723977,47.6275,12.3071,121.269,0.0534168,12.8883,500,-4.38066,-1.6194,-6.60896,-2.06263,-0.966993,208.662,11500.5,75.8026,14100.9,19103.7,-5.69455,-2.93329,-9.23674,-3.37652,-2.28088,0.607315,11207.9,64.963,13808.2,0.485547,0.989959,0.00859201,23083,-0.00246531,1.00345,12.363,11.2545,121.305,91.2967,1.13547,12.5669,12.6098,120.16,141.899,1.14522,-50.6027 
194,202,3.254,44.8011,2.021,194,20608.4,-0.11308,44.662,11.8199,121.31,-0.0278802,19.8741,491.445,-4.58293,0.409265,2.07247,-1.73225,0.742131,117.43,10158.5,46.3355,12834.1,17202.9,-5.32236,-0.330158,0.593619,-2.47167,0.00270792,1.07886,9993.75,40.2353,12669.4,0.478412,0.993004,0.00581611,20889.4,-0.00262134,0.944689,12.1109,10.8797,121.501,91.9268,1.12341,11.8595,12.3451,120.435,142.515,1.06557,-50.588 
195,201.2,2.812,44.676,2.023,195,18676.8,-0.959388,40.686,12.5084,121.357,0.789806,378.449,209.727,-6.73959,-9.13277,-5.33485,-5.53341,-5.30982,115.322,9135.06,40.6047,12065.6,26297.2,-7.46574,-9.85892,-6.78715,-6.25956,-6.03597,0.813578,8973.31,34.614,11903.9,0.4671,0.993295,0.00532791,19210.7,-0.00269152,0.81258,12.2433,11.2227,121.796,91.6354,0.992552,12.3761,12.5857,120.034,142.328,1.76175,-50.693 
196,201.1,2.756,44.6603,2.024,196,22862.5,-0.863134,47.403,12.5411,121.125,1.30356,-396.5,101.799,-7.616,-8.45409,-15.9147,-6.88962,-3.64457,139.115,11299.5,72.7434,13865.1,36178.1,-8.49197,-9.33005,-17.6666,-7.76559,-4.52054,0.63021,11104.4,65.5166,13670,0.485744,0.98978,0.00875145,22860.6,-0.00240617,1.0018,12.4016,11.0604,121.434,90.6169,1.13562,12.4015,12.5094,119.787,140.911,1.64689,-50.2943 
197,202.7,3.641,44.9104,2.019,197,19622.3,-0.102768,45.9974,10.9822,121.358,-0.0364823,187.498,1.16185,-4.67668,-5.73925,-12.6026,-7.95794,-5.07245,177.518,10211.4,23.4737,12142.6,16667,-5.79446,-6.85703,-14.8381,-9.07572,-6.19024,0.652954,9962.45,14.252,11893.6,0.493411,0.997503,0.00220251,20191,-0.00306293,1.1516,10.8559,9.98921,121.316,91.5325,1.24129,11.1692,11.4046,120.598,141.723,0.718516,-50.1901 
198,202.9,3.752,44.9416,2.018,198,22514.3,-0.298432,51.5414,11.1925,121.562,0.719881,-189.653,499.995,-9.44293,-2.62679,-9.03706,-8.50282,-3.84597,183.443,11481.5,51.9605,13756.4,23223.7,-10.598,-3.78188,-11.3472,-9.65791,-5.00106,0.719031,11224.2,42.431,13499.1,0.491567,0.993428,0.00575685,22833.4,-0.00314143,1.23786,11.1825,10.1822,121.439,91.1967,1.34303,11.4358,11.6275,120.752,141.555,0.686715,-50.3583 
199,202.6,3.586,44.8948,2.019,199,20773,0.000594009,47.305,10.9999,121.614,0.015865,-22.1119,4.63381e-12,-9.07019,-9.68249,-9.65176,-6.42255,-5.25136,193.083,10797.1,48.82,12321,16950.5,-10.286,-10.8983,-12.0833,-7.63834,-6.46715,0.744932,10526.3,38.7897,12050.2,0.503904,0.993593,0.0058948,20889.5,-0.00264819,1.18921,11.0228,10.0475,121.597,90.6578,1.24287,11.2637,11.4029,120.782,140.792,0.815073,-50.1341 
200,201.3,2.867,44.6916,2.023,200,22300.4,-0.796085,44.8412,13.1037,121.525,0.795676,-280.197,500,-4.93269,-4.11865,-14.7374,-3.98018,-3.37202,188.794,11148.3,58.2512,13706,26385.5,-6.12147,-5.30744,-17.115,-5.16896,-4.56081,0.552826,10883.5,48.4437,13441.1,0.484942,0.992271,0.00659541,22442.9,-0.00284811,0.923264,12.893,11.5,121.75,90.6987,1.03374,13.0437,13.0485,120.261,141.107,1.48852,-50.4086 
201,201,2.701,44.6446,2.024,201,22187.9,-0.0442681,47.1183,11.9369,121.057,0.0546069,-13.5891,497.975,-2.05481,-5.28387,-5.87314,-2.00982,-7.62356,229.729,10721,53.9061,13980.3,18333.7,-3.50135,-6.73041,-8.76623,-3.45637,-9.0701,0.721923,10398.8,41.9721,13658.1,0.469583,0.992986,0.00562903,22144.8,-0.00279676,1.01331,11.9168,10.8115,121.346,90.903,1.22542,12.1574,12.0949,119.888,141.177,1.45798,-50.2744 
202,202.2,3.365,44.8324,2.02,202,22317.2,-0.0392491,49.255,11.4475,121.401,0.144111,-32.2751,500,-6.88118,-8.70314,-6.57618,-7.66105,-5.60562,196.709,11065,43.0576,13841.2,18506.5,-8.11981,-9.94177,-9.05343,-8.89967,-6.84424,0.788762,10789.1,32.839,13565.3,0.48047,0.994702,0.00443957,22455.3,-0.00293511,1.11223,11.547,10.5815,121.559,91.3104,1.2731,11.7701,11.9023,120.498,141.752,1.06109,-50.4412 
203,201.8,3.143,44.7699,2.022,203,19548.8,-1.02496,42.807,12.6349,121.491,0.290108,-1997.51,403.295,-6.50814,-3.64792,-10.5029,-0.680852,-7.58865,161.349,9581.56,47.9815,12687.3,36471.4,-7.52411,-4.66389,-12.5348,-1.69683,-8.60462,0.642111,9355.25,39.5997,12461,0.466092,0.992647,0.00581996,20071.7,-0.00300487,0.822759,12.5488,11.4466,121.6,91.7251,0.999376,12.4799,13.0779,120.373,142.527,1.22701,-50.8016 
204,203,3.807,44.9571,2.018,204,20267.4,-0.026346,47.633,10.9247,121.718,-0.058295,57.0903,499.736,-9.82248,-0.0264381,-12.3865,-2.50516,-6.93328,192.056,10493.5,32.6362,12540.5,17048.3,-11.0318,-1.23576,-14.8052,-3.71448,-8.1426,0.619696,10224.2,22.6592,12271.1,0.492082,0.996137,0.00339,20777.3,-0.00319117,1.17673,11.0054,9.95061,121.729,90.9691,1.29176,11.2713,11.2514,120.935,141.089,0.79389,-50.1199 
205,202.1,3.309,44.8167,2.021,205,18941.2,0.0222616,43.0955,11.408,121.637,-0.0315623,5.09146,1.4625e-11,-1.31536,-7.67962,-12.5226,-6.15886,-1.3144,173.085,9498.94,28.0455,12165.3,16009.5,-2.40523,-8.7695,-14.7024,-7.24873,-2.40427,0.5862,9256.17,19.0541,11922.6,0.474443,0.996411,0.00293533,19509.6,-0.00309665,0.944659,11.5837,10.703,121.763,91.1521,1.13519,11.6803,11.916,120.621,141.717,1.14252,-50.5648 
206,202.8,3.696,44.926,2.019,206,22913.2,-0.906865,52.6404,11.4085,121.289,1.2422,-321.597,3.89463,-1.19212,-6.54194,-7.00207,-2.79233,-3.9627,151.994,11539.7,57.6366,14116.2,32554.6,-2.14918,-7.49901,-8.9162,-3.74939,-4.91976,0.672602,11326.5,49.7408,13903,0.486471,0.992373,0.00654737,23283.1,-0.00325303,1.21074,11.3176,10.4053,121.238,90.8831,1.37489,11.4625,11.6364,120.496,141.034,0.741414,-50.1506 
207,201.5,2.978,44.7229,2.022,207,17436.1,-0.925061,36.9156,13.1011,121.39,-0.305973,1119.07,67.1217,-8.36005,-1.30104,-10.6416,-7.75487,-9.39642,157.808,9096.21,56.8985,10947.3,26890.3,-9.35372,-2.29472,-12.629,-8.74855,-10.3901,0.709117,8874.86,48.7007,10726,0.490345,0.990488,0.00829458,18099.2,-0.0027991,0.75417,12.8041,11.5723,121.398,91.0107,0.845002,12.8917,12.9246,120.062,141.432,1.3363,-50.4214 
208,201.7,3.088,44.7542,2.022,208,18727.6,-0.920242,38.4754,13.2851,121.394,0.555233,606.66,113.775,-6.07857,-4.05737,-5.13979,-4.99885,-2.98497,227.631,9191.8,55.3493,11926.7,27604.8,-7.51191,-5.4907,-8.00646,-6.43219,-4.41831,0.748695,8872.52,43.5243,11607.4,0.470568,0.991488,0.00685995,18854.9,-0.00262828,0.750775,12.8428,11.663,121.406,91.2902,0.881776,13.1334,13.2585,120.058,141.905,1.34791,-50.6152 
209,202.4,3.475,44.8636,2.02,209,19894.6,-0.00529379,46.3381,10.9837,121.409,-0.0181882,-57.2451,4.04713e-12,-7.49146,-1.53061,-14.7432,-6.06031,-5.74581,170.629,10423.1,36.0319,12329.9,16602.3,-8.56587,-2.60501,-16.8921,-7.13472,-6.82021,0.597979,10183.8,27.168,12090.6,0.494798,0.995353,0.00412221,20581.7,-0.00300631,1.13846,10.9229,10.2132,121.414,91.6643,1.2079,11.3742,11.5398,120.62,141.953,0.794097,-50.2888 
210,201.6,3.033,44.7386,2.022,210,19679.3,-0.994148,40.9895,13.179,121.327,3.68343,-8401.98,148.374,-17.0824,-3.81605,-18.2596,-5.0444,-7.6815,217.399,9952.68,49.5761,12277.6,1.02505e+06,-18.4513,-5.18495,-20.9974,-6.4133,-9.0504,0.65061,9647.76,38.2826,11972.6,0.483737,0.993104,0.00585565,19944.2,-0.00275164,0.812441,12.942,11.5979,121.452,90.6606,0.920241,13.0106,13.1485,119.911,141.505,1.54141,-50.8446 
211,201.4,2.922,44.7073,2.023,211,18714.1,-0.20837,39.249,12.7176,121.731,0.439066,117.803,3.54438,-6.50316,-8.10103,-10.1224,-0.561756,-6.41383,146.608,9560.38,52.3191,11914,17932.8,-7.42631,-9.02418,-11.9687,-1.48491,-7.33698,0.678615,9354.75,44.7031,11708.4,0.481608,0.991707,0.00698409,19424,-0.00304189,0.822944,12.6983,11.2962,121.879,91.132,0.928873,12.8098,12.9031,120.444,141.646,1.43481,-50.514 
212,201.4,2.922,44.7073,2.023,212,18782.7,-0.44194,39.2413,12.8062,121.358,0.362888,178.081,16.9674,-7.78011,-5.23488,-12.3343,-1.61757,-4.41583,173.885,9168.68,50.9884,12314.4,18462.8,-8.87502,-6.32979,-14.5241,-2.71248,-5.51075,0.617305,8924.78,41.9554,12070.5,0.462294,0.99184,0.00636214,19305.4,-0.0029817,0.732446,12.8947,11.9213,121.601,91.4514,0.926657,13.0178,13.1797,120.126,141.943,1.47482,-50.4917 
213,201.4,2.922,44.7073,2.023,213,17879.8,-0.142564,37.635,12.5658,121.518,-0.0965168,78.5591,500,-6.37406,-5.54326,-8.90068,-6.6309,-4.43216,170.497,8907.28,62.8058,11544.7,15641.8,-7.44764,-6.61684,-11.0478,-7.70448,-5.50573,0.711714,8668.14,53.9488,11305.6,0.471327,0.989226,0.00871369,18391,-0.00271182,0.739428,12.5832,11.6301,121.657,91.0418,0.87105,12.9232,13.1972,120.173,141.773,1.48389,-50.7313 
