cyc,field,wiggle time,wait time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,202.03,0.39,0.19,43.2027,51,17533.3,-0.00500688,37.2905,11.9188,121.32,-0.0193684,-8.62868,2.1798e-12,-4.0528,-2.83737,-5.75789,-2.68077,-2.34376,172.838,10847.8,37.1145,9215.03,14474.1,-5.14112,-3.92569,-7.93452,-3.76909,-3.43207,0.672161,10605.4,28.1359,8972.61,0.578839,0.995379,0.00574322,18321.9,-0.00263356,0.989072,12.141,11.0464,121.205,92.9278,0.773186,12.2765,12.5143,120.414,144.228,0.790693,-51.3004 
52,202.049,0.18,0.4,43.207,52,16566.3,-0.737176,36.337,12.2036,120.981,0.702489,280.469,435.921,-2.58116,-7.49348,-16.1043,-7.29964,-5.39035,168.552,11011.6,29.9648,8102.79,20849.4,-3.64249,-8.55481,-18.2269,-8.36097,-6.45168,0.597078,10775.2,21.2088,7866.38,0.614311,0.996567,0.00494202,17540.3,-0.00263059,1.03146,12.1296,10.7661,120.853,91.6683,0.696567,12.1339,12.4048,120.049,142.566,0.804246,-50.8981 
53,202.138,0.33,0.25,43.2266,53,21096,-0.812046,44.4567,12.3789,120.898,1.47624,16.9882,129.714,-8.99599,-5.33628,-15.9207,-4.9954,-3.67225,143.051,12984.9,38.3769,10593.9,18731.3,-9.89675,-6.23704,-17.7222,-5.89615,-4.573,0.600177,12784.3,30.9456,10393.3,0.588526,0.995782,0.00545488,21722.5,-0.00279985,1.17148,12.3289,11.0965,120.821,91.8373,0.886608,12.2716,12.6045,120.002,142.84,0.818779,-51.0024 
54,202.141,0.12,0.46,43.2274,54,15690.4,-0.118811,34.3689,11.7648,121.158,0.0401884,46.7114,500,-7.5689,2.03186,-6.67996,-9.36764,-2.11167,130.009,10374.5,35.2086,7822.28,13223.8,-8.38753,1.21323,-8.31722,-10.1863,-2.9303,0.70927,10192.2,28.4549,7639.93,0.608034,0.995138,0.00681417,16762.5,-0.00256373,1.0034,11.891,10.6417,121.052,91.6042,0.686424,12.0696,12.1801,120.254,142.537,0.79794,-50.9325 
55,202.006,0.23,0.35,43.1976,55,15877.4,-0.0912014,34.6326,11.7843,121.312,-0.113358,169.387,500,-2.06794,-1.87081,-13.9872,-3.90406,-6.23931,126.875,10201.3,32.4779,8089.18,13910.8,-2.86683,-2.66971,-15.585,-4.70296,-7.03821,0.525754,10023.4,25.887,7911.22,0.595671,0.995501,0.00599159,16827,-0.00249532,0.957737,12.056,10.8468,121.16,91.9002,0.691355,11.9988,12.5345,120.546,143.157,0.614048,-51.257 
56,202.095,0.28,0.3,43.2172,56,15833.2,-0.178417,34.543,12.0224,121.337,-0.0888383,-363.515,500,-1.63884,-1.22955,-2.77927,-1.00666,-8.41131,106.52,10303.5,39.6607,8191.5,14570.4,-2.30957,-1.90028,-4.12073,-1.67739,-9.08204,0.784142,10154.1,34.1272,8042.1,0.59484,0.994153,0.00775647,17070.3,-0.00263957,0.952155,12.1261,10.9488,121.236,92.4298,0.692027,12.1299,12.4215,120.348,143.499,0.887096,-51.0696 
57,202.006,0.03,0.55,43.1976,57,15595.3,-0.0284402,34.0264,11.8164,121.074,0.0210152,-9.36222,500,-5.3903,-1.65745,-6.68006,-2.69782,-10.6448,132.856,9713.91,39.5121,8383.15,13095.1,-6.22686,-2.49401,-8.35318,-3.53438,-11.4814,0.739693,9527.57,32.6105,8196.81,0.574752,0.994046,0.00727539,16576.8,-0.00268049,0.894128,12.1374,11.001,120.866,92.1685,0.710193,12.1857,12.5892,120.244,143.161,0.622608,-50.9925 
58,202.141,0.32,0.26,43.2274,58,16681,0.0388877,35.5814,11.9424,121.043,-0.0224726,-41.1358,1.32173e-11,-2.44498,-8.29609,-12.3664,1.03807,0.394837,86.2793,10559,27.4338,8576.52,13862.9,-2.98826,-8.83937,-13.453,0.494795,-0.148441,0.460462,10438,22.9517,8455.51,0.589393,0.996167,0.00497536,17709.7,-0.00252989,0.979836,12.1534,10.8399,120.891,91.6473,0.728477,12.2815,12.3471,120.038,142.461,0.853122,-50.8134 
59,202.074,0.27,0.31,43.2125,59,15808.6,-0.025785,34.3806,11.9254,121.139,-0.050016,-0.11525,500,-3.50721,-2.85459,-12.2272,-0.58461,-2.27322,182.617,10202.2,41.6194,8183.34,13347.1,-4.6571,-4.00448,-14.527,-1.7345,-3.42311,0.487515,9946.02,32.1328,7927.2,0.593317,0.994378,0.0074116,16763.4,-0.00275675,0.96068,12.1763,10.7473,120.937,91.688,0.69867,12.2342,12.4352,120.015,142.792,0.92187,-51.1044 
60,202.003,0.02,0.56,43.1967,60,16996.9,-0.576268,36.8373,12.3415,121.187,-3.21566,-185.082,497.66,-6.50346,-1.89375,-6.79485,-6.95094,-5.80759,129.47,10666.4,35.797,9025.65,34174.1,-7.3187,-2.70899,-8.42533,-7.76618,-6.62283,0.743459,10484.8,29.0712,8844.06,0.57957,0.995171,0.00601873,18090.7,-0.00282148,0.941981,12.4909,11.139,121.099,92.4002,0.749307,12.2482,12.6837,120.333,143.401,0.766363,-51.0011 
61,202.139,0.31,0.27,43.2268,61,18985.9,-0.726638,40.4784,12.2239,121.159,0.377588,728.771,381.261,-10.9102,-9.27659,-13.5661,-6.67941,-3.3765,142.063,11777.2,44.576,9671.89,25065.4,-11.8047,-10.1711,-15.3551,-7.57394,-4.27103,0.687751,11578,37.1961,9472.64,0.586986,0.994409,0.00718142,19724.4,-0.00253375,1.0664,12.2728,10.9984,121.051,91.906,0.817722,11.9504,12.6798,120.315,143.015,0.735991,-51.1088 
62,202.033,0.25,0.33,43.2034,62,18008.2,-0.749284,39.0623,12.1891,121.054,-0.121567,62.5923,290.787,-10.508,-1.95355,-21.7947,-4.92624,-5.50265,195.962,11521.8,46.7031,9005.33,15747.5,-11.742,-3.18747,-24.2626,-6.16016,-6.73657,0.534207,11247,36.5232,8730.48,0.599673,0.994349,0.00764737,18755.2,-0.00258767,1.07236,12.1341,10.8602,120.957,91.6547,0.762432,11.9557,12.6493,120.166,142.57,0.791272,-50.9152 
63,202.07,0.37,0.21,43.2117,63,13763.5,-0.590479,30.9408,12.2043,121.262,0.295934,370.588,351.276,-8.60075,-7.33079,-1.22083,-9.65618,-2.292,98.0919,8839.86,31.6256,7529.84,15862.6,-9.21841,-7.94845,-2.45615,-10.2738,-2.90966,0.925132,8702.27,26.5299,7392.26,0.577855,0.994693,0.00656767,15059.6,-0.00266491,0.851909,11.9407,10.6538,120.878,91.9352,0.648539,12.1119,12.3865,119.999,142.753,0.879199,-50.8177 
64,202.129,0.3,0.28,43.2247,64,14904.9,-0.0332789,33.572,11.7477,121.125,0.0054854,16.9625,500,-3.02043,-8.21151,-17.967,-7.65921,-6.83099,119.302,9560.93,44.1027,8141.43,12841.9,-3.77164,-8.96272,-19.4694,-8.41042,-7.5822,0.59604,9393.6,37.9052,7974.1,0.578021,0.992988,0.00868051,16251.3,-0.00289396,0.912537,12.0219,10.6546,120.987,92.0123,0.722735,12.0008,12.2159,120.404,142.791,0.583114,-50.7782 
65,202.017,0.04,0.54,43.1999,65,15696,-0.050625,33.8074,12.0047,121.17,0.0254313,-12.453,2.15368e-11,-7.06578,-3.73111,-6.00378,-2.41703,-2.27774,92.7492,10247.1,26.9367,7922.86,13221.9,-7.6498,-4.31512,-7.17181,-3.00104,-2.86176,0.713122,10117.1,22.1186,7792.77,0.601531,0.996189,0.00520134,16818.8,-0.00267265,0.948881,12.1544,10.9402,120.968,91.5258,0.673088,12.419,12.3564,120.179,142.365,0.789955,-50.8391 
66,202.017,0.24,0.34,43.1999,66,15379.9,-0.739615,34.0607,-12.2707,120.997,0.0648576,422.137,208.808,-3.60825,-2.59321,-8.35805,-10.0259,-4.00361,97.2542,9988.21,43.8199,8032.96,14496.9,-4.22063,-3.2056,-9.58281,-10.6383,-4.61599,0.702982,9851.8,38.7677,7896.55,0.591954,0.993161,0.00896267,16642.8,-0.00265587,0.911855,12.1486,10.9391,121.021,92.0945,0.67906,12.1721,12.6034,119.922,143.094,1.09839,-50.999 
67,202.138,0.13,0.45,43.2266,67,18845.9,-0.773688,40.9928,12.1265,121.177,0.197904,100.927,418.069,-1.97514,-5.35527,-9.1025,-3.7552,-1.38824,174.206,12074.5,42.6482,9463.39,16832.5,-3.07207,-6.4522,-11.2964,-4.85213,-2.48517,0.598821,11830.1,33.5985,9219.05,0.598736,0.995054,0.00666872,19758.5,-0.0028334,1.12384,12.0175,10.9844,121.095,91.6725,0.793529,12.3039,12.4898,120.229,142.68,0.865484,-51.0076 
68,202.049,0.38,0.2,43.207,68,17309,-0.0769874,37.3578,11.9303,121.12,-0.0183557,28.5052,500,-6.22885,-1.19019,-10.3988,-3.11952,-3.82214,132.322,11377.6,35.0105,8681.39,14525.7,-7.06204,-2.02339,-12.0652,-3.95272,-4.65534,0.594565,11192,28.1366,8495.79,0.605027,0.99562,0.00606374,18498.4,-0.00281473,1.04157,12.2306,10.9312,121.019,91.9227,0.737153,12.0691,12.583,120.181,142.946,0.837709,-51.023 
69,202.129,0.1,0.48,43.2247,69,17628.8,-0.206634,38.8202,11.8424,121.333,-0.0989399,183.917,500,-5.85033,-6.27799,-6.18006,-6.1994,-5.25561,152.439,11148.9,51.9481,9143.61,15557.9,-6.8102,-7.23786,-8.0998,-7.15927,-6.21548,0.771982,10935.1,44.0292,8929.8,0.587442,0.993003,0.00900091,18614.7,-0.00277157,1.06915,11.893,10.73,121.178,92.5793,0.799464,12.0293,12.2788,120.523,143.888,0.65465,-51.3085 
70,202.092,0.16,0.42,43.2165,70,15497.1,0.00820528,34.1115,11.5845,121.113,-0.0203708,-9.42485,500,-6.47363,-3.47908,-4.93229,-7.29366,-6.74935,106.968,10044,30.5779,7802.13,12870.1,-7.14719,-4.15263,-6.27939,-7.96722,-7.4229,0.809538,9894,25.0211,7652.09,0.600553,0.995594,0.00598733,16474.8,-0.00242019,0.976793,11.7346,10.7025,121.074,91.4425,0.676329,11.8766,12.5545,120.294,142.142,0.780445,-50.6994 
71,202.111,0.15,0.43,43.2208,71,15400.2,-0.0216025,34.4862,11.5697,121.197,0.0055786,-7.38452,3.58803e-12,-5.86468,-7.273,-9.00121,-6.23539,-9.85199,87.2392,9864.49,24.0055,8164.01,12990,-6.414,-7.82233,-10.0999,-6.78472,-10.4013,0.75676,9742.13,19.4735,8041.65,0.584834,0.996514,0.00444101,16657.9,-0.00265363,0.935782,11.8694,10.8295,121.079,92.318,0.727516,11.8273,12.2364,120.274,143.266,0.8044,-50.9484 
72,202.003,0.22,0.36,43.1967,72,15922.2,-0.696302,34.1841,12.4273,121.107,0.397604,26.4066,467.134,-9.54448,-6.18227,-5.9773,-7.75012,-8.64645,103.944,10444.3,36.0196,7857.53,14171,-10.199,-6.83677,-7.28631,-8.40463,-9.30096,0.826631,10298.5,30.6199,7711.74,0.608278,0.994824,0.00726108,16930.6,-0.00248975,0.952708,12.1958,10.9808,120.984,91.5658,0.642745,12.495,12.7142,120.215,142.426,0.768102,-50.8597 
73,202.005,0.01,0.57,43.1974,73,12824.1,-0.0622783,29.8759,11.629,121.135,0.043564,322.526,0.000131557,-5.45623,-0.846851,-6.04606,-3.11582,-3.91927,196.289,8454.25,33.0835,7093.82,11767.3,-6.69221,-2.08283,-8.51802,-4.3518,-5.15525,0.682165,8178.93,22.8867,6818.51,0.582427,0.995127,0.00614512,14042.8,-0.00287901,0.792591,11.9879,10.9406,120.978,92.1607,0.635463,11.9262,12.295,120.208,143.217,0.770066,-51.0568 
74,202.114,0.29,0.29,43.2214,74,13023.9,-0.788171,30.7169,12.1193,121.305,0.428442,701.384,485.885,-6.69891,-4.52104,-6.31327,-4.85716,-0.896583,36.9915,8683.77,34.2148,7163.14,21900.8,-6.93184,-4.75396,-6.77912,-5.09009,-1.12951,0.72537,8631.89,32.2932,7111.25,0.585309,0.993496,0.00829585,14747.6,-0.00293194,0.834491,11.8119,10.8107,121.097,92.6183,0.63471,12.0541,12.2542,120.503,144.08,0.594073,-51.4612 
75,202.111,0.35,0.23,43.2208,75,17139.9,-0.104303,37.2369,-12.1723,121.236,0.119635,33.8678,4.3987,-5.79271,-7.36347,-14.0755,-6.48644,-1.34459,110.482,11089.5,40.8279,8855.42,14886.9,-6.48839,-8.05915,-15.4668,-7.18211,-2.04027,0.605808,10934.5,35.0885,8700.46,0.593721,0.994416,0.00737433,18416.9,-0.00294934,1.04628,12.1129,10.8354,121.063,91.9796,0.759969,12.2447,12.2159,120.245,143.07,0.818469,-51.0906 
76,202.052,0.26,0.32,43.2077,76,13613.8,-0.00795872,30.0553,11.7251,121.111,-0.00558865,-15.6597,500,-0.838514,-0.508536,-9.30187,-5.72769,-4.35573,118.647,8942.46,32.5397,7080.96,11474.7,-1.5856,-1.25563,-10.7961,-6.47478,-5.10282,0.571838,8776.05,26.3762,6914.54,0.596095,0.994768,0.00697785,14722.6,-0.00246667,0.839362,12.0732,10.7994,121.057,91.6526,0.61842,12.0363,12.3122,120.175,142.533,0.882251,-50.8803 
77,202.114,0.09,0.49,43.2214,77,16481.4,-0.0627777,35.3836,11.8731,121.214,0.0604603,-11.2152,0.00245494,-4.98527,-3.95593,-11.2418,-5.22455,-4.59886,81.1261,10170.9,46.6344,8679.97,13698.1,-5.4961,-4.46676,-12.2635,-5.73538,-5.10969,0.629181,10057.1,42.4201,8566.18,0.577197,0.992673,0.00903972,17424,-0.00236419,0.942026,12.0515,10.8928,121.063,92.5427,0.75319,11.947,12.3512,120.411,143.609,0.652349,-51.0662 
78,202.074,0.07,0.51,43.2125,78,15038.6,-0.123059,33.4767,11.7007,121.123,0.0693905,108.366,6.61218e-08,-8.45765,-9.4353,-4.05766,-1.16658,-7.23988,133.314,9819.85,23.048,7816.07,12996,-9.2971,-10.2747,-5.73655,-2.00602,-8.07932,0.837922,9632.86,16.1226,7629.08,0.594846,0.99708,0.00387784,16193.9,-0.00268863,0.959942,11.8043,10.6174,121.176,92.0638,0.703377,11.9317,12.0722,120.19,143.011,0.985579,-50.9473 
79,202.03,0.19,0.39,43.2027,79,16141.8,-0.684249,35.4836,12.0681,121.158,-1.40194,726.432,178.353,-1.43134,-6.07211,-12.3515,-5.7607,-3.29834,128.19,10234.9,23.339,8323.09,47092.6,-2.23852,-6.87929,-13.9658,-6.56788,-4.10552,0.586284,10055.1,16.6798,8143.3,0.589454,0.997105,0.00375896,17058.3,-0.00252278,0.958995,12.0206,10.8827,121.046,91.9054,0.734288,12.005,12.1827,120.32,142.919,0.725462,-51.0132 
80,202.092,0.36,0.22,43.2165,80,15137.3,-0.0048347,33.0065,11.7049,121.08,0.00166967,-5.89549,2.06628e-06,-3.38953,-8.40224,-7.01065,-1.76303,-6.39461,93.6205,9583.39,36.4251,7832.58,12576.9,-3.97904,-8.99175,-8.18965,-2.35254,-6.98411,0.731461,9452.08,31.5617,7701.27,0.587992,0.99419,0.00749284,16075.2,-0.0023751,0.906365,11.9291,10.7982,120.919,92.1495,0.696321,11.9994,12.1756,120.325,143.059,0.594385,-50.9093 
81,202.052,0.06,0.52,43.2077,81,15714,-0.817704,35.1465,12.35,121.545,-1.43944,-1477.48,41.5946,-3.89658,-9.95202,-12.3063,-0.544429,-3.24097,102.525,10264.6,32.3435,8271.93,83362.8,-4.54215,-10.5976,-13.5975,-1.19,-3.88655,0.597871,10120.8,27.0176,8128.13,0.59148,0.99535,0.00608581,17111,-0.00297128,0.970991,12.0701,10.7758,121.233,91.9282,0.718732,12.3081,12.1561,120.616,143.025,0.617349,-51.0966 
82,202.127,0.14,0.44,43.2243,82,14536,-0.182565,33.7284,11.4886,121.481,0.0615114,-128.063,499.969,-4.67244,-8.04035,-1.64674,-3.1991,-1.96395,138.757,9509.55,24.1793,7813.14,12870.6,-5.54616,-8.91406,-3.39417,-4.07281,-2.83767,0.862944,9314.93,16.9711,7618.52,0.587068,0.996822,0.00408672,15866.9,-0.00283636,0.94508,11.6992,10.5341,121.314,91.994,0.728095,11.6946,11.8672,120.72,143.022,0.59397,-51.0284 
83,202.139,0.11,0.47,43.2268,83,16052.9,-0.51471,36.1646,11.8867,121.002,-0.333103,595.951,0.0119767,-2.65345,-5.21089,-10.3894,-4.78669,-9.8428,119.734,10474.8,32.0146,8275.89,20456.1,-3.40739,-5.96482,-11.8973,-5.54062,-10.5967,0.681949,10306.9,25.7947,8107.95,0.596472,0.995639,0.00582634,17279.7,-0.00284651,1.00444,11.9898,10.6976,120.837,91.568,0.747671,11.9159,12.0568,120.237,142.38,0.600166,-50.812 
84,202.015,0.4,0.18,43.1994,84,14039.1,-0.0237282,30.885,11.9763,121.229,-0.025425,-23.9389,500,-9.01893,-9.12272,-10.203,-1.05931,-2.84064,159.439,9379.94,38.0228,7379.74,12060.9,-10.0229,-10.1267,-12.2109,-2.06325,-3.84458,0.680914,9156.31,29.7402,7156.11,0.598039,0.994348,0.00759748,15310.6,-0.00281277,0.867027,12.1458,10.8938,121.052,91.5991,0.640216,12.3143,12.2252,120.293,142.67,0.758577,-51.071 
85,202.07,0.17,0.41,43.2117,85,17293.2,-0.737636,38.2008,12.0812,121.351,0.264618,207.418,296.155,-10.9502,-14.5393,-14.8938,-9.53938,-2.32577,131.379,10949.7,25.1815,8930.36,16810.5,-11.7774,-15.3666,-16.5483,-10.3666,-3.15303,0.710754,10765.5,18.3566,8746.09,0.588692,0.997025,0.00385139,18287.1,-0.00276901,1.0225,12.0898,10.8769,121.228,91.4747,0.779846,12.0874,12.2968,120.338,142.329,0.890568,-50.8544 
86,202.095,0.08,0.5,43.2172,86,14167.7,-0.434997,32.7541,11.7135,121.159,-0.323639,-1624.62,4.62611e-11,-2.20342,-5.06216,-10.5315,-3.45895,1.21093,154.155,9462.69,26.5594,7376.46,29605.9,-3.17409,-6.03284,-12.4728,-4.42962,0.240255,0.517849,9246.48,18.5513,7160.24,0.600254,0.996501,0.00475,15404.3,-0.00273075,0.929661,11.7812,10.5611,121.077,91.0551,0.673715,11.8825,11.9754,120.425,141.745,0.651415,-50.6897 
87,202.127,0.34,0.24,43.2243,87,16326.6,-0.749867,36.451,12.0621,121.106,0.423921,38.1443,7.26657,-8.6465,-8.69146,-17.6559,-9.16552,-2.12034,180.979,10495.1,28.8463,8452.7,14839.3,-9.78608,-9.83104,-19.935,-10.3051,-3.25992,0.624697,10241.3,19.4448,8198.86,0.592246,0.996688,0.00434981,17292.3,-0.00271655,0.976821,12.0471,10.9147,120.942,92.1339,0.743829,11.9269,12.3266,120.199,142.931,0.743506,-50.7967 
88,200,0.45,0.13,40,88,20507,-0.055102,44.1703,11.64,121.265,-0.00359618,-89.9324,3.04496e-08,-4.59886,-5.82066,-15.3117,-1.92381,-2.51723,178.098,12951.7,38.0115,10078.8,16747.5,-5.72029,-6.94209,-17.5545,-3.04524,-3.63866,0.524278,12701.9,28.7597,9828.97,0.600426,0.996053,0.00536113,21154.8,-0.00265722,1.28897,11.8167,10.3885,121.231,91.9727,0.940799,11.7111,11.7969,120.456,142.701,0.774204,-50.7279 
89,200,0.45,0.13,40,89,19127.9,-0.0688533,42.6697,11.4562,121.479,-0.0462188,29.2494,436.956,-4.72428,-6.12383,-16.9978,-9.54002,-9.38054,141.87,11820.5,37.9308,9905.84,15957.1,-5.6176,-7.01715,-18.7845,-10.4333,-10.2739,0.639636,11621.5,30.5609,9706.86,0.581966,0.995419,0.00576621,19969.4,-0.00263798,1.21371,11.5626,10.2866,121.354,91.8114,0.922496,11.6245,11.8133,120.523,142.621,0.83176,-50.8091 
90,200,0.45,0.13,40,90,23258.4,-0.762563,49.9446,11.8468,121.162,1.33231,-460.258,330.738,-2.06035,-3.39136,-10.3814,-6.81813,1.33688,116.947,14510.7,41.8829,11109.9,39223.2,-2.79673,-4.12774,-11.8542,-7.55451,0.6005,0.539333,14346.7,35.8077,10945.9,0.603813,0.995651,0.00599007,23760.1,-0.00252459,1.41319,11.7577,10.6577,121.185,91.9763,1.0118,11.7744,12.0031,120.263,142.942,0.922,-50.9653 
91,200,0.45,0.13,40,91,21854.3,-0.714863,46.3532,-11.9664,121.011,-0.163222,335.999,228.33,-3.77321,-0.791112,-7.44426,-4.71855,-2.1253,98.6852,13142.5,46.6814,11046.4,19842,-4.3946,-1.41251,-8.68704,-5.33995,-2.74669,0.615291,13004,41.5549,10907.9,0.58093,0.994439,0.00696878,22384.9,-0.00242704,1.27581,11.8979,10.5303,121.053,91.8105,0.992698,11.9566,11.9363,120.223,142.56,0.829942,-50.7497 
92,200,0.45,0.13,40,92,18655.1,-0.779969,41.5638,11.8773,121.108,0.768619,-1151.21,443.191,-2.64342,-4.10493,-8.40054,-4.48956,-3.929,156.98,11716.5,39.1078,9623.26,44875,-3.63188,-5.09339,-10.3775,-5.47802,-4.91746,0.6482,11496.3,30.953,9403.08,0.587057,0.99531,0.00602728,19583,-0.00280535,1.17144,11.8415,10.3379,121.039,91.8934,0.905872,11.7387,11.6765,120.15,142.688,0.888428,-50.7947 
93,200,0.45,0.13,40,93,19316.9,-7.91835e-05,43.5296,11.2814,120.937,0.0344689,-52.6783,1.95166e-10,-8.11712,-4.92846,-9.53638,-5.89941,-2.85997,177.776,12296.5,39.1381,9636.5,16045.3,-9.23653,-6.04786,-11.7752,-7.01882,-3.97938,0.690597,12047.1,29.903,9387.15,0.598762,0.995675,0.00583384,20120.1,-0.00285408,1.2739,11.5121,10.2984,120.959,91.6172,0.92673,11.3999,11.8627,120.03,142.373,0.929263,-50.7559 
94,200,0.45,0.13,40,94,18440.9,-0.557734,41.296,11.6422,121.117,0.647192,-179.789,500,-4.07395,-1.83875,-8.02976,-5.75283,-4.62452,168.23,11649,20.7657,9373.9,19438.7,-5.13325,-2.89805,-10.1484,-6.81212,-5.68382,0.669172,11413.1,12.0265,9137.94,0.592219,0.998159,0.00241853,19271.7,-0.00267462,1.18233,11.6451,10.3589,121.124,91.7756,0.895448,11.5832,11.618,120.254,142.394,0.870544,-50.618 
95,200,0.45,0.13,40,95,19819.7,-0.748869,43.4471,11.8812,121.092,-0.146792,273.899,157.477,-7.61538,-4.10655,-11.6305,-5.70747,0.545271,132.693,12424.8,48.3189,9808.27,18112.9,-8.45091,-4.94209,-13.3016,-6.54301,-0.290263,0.603268,12238.7,41.4257,9622.16,0.596609,0.994111,0.0078683,20513.8,-0.00261412,1.24889,11.6777,10.367,120.997,92.1033,0.901673,11.9374,11.891,120.28,143.042,0.71665,-50.9387 
96,202.015,0.2,0.38,43.1994,96,16831.2,-0.0189283,36.5842,12.0396,121.244,0.0826684,-26.1657,11.8159,-4.40221,-2.1363,-4.4525,-6.19928,-8.04775,208.863,10650.9,42.1737,8857.89,14408.8,-5.71737,-3.45146,-7.08281,-7.51443,-9.36291,0.786205,10357.9,31.3237,8564.94,0.584409,0.994736,0.00669186,17723.8,-0.00280148,0.953155,12.3617,11.0975,121.221,92.5078,0.726251,12.2784,12.8297,120.284,143.894,0.936422,-51.3863 
97,202.033,0.05,0.53,43.2034,97,14225.1,0.00158207,32.0849,-11.7853,121.185,-0.0129329,-19.6816,500,-8.59388,-7.39133,-13.8079,-3.87999,-1.87672,181.896,9229.3,33.7904,7690.96,12317.7,-9.73924,-8.53669,-16.0986,-5.02534,-3.02207,0.620512,8974.17,24.3413,7435.83,0.583914,0.995276,0.00599401,15369,-0.00277724,0.862367,12.01,10.9216,121.049,92.5596,0.672205,12.0743,12.2928,120.364,143.651,0.684968,-51.0913 
98,202.005,0.21,0.37,43.1974,98,15434.1,-0.0531892,33.9901,11.943,121.112,0.0453547,5.74465,500,-3.60787,-2.38596,-3.03789,-8.37007,-7.24901,198.342,9890.01,28.4617,8223.17,13223.3,-4.85678,-3.63486,-5.5357,-9.61897,-8.49791,0.827786,9611.82,18.1582,7944.97,0.584501,0.996705,0.00419248,16444.5,-0.00281704,0.901855,12.274,10.9254,120.965,91.6507,0.720352,12.0071,12.4078,120.162,142.667,0.802764,-51.0159 
99,202.03,0.39,0.19,43.2027,99,16242.5,-0.737215,35.6129,12.2544,121.266,0.472603,474.391,399.133,-4.50018,-7.15484,-13.603,-6.04823,-3.64612,210.798,10325,33.682,8364.29,21505.1,-5.82752,-8.48218,-16.2577,-7.37557,-4.97346,0.621178,10029.3,22.7315,8068.63,0.59106,0.996049,0.00516291,16968.3,-0.00263058,0.948989,12.1188,11.0146,121.107,92.6812,0.703845,12.3055,12.5734,120.461,143.878,0.646347,-51.197 
100,202.049,0.18,0.4,43.207,100,19535.3,-0.222307,40.3695,12.2121,121.334,0.215216,254.794,500,0.378262,-3.34015,-2.25152,-8.94286,-4.81827,220.3,12183.2,44.7157,9666.93,17833.7,-1.00891,-4.72732,-5.02587,-10.33,-6.20544,0.815886,11874.2,33.2716,9357.94,0.596034,0.99512,0.00650687,19922.1,-0.00243378,1.0841,12.3928,11.1057,121.037,91.7009,0.776895,12.2636,13.014,120.555,142.879,0.482097,-51.178 
101,202.138,0.33,0.25,43.2266,101,17049.5,-0.00693231,36.5442,11.881,121.257,-0.0167639,-2.58983,8.67427e-12,-2.14047,1.06936,-5.45249,-2.13977,2.32956,109.832,10475.4,34.6395,8946.59,14135.4,-2.83206,0.377774,-6.83566,-2.83136,1.63798,0.347949,10321.3,28.9339,8792.54,0.577161,0.995118,0.00602535,17882.9,-0.0026062,0.981433,12.1672,10.8415,121.285,92.4981,0.771369,12.2501,12.2406,120.406,143.826,0.878401,-51.3282 
102,202.141,0.12,0.46,43.2274,102,17190.8,-0.78352,37.185,12.4314,121.387,0.124332,337.622,388.895,-11.3202,-2.02468,-12.7323,-7.28516,-1.64407,176.868,11000.5,26.6272,8753.46,16414.7,-12.4339,-3.13836,-14.9597,-8.39885,-2.75776,0.641156,10752.4,17.4393,8505.39,0.59514,0.99717,0.00376281,18067,-0.00267989,1.00654,12.2557,10.9386,121.256,92.0773,0.725287,12.3095,12.6506,120.452,143.166,0.80365,-51.0892 
103,202.006,0.23,0.35,43.1976,103,17359.9,-0.215544,37.5179,11.936,121.202,0.812272,-1903.3,7.27489,-0.470216,-1.95924,-19.4162,-2.47274,-8.43917,199.167,10793.5,34.8748,9065.66,64905.1,-1.72432,-3.21334,-21.9244,-3.72684,-9.69327,0.45573,10514.1,24.5285,8786.31,0.581844,0.995934,0.00511623,18070.4,-0.00264239,0.989988,12.1578,11.0231,121.203,92.5994,0.762308,12.1561,12.5997,120.497,143.813,0.705955,-51.2136 
104,202.095,0.28,0.3,43.2172,104,14502.6,-0.0387427,32.4594,11.8676,121.304,0.00120563,24.3884,500,-6.71308,-9.54041,-14.678,-6.62959,-6.30084,156.092,9181.85,37.3966,8024.18,12541,-7.69595,-10.5233,-16.6438,-7.61246,-7.28371,0.665513,8962.91,29.288,7805.24,0.571781,0.994314,0.00686476,15675.4,-0.00281817,0.863009,12.0299,10.8913,121.157,92.1366,0.691022,12.2291,12.2812,120.413,142.999,0.74462,-50.8624 
105,202.006,0.03,0.55,43.1976,105,15180.8,-0.096438,33.4088,11.9679,121.178,0.0128293,20.245,500,-4.84239,-2.47291,-9.50502,-8.20694,-7.65343,206.559,9887.36,31.9539,7952.53,13024.3,-6.14304,-3.77356,-12.1063,-9.50759,-8.95408,0.700965,9597.64,21.2236,7662.81,0.592899,0.996145,0.00507615,16187.7,-0.00276372,0.938796,11.9227,10.8077,121.023,91.8412,0.684971,12.3225,12.2555,120.247,142.808,0.775941,-50.9672 
