cyc,field,wiggle time,wait time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
365,202.114,0.09,0.49,43.2214,365,11986.9,-0.0125929,27.9711,11.4789,120.597,-0.00426427,-14.0305,500,-3.66469,-7.6709,-12.1818,-7.19038,-1.16163,92.2896,7763.82,24.2346,6535.95,10454.1,-4.24581,-8.25202,-13.344,-7.7715,-1.74275,0.622582,7634.37,19.4403,6406.5,0.580827,0.995564,0.00555874,13144,-0.00247719,0.76569,11.7356,10.6768,120.422,92.982,0.581295,11.8762,12.3635,119.603,143.976,0.819523,-50.9939 
366,202.074,0.07,0.51,43.2125,366,11455,-0.035073,26.3023,11.6179,120.895,-0.015265,47.6056,499.902,-2.75584,-6.16393,-6.23582,-4.55981,-0.181823,78.384,7500.53,22.2052,6223.16,9971.26,-3.24941,-6.6575,-7.22294,-5.05337,-0.675387,0.684016,7390.59,18.1333,6113.21,0.584331,0.995725,0.00543443,12648,-0.00234208,0.725553,11.7926,10.7628,120.698,92.5605,0.556921,11.9938,12.0979,120.016,143.317,0.68235,-50.7561 
367,202.03,0.19,0.39,43.2027,367,14427.6,-0.0328252,31.8342,11.6608,120.762,0.0056569,14.4032,500,-3.53442,-2.30516,-12.6513,0.0867281,-6.17388,115.659,8787.24,23.1455,7796.58,12086.8,-4.2627,-3.03343,-14.1079,-0.641545,-6.90216,0.512643,8625.02,17.1372,7634.35,0.567788,0.996535,0.00411803,15190.6,-0.00226907,0.825987,11.8867,10.9873,120.75,92.4777,0.689878,11.9967,12.1357,119.873,143.579,0.877069,-51.1012 
368,202.092,0.36,0.22,43.2165,368,10856.6,-0.00385132,25.5909,11.4503,120.683,0.00989604,-22.1168,4.58357e-12,-2.07488,-4.17194,-10.0273,-3.63964,-8.61624,129.791,6911.58,20.7513,6341.01,9546.04,-2.89214,-4.9892,-11.6618,-4.4569,-9.4335,0.651194,6729.53,14.0089,6158.97,0.559571,0.99637,0.00417249,12026.2,-0.00241036,0.695023,11.6492,10.427,120.664,92.8278,0.584604,11.83,11.8699,119.723,143.709,0.940701,-50.8812 
369,202.052,0.06,0.52,43.2077,369,10786.3,-0.0234215,25.9265,11.3474,120.712,-0.00488704,-2.04409,490.615,-6.00746,-8.98663,-13.3627,-8.1402,-3.59258,110.575,7163.39,28.1518,6035.56,9577.48,-6.70372,-9.6829,-14.7552,-8.83646,-4.28884,0.666678,7008.3,22.4076,5880.47,0.580854,0.994436,0.00697044,12065.5,-0.00244927,0.702539,11.6748,10.6887,120.525,92.551,0.554499,11.5937,12.2144,119.649,143.498,0.876092,-50.9469 
370,202.127,0.14,0.44,43.2243,370,12086.4,-0.114985,27.2666,11.7698,120.778,-0.0705824,-126.533,500,-7.07329,-5.72023,-13.4258,-6.35681,2.96011,85.1088,7847.95,16.1246,6415.92,10737.9,-7.6092,-6.25613,-14.4976,-6.89272,2.4242,0.558424,7728.58,11.7034,6296.55,0.58801,0.997357,0.00341224,13143.6,-0.00227007,0.76474,11.8555,10.6537,120.743,92.8362,0.570995,12.0355,12.0843,119.67,143.839,1.07325,-51.0026 
371,202.139,0.11,0.47,43.2268,371,11081.6,-0.173529,26.3311,11.579,120.66,0.32524,144.457,0.0138537,-9.8044,-8.09679,-5.89524,-5.41461,-5.72932,112.509,7346.52,16.1174,6223.72,11454.6,-10.5128,-8.80523,-7.31212,-6.12304,-6.43776,0.813423,7188.72,10.2728,6065.92,0.579483,0.997505,0.00310994,12405.4,-0.00253037,0.72602,11.7198,10.6242,120.461,92.6611,0.556644,11.8811,12.1776,119.69,143.644,0.770611,-50.983 
372,202.015,0.4,0.18,43.1994,372,12215.2,-0.762696,28.806,12.2349,120.885,0.627825,-386.136,481.177,-2.77379,-11.0969,-8.31713,-7.44865,-4.56149,171.404,7959.85,16.3275,6882.33,19364.8,-3.85307,-12.1762,-10.4757,-8.52793,-5.64078,0.742445,7719.44,7.42345,6641.92,0.574727,0.99832,0.00205463,13431.5,-0.00276519,0.768953,12.0049,10.6986,120.921,92.9033,0.613181,12.0545,12.0852,119.806,143.843,1.11537,-50.9401 
373,202.07,0.17,0.41,43.2117,373,11601.8,-0.0073254,26.4018,11.8422,120.751,-0.00470083,-13.2776,1.68751e-11,-6.16089,-0.694377,-10.2976,-8.16746,-2.73156,93.456,7254.05,41.4658,6647.05,10180,-6.74936,-1.28285,-11.4745,-8.75593,-3.32003,0.636683,7122.97,36.6109,6515.97,0.559687,0.991085,0.0102441,12726.7,-0.00237477,0.681407,11.9715,10.8843,120.764,92.9206,0.568744,12.2041,12.4425,119.783,144.114,0.98174,-51.1934 
374,202.095,0.08,0.5,43.2172,374,11272.2,-0.0338732,25.4202,11.9289,120.558,-0.0418063,29.9104,500,-1.83541,-2.61637,-4.77876,0.382589,-3.97143,122.01,7125.37,18.9507,6370.45,9912.03,-2.60368,-3.38463,-6.31528,-0.385673,-4.7397,0.637656,6954.24,12.6125,6199.32,0.566046,0.996836,0.00373378,12285.7,-0.00229866,0.679532,12.0238,10.6971,120.454,92.9262,0.546411,12.2744,12.3239,119.533,143.871,0.921024,-50.945 
375,202.127,0.34,0.24,43.2243,375,13883.2,0.136012,30.7364,-11.6727,120.597,-0.0365112,-159.4,7.22803e-13,-0.807962,-8.98707,-13.9362,-8.18371,-5.16352,148.405,8975.87,31.5081,7261.04,11868.9,-1.74243,-9.92154,-15.8051,-9.11817,-6.09799,0.629729,8767.72,23.7988,7052.89,0.591087,0.995272,0.00617748,14833.2,-0.00243772,0.865647,11.7864,10.717,120.577,92.2013,0.638311,12.1625,12.1903,119.609,143.161,0.967283,-50.9592 
376,200,0.45,0.13,40,376,14944.6,-0.68087,34.8071,11.5445,120.832,0.442523,-93.2936,461.411,-4.33817,-0.154782,-5.88213,-5.394,-3.70378,123.789,9469.58,28.6828,7810.39,14424.9,-5.11763,-0.934246,-7.44106,-6.17346,-4.48325,0.691877,9295.96,22.2523,7636.77,0.585994,0.995828,0.00533893,15863.6,-0.002473,0.978476,11.3821,10.3896,120.832,92.66,0.760288,11.5228,11.6169,119.909,143.583,0.922738,-50.9228 
377,200,0.45,0.13,40,377,16127.2,-0.65141,35.7492,11.8654,120.782,-0.0976145,90.0538,300.06,-11.0128,-5.75407,-12.6057,-2.52862,-4.03779,118.241,9838.4,24.6521,8488.49,14094.6,-11.7574,-6.49861,-14.0947,-3.27315,-4.78233,0.651174,9672.55,18.5097,8322.65,0.57472,0.996662,0.00408016,16830,-0.00225616,0.978647,11.7787,10.4025,120.849,92.9564,0.788076,11.65,11.878,119.832,143.777,1.0161,-50.8203 
378,200,0.45,0.13,40,378,13789.3,-0.711305,32.7125,11.6221,120.787,0.520604,-758.13,239.386,-4.83156,-6.32862,-8.49817,-7.98112,-6.54722,108.037,8914.25,24.1045,7341.15,25224.7,-5.51184,-7.0089,-9.85873,-8.6614,-7.2275,0.742379,8762.72,18.4922,7189.62,0.5863,0.996321,0.00471568,14945.8,-0.00265092,0.920291,11.5519,10.3075,120.835,92.9539,0.715094,11.5978,11.6011,119.839,143.777,0.996836,-50.8231 
379,200,0.45,0.13,40,379,15989.7,-0.636731,35.9739,11.662,120.611,1.5949,-1401.26,178.355,-7.89423,-5.96016,-6.30383,-3.13865,-3.62881,111.338,9902.78,32.2827,8354.15,86409.2,-8.5953,-6.66123,-7.70597,-3.83971,-4.32988,0.752475,9746.61,26.4989,8197.99,0.580263,0.995265,0.00591912,16796.9,-0.0023504,0.998541,11.6548,10.3619,120.636,93.2609,0.78467,11.6288,11.8356,119.64,144.19,0.996029,-50.9292 
380,200,0.45,0.13,40,380,17922.6,-0.156431,39.2225,11.6014,120.674,0.0493255,-37.7377,500,-5.55438,-1.62883,-6.10303,-5.85132,-1.03232,127.572,11052.5,33.5917,9173.61,14873.6,-6.35767,-2.43212,-7.70959,-6.6546,-1.8356,0.691488,10873.6,26.9646,8994.68,0.584319,0.995679,0.00549202,18609,-0.00244595,1.10554,11.7623,10.373,120.656,92.635,0.85717,11.7175,11.8195,119.654,143.622,1.00145,-50.9872 
381,200,0.45,0.13,40,381,15574.1,-0.0108718,35.5635,11.5169,120.669,0.0144316,2.92369,500,-5.88761,-3.54777,-11.824,-3.14695,-6.15128,115.77,9696.8,33.6593,8448.16,13334.6,-6.61658,-4.27674,-13.2819,-3.87592,-6.88025,0.619771,9534.42,27.6452,8285.79,0.572287,0.994951,0.00610858,16660.2,-0.00287931,0.978232,11.6967,10.5475,120.65,92.7157,0.786617,11.8189,11.8481,119.66,143.645,0.990536,-50.9291 
382,200,0.45,0.13,40,382,17046.9,-0.0382387,38.339,11.3214,120.911,-0.037217,62.3495,1.73292,-4.42622,-3.09179,-3.67829,-5.7938,-4.41586,123.117,10604.7,23.5534,8819.46,14205.3,-5.20145,-3.86703,-5.22876,-6.56904,-5.1911,0.799337,10432,17.1577,8646.77,0.58383,0.99713,0.00364196,17868.3,-0.00251137,1.0906,11.5004,10.3406,120.816,92.9374,0.833713,11.5724,11.8244,120.025,143.841,0.791154,-50.9036 
383,200,0.45,0.13,40,383,16605.5,-0.534764,37.7003,11.5563,121.023,0.442726,67.4845,478.194,-7.84219,-4.85963,-1.93129,-5.71184,-1.99462,110.133,10193.4,21.4362,8811.03,15155.3,-8.53567,-5.55311,-3.31824,-6.40532,-2.6881,0.874785,10038.9,15.715,8656.56,0.574192,0.997268,0.00333299,17483.6,-0.00257869,1.028,11.42,10.5748,120.68,93.1884,0.826271,11.604,12.0106,119.789,144.181,0.891089,-50.9925 
384,202.015,0.2,0.38,43.1994,384,11549.5,-0.00832712,26.1688,11.7765,120.82,0.00744074,-4.43309,6.67027e-11,-5.31585,-5.00403,-7.75905,-0.715387,-0.00911256,91.7326,7403.6,23.076,6468.81,10033.3,-5.89347,-5.58165,-8.91428,-1.293,-0.586728,0.599702,7274.93,18.3107,6340.15,0.571594,0.995615,0.00529194,12727.5,-0.0024264,0.695845,12.1273,10.7544,120.686,92.8453,0.573531,12.1437,12.1286,119.94,143.793,0.745905,-50.9482 
385,202.033,0.05,0.53,43.2034,385,12341.7,-0.0592607,28.3892,11.7753,120.655,0.128744,105.81,499.998,-9.5993,-4.74223,-11.0354,-5.22454,-10.5645,139.255,7839.39,26.8623,7059.82,11325.7,-10.4762,-5.61909,-12.7891,-6.1014,-11.4413,0.724533,7644.07,19.6283,6864.5,0.56424,0.995526,0.00523969,13547.5,-0.00277,0.732019,12.1482,10.9311,120.641,93.1682,0.621548,12.0984,12.3007,119.606,144.243,1.03493,-51.0751 
386,202.005,0.21,0.37,43.1974,386,12269.5,-0.729757,28.9114,12.0806,120.545,0.735982,-651.905,175.348,-5.60514,-4.30882,-4.08287,-4.90992,-5.17349,119.384,8279.13,23.9419,6493.92,26988.6,-6.35687,-5.06055,-5.58632,-5.66164,-5.92521,0.80461,8111.69,17.7402,6326.47,0.59854,0.996187,0.00513894,13552.5,-0.00272516,0.800098,12.0118,10.6689,120.591,91.9366,0.569873,12.1214,12.4012,119.661,142.853,0.930214,-50.9162 
387,202.03,0.39,0.19,43.2027,387,15588.4,-0.0196755,33.9015,11.9673,120.625,-0.00778558,-11.7493,500,-4.78528,-5.07642,-10.5617,-5.34106,-1.10182,115.37,10020.1,27.6437,8062.93,13210.1,-5.51173,-5.80287,-12.0146,-6.06752,-1.82828,0.615224,9858.32,21.6505,7901.11,0.591975,0.996171,0.00502235,16653.3,-0.00275768,0.932013,12.2328,10.9205,120.432,92.5666,0.697769,12.1758,12.3374,119.612,143.619,0.819622,-51.0527 
388,202.049,0.18,0.4,43.207,388,12283.7,-0.360906,28.9561,11.8953,120.948,0.423912,-403.215,500,-10.3673,-5.17351,-10.4721,-6.34862,-3.8511,121.882,8284.04,19.3072,6733.4,16777,-11.1347,-5.94097,-12.007,-7.11608,-4.61856,0.705836,8113.09,12.9757,6562.44,0.589751,0.997209,0.00362911,13756.8,-0.00288236,0.803472,11.8514,10.7507,120.72,92.003,0.59173,12.1901,12.2253,119.971,143.033,0.749122,-51.0302 
389,202.138,0.33,0.25,43.2266,389,12624.4,-0.0583377,28.7272,11.8204,120.597,0.0387059,10.3404,0.00104406,-4.36022,-3.15081,-12.6495,-3.85054,-0.393245,137.072,7799.75,10.2942,7291.09,11067.1,-5.22333,-4.01392,-14.3757,-4.71365,-1.25635,0.514054,7607.49,3.17358,7098.84,0.554785,0.99927,0.000822848,13712.5,-0.0026471,0.725782,12.251,10.8624,120.469,92.7041,0.65413,12.1069,11.9808,119.532,143.62,0.936838,-50.9164 
390,202.141,0.12,0.46,43.2274,390,14430.6,-0.556299,33.175,12.039,120.972,-0.0556108,-811.432,500,-3.98541,-4.55137,-15.1784,-1.57936,-5.11138,151.368,9571.33,24.5452,7535.01,14470.5,-4.93853,-5.50449,-17.0846,-2.53249,-6.06451,0.527065,9359.02,16.6819,7322.7,0.597771,0.99689,0.00417899,15656.5,-0.00296455,0.928976,11.9561,10.6943,120.803,92.6089,0.672101,12.1554,12.1457,120.068,143.601,0.735932,-50.9917 
391,202.006,0.23,0.35,43.1976,391,10926.6,-0.63919,26.1809,12.2288,120.798,-2.45326,715.863,2.0717,-4.57785,-7.34865,-9.22199,-0.9552,-1.0087,78.3131,6953.91,31.466,6467.94,67592.3,-5.07097,-7.84177,-10.2082,-1.44832,-1.50181,0.608447,6844.07,27.3978,6358.1,0.555884,0.993043,0.00787534,12312,-0.00267659,0.672904,11.9902,10.6893,120.504,92.6597,0.571266,12.0802,12.2914,119.675,143.427,0.829482,-50.7673 
392,202.095,0.28,0.3,43.2172,392,12418.2,-0.0112245,28.5296,11.7994,120.911,-0.044858,-39.3125,499.994,-3.39059,-3.41854,-8.02121,-7.46623,-10.1599,150.768,7916.91,35.7627,7124.99,11016,-4.33993,-4.36788,-9.9199,-8.41557,-11.1092,0.739993,7705.44,27.9306,6913.53,0.564457,0.993697,0.00738712,13651.1,-0.00274316,0.756687,11.9473,10.7782,120.701,92.7482,0.640318,12.0991,11.9826,119.973,143.85,0.727706,-51.1019 
393,202.006,0.03,0.55,43.1976,393,11440,-0.0402914,27.3571,11.6347,120.924,0.0513249,11.5542,2.43768,-7.24077,-7.19389,-7.77868,-2.03614,-4.19051,173.855,7744.79,30.7773,6378.95,10380.8,-8.33549,-8.28861,-9.96812,-3.13086,-5.28523,0.715264,7500.94,21.7458,6135.1,0.58706,0.994952,0.00648697,12777.1,-0.00297081,0.738934,12.0841,10.811,120.781,92.5882,0.562024,12.0985,12.4872,119.858,143.439,0.923039,-50.8507 
394,202.141,0.32,0.26,43.2274,394,12865.5,-0.0717418,29.9356,11.7071,120.895,0.0146984,-1.3019,2.20875e-05,-2.73812,-1.38972,-9.70707,-4.39869,-3.91354,112.601,8249.32,12.9128,7250.07,11409.2,-3.44714,-2.09874,-11.1251,-5.10771,-4.62255,0.578614,8091.39,7.06337,7092.14,0.570192,0.998475,0.00183127,14190.6,-0.00288335,0.79187,11.9325,10.8567,120.751,92.8179,0.639763,12.2268,12.1595,119.946,143.698,0.80551,-50.8802 
395,202.074,0.27,0.31,43.2125,395,13225.8,-0.00639945,29.3276,12.1328,120.934,-0.0051769,35.6409,500,-6.38162,-4.47974,-14.1235,-11.291,-4.78872,160.225,8609.84,22.5281,7168.11,11589.3,-7.39051,-5.48864,-16.1413,-12.2999,-5.79762,0.657429,8385.11,14.2047,6943.38,0.584067,0.997044,0.00375441,14356.4,-0.00273756,0.781409,12.3498,10.978,120.735,93.095,0.607503,12.5119,12.3864,119.873,144.123,0.861591,-51.0278 
396,202.003,0.02,0.56,43.1967,396,12342,-0.760457,29.0165,12.2111,120.737,1.90304,-1294.71,459.821,-9.41069,-4.35406,-12.5751,-8.36842,-4.91249,132.25,8340.89,25.1251,6588.13,91742.2,-10.2434,-5.1868,-14.2405,-9.20116,-5.74523,0.680828,8155.4,18.255,6402.64,0.596955,0.996098,0.0052247,13661.7,-0.00271678,0.779032,12.0166,10.8726,120.536,93.026,0.577149,12.1119,12.4727,119.798,144.155,0.738381,-51.129 
397,202.139,0.31,0.27,43.2268,397,14629.8,-0.0298259,33.1845,11.6881,120.964,-0.0446549,45.7779,499.874,-4.00935,-5.64874,-5.86125,-2.75317,1.15579,83.5284,9392.91,26.2796,7843.21,12692.8,-4.5353,-6.1747,-6.91316,-3.27913,0.629834,0.658987,9275.76,21.9404,7726.06,0.582642,0.995878,0.00520398,15920.2,-0.00282417,0.887519,12.0072,10.8333,120.94,92.5294,0.719464,11.9606,11.9754,120.012,143.596,0.927425,-51.0671 
398,202.033,0.25,0.33,43.2034,398,11931.2,0.0101819,27.0187,11.9,120.683,-0.0204669,14.242,9.10725e-05,0.562213,-2.50447,-10.7194,-2.37286,-3.65561,123.635,7707.27,25.0171,6561.53,10476.1,-0.216285,-3.28297,-12.2764,-3.15136,-4.43411,0.474495,7533.86,18.5945,6388.12,0.578298,0.995699,0.00533339,13027.6,-0.00252463,0.707953,12.1286,11.0824,120.704,93.1068,0.563273,12.3105,12.4182,119.64,144.253,1.06373,-51.1459 
399,202.07,0.37,0.21,43.2117,399,13213.4,-0.733198,30.0997,12.2978,120.904,0.380697,686.699,155.018,-7.40007,-4.53681,-5.47387,-8.24679,-8.14429,142.747,8326.71,22.6661,7249.26,20560.2,-8.29891,-5.43565,-7.27155,-9.14563,-9.04313,0.814477,8126.49,15.2507,7049.04,0.572745,0.996727,0.0039696,14188.7,-0.0025716,0.756139,12.1147,11.2018,120.855,94.1355,0.608334,12.2677,12.7326,120.001,145.73,0.853902,-51.5948 
400,202.129,0.3,0.28,43.2247,400,11894.5,-0.0532495,27.3284,11.7146,120.626,0.0335608,97.4257,500,-4.83342,-7.75306,-12.7317,-5.95091,-6.76505,126.393,7567.09,17.4601,6747.37,10528.1,-5.62929,-8.54893,-14.3234,-6.74677,-7.56092,0.665414,7389.81,10.8942,6570.09,0.566699,0.997427,0.0030452,13040.1,-0.00248484,0.71628,11.9948,10.75,120.652,92.6881,0.594704,11.904,12.4172,119.59,143.708,1.06259,-51.0197 
401,202.017,0.04,0.54,43.1999,401,13038.3,0.00704435,29.9888,11.6101,120.839,-0.0124404,30.1164,6.98927e-11,-8.36352,-1.96676,-1.341,-8.43333,-5.69545,94.79,8522.01,25.7799,7021.95,11346.4,-8.96039,-2.56363,-2.53474,-9.03019,-6.29231,0.913729,8389.06,20.8558,6889,0.58609,0.995668,0.00554587,14313.6,-0.00276061,0.804635,12.0644,10.8392,120.714,92.5798,0.615165,12.1215,12.4574,119.871,143.692,0.843049,-51.1117 
402,202.017,0.24,0.34,43.1999,402,11563.1,-0.617297,27.3252,11.9134,120.899,-0.910591,630.163,500,-6.81981,-6.23801,-1.5481,-5.38249,-4.57479,91.6632,7578.88,19.6493,6407.26,29277,-7.39699,-6.81519,-2.70245,-5.95967,-5.15197,0.903574,7450.31,14.8876,6278.69,0.579791,0.996515,0.00434886,12850,-0.00252301,0.755034,11.638,10.6033,120.875,92.7964,0.572739,12.0888,12.0691,120.081,143.778,0.793237,-50.9817 
403,202.138,0.13,0.45,43.2266,403,12418.8,-0.0270293,28.5771,11.7097,120.621,0.044672,-50.7098,500,-4.69712,-8.47605,-18.9295,-5.51403,-3.04112,86.236,7843.71,19.0854,7077.82,10967,-5.24013,-9.01905,-20.0155,-6.05704,-3.58413,0.54423,7722.76,14.6056,6956.87,0.563472,0.996701,0.00385251,13705.7,-0.0026418,0.743969,11.9653,10.812,120.608,93.2131,0.626666,12.0898,12.2257,119.753,144.217,0.855755,-51.0043 
404,202.049,0.38,0.2,43.207,404,12622.5,-0.22339,29.0967,11.7823,120.566,0.124986,151.056,0.00247126,-2.09747,-5.02429,-8.02009,-6.39884,-2.74773,125.754,8418.09,24.4109,6740.05,11774.7,-2.88931,-5.81613,-9.60377,-7.19068,-3.53957,0.669286,8241.71,17.8782,6563.66,0.593507,0.996218,0.0049925,13886.5,-0.00263794,0.81356,11.9469,10.6849,120.44,92.9323,0.590489,12.1607,12.18,119.663,144.082,0.777316,-51.1497 
405,202.129,0.1,0.48,43.2247,405,11609.9,-0.0246886,26.7869,11.5563,120.621,0.104489,-137.948,500,-3.61291,-3.07088,-6.63651,-7.94321,-3.08615,129.861,7620,31.3228,6320.16,10546.4,-4.43061,-3.88858,-8.27191,-8.76091,-3.90385,0.717256,7437.86,24.5768,6138.02,0.584896,0.994251,0.00732183,12716.6,-0.00236302,0.742701,11.7653,10.5667,120.566,92.7995,0.587013,11.9162,11.8307,119.675,143.475,0.891088,-50.676 
406,202.092,0.16,0.42,43.2165,406,12517.6,-0.595679,28.2824,12.0022,120.869,0.631828,472.542,206.83,-9.42232,-1.99764,-9.08163,-5.48047,-5.10842,90.8593,8080.6,9.05673,6572.92,20769.6,-9.99443,-2.56975,-10.2259,-6.05259,-5.68054,0.703797,7953.16,4.33677,6445.48,0.589286,0.999047,0.00123791,13496.3,-0.00219125,0.767226,11.7958,10.8384,120.84,92.7841,0.570663,12.0477,12.4707,119.841,144,0.999214,-51.2157 
407,202.111,0.15,0.43,43.2208,407,12527.2,-0.00127873,28.2188,11.6332,120.91,-0.000233718,-15.1369,500,-8.90127,-0.224105,-18.1347,-8.74849,-5.83002,76.6608,8009.47,24.786,6870.36,10686.6,-9.38398,-0.706817,-19.1001,-9.23121,-6.31273,0.573037,7901.94,20.8036,6762.83,0.576028,0.995414,0.0056347,13718,-0.00228701,0.77428,11.5747,10.7844,120.841,92.8169,0.599999,12.0546,12.253,119.873,143.908,0.968259,-51.0911 
408,202.003,0.22,0.36,43.1967,408,11076.5,-0.0150517,25.6254,11.5182,120.979,0.070086,16.7998,2.35184e-11,-5.34114,-2.86706,-10.519,-5.71018,-2.4203,112.245,7141.65,24.5936,6201.8,9646.69,-6.04792,-3.57384,-11.9326,-6.41696,-3.12708,0.616296,6984.21,18.7627,6044.37,0.573305,0.995321,0.00568568,12182.4,-0.00225817,0.682796,11.7715,10.6945,120.867,93.1727,0.582151,11.7377,11.8742,120.044,144.199,0.822936,-51.0263 
409,202.005,0.01,0.57,43.1974,409,10433.9,-0.312421,24.5612,11.9843,120.942,0.486299,221.568,500,-7.48927,-9.20685,-7.88692,-5.20394,-5.89889,128.437,7023.26,27.5984,5881.29,13089.6,-8.29801,-10.0156,-9.5044,-6.01267,-6.70763,0.765545,6843.11,20.9263,5701.14,0.582586,0.994677,0.00671613,11746.1,-0.00248657,0.67401,11.8613,10.6619,120.909,92.9437,0.530292,11.9811,12.1433,120.083,144.025,0.826559,-51.0815 
410,202.114,0.29,0.29,43.2214,410,13276.3,-0.265716,29.6821,12.0085,120.531,0.147969,-24.6234,500,-5.70859,-2.65449,-12.9233,-7.13507,-5.34975,165.191,8449.93,22.1348,7226.24,11721.9,-6.74875,-3.69465,-15.0036,-8.17523,-6.38991,0.625023,8218.23,13.5535,6994.55,0.577385,0.997122,0.0035568,14233.5,-0.00250089,0.816253,11.8845,10.6149,120.369,93.3551,0.648146,12.1527,11.991,119.567,144.581,0.802021,-51.2258 
411,202.111,0.35,0.23,43.2208,411,11839.8,1.74299,20.1574,12.1676,120.546,-5.06254,2769.1,1.22983e-07,-2.16076,-5.89223,-5.22093,-5.98805,-7.07834,95.9488,7517.46,22.5672,6516.36,464338,-2.76492,-6.49639,-6.42926,-6.59222,-7.68251,0.785443,7382.88,17.5828,6381.79,0.573596,0.99585,0.00504966,12871.2,-0.00227196,0.734772,11.7592,10.5761,120.533,93.3438,0.577455,12.0306,12.2724,119.821,144.522,0.711571,-51.1787 
412,202.052,0.26,0.32,43.2077,412,12406,-0.0797054,27.9175,11.6237,120.695,0.212113,-5.99746,8.95948e-07,-8.18967,-7.00393,-8.67637,-7.02186,-9.02435,103.638,7922.17,33.2708,6661.07,10605.1,-8.84225,-7.6565,-9.98153,-7.67444,-9.67693,0.772276,7776.81,27.8871,6515.71,0.581212,0.993764,0.00782248,13380.3,-0.00218838,0.770548,11.6939,10.686,120.657,92.3924,0.594114,12.0026,12.0785,119.662,143.255,0.995491,-50.8621 
413,202.114,0.09,0.49,43.2214,413,11293.9,-0.0123311,26.9306,11.4452,120.809,0.00603154,5.22179,3.26562e-12,-3.34531,-2.67143,-9.51176,-9.04266,-2.01299,96.2682,7635.46,12.9369,6103.96,10034.8,-3.95148,-3.27761,-10.7241,-9.64883,-2.61916,0.645146,7500.44,7.93596,5968.94,0.593684,0.998152,0.00244318,12633.7,-0.00262702,0.752622,11.7464,10.6829,120.612,92.8957,0.560811,11.8887,12.0643,119.743,144.019,0.869019,-51.1238 
414,202.074,0.07,0.51,43.2125,414,9869.35,-0.0402579,23.6132,11.5877,120.667,-0.0179206,-23.4962,500,-4.06332,-8.71138,-6.74415,-8.52083,-4.68742,154.65,6528.39,25.8401,5730.08,8921.05,-5.03711,-9.68517,-8.69174,-9.49462,-5.66121,0.774649,6311.48,17.8063,5513.17,0.57103,0.995087,0.00591441,11052.8,-0.00245423,0.626371,11.7279,10.8148,120.638,92.9043,0.518844,12.0206,12.1179,119.879,143.996,0.759739,-51.0916 
415,202.03,0.19,0.39,43.2027,415,11703.6,-0.0195606,26.5097,11.8206,120.485,-0.0372835,77.3414,500,-4.89205,-0.178519,-10.2149,-5.44268,-5.52093,114.106,7323.48,25.9699,6676.78,10294.8,-5.61055,-0.897015,-11.6519,-6.16118,-6.23942,0.618722,7163.44,20.0423,6516.74,0.561054,0.995128,0.0056335,12767.8,-0.0023774,0.669676,12.0042,11.1073,120.578,93.2464,0.573671,12.1513,12.5013,119.572,144.335,1.00553,-51.0886 
416,202.092,0.36,0.22,43.2165,416,12674.4,-0.247936,29.0717,11.7631,120.525,0.134207,-121.679,3.12497e-07,-9.22674,-4.72063,-7.17319,-6.83848,-4.64302,134.444,8156.36,30.7136,6854.41,11663.9,-10.0733,-5.56719,-8.86631,-7.68504,-5.48958,0.764703,7967.79,23.7295,6665.84,0.581573,0.994815,0.00651492,13700.4,-0.00244488,0.781597,11.912,10.7403,120.446,92.7148,0.608059,11.9694,12.266,119.598,143.783,0.848027,-51.0685 
417,202.052,0.06,0.52,43.2077,417,11077.2,-0.0763714,26.9499,11.3619,121.077,-0.267865,-146.819,318.677,-5.93198,-2.83859,-10.339,-3.49229,-6.57733,152.969,7310.86,29.6289,6276.35,11248.1,-6.89518,-3.8018,-12.2655,-4.4555,-7.54054,0.649142,7096.3,21.6825,6061.8,0.576492,0.994681,0.00654591,12309.5,-0.0026422,0.724249,11.7481,10.5351,120.698,93.2574,0.588044,11.7073,12.0267,120.115,144.258,0.58298,-51.0002 
418,202.127,0.14,0.44,43.2243,418,13703.1,-0.621952,31.693,-12.0405,120.711,-0.0909101,270.3,485.905,-4.40968,-0.451016,-7.32361,-9.27245,-5.41929,127.749,8895.1,33.4455,7386.2,13222.3,-5.21408,-1.25542,-8.93241,-10.0769,-6.22369,0.718242,8715.92,26.8092,7207.02,0.584414,0.994646,0.00680576,14914,-0.00265697,0.854555,11.9174,10.7673,120.608,92.868,0.656459,11.905,12.1771,119.618,143.706,0.989697,-50.8376 
