cyc,time,amplitude,T,TF,EF,ToTF,q,offs,N,Npix,ENoEF,tof,AR
178,4.5,1.5,4.25011e-07,7.45744e-07,1.02961e-29,0.569916,-0.290452,1.14554e-13,37021.2,51643.6,1.57944,0.0066,1.42137 
179,4.5,0.5,3.75249e-07,7.52161e-07,1.03847e-29,0.498895,0.0649743,-1.52213e-13,37985.2,50176.5,1.36609,0.0066,1.42861 
180,4.5,0.2,3.70699e-07,8.02421e-07,1.10786e-29,0.461976,0.271527,-1.58493e-13,46119.9,60629.2,1.26013,0.0066,1.44774 
181,4.5,0.3,3.63306e-07,7.62016e-07,1.05208e-29,0.476769,0.186631,4.19881e-14,39497.9,52372.4,1.30209,0.0066,1.42702 
182,4.5,0.9,3.77959e-07,8.05303e-07,1.11184e-29,0.469337,0.228904,1.33935e-13,46618.6,62921.4,1.28092,0.0066,1.44833 
183,4.5,0.35,3.70765e-07,7.69691e-07,1.06267e-29,0.481706,0.158955,1.15439e-13,40703.4,54233.4,1.31625,0.0066,1.45782 
184,4.5,1.3,4.06232e-07,7.94325e-07,1.09669e-29,0.511418,-0.00132587,-4.82147e-13,44738,58833.5,1.4029,0.0066,1.39811 
185,4.5,1.2,3.97222e-07,7.94453e-07,1.09686e-29,0.499994,0.0590937,5.54289e-13,44759.6,62242.3,1.36932,0.0066,1.43614 
186,4.5,1.1,4.02956e-07,7.78426e-07,1.07473e-29,0.517655,-0.0337205,2.8308e-13,42104.9,57591.1,1.42137,0.0066,1.42397 
187,4.5,0.25,3.83361e-07,7.71013e-07,1.0645e-29,0.497217,0.0739941,2.13243e-13,40913.6,55755.8,1.3612,0.0066,1.43371 
188,4.5,0.4,3.9468e-07,7.44326e-07,1.02765e-29,0.530251,-0.097932,6.0645e-13,36810.5,51369.2,1.45893,0.0066,1.44571 
189,4.5,0.8,3.80863e-07,7.57946e-07,1.04646e-29,0.502493,0.0457483,-3.2897e-13,38868.4,50188.2,1.37663,0.0066,1.45712 
190,4.5,0.6,3.65675e-07,7.72592e-07,1.06668e-29,0.47331,0.206215,8.69682e-14,41165.4,55716.5,1.29222,0.0066,1.44226 
191,4.5,1,3.91605e-07,7.56358e-07,1.04427e-29,0.51775,-0.0342112,-4.81087e-13,38624.6,49886.3,1.42166,0.0066,1.42422 
192,4.5,0.7,3.65994e-07,7.69341e-07,1.06219e-29,0.475724,0.192529,-1.20618e-13,40647.9,54207.8,1.2991,0.0066,1.4136 
193,4.5,0.15,3.70434e-07,7.61311e-07,1.0511e-29,0.486574,0.131974,6.04071e-13,39388.3,53730.2,1.33028,0.0066,1.47037 
194,4.5,0.01,3.90111e-07,7.50499e-07,1.03618e-29,0.519803,-0.0447816,3.10557e-13,37733.9,51136.8,1.42775,0.0066,1.44651 
195,4.5,1.6,4.14622e-07,7.32771e-07,1.0117e-29,0.565827,-0.271236,-4.51182e-13,35122.6,46048.1,1.56686,0.0066,1.36561 
196,4.5,1.4,4.0774e-07,7.76681e-07,1.07233e-29,0.524978,-0.0712448,-4.94302e-13,41822.5,54464.9,1.44316,0.0066,1.42231 
197,4.5,0.05,3.66973e-07,7.30756e-07,1.00892e-29,0.502183,0.0474008,-3.21406e-13,34833.6,45229.1,1.37572,0.0066,1.41502 
198,4.5,0.05,3.63683e-07,8.05153e-07,1.11163e-29,0.451695,0.332377,-2.80171e-13,46592.5,59944.4,1.23138,0.0066,1.49644 
199,4.5,0.05,3.55163e-07,7.59445e-07,1.04853e-29,0.467661,0.238545,-1.52941e-13,39099.5,51389.7,1.27617,0.0066,1.46379 
200,4.5,0.05,3.62789e-07,7.566e-07,1.0446e-29,0.479499,0.171286,3.23259e-14,38661.6,51367.3,1.30991,0.0066,1.46145 
201,4.5,0.05,3.78195e-07,7.46407e-07,1.03053e-29,0.506688,0.0235135,2.99958e-13,37120.1,50722.4,1.38896,0.0066,1.44123 
202,4.5,0.05,3.76225e-07,7.88529e-07,1.08868e-29,0.477122,0.184641,7.39521e-13,43765.8,61149.7,1.3031,0.0066,1.47753 
203,4.5,0.05,3.75553e-07,7.96941e-07,1.1003e-29,0.471242,0.217996,5.1651e-13,45181.5,61229.4,1.28634,0.0066,1.47343 
204,4.5,0.05,3.65965e-07,7.64672e-07,1.05574e-29,0.478591,0.176382,-3.93243e-13,39912.3,51529.6,1.30731,0.0066,1.44557 
205,4.5,0.05,3.68097e-07,7.45707e-07,1.02956e-29,0.493622,0.0934332,-4.12884e-13,37015.7,47881.3,1.35071,0.0066,1.43118 
206,4.5,0.05,3.64558e-07,7.3102e-07,1.00928e-29,0.498698,0.0660265,-1.15691e-13,34871.3,46006.6,1.36551,0.0066,1.4381 
207,4.5,0.05,3.75418e-07,7.51975e-07,1.03821e-29,0.499242,0.0631143,3.6666e-13,37957,51460.1,1.36711,0.0066,1.45714 
208,4.5,0.05,3.50308e-07,7.62922e-07,1.05333e-29,0.459167,0.287998,-4.10726e-13,39638.9,50993.8,1.25224,0.0066,1.44202 
209,4.5,0.05,3.85422e-07,7.23254e-07,9.98561e-30,0.5329,-0.11124,2.13113e-13,33771.9,46200.4,1.46687,0.0066,1.44074 
210,4.5,0.05,3.57944e-07,8.00697e-07,1.10548e-29,0.44704,0.360456,-6.75409e-14,45823.3,60090.8,1.21848,0.0066,1.47416 
211,4.5,0.05,3.58175e-07,7.66989e-07,1.05894e-29,0.466989,0.24242,3.01152e-14,40276.3,52744.1,1.27427,0.0066,1.47057 
212,4.5,0.05,3.83492e-07,6.61226e-07,9.12921e-30,0.579972,-0.337143,6.80325e-13,25806.6,37951.9,1.61049,0.0066,-1.38473 
213,4.5,0.05,4.12705e-07,6.69379e-07,9.24178e-30,0.61655,-0.500801,-3.59116e-13,26773,35966.7,1.72462,0.0066,1.31983 
214,4.5,0.05,3.92025e-07,7.05685e-07,9.74305e-30,0.555523,-0.222202,4.35665e-13,31370,44174.3,1.53532,0.0066,1.37747 
215,4.5,0.05,3.83255e-07,7.72073e-07,1.06596e-29,0.496397,0.0784144,1.7501e-13,41082.4,55435.1,1.35881,0.0066,1.44534 
216,4.5,0.05,3.6183e-07,7.91846e-07,1.09326e-29,0.456945,0.301108,-2.62381e-13,44320.4,57978.9,1.24602,0.0066,1.44538 
217,4.5,0.05,3.86914e-07,7.89365e-07,1.08984e-29,0.490158,0.112295,1.98151e-13,43905.2,60174.9,1.34065,0.0066,1.43816 
218,4.5,0.05,3.68296e-07,7.6645e-07,1.0582e-29,0.480522,0.165565,-4.02969e-14,40191.4,53772.2,1.31285,0.0066,1.43547 
219,4.5,0.05,3.79319e-07,7.7358e-07,1.06804e-29,0.490342,0.111289,4.25184e-13,41323.6,56078.5,1.34119,0.0066,1.46454 
220,4.5,0.05,3.74454e-07,7.39305e-07,1.02072e-29,0.506494,0.0245342,1.69366e-13,36070.6,48306.5,1.38839,0.0066,1.45459 
221,4.5,0.05,3.67767e-07,7.49219e-07,1.03441e-29,0.490868,0.108414,2.49618e-14,37541.2,50014.4,1.34272,0.0066,1.41861 
222,4.5,0.05,3.8546e-07,7.1058e-07,9.81063e-30,0.542458,-0.158689,-7.18912e-15,32027.3,43190,1.49565,0.0066,1.42371 
223,4.5,0.05,3.70987e-07,7.35323e-07,1.01522e-29,0.504523,0.0349645,-2.67873e-13,35490.8,46083.2,1.38261,0.0066,1.43552 
224,4.5,0.05,3.90652e-07,7.66741e-07,1.0586e-29,0.509497,0.00873578,5.06688e-13,40237.3,55744.4,1.39723,0.0066,1.43382 
225,4.5,0.05,3.91828e-07,7.73992e-07,1.06861e-29,0.506243,0.0258646,3.92144e-13,41389.6,56988.2,1.38765,0.0066,1.43806 
226,4.5,0.05,4.00656e-07,7.1405e-07,9.85853e-30,0.561104,-0.248873,4.35389e-13,32498.8,44944.9,1.55238,0.0066,1.4416 
227,4.5,0.05,3.89166e-07,7.38261e-07,1.01928e-29,0.527139,-0.0822143,2.71724e-13,35917.9,50074.3,1.44962,0.0066,1.40064 
228,4.5,0.05,3.79504e-07,7.64264e-07,1.05518e-29,0.496562,0.0775279,1.02613e-13,39848.5,52611.5,1.35929,0.0066,1.45824 
229,4.5,0.05,3.76277e-07,7.48033e-07,1.03277e-29,0.503022,0.0429316,1.88677e-13,37363.2,50184.6,1.37823,0.0066,1.49289 
230,4.5,0.05,3.60999e-07,7.74448e-07,1.06924e-29,0.466137,0.247344,-1.57067e-13,41462.8,54071.6,1.27186,0.0066,1.47777 
231,4.5,0.05,3.98669e-07,7.14847e-07,9.86954e-30,0.557698,-0.232626,4.74808e-13,32607.8,45726.8,1.54196,0.0066,1.44266 
232,4.5,0.05,3.78745e-07,7.36521e-07,1.01688e-29,0.514235,-0.0160126,1.94478e-13,35664.5,48882.7,1.41124,0.0066,1.40589 
233,4.5,0.05,3.68121e-07,7.58234e-07,1.04686e-29,0.485498,0.137909,1.92903e-13,38912.7,51853.7,1.32717,0.0066,1.44688 
234,4.5,0.05,3.56856e-07,7.45061e-07,1.02867e-29,0.478962,0.174303,-2.01575e-13,36919.6,48305.8,1.30837,0.0066,1.44137 
