cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
179,179,179,20680.1,0,5,101,125,0,5,135,-6.70635,-6.95613,-7.61873,-1.73554,-5.97718,-44.2347,-0.675906,26506.9,11.9649,16439.4,-6.53544,-6.78521,-7.2769,-1.56462,-5.80627,0.739817,1.90917,26700.8,14.55,0.0985678,4.08568e-05,0.999704,19.3691,420.698,489.845,0.521551,35283.2,8.7124e-07,0.521046,109.347,85.2548,22.7365,24.315,0.935082,469.907,547.47,0.582168 
180,180,180,19530.6,0,5,101,125,0,5,135,-5.90432,-3.88537,-5.09881,-4.78778,-5.53625,-67.4253,11.3766,25803.1,-6.81899,16439.4,-5.6438,-3.62485,-4.57777,-4.52726,-5.27574,0.806432,15.317,26098.6,-2.87865,1.2912,0.000335252,1.00006,11.8626,426.585,492.988,0.55575,34009.7,8.60629e-07,0.53285,109.439,85.739,22.7127,24.1878,0.939013,468.923,541.758,0.585648 
181,181,181,18168.3,0,5,101,125,0,5,135,-6.87471,-3.71629,-8.18902,-7.93467,-5.23086,-26.4119,-1.27594,24076.7,2.66625,16439.4,-6.77266,-3.61424,-7.98492,-7.83262,-5.12881,0.745161,0.267567,24192.5,4.20976,0.0503013,6.3199e-06,0.999906,5.31927,396.916,458.169,0.468608,31787.3,8.41459e-07,0.506792,109.274,86.1234,22.4296,23.8855,0.939048,457.308,528.299,0.584133 
182,182,182,19570.3,0,5,101,125,0,5,135,-0.439663,-5.13116,-8.90291,-2.59968,-13.7972,-21.5294,10.8407,25485.6,7.63367,16439.4,-0.356478,-5.04797,-8.73654,-2.51649,-13.714,0.712344,12.0988,25580,8.89185,0.531372,0.000270202,0.999811,22.7691,431.785,522.961,0.599395,33616.7,8.57302e-07,0.554287,109.645,85.3905,22.6603,24.7076,0.917138,466.762,565.292,0.599171 
183,183,183,21295,0,5,101,125,0,5,135,-2.11666,-4.87323,-9.92494,-5.63988,-4.49048,-116.884,11.7555,26765.3,10.6492,16439.4,-1.66504,-4.42161,-9.0217,-5.18826,-4.03886,0.629278,18.5862,27277.6,17.4799,0.469799,0.000389205,0.999652,39.5621,405.888,474.857,0.461792,34770.2,8.66997e-07,0.506369,109.558,85.5273,22.7501,24.3836,0.93301,470.47,550.562,0.587018 
184,184,184,21438.2,0,5,101,125,0,5,135,-0.551109,-0.889924,-3.04718,-6.26145,-5.81544,-119.845,-3.34558,27474.2,2.64762,16439.4,-0.0880525,-0.426868,-2.12107,-5.7984,-5.35238,0.846152,3.65815,27999.5,9.65135,0.24004,7.4652e-05,0.999813,15.2398,418.65,489.549,0.516462,35914.8,8.76408e-07,0.516555,109.468,85.5192,22.7132,24.3338,0.933402,468.947,548.319,0.578591 
185,185,185,19615.9,0,5,101,125,0,5,135,-2.16717,-4.21778,-11.4624,-6.0695,-6.39229,25.3025,11.3755,25500.1,0.306416,16439.4,-2.26493,-4.31554,-11.658,-6.16726,-6.49005,0.622668,9.89679,25389.2,-1.17226,1.16569,0.000222695,1.00003,8.49007,412.974,480.981,0.526151,33675.6,8.57802e-07,0.519563,110.01,85.9126,22.4939,24.048,0.935376,459.934,535.513,0.578556 
186,186,186,19409,0,5,101,125,0,5,135,-5.06908,-2.71473,-4.79604,-3.76784,-8.04182,-98.4851,6.25194,25352.5,-6.27686,16439.4,-4.68856,-2.3342,-4.03499,-3.38731,-7.66129,0.817474,12.0074,25784.2,-0.521397,1.05497,0.000266037,1.00001,11.3817,432.459,513.615,0.688153,33690,8.57924e-07,0.549342,109.439,85.5429,22.4088,24.1986,0.926037,456.461,542.243,0.579896 
187,187,187,18533.9,0,5,101,125,0,5,135,-4.35022,-6.12248,-15.0701,-6.0196,-6.31462,43.3551,14.8372,24833.8,-11.8319,16439.4,-4.51774,-6.29,-15.4051,-6.18712,-6.48214,0.6038,12.3035,24643.8,-14.3656,-2.49303,0.000285206,1.00032,-4.93516,417.244,478.824,0.530978,32551.6,8.4815e-07,0.527,109.637,85.803,22.5889,23.9711,0.942337,463.827,532.096,0.585733 
188,188,188,20461.8,0,5,101,125,0,5,135,-0.422834,-4.63121,-9.27351,-8.20183,-4.44071,-155.799,5.58949,26093.2,2.35751,16439.4,0.179144,-4.02924,-8.06956,-7.59985,-3.83873,0.65453,14.6944,26776.1,11.4624,0.516512,0.000313495,0.999768,28.4493,419.158,492.175,0.511227,34354.1,8.63525e-07,0.525986,110.014,85.3766,22.761,24.4335,0.931548,470.919,552.82,0.590868 
189,189,189,17888.9,0,5,101,125,0,5,135,-3.77302,-3.43713,-12.012,-5.98448,-2.68177,-37.7676,7.76314,23740,6.48298,16439.4,-3.62709,-3.2912,-11.7201,-5.83855,-2.53584,0.566127,9.97027,23905.6,8.69012,0.488777,0.000238268,0.999803,20.3984,420.065,491.25,0.553808,31087,8.35234e-07,0.543878,109.304,85.0345,22.5493,24.1502,0.933709,462.2,540.074,0.598182 
190,190,190,18814.6,0,5,101,125,0,5,135,-2.64222,-5.74863,-6.11404,-3.77101,-4.5483,-100.378,5.79373,24543.8,-0.47818,16439.4,-2.25438,-5.36079,-5.33836,-3.38317,-4.16046,0.739556,11.6598,24983.8,5.38789,0.64329,0.000266612,0.999883,18.1253,407.191,476.074,0.576808,32166.2,8.4479e-07,0.52118,109.581,85.3404,22.0969,23.6634,0.933801,443.843,518.523,0.567872 
191,191,191,19568,0,5,101,125,0,5,135,-2.94224,-1.62013,-9.37483,-2.74007,-5.91327,-2.74264,11.0562,25674.8,-0.225353,16439.4,-2.93164,-1.60953,-9.35363,-2.72947,-5.90267,0.58478,11.2165,25686.8,-0.0650731,1.00701,0.000249459,1,11.1384,436.541,508.689,0.612245,33945.7,8.60089e-07,0.547892,109.572,85.2396,22.7351,24.3163,0.934974,469.852,547.531,0.589714 
192,192,192,20564.2,0,5,101,125,0,5,135,-3.95335,-5.24559,-5.92147,-3.68606,-4.71418,-99.7061,4.81654,26726.7,10.8917,16439.4,-3.56811,-4.86035,-5.15098,-3.30082,-4.32894,0.757134,10.6434,27163.7,16.7185,0.346626,0.000223849,0.999666,30.7056,428.887,503.75,0.631887,35153.5,8.70171e-07,0.534163,109.657,85.545,22.4727,24.127,0.931432,459.067,539.039,0.571667 
193,193,193,21532.2,0,5,101,125,0,5,135,-5.37511,-4.19011,-4.04973,-5.09477,-5.42987,-36.0066,10.0747,27307.2,-9.7083,16439.4,-5.23599,-4.05099,-3.77148,-4.95565,-5.29075,0.838167,12.1789,27465,-7.60407,3.98783,0.000253326,1.00015,3.05401,402.275,493.882,0.49757,35635.2,8.74128e-07,0.509915,109.477,85.6521,22.3838,24.568,0.911095,455.443,558.925,0.57719 
194,194,194,17255.2,0,5,101,125,0,5,135,-3.04129,-6.49078,-9.68126,-4.35795,-9.1156,-66.7321,1.73167,23711.6,-3.16148,16439.4,-2.78345,-6.23294,-9.16559,-4.10011,-8.85776,0.705664,5.63149,24004.1,0.738342,0.864057,0.000134042,0.999983,6.5175,427.471,505.421,0.631643,31909.6,8.42537e-07,0.551685,109.367,85.3863,22.4331,24.1636,0.928383,457.45,540.674,0.59027 
195,195,195,22051.4,0,5,101,125,0,5,135,-5.90557,-5.19506,-11.5412,-2.15916,-1.88012,-27.3658,-10.2017,28327.6,-8.04925,16439.4,-5.79984,-5.08932,-11.3297,-2.05342,-1.77439,0.565023,-8.60242,28447.6,-6.44999,0.526386,-0.000172827,1.00012,-16.3424,406.541,486.299,0.46566,37491.7,8.89051e-07,0.500123,109.401,85.6735,22.7349,24.6384,0.922742,469.842,562.131,0.578053 
196,196,196,22602.3,0,5,101,125,0,5,135,-1.37024,-3.07073,-10.1857,-3.3313,-3.53649,-111.227,-3.76502,28205.6,14.7764,16439.4,-0.940481,-2.64097,-9.32614,-2.90154,-3.10673,0.506967,2.73508,28693.1,21.2765,0.0967591,5.44667e-05,0.999598,28.2669,412.302,477.568,0.468318,37112,8.8604e-07,0.500809,109.729,85.8647,22.8737,24.3888,0.937877,475.594,550.797,0.577644 
197,197,197,20950.4,0,5,101,125,0,5,135,-7.90859,-0.987717,-4.65902,-1.97744,-7.15873,-72.4035,0.646288,26875.1,3.34011,16439.4,-7.62884,-0.707965,-4.09952,-1.69769,-6.87898,0.804906,4.87755,27192.5,7.57137,0.349315,0.000102487,0.999849,13.9632,415.486,484.655,0.512122,35316.5,8.71514e-07,0.514897,109.64,85.5604,22.6456,24.229,0.93465,466.159,543.604,0.577609 
198,198,198,20240.8,0,5,101,125,0,5,135,-2.05378,-4.06118,-2.64734,-4.76358,-10.3356,-80.3144,-1.36053,25925.8,4.72766,16439.4,-1.74346,-3.75086,-2.02671,-4.45326,-10.0253,0.907875,3.33304,26277.8,9.42123,0.22769,7.24738e-05,0.999805,14.6385,436.568,502.042,0.555544,34487.2,8.64639e-07,0.541454,109.54,85.4859,22.9763,24.4148,0.941081,479.873,551.974,0.595234 
199,199,199,21920.3,0,5,101,125,0,5,135,-2.37027,-2.14851,-4.91734,-6.01946,-3.44793,-131.31,9.23249,27266.6,0.312384,16439.4,-1.86291,-1.64115,-3.90262,-5.51211,-2.94057,0.753923,16.9063,27842.1,7.98616,0.638221,0.000346862,0.999844,26.4897,425.664,492.157,0.526079,35745.3,8.75027e-07,0.523075,109.999,85.7682,22.8394,24.3502,0.937957,474.172,549.057,0.583117 
200,200,200,20404.5,0,5,101,125,0,5,135,-6.03394,-2.90635,-4.19987,-1.97801,-4.93254,-18.7724,6.13692,26314.7,8.92159,16439.4,-5.9614,-2.83382,-4.05481,-1.90548,-4.86001,0.793286,7.23398,26397,10.0187,0.375667,0.000156573,0.999794,19.2564,424.471,493.143,0.523626,34594.1,8.65531e-07,0.528601,109.623,85.3257,22.8294,24.3814,0.936345,473.757,550.467,0.590012 
201,201,201,17014.9,0,5,101,125,0,5,135,-5.05013,-2.51533,-9.13597,-8.86972,-9.05433,14.6983,-3.9774,23647.2,-4.06164,16439.4,-5.10692,-2.57212,-9.24956,-8.92651,-9.11112,0.735472,-4.83637,23582.8,-4.92061,0.450268,-0.000117203,1.00011,-10.7411,440.869,498.122,0.71237,31325.5,8.37365e-07,0.559639,109.426,85.5394,22.5691,23.7688,0.949522,463.012,523.153,0.587754 
202,202,202,21201.9,0,5,101,125,0,5,135,-4.2649,-2.0307,-2.99567,-7.15108,-1.9045,-71.5631,-5.19999,27529.2,-5.05188,16439.4,-3.98839,-1.75419,-2.44266,-6.87457,-1.628,0.853626,-1.01785,27842.8,-0.869737,0.493734,-2.08901e-05,1.00002,-2.06153,434.57,495.57,0.56269,36139.4,8.78231e-07,0.528413,109.689,85.9049,22.8923,24.2164,0.945321,476.371,543.042,0.579136 
203,203,203,19667.5,0,5,101,125,0,5,135,-4.17581,-4.15635,-4.44597,-1.91614,-8.13647,-68.2094,11.5237,25332.6,-6.75465,16439.4,-3.91227,-3.8928,-3.91887,-1.6526,-7.87292,0.815578,15.5099,25631.5,-2.76849,1.27259,0.000345658,1.00006,12.1877,440.47,510.641,0.71083,33503.2,8.56335e-07,0.553825,109.581,85.4626,22.5641,24.0701,0.937435,462.809,536.496,0.581889 
204,204,204,20512,0,5,101,125,0,5,135,-6.37294,-3.14134,-1.87528,-7.79302,-6.21889,-110.079,13.9928,26247.8,-4.70291,16439.4,-5.94761,-2.71602,-1.02463,-7.3677,-5.79357,0.955157,20.4258,26730.3,1.73009,0.907736,0.000436464,0.999965,22.5019,429.681,499.657,0.533779,34368.8,8.63647e-07,0.536503,109.674,85.683,22.9008,24.4786,0.935546,476.725,554.861,0.595511 
205,205,205,22879.5,0,5,101,125,0,5,135,-9.13704,-4.53278,-4.76429,-5.45237,-6.23393,-26.0425,6.46423,28867.4,4.65288,16439.4,-9.03642,-4.43215,-4.56305,-5.35174,-6.13331,0.845408,7.98615,28981.6,6.17481,0.518719,0.000157438,0.999884,15.3959,440.974,509.909,0.613362,38144.6,8.94182e-07,0.530306,109.498,85.9209,22.8543,24.3413,0.938911,474.788,548.654,0.570786 
206,206,206,21517.8,0,5,101,125,0,5,135,-0.22746,-3.31427,-8.62912,-5.1604,-3.90122,3.61216,2.17689,27458.7,-1.07863,16439.4,-0.241417,-3.32822,-8.65703,-5.17436,-3.91517,0.593875,1.9658,27442.9,-1.28972,4.70138,4.09311e-05,1.00003,0.418133,430.147,488.285,0.546621,35994.1,8.77053e-07,0.52254,109.595,86.1916,22.8529,24.1189,0.947509,474.73,538.675,0.576582 
207,207,207,19221.8,0,5,101,125,0,5,135,-10.9631,-3.41211,-10.8978,-6.00962,-6.12503,-62.5033,-3.4984,25408.9,-5.40579,16439.4,-10.7216,-3.17061,-10.4148,-5.76812,-5.88353,0.710368,0.154295,25682.9,-1.7531,-0.079149,3.43296e-06,1.00004,-1.94942,443.058,510.271,0.651076,33147.5,8.53294e-07,0.557227,109.337,85.9599,22.7804,24.2253,0.940353,471.722,543.44,0.593363 
208,208,208,23058.8,0,5,101,125,0,5,135,-5.43754,-2.79274,-10.3635,-4.77948,-4.6962,-49.0887,6.55753,29216.5,8.14151,16439.4,-5.24788,-2.60308,-9.9842,-4.58981,-4.50654,0.629274,9.42627,29431.7,11.0103,0.416381,0.000182982,0.999797,22.6386,438.911,493.225,0.5075,38113.2,8.93937e-07,0.52048,109.676,85.3263,23.3199,24.4861,0.952373,494.331,555.202,0.58604 
209,209,209,22267.8,0,5,101,125,0,5,135,-3.85389,-2.40994,-2.17208,-2.66199,-13.7926,-69.0316,-4.83678,28158.8,6.98965,16439.4,-3.58717,-2.14322,-1.63863,-2.39527,-13.5259,0.929643,-0.802573,28461.4,11.0239,-0.0645879,-1.61138e-05,0.99979,12.426,440.818,512.219,0.594026,37354.7,8.87967e-07,0.535132,109.548,85.5797,22.92,24.4809,0.936239,477.522,554.967,0.57974 
210,210,210,20552.6,0,5,101,125,0,5,135,-4.84305,-3.38387,-7.47905,-2.23809,-9.34658,-35.0463,10.2769,26245.2,0.774352,16439.4,-4.70764,-3.24845,-7.20823,-2.10268,-9.21117,0.727767,12.325,26398.9,2.82246,0.784435,0.000266715,0.999942,15.7119,442.853,498.913,0.59706,34699,8.66405e-07,0.542527,109.699,85.4979,22.9548,24.1477,0.950598,478.974,539.965,0.586973 
211,211,211,21290.9,0,5,101,125,0,5,135,-1.72046,-1.021,-7.62261,-5.17625,-5.60249,-63.3578,1.28146,27316.8,6.01781,16439.4,-1.47566,-0.776196,-7.13301,-4.93145,-5.35769,0.63744,4.98409,27594.5,9.72044,0.29937,0.0001032,0.999809,16.6486,423.045,492.978,0.526383,35884.9,8.76164e-07,0.52122,109.639,85.8416,22.7712,24.3597,0.934791,471.345,549.487,0.580848 
212,212,212,21138.1,0,5,101,125,0,5,135,-1.98718,-4.39204,-8.12038,-4.03334,-6.21947,-33.9438,-9.02908,27495.5,-10.8921,16439.4,-1.85603,-4.26089,-7.85807,-3.90219,-6.08832,0.672109,-7.0454,27644.3,-8.90837,0.39725,-0.000145655,1.00017,-17.7354,403.426,483.029,0.463998,35971.2,8.76867e-07,0.503425,109.375,85.4607,22.6561,24.567,0.922217,466.592,558.879,0.582364 
213,213,213,20511.4,0,5,101,125,0,5,135,1.64479,-5.11844,-7.15283,-1.39229,-4.09063,-58.8899,5.33568,26029.4,12.893,16439.4,1.87232,-4.89091,-6.69775,-1.16475,-3.86309,0.545736,8.77721,26287.5,16.3345,0.309289,0.000190759,0.999663,28.3786,444.23,532.349,0.837299,34226.8,8.62457e-07,0.563852,109.706,85.9177,22.4582,24.3574,0.922028,458.473,549.38,0.58191 
214,214,214,22452.7,0,5,101,125,0,5,135,-7.0969,-3.58163,-8.19295,-2.2169,-5.8705,-15.4754,1.24972,28448.9,-3.18495,16439.4,-7.03711,-3.52184,-8.07336,-2.15711,-5.8107,0.696492,2.1541,28516.7,-2.28057,-3.69744,4.31628e-05,1.00004,-0.582591,440.096,508.873,0.608403,37248.5,8.87125e-07,0.53345,109.42,85.0978,22.8411,24.3361,0.93857,474.241,548.42,0.574872 
215,215,215,21315.4,0,5,101,125,0,5,135,-8.22022,-5.88512,-8.06672,-5.01018,-4.56781,-69.8632,0.353297,27187.6,-5.76659,16439.4,-7.95028,-5.61518,-7.52684,-4.74024,-4.29787,0.750191,4.4361,27493.9,-1.68379,1.83647,9.21909e-05,1.00003,2.41556,448.731,517.763,0.760248,36050.7,8.77512e-07,0.549295,109.595,85.7481,22.6807,24.1377,0.939636,467.603,539.516,0.572384 
216,216,216,19747.2,0,5,101,125,0,5,135,-2.9449,-2.52452,-10.9215,-3.45967,-5.53009,-28.919,9.74417,25868.5,-1.07891,16439.4,-2.83317,-2.41279,-10.698,-3.34793,-5.41835,0.567062,11.4342,25995.3,0.611118,0.93973,0.000251283,0.999987,12.1675,454.624,510.556,0.686711,34292.8,8.6301e-07,0.558255,109.413,85.5563,22.9785,24.1325,0.952181,479.964,539.283,0.589518 
217,217,217,20174.9,0,5,101,125,0,5,135,-6.28986,-0.2702,-6.72013,-4.43271,-0.540783,-49.5591,-8.741,26219.3,1.3509,16439.4,-6.09838,-0.0787131,-6.33716,-4.24122,-0.349296,0.629509,-5.84476,26436.5,4.24714,7.81183,-0.000126351,0.999913,-0.748193,438.893,511.726,0.673146,34561.3,8.65257e-07,0.547713,109.615,86.0278,22.6125,24.1908,0.934753,464.794,541.893,0.580019 
218,218,218,20131.9,0,5,101,125,0,5,135,-1.79053,-7.2167,-5.86454,-7.50074,-5.06445,-94.6549,-3.48577,26288.4,-11.0551,16439.4,-1.4248,-6.85097,-5.13309,-7.13502,-4.69872,0.79665,2.04586,26703.3,-5.52347,-0.446469,4.37778e-05,1.00011,-4.58231,402.504,468.531,0.457017,34353.5,8.63519e-07,0.502901,109.941,86.3783,22.7,24.2583,0.935762,468.401,544.922,0.585065 
219,219,219,20103.5,0,5,101,125,0,5,135,-8.32553,-7.79061,-6.80964,-5.5798,-6.6094,-50.9088,-6.07828,26487.9,-1.39496,16439.4,-8.12883,-7.59391,-6.41623,-5.3831,-6.4127,0.810925,-3.10317,26711,1.58015,2.571,-6.63904e-05,0.999968,-1.20699,442.867,508.961,0.618964,35006.3,8.68955e-07,0.546363,109.203,85.8506,22.8744,24.2937,0.941575,475.624,546.513,0.586726 
220,220,220,17214.1,0,5,101,125,0,5,135,-7.34609,-5.26442,-7.05124,-7.57973,-7.71561,-75.1223,19.649,23597.2,-16.5837,16439.4,-7.05583,-4.97416,-6.47073,-7.28948,-7.42535,0.80519,24.0392,23926.5,-12.1935,2.55546,0.000573791,1.00028,9.40699,412.637,482.674,0.543937,30933.7,8.33858e-07,0.535204,108.814,85.7893,22.3927,24.0016,0.932967,455.802,533.447,0.591346 
221,221,221,19809.3,0,5,101,125,0,5,135,-2.67948,-5.75516,-7.07406,-6.87899,-3.64366,-28.2181,-1.01055,26183.9,0.972513,16439.4,-2.57045,-5.64613,-6.856,-6.76996,-3.53463,0.729836,0.638516,26307.5,2.62158,0.168723,1.38691e-05,0.999946,3.78441,425.562,504.67,0.715158,34541,8.65088e-07,0.535704,109.446,86.1331,22.1707,23.9234,0.926736,446.81,529.978,0.56251 
222,222,222,20977.3,0,5,101,125,0,5,135,-9.40934,-1.77075,-10.6868,-3.53043,-5.27637,-36.141,-9.14195,26909.1,0.183122,16439.4,-9.26969,-1.63111,-10.4075,-3.39079,-5.13673,0.651174,-7.02988,27067.5,2.2952,1.64417,-0.000148431,0.999954,-4.27563,429.707,491.697,0.667924,35243.4,8.70912e-07,0.527789,109.63,85.6777,22.3934,23.7229,0.943958,455.832,521.131,0.559631 
223,223,223,19054.5,0,5,101,125,0,5,135,-5.30322,-5.15084,-10.5436,-6.33989,-9.40419,-20.151,1.06487,25417.6,3.16153,16439.4,-5.22536,-5.07298,-10.3879,-6.26204,-9.32633,0.713633,2.24249,25505.9,4.33915,0.301027,5.02378e-05,0.999908,7.44948,423.651,498.311,0.58463,33591.5,8.57087e-07,0.53608,109.528,85.6735,22.5022,24.1776,0.930706,460.273,541.3,0.582373 
224,224,224,19205.6,0,5,101,125,0,5,135,-3.22297,-8.45915,-7.25201,-6.72089,-5.76051,-26.9214,1.19952,25208.8,0.837372,16439.4,-3.11895,-8.35513,-7.04397,-6.61687,-5.65649,0.771236,2.77281,25326.8,2.41066,0.489411,6.25567e-05,0.999948,5.6656,432.81,520.412,0.615855,33525.9,8.56529e-07,0.55409,109.846,85.9368,22.6293,24.5836,0.920501,465.486,559.634,0.595886 
225,225,225,18951.5,0,5,101,125,0,5,135,-6.58915,-6.02269,-8.84422,-8.07317,-3.34876,-69.1731,6.02957,25149.9,4.5902,16439.4,-6.32188,-5.75542,-8.30968,-7.8059,-3.08149,0.734297,10.072,25453.1,8.63267,0.492972,0.000226069,0.999816,20.4313,386.073,452.232,0.428546,33039,8.52362e-07,0.49022,109.829,85.9756,22.4926,24.1197,0.932539,459.88,538.713,0.583952 
226,226,226,20216.2,0,5,101,125,0,5,135,-2.78644,-5.78825,-9.76393,-7.24523,-4.54827,-83.6481,1.31502,26018.8,3.33303,16439.4,-2.46324,-5.46505,-9.11753,-6.92203,-4.22507,0.676602,6.20342,26385.4,8.22143,0.386046,0.000134329,0.999831,16.0691,404.15,488.425,0.51813,34435.5,8.64206e-07,0.514107,109.723,85.7961,22.2989,24.2911,0.917986,451.993,546.394,0.575045 
227,227,227,18598.2,0,5,101,125,0,5,135,-4.8791,-3.75971,-5.80818,-5.09633,-5.19969,8.47966,12.1072,24845,-9.49797,16439.4,-4.91186,-3.79248,-5.87371,-5.1291,-5.23245,0.764483,11.6116,24807.9,-9.99352,-30.5107,0.000267393,1.00022,-0.380576,422.797,497.133,0.693388,32742.5,8.49805e-07,0.539489,109.127,86.1496,22.1426,23.7911,0.930711,445.681,524.133,0.56874 
228,228,228,18029.2,0,5,101,125,0,5,135,-10.2591,-3.59866,-13.5723,-4.86283,-4.8849,2.52945,6.28676,24795.3,-21.7407,16439.4,-10.2689,-3.60844,-13.5919,-4.8726,-4.89468,0.634985,6.13894,24784.2,-21.8885,-0.305006,0.00014152,1.00048,-20.1273,407.2,489.572,0.515206,32890.8,8.51086e-07,0.524613,108.972,84.9972,22.4057,24.3452,0.920332,456.333,548.833,0.588014 
229,229,229,21921.9,0,5,101,125,0,5,135,-6.66743,-2.84645,-8.10139,-9.08542,-4.14285,-68.5687,4.31502,28245,-6.72307,16439.4,-6.40249,-2.58151,-7.57152,-8.82048,-3.87791,0.741179,8.32217,28545.5,-2.71592,1.6437,0.000166567,1.00005,5.06306,423.161,495.699,0.490108,36966.7,8.84882e-07,0.517579,109.576,85.6102,23.0236,24.6824,0.932794,481.85,564.141,0.589202 
230,230,230,19924.1,0,5,101,125,0,5,135,-1.57872,-6.27086,-5.97742,-5.73675,-1.72273,-39.6654,-5.02042,25969.4,-4.72421,16439.4,-1.42546,-6.1176,-5.6709,-5.58349,-1.56947,0.721563,-2.70237,26143.2,-2.40616,0.48345,-5.90709e-05,1.00005,-5.58976,391.786,470.543,0.445896,34279,8.62895e-07,0.497584,109.185,85.6106,22.4774,24.4226,0.92035,459.258,552.328,0.583672 
231,231,231,19211.4,0,5,101,125,0,5,135,-5.7757,-3.97001,-5.0037,-0.601725,-5.815,-94.6161,0.452082,25846.4,-13.3565,16439.4,-5.41012,-3.60443,-4.27255,-0.236147,-5.44942,0.774805,5.98144,26261.1,-7.82714,-1.75351,0.000130136,1.00016,-3.41112,445.733,516.795,0.764402,34301,8.63079e-07,0.556091,109.82,85.7274,22.6002,24.1099,0.93738,464.289,538.275,0.579223 
232,232,232,22801.4,0,5,101,125,0,5,135,-5.08562,-4.3987,-5.43605,-0.30302,-2.27166,-81.422,-1.53374,29208.1,-5.07391,16439.4,-4.77102,-4.0841,-4.80685,0.0115782,-1.95706,0.692016,3.22456,29565,-0.315608,1.13308,6.23201e-05,1.00001,2.84583,445.339,522.45,0.626835,38871.3,8.99825e-07,0.536055,109.886,85.9437,22.9187,24.5949,0.931847,477.47,560.149,0.574734 
233,233,233,23885.8,0,5,101,125,0,5,135,-1.15953,-2.38427,-10.2118,-0.324187,-4.95382,-86.8839,8.57042,29877.6,-11.3585,16439.4,-0.823831,-2.04857,-9.54041,0.0115154,-4.61812,0.439439,13.6479,30258.5,-6.28103,2.23345,0.000257673,1.00011,6.11068,425.917,500.664,0.515173,39156.2,9.02018e-07,0.511942,109.614,85.7791,22.9261,24.6226,0.931098,477.776,561.41,0.574165 
234,234,234,21319.8,0,5,101,125,0,5,135,-3.70999,-1.21176,-7.77663,-4.37128,-6.78519,-48.1797,1.58527,27493.6,3.94758,16439.4,-3.52384,-1.02561,-7.40432,-4.18513,-6.59903,0.674363,4.40089,27704.8,6.7632,0.351601,9.0763e-05,0.999867,12.5167,447.356,525.296,0.68788,36305.3,8.79573e-07,0.551133,109.788,86.1635,22.7955,24.4733,0.931442,472.348,554.622,0.581912 
235,235,235,21969.6,0,5,101,125,0,5,135,-4.39077,-0.933464,-8.44791,-2.41691,-10.4965,-70.6156,5.87043,28213.7,-2.07986,16439.4,-4.11792,-0.66062,-7.90222,-2.14406,-10.2237,0.684523,9.9972,28523.2,2.04691,0.802763,0.000200242,0.999961,12.4535,431.48,504.57,0.554718,37509.7,8.89194e-07,0.52474,109.557,85.5547,22.8436,24.4798,0.933165,474.347,554.915,0.576986 
236,236,236,23866.6,0,5,101,125,0,5,135,-1.5693,-3.16239,-9.67792,-6.56949,-5.0208,-63.1551,0.878556,29948.9,8.41312,16439.4,-1.32528,-2.91838,-9.18989,-6.32547,-4.77678,0.62545,4.56934,30225.7,12.1039,0.239307,8.63777e-05,0.999783,19.094,449.371,519.765,0.633134,39405.5,9.03929e-07,0.534653,109.541,85.366,23.0037,24.5094,0.938566,481.017,556.26,0.572249 
237,237,237,22366.3,0,5,101,125,0,5,135,-8.06185,-2.39665,-9.3383,-5.13441,-4.87992,-19.9201,-0.797553,28798,13.9734,16439.4,-7.98489,-2.31968,-9.18437,-5.05744,-4.80296,0.687067,0.366579,28885.3,15.1375,0.0197813,7.25185e-06,0.999716,18.5316,409.07,501.952,0.500236,38309,8.95465e-07,0.506036,109.483,85.7832,22.5494,24.7443,0.911297,462.206,566.973,0.571676 
238,238,238,21110.1,0,5,101,125,0,5,135,-3.10848,-0.666143,-6.18173,-8.42602,-5.0621,-72.3095,-3.85357,27272.6,8.43872,16439.4,-2.82909,-0.386754,-5.62295,-8.14663,-4.78271,0.741689,0.372195,27589.6,12.6645,0.0239053,7.70875e-06,0.999751,15.5696,437.42,520.301,0.62984,35885.2,8.76167e-07,0.54449,108.985,85.7328,22.6993,24.5339,0.925219,468.371,557.375,0.583152 
239,239,239,23592.9,0,5,101,125,0,5,135,-1.07644,-5.21761,-3.16644,-4.63952,-7.14151,-35.8173,8.38741,29434.1,-3.24533,16439.4,-0.938054,-5.07922,-2.88966,-4.50113,-7.00312,0.858428,10.4806,29591.1,-1.15217,1.15197,0.000202348,1.00002,9.09797,422.18,488.434,0.471519,38733.7,8.98762e-07,0.505251,109.572,86.2374,23.1165,24.6469,0.937907,485.748,562.52,0.581607 
