cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
302,302,302,18468.7,0,5,101,125,0,5,135,-2.85201,-2.50491,-0.142188,-3.11892,-5.74393,-47.2824,11.2613,24266.6,-7.60957,16439.4,-2.66932,-2.32222,0.223191,-2.93623,-5.56124,1.01682,14.0245,24473.8,-4.84639,1.70846,0.000327345,1.00011,8.20886,378.968,452.634,0.422773,31929.8,8.42715e-07,0.491467,109.631,85.918,22.3254,24.1833,0.923176,453.069,541.555,0.587791 
303,303,303,19544.4,0,5,101,125,0,5,135,-8.60787,-0.675883,-6.83692,-2.77613,-5.85194,-53.308,8.33771,25597.1,-1.52779,16439.4,-8.4019,-0.469911,-6.42498,-2.57016,-5.64597,0.726747,11.453,25830.8,1.58753,0.857386,0.0002533,0.999967,13.3581,426.364,504.945,0.584918,34100.6,8.61396e-07,0.538654,109.262,84.9295,22.5669,24.3387,0.927202,462.923,548.538,0.584998 
304,304,304,23050.7,0,5,101,125,0,5,135,-4.72606,-4.32133,-11.1544,-4.04264,-8.94251,-72.8895,1.80946,28993.1,2.25616,16439.4,-4.44443,-4.0397,-10.5911,-3.76101,-8.66088,0.663744,6.06912,29312.5,6.51582,0.437001,0.0001183,0.999879,13.8881,442.263,515.334,0.642511,38347.2,8.95763e-07,0.532957,109.929,85.5459,22.7878,24.3758,0.934853,472.029,550.21,0.568926 
305,305,305,20932.7,0,5,101,125,0,5,135,-2.97465,-0.271814,-9.0587,-5.20772,-5.64393,-82.8445,7.77753,26348.9,-10.3151,16439.4,-2.65456,0.0482802,-8.41852,-4.88763,-5.32383,0.603578,12.619,26712,-5.47364,2.08557,0.000269875,1.00011,6.05059,415.622,491.026,0.585671,34801.2,8.67254e-07,0.520901,109.487,85.7199,22.2802,23.9944,0.928558,451.235,533.127,0.565549 
306,306,306,20657.6,0,5,101,125,0,5,135,-6.263,-1.24866,-2.69516,-2.06245,-2.89437,26.9355,16.9586,26051.7,-3.94966,16439.4,-6.36707,-1.35274,-2.90331,-2.16653,-2.99844,0.816107,15.3845,25933.7,-5.52378,1.75703,0.00033887,1.00012,8.75594,431.631,493.176,0.62202,34502.3,8.64764e-07,0.533531,109.778,85.6324,22.5737,23.9055,0.944289,463.204,529.187,0.572523 
307,307,307,21501.4,0,5,101,125,0,5,135,-6.75211,-0.835148,-4.3028,-4.95543,-10.1676,-38.8342,4.49474,27410.1,3.75432,16439.4,-6.60206,-0.685101,-4.0027,-4.80539,-10.0175,0.846715,6.76421,27580.3,6.02379,0.483408,0.000140126,0.999881,13.9928,444.213,513.253,0.660763,36427.8,8.80561e-07,0.542253,109.466,85.4232,22.782,24.2622,0.938992,471.789,545.093,0.575904 
308,308,308,17976.2,0,5,101,125,0,5,135,-5.34414,-2.1737,-8.38982,-7.71214,-7.50829,-65.6513,4.9264,23820.7,13.1838,16439.4,-5.09048,-1.92004,-7.88249,-7.45848,-7.25463,0.733755,8.76306,24108.4,17.0205,0.300232,0.000207663,0.999617,29.1876,438.461,515.029,0.831221,31437.7,8.38363e-07,0.566825,109.289,86.136,22.3181,23.9675,0.93118,452.771,531.934,0.585377 
309,309,309,20607.6,0,5,101,125,0,5,135,-6.23794,-4.37123,-12.5387,-6.56978,-7.4653,-52.8071,9.71362,26521.2,-5.74188,16439.4,-6.03391,-4.16719,-12.1307,-6.36574,-7.26126,0.662651,12.7997,26752.7,-2.65584,1.33154,0.000273322,1.00005,9.61266,415.066,476.767,0.501474,35224.7,8.70758e-07,0.510874,109.534,85.6675,22.7025,24.1202,0.941227,468.505,538.732,0.57696 
310,310,310,20043.6,0,5,101,125,0,5,135,-10.3902,-4.32529,-5.19051,-4.6305,-5.71571,-20.1644,19.8382,25874.2,-12.0656,16439.4,-10.3123,-4.24738,-5.03469,-4.55259,-5.6378,0.830964,21.0166,25962.6,-10.8872,2.64293,0.000462354,1.00023,7.952,415.732,495.853,0.562806,34107.4,8.61453e-07,0.52705,109.634,85.3726,22.3871,24.2278,0.924023,455.575,543.552,0.577656 
311,311,311,22511.7,0,5,101,125,0,5,135,-3.22058,-0.823259,-11.7893,-5.21287,-5.03815,-26.2344,5.73122,28342.5,1.57598,16439.4,-3.11922,-0.721894,-11.5865,-5.1115,-4.93679,0.545197,7.26436,28457.5,3.10912,0.660678,0.000145848,0.999941,10.9953,422.438,501.127,0.534112,37238.5,8.87046e-07,0.518692,109.506,86.1383,22.7109,24.5057,0.926759,468.849,556.092,0.575631 
312,312,312,18847.4,0,5,101,125,0,5,135,-7.46389,-4.07026,-9.01773,-5.33967,-6.20806,-63.5976,6.95889,24736,4.12652,16439.4,-7.21817,-3.82453,-8.52627,-5.09394,-5.96233,0.721593,10.6755,25014.7,7.84316,0.531456,0.000243809,0.99983,20.0873,415.257,486.388,0.508978,32483.2,8.47556e-07,0.530252,109.58,85.7057,22.6628,24.3076,0.932337,466.868,547.136,0.596316 
313,313,313,17863,0,5,101,125,0,5,135,-4.01786,-7.53774,-13.8879,-4.31714,-2.7223,-2.48833,5.81959,23711.8,0.504701,16439.4,-4.00825,-7.52813,-13.8687,-4.30753,-2.71268,0.572288,5.96501,23722.7,0.650119,0.88434,0.000143664,0.999985,6.74515,399.347,473.131,0.510501,31399.9,8.38027e-07,0.51869,109.547,85.4395,22.2158,23.9623,0.927111,448.629,531.705,0.582802 
314,314,314,20945,0,5,101,125,0,5,135,-7.01299,-4.7162,-5.01224,-2.09203,-8.45516,-28.6341,8.8252,27006.6,10.2452,16439.4,-6.90236,-4.60557,-4.79097,-1.98139,-8.34452,0.820056,10.4986,27132.1,11.9185,0.423316,0.000221062,0.999762,24.8008,415.044,491.924,0.492848,36019.6,8.77259e-07,0.515072,109.724,85.7616,22.7676,24.5456,0.927562,471.194,557.906,0.584457 
315,315,315,23312.1,0,5,101,125,0,5,135,-2.3288,1.60049,-7.22966,-1.18629,-3.11201,-55.5374,15.1314,29140.3,-0.311249,16439.4,-2.11422,1.81507,-6.80049,-0.971706,-2.89742,0.380013,18.377,29383.7,2.93436,0.8392,0.000357252,0.999946,21.8982,413.869,488.449,0.480857,38805.4,8.99316e-07,0.499952,109.193,85.6128,22.8251,24.5675,0.929079,473.579,558.899,0.572072 
316,316,316,20223.2,0,5,101,125,0,5,135,-4.79762,2.07216,-4.78567,-10.4196,-0.793694,-21.9997,6.24149,26117.2,4.58926,16439.4,-4.71262,2.15716,-4.61566,-10.3346,-0.708692,0.746593,7.52715,26213.7,5.87492,0.51637,0.000164057,0.999878,14.5771,444.864,514.37,0.596335,34786.9,8.67136e-07,0.551651,109.741,85.5428,23.0203,24.5182,0.938909,481.714,556.659,0.597175 
317,317,317,21739.2,0,5,101,125,0,5,135,-6.78563,-5.05667,-5.85754,-3.18967,-6.49839,-93.4235,1.39189,27750.5,-0.574674,16439.4,-6.42466,-4.6957,-5.1356,-2.8287,-6.13742,0.796385,6.85156,28160,4.885,0.538918,0.000139014,0.999906,12.7136,427.784,489.854,0.537969,36644.2,8.82301e-07,0.518835,109.535,85.4042,22.8351,24.2077,0.943297,473.991,542.65,0.574815 
318,318,318,20466.2,0,5,101,125,0,5,135,-6.29885,-5.95482,-4.8732,-3.38364,-4.5344,-33.4801,11.0253,26144.4,12.4054,16439.4,-6.16949,-5.82546,-4.61448,-3.25428,-4.40504,0.809859,12.9819,26291.1,14.362,0.429632,0.000282077,0.999704,30.2163,422.121,483.813,0.502249,34103,8.61415e-07,0.52462,109.671,85.7187,22.8916,24.2831,0.9427,476.343,546.033,0.592048 
319,319,319,21929.3,0,5,101,125,0,5,135,-3.94292,-4.95241,-2.93771,-3.07002,-1.28937,-161.41,-1.56473,27137.8,8.1996,16439.4,-3.31927,-4.32875,-1.69039,-2.44637,-0.665715,0.864231,7.86808,27845.3,17.6324,0.271061,0.000161439,0.999656,29.027,429.444,490.181,0.544113,35932.6,8.76553e-07,0.523424,109.664,85.7587,22.8419,24.1834,0.944527,474.274,541.56,0.578176 
320,320,320,20039.1,0,5,101,125,0,5,135,-10.1126,-2.68411,-6.65793,-4.95292,-3.47375,-74.1864,12.4225,26058.9,-1.06806,16439.4,-9.82599,-2.39747,-6.08464,-4.66628,-3.18711,0.76742,16.7579,26384,3.26739,0.810392,0.000362813,0.999933,20.6788,430.204,494.179,0.556902,34618.9,8.65738e-07,0.53259,110.061,86.235,22.8049,24.2175,0.941672,472.74,543.088,0.585275 
321,321,321,20186.8,0,5,101,125,0,5,135,-3.21002,2.15227,-6.58541,-6.1869,-7.29296,-85.5037,3.5447,25786.5,2.33934,16439.4,-2.87965,2.48264,-5.92468,-5.85653,-6.96259,0.690469,8.54154,26161.2,7.33618,0.492451,0.000186534,0.999848,17.345,423.161,494.887,0.503173,34120,8.61559e-07,0.531155,109.57,85.2778,22.9219,24.5538,0.933537,477.601,558.276,0.599339 
322,322,322,22190.2,0,5,101,125,0,5,135,-4.31664,-4.55643,-6.59383,-4.94543,-4.3085,-90.4801,10.4372,27552.8,11.6213,16439.4,-3.96705,-4.20683,-5.89463,-4.59583,-3.9589,0.739443,15.7249,27949.3,16.909,0.436613,0.000321394,0.999672,36.0156,430.209,508.183,0.532036,36641.7,8.82281e-07,0.52996,110.008,85.6076,22.9297,24.6927,0.928602,477.926,564.61,0.588773 
323,323,323,19335.7,0,5,101,125,0,5,135,-3.23336,-6.04323,-9.91061,-7.85346,-5.68512,-29.3874,12.2658,24502.3,-0.421945,16439.4,-3.11981,-5.92968,-9.68352,-7.73991,-5.57157,0.69781,13.9832,24631.1,1.29545,0.899951,0.000324299,0.999971,15.5378,432.559,504.378,0.674783,32808.6,8.50376e-07,0.549275,109.754,86.3236,22.4427,24.0133,0.934595,457.844,533.97,0.581442 
324,324,324,20850.8,0,5,101,125,0,5,135,-4.27096,-3.71615,-0.508378,-4.91206,-4.12302,-100.539,8.3196,26433.1,2.33788,16439.4,-3.8825,-3.32769,0.268547,-4.5236,-3.73456,1.01767,14.1951,26873.8,8.21337,0.590205,0.000301745,0.999834,24.0511,424.429,492.788,0.576482,34930.2,8.68325e-07,0.526684,109.71,85.6193,22.5672,24.0903,0.936777,462.938,537.398,0.574417 
325,325,325,23136.4,0,5,101,125,0,5,135,-3.40792,-3.31966,-4.88149,-2.95683,-4.89416,-141.954,7.39442,28526.9,2.52211,16439.4,-2.85944,-2.77118,-3.78452,-2.40834,-4.34568,0.765942,15.6902,29149.1,10.8179,0.547237,0.000307491,0.999799,28.6717,427.362,491.02,0.492219,37531.1,8.89363e-07,0.515073,109.468,85.7558,23.107,24.534,0.941833,485.346,557.379,0.58482 
326,326,326,20407.9,0,5,101,125,0,5,135,-6.10281,-6.75459,-7.85866,-2.66222,-4.94198,-61.0357,7.38514,26052,-6.63097,16439.4,-5.86698,-6.51876,-7.387,-2.42639,-4.70615,0.725444,10.9521,26319.6,-3.06405,1.5054,0.000237726,1.00006,7.27521,435.987,508.571,0.594583,34559.1,8.65239e-07,0.544222,109.506,85.8799,22.7879,24.3883,0.934376,472.034,550.778,0.589304 
327,327,327,21631.3,0,5,101,125,0,5,135,-5.64381,-0.759885,-14.0047,-5.29253,-6.64357,-113.129,13.6557,27189.5,12.5703,16439.4,-5.2067,-0.322779,-13.1305,-4.85543,-6.20646,0.558222,20.2669,27685.3,19.1815,0.468223,0.000418137,0.999624,43.2847,436.369,504.286,0.645089,36178.1,8.78544e-07,0.533951,109.991,85.4062,22.6204,24.098,0.938682,465.121,537.744,0.569255 
328,328,328,21822.1,0,5,101,125,0,5,135,-5.08991,-0.566009,-9.61884,-3.62953,-8.56113,-100.44,4.12704,27368.4,5.0655,16439.4,-4.70183,-0.177931,-8.84268,-3.24145,-8.17305,0.64822,9.99673,27808.7,10.9352,0.432404,0.000205376,0.999787,23.119,445.644,499.075,0.644895,36534.6,8.8142e-07,0.535049,109.772,85.8568,22.8671,23.9688,0.954036,475.321,531.991,0.570509 
329,329,329,20525.3,0,5,101,125,0,5,135,-1.95643,-4.17561,-12.0232,-3.35619,-7.03565,-164.246,-3.50372,26269.4,2.47121,16439.4,-1.32181,-3.54099,-10.7539,-2.72157,-6.40104,0.56531,6.09484,26989.3,12.0698,0.296174,0.000129026,0.999757,20.5786,419.722,483.806,0.520463,34500.7,8.64751e-07,0.521105,109.918,85.4289,22.7201,24.1744,0.939841,469.229,541.156,0.582724 
330,330,330,18788.2,0,5,101,125,0,5,135,-9.54308,-0.110195,-7.36601,-4.16009,-3.44361,-77.3841,-1.20321,24412.2,7.3526,16439.4,-9.24408,0.188802,-6.76801,-3.86109,-3.14462,0.703534,3.31912,24751.3,11.8749,0.188919,7.66219e-05,0.99974,17.569,408.022,472.775,0.520766,32447.6,8.47246e-07,0.518393,109.772,86.4247,22.3899,23.882,0.937521,455.688,528.144,0.57903 
331,331,331,18465,0,5,101,125,0,5,135,-4.96338,-2.18377,-6.75375,-6.13866,-7.68618,-73.6247,12.3332,24144.4,13.7385,16439.4,-4.67891,-1.8993,-6.18481,-5.85419,-7.40171,0.762296,16.6358,24467.1,18.0411,0.434524,0.000388377,0.9996,38.2851,418.941,492.624,0.616202,32073.7,8.43979e-07,0.538273,109.715,85.6015,22.2567,23.9098,0.930863,450.285,529.374,0.578487 
332,332,332,20620.3,0,5,101,125,0,5,135,-3.36106,-3.51258,-3.06564,-3.77319,-1.83797,-117.495,1.54823,25841,7.49264,16439.4,-2.90708,-3.05861,-2.15769,-3.31921,-1.38399,0.83178,8.41461,26356,14.359,0.328113,0.000182405,0.999704,25.6454,424.597,479.442,0.536471,34641.4,8.65925e-07,0.521046,109.523,86.0052,22.7562,23.9639,0.949604,470.723,531.774,0.577784 
333,333,333,24724,0,5,101,125,0,5,135,-2.85092,-2.12707,-2.44864,-8.71307,-6.65086,-183.516,12.6357,29685.2,23.7866,16439.4,-2.14185,-1.418,-1.0305,-8.004,-5.94179,0.944406,23.3604,30489.5,34.5113,0.360644,0.000437623,0.999386,64.774,426.492,510.267,0.497737,39070.4,9.01359e-07,0.517555,109.467,85.3825,23.046,24.9785,0.922634,482.789,577.757,0.585941 
334,334,334,21935.1,0,5,101,125,0,5,135,-2.04694,-3.77594,-4.09246,-2.89799,-6.24856,-110.621,4.505,27261.6,-6.09301,16439.4,-1.61952,-3.34852,-3.23763,-2.47058,-5.82114,0.803749,10.9697,27746.4,0.371679,0.96093,0.000225866,0.999993,11.4157,415.037,490.812,0.495289,36216.1,8.78852e-07,0.513553,109.395,85.4684,22.7447,24.4998,0.928359,470.245,555.826,0.581723 
335,335,335,20836.6,0,5,101,125,0,5,135,-5.71907,-1.48038,-7.69007,-5.71913,-3.07141,-126.749,6.69816,26120.5,5.22458,16439.4,-5.22933,-0.990647,-6.7106,-5.2294,-2.58168,0.676467,14.1054,26676,12.6318,0.482012,0.000302061,0.999743,29.2635,426.268,490.239,0.531702,34946.9,8.68463e-07,0.526373,109.815,85.8938,22.8341,24.2518,0.941543,473.952,544.63,0.585015 
336,336,336,22539,0,5,101,125,0,5,135,-5.5317,-0.659337,-2.43988,-3.43496,-1.02692,-91.7547,7.58928,28039.6,-8.64814,16439.4,-5.17718,-0.304815,-1.73084,-3.08044,-0.672402,0.842158,12.9514,28441.8,-3.28599,1.43773,0.000260142,1.00006,9.00824,437.583,492.165,0.549776,37066.6,8.85678e-07,0.523973,109.821,85.8882,23.0296,24.1963,0.951779,482.1,542.14,0.577229 
337,337,337,20889.6,0,5,101,125,0,5,135,-2.21538,-3.97446,-5.14648,-2.89215,-6.4317,-78.6437,0.153473,26171.8,-10.1687,16439.4,-1.91151,-3.6706,-4.53875,-2.58829,-6.12784,0.759051,4.74941,26516.5,-5.57276,-2.4508,0.000102339,1.00011,-1.93791,418.351,471.446,0.46695,34922.8,8.68263e-07,0.511487,110.188,86.0234,23.0627,24.2448,0.951242,483.488,544.315,0.590835 
338,338,338,20580.6,0,5,101,125,0,5,135,-5.48466,-4.95258,-6.9154,-0.777309,-5.44859,-71.9794,17.8035,26184.4,-7.27033,16439.4,-5.20655,-4.67447,-6.35917,-0.499195,-5.17047,0.709757,22.0099,26499.9,-3.06385,1.20054,0.000474385,1.00006,18.3333,423.673,484.8,0.537816,34349.4,8.63485e-07,0.524858,109.693,85.9288,22.7281,24.0767,0.943988,469.563,536.794,0.581428 
339,339,339,21995.7,0,5,101,125,0,5,135,-2.47822,-2.78799,-4.24158,-3.1749,-5.38275,-78.6122,15.7725,27418.8,-4.20326,16439.4,-2.17448,-2.48425,-3.63409,-2.87116,-5.07901,0.776267,20.3666,27763.4,0.390838,0.97749,0.000419011,0.999992,20.8356,406.012,476.297,0.438732,35925.8,8.76497e-07,0.501715,110.083,85.603,22.9703,24.6371,0.932349,479.624,562.07,0.592372 
340,340,340,17525,0,5,101,125,0,5,135,-7.38535,-7.75648,-14.5125,-10.7928,-4.13849,-87.1039,7.50605,23638.7,2.41066,16439.4,-7.0488,-7.41992,-13.8394,-10.4563,-3.80194,0.674874,12.5964,24020.5,7.50102,0.583231,0.000299568,0.999831,21.5976,424.466,497.874,0.615589,31523.8,8.39127e-07,0.547839,109.531,85.5516,22.411,24.0488,0.9319,456.552,535.548,0.589272 
341,341,341,20531.3,0,5,101,125,0,5,135,-5.83407,-2.98815,-7.48944,-4.83572,-10.15,-72.9199,12.393,26031.4,-6.13008,16439.4,-5.55232,-2.70641,-6.92595,-4.55397,-9.86828,0.76607,16.6544,26351,-1.86864,1.15559,0.000361025,1.00004,14.4121,426.062,496.16,0.660365,34240.8,8.62574e-07,0.533029,109.502,85.4099,22.3166,23.8533,0.935574,452.71,526.879,0.566198 
342,342,342,19498.2,0,5,101,125,0,5,135,-6.24806,-3.88108,-4.3778,-1.79895,-7.54783,-35.5771,20.8637,25218,-4.83996,16439.4,-6.1106,-3.74362,-4.10288,-1.66149,-7.41037,0.821838,22.9428,25373.9,-2.76084,1.16877,0.000516412,1.00006,19.6298,423.076,482.861,0.541731,33588.3,8.5706e-07,0.527362,110.088,86.2599,22.6819,24.0114,0.944632,467.654,533.883,0.583008 
343,343,343,19006,0,5,101,125,0,5,135,-7.58391,-2.34206,-15.1004,-5.64445,-3.32633,-50.2693,18.8464,25190.2,-12.4452,16439.4,-7.38968,-2.14783,-14.7119,-5.45022,-3.1321,0.5519,21.7842,25410.5,-9.50748,2.09964,0.000489639,1.0002,10.3752,454.667,514,0.909441,33802.6,8.58879e-07,0.562855,110.035,85.8158,22.6433,23.8549,0.949208,466.062,526.948,0.576997 
344,344,344,22968.4,0,5,101,125,0,5,135,-4.98872,1.61837,-3.38825,-5.52071,-3.36247,-119.993,-3.53956,28564.2,9.1212,16439.4,-4.52509,2.082,-2.46099,-5.05708,-2.89884,0.808632,3.47285,29090.2,16.1336,0.152097,6.82138e-05,0.999699,22.8332,439.226,509.536,0.586539,37890,8.92188e-07,0.530243,109.403,86.3349,22.9082,24.4461,0.937088,477.031,553.391,0.575881 
345,345,345,21730.2,0,5,101,125,0,5,135,-7.31423,-1.30005,-9.60475,-3.63178,-4.67371,-87.4763,3.43496,27292.6,1.71896,16439.4,-6.97623,-0.962056,-8.92877,-3.29379,-4.33571,0.635509,8.54708,27676,6.83108,0.510445,0.000176441,0.999866,16.7444,424.982,506.531,0.563778,36087.5,8.7781e-07,0.528552,110.106,85.4266,22.6317,24.4768,0.924619,465.584,554.779,0.578973 
346,346,346,21472.1,0,5,101,125,0,5,135,-9.34199,-3.78619,-5.59826,-8.37674,-8.41003,-53.4782,2.16843,27312.5,-3.79612,16439.4,-9.13536,-3.57956,-5.185,-8.17011,-8.2034,0.848717,5.2937,27546.9,-0.670852,1.17935,0.0001098,1.00001,4.48868,431.107,498.941,0.536154,36375.1,8.80136e-07,0.526948,109.538,86.2111,22.9289,24.4374,0.938271,477.896,552.998,0.584089 
347,347,347,23272.2,0,5,101,125,0,5,135,-7.77161,-1.41035,-6.64756,-3.93816,-6.3943,-104.039,2.90358,28159.7,-1.62934,16439.4,-7.36962,-1.00837,-5.84359,-3.53617,-5.99231,0.753955,8.98362,28615.7,4.4507,0.627152,0.000179362,0.999916,14.3245,428.012,496.475,0.526613,37320.2,8.87694e-07,0.519294,109.563,86.211,22.9108,24.4368,0.937551,477.139,552.97,0.578642 
348,348,348,22140.1,0,5,101,125,0,5,135,-5.45002,-0.828573,-6.60621,-5.22924,-7.82863,-112.919,14.4788,27855.9,7.82009,16439.4,-5.01372,-0.392276,-5.73361,-4.79295,-7.39233,0.754185,21.0778,28350.8,14.4191,0.549177,0.000424655,0.999724,38.3807,438.169,492.84,0.55957,36583.7,8.81816e-07,0.526982,109.315,85.4214,23.0072,24.1709,0.951856,481.163,540.999,0.578584 
349,349,349,20092.2,0,5,101,125,0,5,135,-7.61857,-0.696599,-9.9773,-2.52107,-8.95023,-99.0138,4.57386,25549.7,-0.98906,16439.4,-7.236,-0.314029,-9.21216,-2.1385,-8.56766,0.664627,10.3602,25983.7,4.79731,0.642814,0.000227788,0.9999,16.117,414.608,489.91,0.512124,33861.7,8.59379e-07,0.524436,109.83,85.9884,22.6371,24.3687,0.92894,465.808,549.893,0.588923 
350,350,350,20711.2,0,5,101,125,0,5,135,-6.91755,-1.44848,-11.135,-5.48435,-1.54376,-39.9659,1.94275,26451.5,8.40591,16439.4,-6.76313,-1.29405,-10.8261,-5.32993,-1.38934,0.577147,4.27836,26626.6,10.7415,0.249203,9.18085e-05,0.999781,17.1682,427.275,497.064,0.515591,35207.4,8.70615e-07,0.529339,109.701,85.6651,22.9512,24.5332,0.935516,478.824,557.34,0.593365 
351,351,351,22007.6,0,5,101,125,0,5,135,-4.21631,-2.71222,-7.87065,-5.27188,-3.95873,-104.237,1.65172,27821.1,-2.92615,16439.4,-3.81356,-2.30947,-7.06515,-4.86913,-3.55598,0.673111,7.7433,28277.9,3.16544,0.670891,0.000156449,0.999939,11.5418,405.659,472.192,0.457602,36046.1,8.77475e-07,0.498776,109.446,86.0816,22.7911,24.3567,0.935722,472.169,549.352,0.580416 
352,352,352,18252.8,0,5,101,125,0,5,135,-5.61355,-5.74705,-8.6463,-5.17188,-6.35849,-69.3183,-5.60142,24237.3,1.42945,16439.4,-5.34572,-5.47922,-8.11064,-4.90404,-6.09066,0.729016,-1.55046,24541.1,5.48041,-0.308485,-3.61029e-05,0.999879,5.02604,405.671,479.255,0.514216,32063,8.43885e-07,0.522501,109.082,85.6749,22.3653,24.0807,0.928765,454.688,536.969,0.585529 
353,353,353,21337,0,5,101,125,0,5,135,-1.82913,-1.31429,-9.69995,-2.52257,-5.73409,-50.5037,6.70243,26797.2,2.3159,16439.4,-1.63399,-1.11916,-9.30968,-2.32743,-5.53895,0.532863,9.65387,27018.6,5.26733,0.604324,0.000204132,0.999894,15.9747,434.091,498.574,0.633622,35757.5,8.75127e-07,0.531599,109.482,85.4084,22.604,24.0091,0.941475,464.445,533.782,0.568955 
354,354,354,17374.9,0,5,101,125,0,5,135,-3.60461,-0.62426,-3.31644,-2.40793,-3.7043,-67.5323,3.37769,23052.5,-6.38829,16439.4,-3.34367,-0.363328,-2.79458,-2.14699,-3.44337,0.768889,7.32428,23348.5,-2.4417,1.66679,0.000179221,1.00006,4.39424,419.21,494.027,0.626461,30941.4,8.33928e-07,0.545711,109.663,85.6575,22.2298,23.9107,0.929699,449.197,529.418,0.584776 
355,355,355,18837.4,0,5,101,125,0,5,135,-4.34939,-5.21195,-9.17996,-11.0678,-6.35739,-43.7818,-6.59014,24426.6,1.85977,16439.4,-4.18023,-5.04279,-8.84163,-10.8986,-6.18822,0.748471,-4.03153,24618.5,4.41837,-3.17314,-9.35859e-05,0.999903,1.27052,403.863,480.934,0.516809,32252.6,8.45545e-07,0.521222,109.805,85.7935,22.3057,24.1102,0.925157,452.27,538.286,0.583538 
356,356,356,23161.3,0,5,101,125,0,5,135,-3.51549,-1.5714,-5.17394,-7.29956,-8.0362,-12.1905,5.60887,28939.1,-0.956995,16439.4,-3.46839,-1.52429,-5.07973,-7.25246,-7.9891,0.799331,6.32129,28992.6,-0.244581,1.04869,0.000124574,1,6.02779,435.671,503.785,0.507228,38673.8,8.98299e-07,0.521532,109.691,85.6856,23.2304,24.7506,0.938581,490.546,567.261,0.587233 
357,357,357,22326.9,0,5,101,125,0,5,135,-5.83348,-1.07737,-2.58716,-5.49407,-10.3383,-60.1644,-3.38925,28147.3,12.4749,16439.4,-5.60102,-0.844905,-2.12224,-5.2616,-10.1058,0.911336,0.126758,28411,15.9909,0.00656242,2.54948e-06,0.999695,19.3158,450.138,526.426,0.783557,36899.5,8.84346e-07,0.550452,109.917,85.8994,22.6789,24.2998,0.933298,467.531,546.785,0.571731 
358,358,358,18860.8,0,5,101,125,0,5,135,-7.78204,-1.63956,-7.49832,-9.04721,-7.31897,-104.734,1.71385,24791.4,5.38081,16439.4,-7.37737,-1.23489,-6.68898,-8.64254,-6.9143,0.783234,7.8345,25250.5,11.5015,0.362101,0.000177267,0.999753,21.6363,414.629,487.923,0.578147,32792.5,8.50237e-07,0.529012,109.805,86.2317,22.2901,23.9555,0.930475,451.635,531.404,0.576191 
359,359,359,19045.4,0,5,101,125,0,5,135,-4.09798,-2.74128,-3.74359,-2.28341,-7.39984,-28.2463,-3.05791,25068.3,-5.83224,16439.4,-3.98884,-2.63214,-3.52531,-2.17427,-7.2907,0.82024,-1.4072,25192.1,-4.18153,0.219018,-3.19202e-05,1.00009,-6.42503,421.078,495.603,0.57732,33118,8.53041e-07,0.535523,109.879,85.7832,22.4697,24.1414,0.930751,458.943,539.683,0.583416 
360,360,360,21073.9,0,5,101,125,0,5,135,-5.78595,-3.88935,-5.68088,-8.48661,-3.6602,-119.72,-4.58367,26893.4,1.12612,16439.4,-5.32337,-3.42677,-4.75573,-8.02404,-3.19762,0.807675,2.41279,27418.2,8.12258,0.198422,5.02831e-05,0.999839,12.1599,451.668,520.823,0.656717,35419.6,8.72361e-07,0.555979,109.983,85.1963,22.9917,24.4577,0.94006,480.515,553.915,0.591397 
361,361,361,23076,0,5,101,125,0,5,135,-4.60548,-5.01974,-0.202062,-4.54017,-6.6413,-41.5795,8.67185,28760.3,-3.31687,16439.4,-4.44483,-4.85908,0.119248,-4.37951,-6.48064,1.00595,11.1017,28942.5,-0.886966,1.10604,0.00021914,1.00002,10.0374,442.032,529.576,0.574802,38258.3,8.9507e-07,0.540548,109.643,85.3526,23.029,24.9723,0.922179,482.075,577.472,0.589475 
362,362,362,18088.9,0,5,101,125,0,5,135,-5.94499,-4.35203,-3.98979,-7.5386,-6.76388,-104.963,3.20544,24334.9,1.60186,16439.4,-5.53944,-3.94648,-3.17868,-7.13305,-6.35832,0.878472,9.33946,24795,7.73588,0.501514,0.000215192,0.999831,18.6225,411.059,483.919,0.52426,32307.3,8.46022e-07,0.527177,109.421,85.6295,22.4603,24.1437,0.930278,458.562,539.783,0.588067 
363,363,363,20255.7,0,5,101,125,0,5,135,-7.95584,-1.46056,-1.8194,-4.8232,-6.57008,-42.2445,13.1527,26314,12.1605,16439.4,-7.79261,-1.29734,-1.49295,-4.65998,-6.40686,0.931041,15.6215,26499.1,14.6292,0.470859,0.00033675,0.9997,33.1766,426.499,497.403,0.619221,35096.8,8.69703e-07,0.529593,109.65,85.807,22.4431,24.017,0.934471,457.86,534.132,0.568617 
