cyc,freq,Vpp,time,wait time,T,TF,EF,ToTF,q,offs,N,Npix,ENoEF,tof,AR
173,50,0.7,5,6,4.47042e-07,9.27811e-07,1.28098e-29,0.481824,0.158297,-3.63549e-13,71295.1,94893.4,1.31659,0.0066,1.42448 
174,50,0.7,9,2,4.38115e-07,9.14673e-07,1.26284e-29,0.478986,0.174165,7.64673e-13,68309.1,96088,1.30845,0.0066,1.42088 
175,50,0.7,7,4,4.31767e-07,8.98616e-07,1.24067e-29,0.48048,0.165799,6.69299e-13,64774.5,91117.7,1.31273,0.0066,1.42152 
176,150,0.54,0.1,10.9,3.87014e-07,8.97111e-07,1.2386e-29,0.4314,0.457397,9.79818e-13,64449.7,90095.8,1.1757,0.0066,1.44795 
177,150,0.54,1,10,3.97225e-07,9.08338e-07,1.2541e-29,0.437309,0.420287,-4.03463e-13,66899.8,86289.3,1.19176,0.0066,1.4717 
178,150,0.54,3,8,4.08614e-07,9.01865e-07,1.24516e-29,0.453076,0.324105,3.5514e-13,65479.7,89165.5,1.23521,0.0066,1.44165 
179,150,0.54,10,1,4.41547e-07,9.02632e-07,1.24622e-29,0.489178,0.117661,1.63244e-13,65646.7,88981.6,1.33781,0.0066,1.43976 
180,150,0.54,8,3,4.50833e-07,9.39728e-07,1.29744e-29,0.479748,0.169893,9.02589e-13,74077.8,104573,1.31063,0.0066,1.4255 
181,150,0.54,2,9,4.24759e-07,9.18054e-07,1.26751e-29,0.462673,0.267459,3.55353e-13,69069.4,94419.9,1.26209,0.0066,1.44252 
182,150,0.54,6,5,4.20671e-07,9.0141e-07,1.24453e-29,0.466681,0.244195,9.21859e-14,65380.6,88421.3,1.2734,0.0066,1.44712 
183,150,0.54,4,7,4.48484e-07,9.31925e-07,1.28666e-29,0.481245,0.161524,-5.12093e-13,72247.8,94882.8,1.31493,0.0066,1.43051 
184,150,0.54,5,6,4.4813e-07,9.23023e-07,1.27437e-29,0.485502,0.137886,1.63207e-13,70197.2,96586.8,1.32719,0.0066,1.40682 
185,150,0.54,9,2,4.59839e-07,9.29338e-07,1.28309e-29,0.494803,0.087029,-7.29142e-13,71647.8,93797.3,1.35415,0.0066,1.42639 
186,150,0.54,7,4,4.39657e-07,9.2796e-07,1.28119e-29,0.473789,0.203495,-6.41558e-13,71329.5,92981.7,1.29358,0.0066,1.42659 
187,150,0.54,0.1,10.9,4.07629e-07,9.18853e-07,1.26861e-29,0.443629,0.381257,2.23748e-14,69249.9,92200.5,1.20908,0.0066,1.44215 
188,150,0.54,1,10,4.20809e-07,9.19548e-07,1.26957e-29,0.457626,0.297086,1.92792e-13,69407.2,93717.9,1.24793,0.0066,1.44895 
189,150,0.54,3,8,4.2621e-07,9.1637e-07,1.26519e-29,0.465107,0.253303,4.68292e-14,68690.1,92463.3,1.26895,0.0066,1.45054 
190,150,0.54,10,1,4.56598e-07,9.25799e-07,1.27821e-29,0.493194,0.0957533,-3.45081e-13,70832.4,95116.2,1.34947,0.0066,1.40551 
191,150,0.54,8,3,4.6324e-07,9.37555e-07,1.29444e-29,0.494093,0.090869,9.94472e-14,73565.2,100386,1.35209,0.0066,1.41409 
192,150,0.54,2,9,4.24249e-07,9.22609e-07,1.2738e-29,0.459836,0.284063,-3.05478e-13,70102.8,92279.6,1.25412,0.0066,1.43564 
193,150,0.54,6,5,4.36797e-07,9.1556e-07,1.26407e-29,0.477081,0.184873,-4.74608e-13,68508.2,89919.3,1.30299,0.0066,1.43824 
194,150,0.54,4,7,4.36485e-07,9.14205e-07,1.2622e-29,0.477448,0.182809,9.38466e-14,68204.3,92844.5,1.30404,0.0066,1.41968 
195,150,0.54,5,6,4.54842e-07,9.28457e-07,1.28188e-29,0.48989,0.113759,-1.19962e-13,71444.3,95671.3,1.33988,0.0066,1.4417 
196,150,0.54,9,2,4.59e-07,9.09735e-07,1.25603e-29,0.504543,0.0348599,-5.99897e-13,67208.8,89090.4,1.38267,0.0066,1.39249 
197,150,0.54,7,4,4.54157e-07,9.2491e-07,1.27698e-29,0.491028,0.107538,-1.5455e-13,70628.5,95114.2,1.34318,0.0066,1.43143 
198,150,0.54,0.1,10.9,3.946e-07,9.09691e-07,1.25597e-29,0.433773,0.442421,-9.68741e-14,67199.1,88281.4,1.18214,0.0066,1.47064 
199,150,0.54,1,10,3.95817e-07,9.0249e-07,1.24602e-29,0.438583,0.412365,-7.71626e-14,65615.8,86644.1,1.19524,0.0066,1.4583 
200,150,0.54,3,8,4.00584e-07,8.84515e-07,1.22121e-29,0.452885,0.325251,-4.75693e-13,61772.8,79599.8,1.23469,0.0066,1.46778 
201,150,0.54,10,1,4.78494e-07,9.36005e-07,1.2923e-29,0.511208,-0.000233869,-8.04991e-14,73200.9,99879.3,1.40229,0.0066,1.40105 
202,150,0.54,8,3,4.41272e-07,8.97683e-07,1.23939e-29,0.491568,0.104598,-5.01697e-13,64573,85762.3,1.34475,0.0066,1.41686 
203,150,0.54,2,9,4.35705e-07,9.26509e-07,1.27919e-29,0.470265,0.223586,2.90302e-13,70995.5,96601.8,1.28356,0.0066,1.43469 
204,150,0.54,6,5,4.3614e-07,9.19911e-07,1.27007e-29,0.474112,0.201663,-9.31765e-14,69489.4,92964.9,1.2945,0.0066,1.44419 
205,150,0.54,4,7,4.45373e-07,9.29153e-07,1.28284e-29,0.479332,0.172222,-5.02918e-13,71605.1,95195.4,1.30943,0.0066,1.40022 
206,150,0.54,5,6,4.49507e-07,9.29332e-07,1.28308e-29,0.483688,0.14793,-2.06486e-13,71646.4,96537.5,1.32196,0.0066,1.4186 
207,150,0.54,9,2,4.76691e-07,9.26785e-07,1.27957e-29,0.514349,-0.0166051,-1.96886e-13,71058.9,96350.4,1.41158,0.0066,1.41229 
208,150,0.54,7,4,4.47676e-07,9.20425e-07,1.27078e-29,0.48638,0.133043,4.29435e-13,69606,96192,1.32972,0.0066,1.40959 
209,150,0.54,0.1,10.9,3.94205e-07,9.02775e-07,1.24642e-29,0.43666,0.424338,4.69939e-13,65678,88981.2,1.18999,0.0066,1.47456 
210,150,0.54,1,10,4.04602e-07,9.16191e-07,1.26494e-29,0.441614,0.393632,2.27299e-13,68649.8,92214.2,1.20354,0.0066,1.4566 
211,150,0.54,3,8,4.26204e-07,9.27245e-07,1.2802e-29,0.459646,0.285181,9.96613e-14,71164.8,95140.2,1.25358,0.0066,1.45649 
212,150,0.54,10,1,4.71143e-07,9.24349e-07,1.2762e-29,0.509703,0.00765135,-6.57895e-13,70500,93335,1.39784,0.0066,1.40059 
213,150,0.54,8,3,4.611e-07,9.11503e-07,1.25847e-29,0.505868,0.0278455,4.52334e-13,67601.4,94786.5,1.38655,0.0066,1.39887 
214,150,0.54,2,9,4.26252e-07,9.30324e-07,1.28445e-29,0.458176,0.293835,1.94538e-13,71876,96918.7,1.24946,0.0066,1.44405 
215,150,0.54,6,5,4.40603e-07,9.12418e-07,1.25973e-29,0.482896,0.152331,-4.32565e-13,67805.2,89988.2,1.31967,0.0066,1.41767 
216,150,0.54,4,7,4.26105e-07,9.08045e-07,1.25369e-29,0.469255,0.229375,-7.10062e-13,66834.9,86472,1.28069,0.0066,1.45046 
217,150,0.54,5,6,4.32907e-07,9.17975e-07,1.2674e-29,0.471589,0.216017,1.08408e-13,69051.6,93150,1.28732,0.0066,1.43964 
218,150,0.54,9,2,4.57111e-07,9.14668e-07,1.26284e-29,0.499756,0.0603651,4.00866e-14,68308,93148.6,1.36862,0.0066,1.41457 
219,150,0.54,7,4,4.65879e-07,9.30775e-07,1.28507e-29,0.500529,0.0562381,1.026e-13,71980.6,100019,1.37089,0.0066,1.3771 
220,150,0.54,7,4,4.24075e-07,8.77888e-07,1.21206e-29,0.483063,0.151404,-5.52367e-13,60394.7,78824,1.32015,0.0066,1.4339 
221,150,0.54,7,4,4.44968e-07,9.10844e-07,1.25756e-29,0.488523,0.121251,-5.1227e-13,67455,88454,1.33592,0.0066,1.43122 
