cyc,pulse time,wait time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
167,0.02,0.83,167,8865.58,-0.315216,26.3651,8.65994,123.784,0.854654,88.925,56.0836,-1.40535,1.52907,-3.48821,-2.34381,-2.22105,-341.86,6008.45,8.0131,4641.54,9906.63,0.747252,3.68168,0.816996,-0.191211,-0.0684448,0.836151,6280.76,32.768,4913.84,0.55376,0.990952,0.012135,11342,-0.00172344,1.00551,8.90932,8.24281,123.978,79.769,0.741423,8.79536,9.00673,123.4,126.629,0.578079,-46.8597 
168,0.02,0.83,168,9427.94,-0.0251907,27.242,8.58649,123.886,0.000236522,-12.9137,500,-1.86447,-0.283278,2.01614,-2.20373,-3.71111,-308.223,6440.17,18.6628,4728.94,7614.76,0.0763283,1.65752,5.89773,-0.26293,-1.77031,-0.0534792,6685.69,40.982,4974.45,0.566134,0.989387,0.0149493,11809.4,-0.00165732,1.04423,8.96508,8.42938,123.94,80.1686,0.751673,8.77101,9.0456,123.595,127.036,0.344814,-46.8675 
169,0.02,0.83,169,9041.43,-0.344948,27.03,8.71298,123.936,0.564145,237.137,134.03,-3.2607,0.407718,2.89291,-0.241718,1.26305,-374.878,5988.18,14.2484,4973.73,12021.6,-0.90019,2.76822,7.61392,2.11879,3.62356,0.499884,6286.79,41.3942,5272.33,0.536539,0.988609,0.0142566,11717.3,-0.00177786,0.987069,8.85539,8.34928,124.077,80.8527,0.79529,8.81268,8.9185,123.502,128.151,0.574715,-47.2982 
170,0.02,0.83,170,8910.28,-0.179056,26.7736,8.52723,123.638,0.225261,170.73,0.540942,-0.761981,-2.43735,-3.51294,-1.85021,-0.859044,-302.58,6041.43,16.5693,4629.78,8684.05,1.14329,-0.532085,0.297596,0.055057,1.04622,0.851948,6282.45,38.4799,4870.8,0.556,0.989395,0.0143441,11299.4,-0.0017343,1.02923,8.84,8.15432,123.775,80.0324,0.761005,8.7664,8.85634,123.288,127.037,0.487526,-47.0046 
171,0.02,0.83,171,9882.48,-0.225215,28.0437,8.65064,123.711,-0.0284031,175.441,500,-1.05554,-0.119149,-1.22348,-4.62534,-1.73216,-323.466,6295.82,21.0912,5074.87,8059.53,0.981245,1.91763,2.85008,-2.58856,0.304619,0.17747,6553.47,44.5142,5332.52,0.544039,0.988253,0.0151444,12046,-0.00140282,1.04595,8.81505,8.32668,123.981,80.1537,0.805421,8.8218,8.98119,123.13,127.086,0.850633,-46.9327 
172,0.02,0.83,172,9237.17,-0.0886498,27.0373,8.65991,123.719,0.108398,-88.3449,498.812,-2.45237,-1.68438,-4.30433,0.612353,-0.272206,-328.676,6067.98,10.2093,4909.59,7933.8,-0.382784,0.385207,-0.165161,2.68194,1.79738,1.03826,6329.79,34.0096,5171.4,0.543034,0.990685,0.0119696,11656.3,-0.0016772,0.992331,8.86469,8.44912,123.916,80.5348,0.762996,8.84256,9.21371,123.313,127.724,0.603682,-47.1896 
173,0.02,0.83,173,9209.08,-0.00439602,25.7136,8.87347,123.485,-0.103635,-27.3813,0.0871686,-4.5844,-1.78323,-1.84388,-4.18432,-4.12984,-314.594,5911.83,19.821,4890.91,7520.03,-2.60349,0.197681,2.11795,-2.20341,-2.14892,1.45644,6162.42,42.6015,5141.49,0.537819,0.988047,0.0150339,11458.2,-0.00148567,0.946185,9.08378,8.40922,123.773,79.5637,0.723586,9.09831,9.29726,123.146,126.402,0.6272,-46.8385 
174,0.02,0.83,174,8975.96,-0.0475552,26.2934,8.5814,123.777,-0.0195102,-32.8126,9.84279e-09,-1.5045,1.22934,2.32326,3.0467,-2.97886,-371.753,6006.49,21.3599,4666.14,7365.99,0.836328,3.57017,7.00492,5.38754,-0.638024,0.566552,6302.61,48.2795,4962.25,0.552195,0.986772,0.0176069,11413.7,-0.0016493,0.987175,9.00492,8.32157,123.964,80.1444,0.764427,8.65694,8.90432,123.36,127.149,0.604117,-47.0043 
175,0.02,0.83,175,8758.73,-0.015502,26.0394,8.50389,123.508,0.00148225,-3.08535,500,-3.73953,-3.62987,-4.51526,-2.74073,-1.71333,-396.52,5799.94,12.3561,4774.71,7208.62,-1.24275,-1.13309,0.478298,-0.243946,0.783449,1.3522,6115.79,41.0691,5090.55,0.538406,0.988385,0.0146439,11359.1,-0.00176687,0.979327,8.87644,8.21616,123.75,79.8589,0.776176,8.74499,8.90541,123.133,126.88,0.616719,-47.0207 
176,0.02,0.83,176,9018.74,-0.0919069,26.9162,-8.55687,123.512,-0.0948419,-95.0304,500,-2.8334,-0.603786,-0.722788,-3.5729,-1.80031,-333.74,6239.74,12.9484,4646.71,7791.02,-0.731931,1.49769,3.48016,-1.47142,0.301166,-0.131517,6505.58,37.1153,4912.55,0.562498,0.990115,0.0137265,11565.5,-0.00182179,1.05113,8.97401,8.15306,123.659,79.6008,0.752083,8.7402,8.96216,123.146,126.487,0.513671,-46.8859 
177,0.02,0.83,177,9506.34,-0.0154626,27.2265,8.6295,123.696,-0.00747928,-30.6262,500,0.765736,1.64468,0.128107,-3.59554,-2.95589,-289.128,6136.51,20.6433,5001.16,7655.9,2.5863,3.46525,3.76924,-1.77498,-1.13533,0.454562,6366.81,41.5798,5231.46,0.541616,0.9887,0.0144298,11755.2,-0.00154954,1.01255,8.88312,8.35765,123.896,79.8797,0.786164,8.84082,9.0413,123.318,126.944,0.57765,-47.064 
178,0.02,0.83,178,9753.76,-0.0572323,27.3079,8.53414,124.039,0.028515,38.4266,422.704,1.13265,0.176858,4.48971,-0.411881,2.57141,-309.465,6194.63,36.1537,4983.11,7622.2,3.08127,2.12548,8.38694,1.53674,4.52003,0.573193,6441.13,58.5628,5229.61,0.544583,0.984338,0.0202115,11827.6,-0.00133666,1.02074,8.83718,8.3969,124.305,80.0087,0.781452,8.82119,9.04447,123.625,127.036,0.679376,-47.0273 
179,0.02,0.83,179,8966.44,-0.314094,26.8152,8.59153,123.555,-0.0214498,396.706,195.289,1.5204,1.69666,1.32425,-3.80736,-0.857569,-275.379,5758.5,12.9346,4903.03,7776.75,3.25439,3.43065,4.79223,-2.07337,0.876421,0.533844,5977.85,32.8755,5122.38,0.53118,0.990468,0.0116845,11253.9,-0.00158313,0.965107,8.71765,8.36856,123.799,80.3496,0.764746,8.71564,9.22025,123.166,127.487,0.633301,-47.1376 
180,0.02,0.83,180,9288.8,-0.300625,27.3735,8.61628,123.699,-1.40738,2609.85,495.389,1.54423,3.11384,-2.0013,-2.80174,1.2591,-303.207,6127.86,15.3996,4854.13,127247,3.45344,5.02306,1.81713,-0.892527,3.16832,0.855432,6369.37,37.3556,5095.65,0.548238,0.989841,0.0133243,11617.9,-0.00161189,1.03429,8.80543,8.25842,123.96,79.754,0.779097,8.73185,8.96689,123.238,126.75,0.721926,-46.9958 
181,0.02,0.83,181,9509.17,-0.267128,27.2851,8.68044,123.599,0.267749,-389.841,258.635,-1.25988,1.82086,2.12124,-1.35465,-2.10542,-410.383,6125.41,22.4961,5012.97,11108,1.3242,4.40494,7.28939,1.22942,0.478658,0.505019,6452.3,52.213,5339.85,0.539835,0.986036,0.0176934,11952.3,-0.00150258,1.0173,8.91285,8.27561,123.738,80.4723,0.782839,8.81398,9.03799,123.19,127.725,0.548256,-47.2529 
182,0.02,0.83,182,9033.87,-0.323712,26.7551,8.70634,123.459,1.40625,-580.438,389.209,-1.09776,-2.41034,3.57965,-1.89381,0.446333,-278.31,6193.21,13.1518,4635.18,34154.3,0.654688,-0.657899,7.08454,-0.141369,2.19878,0.224779,6414.9,33.3049,4856.87,0.561849,0.990996,0.0124742,11417.5,-0.0017343,1.02483,8.98079,8.28786,123.626,79.6801,0.745003,8.7382,8.98761,123.064,126.578,0.561884,-46.8975 
183,0.02,0.83,183,9299.64,-0.0230934,26.5708,8.57279,123.643,-0.00697853,-21.5226,500,-1.6289,2.47792,1.27276,0.466917,0.413656,-316.543,6216.55,18.8857,4674.02,7420.07,0.364283,4.47111,5.25913,2.4601,2.40684,0.648488,6468.69,41.8073,4926.16,0.560417,0.988816,0.0153929,11542.6,-0.00148603,1.01719,8.922,8.3525,123.888,79.2842,0.754934,8.66773,8.98554,123.22,126.079,0.667752,-46.7952 
184,0.02,0.83,184,9674.8,-0.0277607,27.2309,8.84128,123.652,0.0090842,-47.0853,0.0192738,-0.484859,0.261968,0.144191,-3.37747,-3.95871,-376.005,6391.64,17.7839,5038.61,7851.35,1.88274,2.62957,4.87939,-1.00986,-1.59111,0.281463,6691.14,45.0114,5338.12,0.548931,0.988365,0.0152952,12189.4,-0.00162046,1.01579,9.14149,8.40203,123.854,79.6487,0.765255,9.04,9.11308,123.24,126.695,0.614025,-47.0465 
185,0.02,0.83,185,9672.84,-0.0575,27.5972,8.4821,123.795,-0.00418959,11.332,9.30305e-13,-2.25431,1.04858,4.6061,-1.08931,-0.86426,-237.672,6114.43,25.2358,4957.17,7621.69,-0.757759,2.54514,7.59921,0.407243,0.632295,0.271138,6303.74,42.4462,5146.48,0.54321,0.988354,0.0149656,11604.6,-0.00129802,1.01732,8.71135,8.39329,123.947,80.3062,0.796788,8.57926,9.09603,123.505,127.418,0.441296,-47.1118 
186,0.02,0.83,186,9156.41,-0.0710358,27.2529,8.48548,123.726,-0.36644,451.454,1.2126e-07,-2.77551,2.17876,0.510737,-3.02225,-2.54,-366.279,6318.29,20.9462,4639.53,12913.4,-0.46915,4.48512,5.12346,-0.715887,-0.233638,0.374418,6610.05,47.4694,4931.29,0.56548,0.987589,0.0174234,11689.3,-0.00174006,1.04428,8.88151,8.35585,123.871,80.3729,0.752281,8.71259,8.98223,123.489,127.46,0.381392,-47.0875 
187,0.02,0.83,187,9248.17,-0.00541686,26.7962,8.58571,123.639,-0.0153196,-79.4992,500,-3.18223,-1.04854,-1.33021,-0.899894,-1.34576,-396.038,6121.31,25.084,4839.51,7529.01,-0.688488,1.4452,3.65728,1.59385,1.14799,0.488909,6436.77,53.7621,5154.97,0.547979,0.985594,0.0188495,11746.4,-0.0015875,0.993314,8.87421,8.45924,123.782,79.7394,0.755334,8.81418,9.13386,123.156,126.699,0.626446,-46.96 
188,0.02,0.83,188,9008.94,-0.0951961,26.0636,8.75552,123.496,0.0088125,96.0729,2.75731e-07,-1.4433,2.12541,-1.7271,-2.79545,-1.57547,-390.947,6059.1,29.9087,4718.56,7456.23,1.01838,4.5871,3.19628,-0.333761,0.88622,0.658306,6370.5,58.2181,5029.97,0.551493,0.984259,0.0208759,11551.4,-0.00167878,0.974689,9.04763,8.41708,123.702,79.6137,0.730409,8.97467,9.07459,122.976,126.663,0.726066,-47.0495 
189,0.02,0.83,189,9439.27,-0.0236124,26.826,8.74699,123.496,0.0198975,7.17025,2.24332e-07,-4.22171,0.117613,-3.04983,-3.48939,-0.814633,-255.124,6010.16,28.4401,5054.95,7643.17,-2.61526,1.72406,0.163064,-1.88294,0.791814,1.08963,6213.37,46.9142,5258.17,0.534287,0.986959,0.0161698,11629.3,-0.00155517,0.976735,9.04088,8.38419,123.734,79.7829,0.776262,8.89738,9.15535,123.089,126.702,0.645168,-46.9188 
190,0.02,0.83,190,9716.62,-0.265765,27.3289,8.82575,123.677,0.231894,258.409,498.03,3.1291,-1.10532,-4.9939,-2.86545,-2.6032,-373.355,6298.62,21.3564,4941.88,9802.5,5.48002,1.2456,-0.292066,-0.514527,-0.252283,1.05154,6596.01,48.3919,5239.27,0.550013,0.987324,0.0167298,11992.5,-0.00142148,1.00213,9.04115,8.49714,123.841,80.0957,0.755089,8.90569,9.19399,123.236,127.039,0.605319,-46.9431 
191,0.02,0.83,191,9808.79,-0.269667,27.9827,8.70692,123.91,-0.118286,769.916,57.9601,-0.617777,-3.10242,-2.35486,-0.699735,-2.24636,-285.515,6303.62,19.7315,5075.21,10896,1.18003,-1.30461,1.24076,1.09808,-0.448546,0.297302,6531.05,40.4063,5302.63,0.544583,0.989289,0.0138426,11992.8,-0.00151716,1.04196,8.92043,8.3121,123.985,80.0072,0.803889,8.81532,9.03296,123.587,126.813,0.398225,-46.8058 
192,0.02,0.83,192,9441.18,-0.0180097,27.0595,8.55754,123.959,-0.00863284,-9.05831,500,-2.71419,0.246343,-0.852493,1.30286,0.180528,-315.664,6071.57,2.67523,4980.12,7540.66,-0.726538,2.234,3.12282,3.29052,2.16818,0.690472,6323.01,25.5333,5231.56,0.539897,0.992983,0.00891051,11711.5,-0.00155555,0.99277,8.91111,8.43588,124.184,79.7885,0.778178,8.8391,9.11104,123.436,126.711,0.747632,-46.9229 
193,0.02,0.83,193,9279.49,-0.026153,26.5917,8.67395,123.745,0.0159585,-5.16742,500,-2.94836,-4.0207,-5.25455,-4.84292,-2.08514,-349.634,6053.34,15.2133,4880.21,7511.25,-0.746814,-1.81916,-0.85145,-2.64137,0.116409,0.856716,6331.83,40.5311,5158.71,0.543724,0.988922,0.0142666,11645.3,-0.00155402,0.982566,9.08665,8.31889,123.867,79.8444,0.76712,8.75053,9.09071,123.421,126.835,0.445383,-46.9908 
194,0.02,0.83,194,9610.63,-0.292774,28.1186,8.60491,123.626,0.206461,605.041,368.676,-1.19876,-1.52093,-5.85155,-3.4277,-0.193493,-333.433,6321.63,16.3051,4978.14,11943,0.900782,0.578607,-1.65247,-1.32816,1.90605,5.08206,6587.22,40.4498,5243.73,0.549472,0.989368,0.0140108,11988.3,-0.00161218,1.05626,8.85232,8.26657,123.739,80.665,0.793682,8.78494,9.01636,123.237,127.755,0.502819,-47.0904 
195,0.02,0.83,195,9255.12,-0.169823,26.833,8.64065,123.447,-0.530881,378.911,0.144328,0.772793,-1.73874,-7.72987,-2.02873,-3.58567,-335.511,5936.34,19.5604,4983.06,14096,2.88541,0.373879,-3.50462,0.0838897,-1.47305,-1.14417,6203.59,43.8556,5250.3,0.534267,0.98778,0.0151539,11611.4,-0.00154834,0.98696,8.93815,8.28338,123.55,79.9193,0.793973,8.78714,8.86459,122.994,126.979,0.556094,-47.0595 
