cyc,sweep,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
166,46.05,3,166,247.7,-0.358489,-8.80004,11.7407,96.2219,-0.267698,482.615,500,-9.72645,-1.00471,-7.06359,-7.51949,5.46904,-416.94,368.811,-2.78512,3938.36,7569.09,-7.10109,1.62066,-1.81287,-4.89413,8.0944,0.557083,953.61,40.5334,4523.16,0.193274,0.930766,0.0162396,4933.99,-0.0050173,0.0925792,11.1285,9.85173,95.9184,67.5552,0.37475,12.4741,11.3194,95.7627,117.057,0.155638,-49.5022 
167,46.05,0,167,-1244.73,0.000120075,-2.11534e-14,126.812,59.2214,0.000365346,5.73224,166.14,-0.784325,5.05926,-20.03,-3.90263,2.73664,-429.363,-546.118,-20.7004,3775.81,0.0681748,1.91926,7.76284,-14.6228,-1.19905,5.44022,-19.9036,56.105,23.9087,4378.03,0.0143536,0.57282,0.00995966,3908.77,-0.00550732,-0.0194655,0.0997675,-1.51416,100.087,53.5757,0.449105,11.189,10.0785,95.8396,115.851,4.24702,-62.2748 
168,45.9,3,168,19839.9,0.461765,10.2027,20.9664,95.767,-0.254316,484.706,500,6.26393,-1.45747,15.402,0.819447,-0.984738,933.641,2167.03,112.964,6203.64,10976.4,0.385035,-7.33636,3.64421,-5.05944,-6.86363,1.23928,857.511,15.9626,4894.11,0.166045,0.968451,0.0059723,5164.33,0.0146334,0.0895095,11.4298,9.55302,95.6742,67.7071,0.40815,12.6847,11.2583,95.6527,116.725,0.0214694,-49.0181 
169,45.9,0,169,972.14,-0.70769,-8.30987,12.1987,96.0033,1.87146,1479.65,210.34,-0.458158,0.397486,-4.48058,-3.95421,0.457552,-252.066,-382.534,-15.0708,4109.63,93443.2,1.12903,1.98468,-1.3062,-2.36702,2.04474,1.87946,-28.9875,11.1178,4463.18,-0.00743535,3.04126,0.00456773,3898.61,-0.00327693,-0.00290963,5120.08,7.64412,92.9662,63.94,0.434979,11.7962,10.4543,95.6323,117.66,-2.66613,-53.7201 
170,46.05,3,170,22240.3,3.2562,9.16622,12.4188,96.3882,0.186656,-203.817,200.495,10.3306,15.484,7.35188,11.8948,14.8306,1255.91,2312.08,149.558,5912.25,4944.09,2.42245,7.5759,-8.46441,3.98665,6.92243,1.68025,550.541,19.074,4150.72,0.130982,0.942835,0.00839407,4203.17,0.0177081,0.086921,10.6729,9.91604,95.9685,68.8518,0.362615,12.337,11.5101,95.9128,118.127,0.0557194,-49.2747 
171,46.05,0,171,183.393,-0.0411403,8.43309,10.5149,96.2017,-0.0278586,61.0143,500,1.98007,-4.487,-6.2478,-0.697703,-9.22597,-383.116,-494.733,-19.0613,4442.9,2941.94,4.39245,-2.07462,-1.42304,1.71468,-6.81359,0.661513,42.6252,20.743,4980.26,0.00963227,0.540069,0.00761405,4425.25,-0.00474397,0.0101693,8.66085,-6.81049,110.701,48.4013,0.476805,11.5596,10.5968,95.7247,117.824,14.9764,-69.4228 
172,45.9,3,172,2681.51,-0.489709,-9.96315,12.6888,96.0766,-0.200845,-182.829,500,-0.648453,-6.39391,8.69508,-0.365983,-9.06731,-248.028,447.652,-17.8841,4640.13,5310.77,0.913315,-4.83215,11.8186,1.19579,-7.50554,-6.43294,795.536,7.88512,4988.01,0.153431,0.98295,0.00290357,5184.99,-0.00302654,0.0899819,10.7383,9.245,95.7319,67.8794,0.409975,12.8066,11.4543,95.7753,117.405,-0.0433851,-49.5255 
173,45.9,0,173,14297.4,1.8312,8.55641,12.026,95.9368,-8.37888,5282.72,21.9111,9.28654,5.65156,7.2987,7.07704,8.34949,648.048,865.322,91.7221,5467.19,1.44426e+06,5.20595,1.57097,-0.862481,2.99646,4.2689,1.06544,-43.6288,24.3924,4558.24,-0.0109962,46.3045,0.00976138,3967.62,0.0102028,-0.00406255,105.865,6.01693,98.5763,66.8378,0.445515,11.7647,10.5448,95.4302,117.629,3.14611,-50.791 
174,46.05,3,174,-4102.27,0.000117002,-5.05198e-15,126.878,59.1544,0.000359769,5.73419,166.156,-1.86857,-4.30356,-4.90246,-2.2289,-7.23443,-683.506,-171.473,-31.6531,3472.47,0.067157,2.43529,0.000291864,3.70525,2.07495,-2.93057,0.29894,787.211,39.3606,4431.15,0.16797,0.91954,0.0160994,4686.63,-0.00929552,0.0931581,10.593,9.17568,96.1739,67.7107,0.375536,12.3502,11.1873,95.5743,116.856,0.599581,-49.145 
175,46.05,0,175,-62.7919,-0.108601,8.59278,10.7993,95.9145,0.00896418,131.388,15.2543,1.82537,-2.63832,-2.2235,-0.0532728,-4.42222,-392.666,-519.719,-25.7363,4557.67,3059.17,4.29788,-0.165808,2.72152,2.41924,-1.9497,0.628366,31.0326,15.0601,5108.42,0.00685585,0.540753,0.00540137,4526.44,-0.00517142,0.114361,-0.254014,-4576.98,101.54,77.5489,0.504809,11.4561,10.5099,95.5082,117.131,6.03155,-39.5823 
176,45.9,3,176,2985.79,-0.551066,9.83937,12.9427,95.7804,0.441434,508.815,440.757,-10.04,-14.7216,19.7542,-10.8716,-16.6608,-269.567,518.839,-7.66191,4581.5,11457.3,-8.34264,-13.0242,23.149,-9.17421,-14.9635,2.03549,896.934,20.3451,4959.59,0.170475,0.96182,0.00749994,5261.38,-0.00259408,0.0937715,11.0961,8.98543,95.5352,67.5068,0.404241,12.5707,11.4684,95.4054,117.096,0.129821,-49.589 
177,45.9,0,177,22233.7,0.395239,5.39219,91.0104,97.9727,-0.774814,437.978,500,9.58475,4.21309,14.9539,6.50293,3.93889,1238.44,1639.7,131.051,6072.39,27022.4,1.78665,-3.58501,-0.642333,-1.29517,-3.85921,0.915428,-97.3306,2.3825,4335.37,-0.0261797,1.04475,0.0010113,3717.79,0.0184589,-0.013879,-8.20904,8.72687,71.2593,65.9097,0.42784,11.6027,10.6004,95.6461,117.963,-24.3868,-52.0538 
178,46.05,3,178,12031.1,1.24424,9.52678,12.6207,96.1858,-0.228644,318.105,7.30509,0.903021,-7.16316,22.0369,-0.406639,-8.88979,419.236,1452.9,67.6442,5120.61,6281.73,-1.7368,-9.80298,16.7572,-3.04646,-11.5296,2.79057,864.878,24.0872,4532.59,0.178195,0.953527,0.00969448,4853.55,0.00694748,0.098906,10.6601,9.64111,96.6295,68.4056,0.388005,12.4392,11.2203,95.8153,117.428,0.814187,-49.0222 
179,46.05,0,179,-1277.13,0.000135582,-2.2071e-14,125.89,59.449,0.000369588,5.72561,166.217,0.785279,-5.23145,-4.37089,-0.833911,-0.64346,-429.069,-634.315,-37.1525,4127.26,0.0688866,3.48701,-2.52972,1.03257,1.86782,2.05827,0.82546,-32.5038,7.42606,4729.07,-0.00787191,1.66616,0.00288431,4129.08,-0.00586037,-0.00340643,136.267,7.11618,70.388,63.346,0.475117,11.272,10.5885,95.7958,116.975,-25.4078,-53.6292 
180,45.9,3,180,-1553.66,0.000136909,-2.28893e-14,125.665,59.5301,0.000369769,5.70801,166.453,-3.49286,-15.7627,20.6097,-2.37412,-19.1067,-552.871,152.204,-31.2636,3991.15,0.0687084,-0.0115815,-12.2815,27.5723,1.10717,-15.6254,-35.2298,927.66,26.1776,4766.61,0.181103,0.952941,0.0100153,5122.28,-0.00715664,0.098037,11.0714,8.71784,95.7999,67.474,0.38576,12.7422,11.6209,95.2424,117.834,0.557482,-50.36 
181,45.9,0,181,20450,0.0280052,5.35494,93.4505,98.5124,0.00948734,-60.3427,500,18.8808,14.9577,-2.99288,13.4177,12.5696,1172.73,1497.38,126.663,5701.5,16309,11.4964,7.57327,-17.7617,6.03327,5.18519,2.41793,-147.498,4.8208,4056.63,-0.0430987,1.06067,0.00218433,3422.33,0.016945,-0.00415976,72.7298,6.6615,70,64.5447,0.413405,11.4922,10.4633,95.8023,117.313,-25.8022,-52.7681 
182,46.05,3,182,23171.2,1.43567,9.65814,19.1473,96.0608,-0.43019,-1815.88,499.997,-0.0508832,17.8545,21.2139,-2.93133,14.7866,1218.85,2506.69,155.056,5884.81,31449.8,-7.72565,10.1797,5.86433,-10.6061,7.11183,-0.215627,797.133,28.4226,4175.26,0.178275,0.941267,0.0123846,4471.36,0.0186845,0.0926866,10.9007,9.5055,95.6229,67.8795,0.375178,12.0241,11.2638,95.5229,117.711,0.0999948,-49.8316 
183,46.05,0,183,21237.5,3.16437,8.82179,11.615,96.0388,-0.830263,651.588,296.599,11.2277,11.4346,16.7914,8.51683,5.71684,1132.19,1598.75,268.86,5067.1,20946.6,4.09855,4.30552,2.53315,1.38773,-1.41227,0.767871,10.7423,151.23,3479.09,0.00349644,0.0390067,0.0741368,3072.34,0.0171492,46.2052,0.0768489,16.4647,121.376,75.599,0.46545,11.3101,10.4646,95.6071,117.123,25.7688,-41.5235 
184,45.9,3,184,1101.81,-0.0064313,9.15769,11.6591,96.0683,0.0104015,-17.3617,500,9.14525,6.24192,-14.004,7.3645,2.3287,-341.967,318.648,-22.6534,4469.48,3481.62,11.2985,8.39519,-9.69745,9.51778,4.48198,1.40413,798.29,12.8757,4949.12,0.154902,0.972549,0.00476958,5153.52,-0.00467962,0.0906762,11.2154,9.37881,96.6549,66.8043,0.399997,12.9068,11.6128,95.4903,116.451,1.16455,-49.6469 
185,45.9,0,185,18073.1,2.57789,8.26392,12.0762,96.0417,0.730684,-1169.78,209.747,4.60056,5.03922,19.2068,2.55237,3.91307,941.959,1235.62,91.2871,5727.59,31073.3,-1.33071,-0.892048,7.3443,-3.3789,-2.0182,27.6525,-85.5715,-6.57885,4406.4,-0.022566,0.881413,-0.00275789,3792.06,0.0139951,0.00055391,-0.0132407,5.28412,103.094,64.8042,0.441171,11.6967,10.4734,95.4701,117.966,7.62393,-53.1615 
