cyc,detuning,freq,VVA,time,buffer,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
53,-4.02,43.2027,5,10,11,53,19251.3,-0.105462,37.4006,12.0094,118.632,0.211603,-46.1621,0.00177407,-8.80261,-5.02878,-9.47533,-4.16432,-5.413,-284.932,10630.7,36.706,9996.34,14939.6,-7.00847,-3.23464,-5.88705,-2.37018,-3.61886,0.733849,10857.7,57.3386,10223.3,0.515047,0.990843,0.010226,21081,-0.00148948,1.08392,12.3245,9.97863,118.213,83.7421,0.953218,12.0542,10.7311,118.033,132.268,0.180357,-48.5261 
54,-4.04,43.1827,5,10,11,54,18803.4,-0.116656,36.2999,12.2264,118.502,0.324974,-169.362,1.07781e-11,-4.68053,-4.91382,-9.65588,-4.05943,-2.72933,-132.95,10506.7,10.6401,9672.51,16239.4,-3.84338,-4.07667,-7.98158,-3.22228,-1.89218,0.620216,10612.6,20.2674,9778.41,0.520454,0.996669,0.00380354,20391,-0.00157381,1.08819,12.3377,9.8585,117.939,83.6742,0.919992,12.2956,10.602,117.969,132.06,-0.0299787,-48.3863 
55,-4.14,43.0827,5,10,11,55,18814.4,-0.00817934,36.4876,12.052,118.564,0.0508453,-74.0595,500,-5.89532,-5.74581,-7.41833,-7.21787,-6.30116,-267.957,10322.1,54.6547,9934.34,14437.8,-4.20807,-4.05856,-4.04383,-5.53062,-4.61391,0.819914,10535.5,74.0581,10147.8,0.509374,0.987848,0.0132653,20683.3,-0.00153981,1.05788,12.2176,10.0016,117.989,83.7643,0.928871,12.1802,10.8435,117.965,132.246,0.0247331,-48.4818 
56,-3.92,43.3027,5,10,11,56,20533.1,-0.348108,39.7212,12.2223,118.732,-0.0834594,336.358,409.308,-5.78383,-5.66518,-10.4735,-3.0821,-4.72129,-208.829,11432.9,18.4632,10521.8,16718,-4.46889,-4.35024,-7.84363,-1.76716,-3.40635,0.640798,11599.2,33.585,10688.1,0.520441,0.994959,0.0057551,22287.3,-0.00163576,1.18481,12.3087,9.84946,118.207,83.6818,0.983903,12.3924,10.7198,118.128,132.075,0.0784282,-48.3928 
57,-3.82,43.4027,5,10,11,57,19437,-0.330147,37.8848,12.1326,118.658,0.144255,-521.437,2.36602,-6.49941,-4.45556,-17.0943,-5.20496,-4.35007,-214.449,10861.6,25.8415,9941.93,17411.4,-5.14909,-3.10524,-14.3937,-3.85463,-2.99974,0.512118,11032.4,41.3703,10112.7,0.521746,0.99348,0.00747951,21145.2,-0.00153697,1.14053,12.2489,9.77501,118.115,83.4675,0.965441,12.0781,10.5466,118.07,131.662,0.0448828,-48.1945 
58,-4.2,43.0227,5,10,11,58,18762.9,0.0791605,36.1818,11.9659,118.585,-0.0253597,-40.0255,3.78862e-09,-2.00422,-5.58568,-11.986,-6.9062,-4.85547,-166.506,10381.2,20.0752,9598.84,14127,-0.95578,-4.53724,-9.88915,-5.85776,-3.80703,0.605176,10513.8,32.1323,9731.47,0.519322,0.99468,0.00604567,20245.3,-0.0013681,1.10071,12.2451,9.67091,118.106,83.5856,0.924618,12.1202,10.582,118.005,131.98,0.100812,-48.3949 
59,-4.12,43.1027,5,10,11,59,20064.4,-0.337532,38.8208,12.2126,118.721,0.671035,-200.096,498.758,-7.94542,-3.03822,-6.78225,-2.38769,-6.97845,-120.649,10745.1,52.4281,10650.8,19804.7,-7.18572,-2.27853,-5.26287,-1.628,-6.21876,0.76686,10841.2,61.1646,10746.9,0.502183,0.990223,0.0103753,21588.1,-0.00148081,1.11364,12.1463,9.93198,118.22,83.9339,0.992938,12.3612,10.7629,118.136,132.37,0.083881,-48.4363 
60,-4.1,43.1227,5,10,11,60,19997.6,-0.367366,38.9058,-12.2356,118.415,-0.288848,487.774,345.485,-5.76462,-6.10674,-12.6796,-0.732706,-1.10905,-258.207,11123.6,41.1306,10318.8,20083.1,-4.13876,-4.48088,-9.42787,0.893153,0.516809,0.433338,11329.3,59.828,10524.5,0.518412,0.990843,0.0103632,21853.8,-0.0016031,1.12457,12.2343,10.1339,117.986,84.2737,0.958455,12.2996,10.8497,117.729,132.788,0.256531,-48.5145 
61,-4.16,43.0627,5,10,11,61,18877.3,-0.334678,37.0325,12.0974,118.522,0.25419,133.553,440.008,-8.36721,-11.0284,-8.79802,-4.1779,-5.16542,-225.188,10525.1,35.5862,9765.79,15688.9,-6.94926,-9.61048,-5.96213,-2.75996,-3.74748,0.794617,10704.5,51.8926,9945.16,0.518387,0.991588,0.00952036,20649.7,-0.00153281,1.09057,12.1646,9.92681,117.985,84.1813,0.938698,12.1787,10.5781,117.945,132.761,0.0405058,-48.5794 
62,-5,42.2227,0,10,11,62,19635.8,0.00458745,37.1235,12.1262,118.454,-0.0485952,-6.15384,499.994,-3.54029,-5.80683,-6.87731,-2.59707,-5.01485,-186.455,11103.3,32.8218,9657.03,14664.1,-2.36623,-4.63277,-4.5292,-1.42301,-3.84079,0.730277,11251.8,46.3234,9805.55,0.534341,0.992847,0.0086274,21057.4,-0.00126906,1.1342,12.456,9.87766,117.91,83.5976,0.9099,12.1495,10.7382,117.919,132.116,-0.0090255,-48.5181 
63,-4.18,43.0427,5,10,11,63,18921,-0.00206787,36.7793,11.9982,118.459,-0.0305026,24.785,2.12891e-12,-6.26199,-4.74056,-12.9923,-2.55577,-3.8858,-160.547,10522.1,15.2323,9761.3,14389.9,-5.25107,-3.72964,-10.9705,-1.54485,-2.87488,0.549853,10649.9,26.8578,9889.18,0.51852,0.995606,0.00497803,20539.1,-0.00152897,1.10977,12.2757,9.69946,117.973,83.7803,0.937306,12.1159,10.652,117.924,132.167,0.0485861,-48.387 
64,-3.98,43.2427,5,10,11,64,18626.1,-0.0575551,35.7567,-12.0701,118.451,0.0439642,-30.5917,494.867,-3.84778,-4.40541,-11.0928,-5.63393,-3.71529,-210.978,10271.6,25.9453,9499.82,14093.3,-2.5193,-3.07693,-8.43582,-4.30546,-2.38681,0.592951,10439.7,41.2227,9667.87,0.519192,0.993137,0.00779332,20107.6,-0.00129216,1.05066,12.2796,9.95961,118.028,84.0551,0.901655,12.257,10.6507,117.813,132.46,0.215789,-48.4047 
65,-3.86,43.3627,5,10,11,65,20111.4,-0.122072,38.3973,12.2796,118.549,1.49236,-523.914,500,-2.04737,-1.95896,-8.36559,-7.52224,-6.77635,-140.504,11301.9,42.9125,10223.7,40801.5,-1.16266,-1.07424,-6.59616,-6.63753,-5.89163,0.691223,11413.8,53.0867,10335.6,0.524787,0.991926,0.00937294,21749.4,-0.00152501,1.13065,12.4741,10.0141,118.173,84.0875,0.949015,12.3263,10.8055,117.882,132.534,0.290993,-48.4464 
66,-3.86,43.3627,5,10,11,66,19508.6,-0.308829,37.8547,12.1195,118.611,0.280801,412.81,68.438,-7.31516,-3.39765,-6.77088,-3.45238,-3.92279,-162.431,10648.4,34.3371,10094.9,18708.2,-6.29238,-2.37486,-4.72531,-2.42959,-2.90001,0.747609,10777.8,46.0991,10224.3,0.513178,0.99257,0.00823727,21002.1,-0.00141489,1.10213,12.2451,9.91568,118.112,83.9653,0.963819,12.0813,10.7267,117.997,132.544,0.115287,-48.579 
67,-3.86,43.3627,5,10,11,67,19297.9,-0.0437749,37.4945,11.9258,118.499,0.0237162,-92.4903,500,-9.59693,-4.25905,-7.05148,-1.37892,-4.98107,-186.193,10781,6.68381,9777.19,14627.7,-8.42452,-3.08664,-4.70666,-0.206509,-3.80866,0.767377,10929.3,20.1665,9925.5,0.524067,0.996781,0.00372881,20854.8,-0.00139193,1.12651,12.2308,9.828,117.871,84.095,0.943151,12.0379,10.6055,117.983,132.302,-0.112402,-48.2069 
68,-3.86,43.3627,5,10,11,68,19972.3,-0.0900232,38.0416,-12.0422,118.332,0.0424738,11.134,427.048,-6.50463,-4.80253,-3.82332,-1.93046,-2.26865,-210.363,10829.1,30.236,10186.1,14928.2,-5.18003,-3.47793,-1.17412,-0.605862,-0.944052,0.896844,10996.6,45.4689,10353.7,0.515057,0.992816,0.00802481,21350.3,-0.00118338,1.12733,12.1987,9.83431,117.965,83.755,0.961931,12.2352,10.7015,117.74,132.015,0.224612,-48.2597 
69,-3.86,43.3627,5,10,11,69,18797.2,-0.346615,37.5344,11.9253,118.592,0.135196,-11.924,358.274,-3.27475,-9.39735,-9.31623,-4.63689,-4.18263,-263.821,10396.1,37.4508,9963.42,14623.7,-1.61354,-7.73613,-5.99381,-2.97568,-2.52141,0.712397,10606.3,56.5547,10173.6,0.510412,0.990755,0.0101364,20779.8,-0.00157427,1.09624,12.0458,9.82591,118.124,84.0182,0.966047,11.9468,10.6113,118.053,132.331,0.0709526,-48.3131 
70,-3.86,43.3627,5,10,11,70,19092.3,0.00574062,36.6306,12.2922,118.495,-0.0188509,-12.3743,1.33269e-11,-2.19489,-6.95251,-6.8853,-3.8196,-5.50031,-85.1287,10637,58.9653,9955.84,14665.4,-1.65886,-6.41648,-5.81323,-3.28357,-4.96427,0.737391,10704.8,65.1297,10023.6,0.516431,0.989465,0.0118277,20728.5,-0.00161428,1.06552,12.4628,10.0625,117.918,84.1406,0.901872,12.3735,11.0013,117.898,132.801,0.0201295,-48.6606 
71,-3.86,43.3627,5,10,11,71,19686.1,-0.291808,38.2489,12.0514,118.433,0.310131,24.8373,4.41885e-11,-5.86543,-3.8572,-5.05573,-3.77498,-0.0542606,-85.359,10451.4,40.0947,10430,15256.3,-5.32795,-3.31971,-3.98076,-3.2375,0.483222,0.741218,10519.4,46.2757,10498,0.500509,0.99236,0.0080547,21017.4,-0.00130796,1.07186,12.1705,10.0651,118.046,84.1314,1.00174,11.9965,10.6607,117.727,132.564,0.318766,-48.4323 
72,-4,43.2227,5,10,11,72,18168.2,-0.341652,36.2344,11.9606,118.528,-1.36881,238.644,156.263,-3.58791,-7.31664,-11.1854,-1.1867,-6.90271,-230.544,10115.7,34.9689,9571.05,24741.9,-2.13624,-5.86496,-8.28208,0.264969,-5.45104,0.614237,10299.3,51.6632,9754.69,0.51358,0.991298,0.00966197,20054,-0.00154028,1.05743,12.1885,9.78888,118.184,83.8397,0.942968,11.8836,10.5188,117.827,132.141,0.357732,-48.3009 
73,-4.06,43.1627,5,10,11,73,18838.3,-0.0185809,36.7249,11.8346,118.496,0.0377963,-53.221,500,-5.29607,-7.62318,-12.7889,-4.93652,-5.15673,-214.684,10630.5,32.15,9412.85,14213.9,-3.94426,-6.27137,-10.0852,-3.58471,-3.80492,0.635787,10801.5,47.6958,9583.86,0.529865,0.992332,0.00908429,20385.3,-0.00133974,1.12028,12.0889,9.82914,118.11,84.6377,0.919035,12.0062,10.5445,117.777,133.272,0.332775,-48.6342 
74,-4.08,43.1427,5,10,11,74,19294.8,-0.112575,37.8757,11.9744,118.474,-0.026007,293.739,0.704399,-6.99967,-6.38633,-7.59249,-2.21418,-4.36599,-203.109,10826.8,35.4935,9935.3,15012.9,-5.72075,-5.1074,-5.03464,-0.935253,-3.08707,0.746814,10988.6,50.2012,10097.1,0.521141,0.992069,0.00907555,21085.7,-0.0015898,1.11542,12.2727,9.88568,117.972,84.4773,0.959714,12.0257,10.6751,117.854,132.99,0.118008,-48.5127 
75,-3.88,43.3427,5,10,11,75,19194.3,-0.118978,37.4716,11.9416,118.676,0.491247,-1386.17,312.85,-7.00306,-5.90394,-7.76504,-4.11431,-6.03065,-191.051,11021.6,28.2676,9540.43,36733.9,-5.80007,-4.70094,-5.35905,-2.91132,-4.82765,0.772912,11173.8,42.1021,9692.61,0.535492,0.993449,0.00793809,20866.4,-0.00145711,1.16368,12.1153,9.7389,118.037,83.9954,0.912959,12.1708,10.6335,118.006,132.532,0.0312343,-48.537 
76,-3.9,43.3227,5,10,11,76,19152.1,-0.038108,37.2,12.0564,118.669,-0.0618835,175.887,6.75985e-08,-5.53356,-6.25616,-13.3958,-2.73839,-3.4467,-206.817,10327.3,14.2092,10161.9,14954.4,-4.23128,-4.95389,-10.7912,-1.43612,-2.14442,0.541908,10492,29.1853,10326.6,0.503972,0.995156,0.00517924,20818.6,-0.00152498,1.0771,12.2396,9.83742,118.287,83.9189,0.960577,12.2265,10.7448,117.913,132.365,0.373685,-48.4465 
77,-3.96,43.2627,5,10,11,77,17842.7,-0.0416322,34.7461,12.0384,118.291,0.03577,12.6914,500,-10.3207,-5.29858,-8.67224,-2.7049,-6.37484,-213.996,10164.3,30.1978,9056.61,13631.4,-8.97327,-3.95111,-5.97729,-1.35743,-5.02736,0.763617,10334.8,45.6937,9227.06,0.528313,0.992322,0.0090399,19561.8,-0.0015021,1.0312,12.3335,10.0089,117.711,84.5778,0.855836,12.1767,10.7685,117.703,133.006,0.0081096,-48.4285 
78,-3.84,43.3827,5,10,11,78,19815.2,-0.277943,37.997,12.1572,118.485,0.333416,27.7705,25.3643,-5.95337,-3.95899,-9.15843,-1.09848,-2.39269,-277.347,10442.4,46.7235,10502,15339,-4.20699,-2.21261,-5.66567,0.6479,-0.646308,0.53113,10663.3,66.8069,10722.9,0.498607,0.989155,0.0113467,21386.2,-0.0012848,1.08786,12.2236,9.85581,117.923,84.4503,0.991735,12.2078,10.706,117.853,132.931,0.0705877,-48.4803 
79,-3.94,43.2827,5,10,11,79,19063.5,-0.0680247,37.6147,11.8525,118.505,0.254956,-470.759,499.959,-5.60037,-5.21292,-12.139,-4.48267,0.99681,-184.651,10196.9,29.4602,10231.2,18420.3,-4.43768,-4.05022,-9.8136,-3.31997,2.15951,0.495755,10344,42.8312,10378.3,0.499171,0.992806,0.007545,20722.3,-0.00148906,1.09759,12.0978,9.61664,117.959,83.9713,1.0107,11.9307,10.4993,117.858,132.368,0.101348,-48.3968 
80,-3.8,43.4227,5,10,11,80,20219.1,-0.0316389,38.9397,12.0307,118.455,0.0291272,-8.90289,500,-7.19503,-4.07984,-12.3353,-7.33046,-5.29275,-278.793,11051.6,25.9644,10433,15258.8,-5.43954,-2.32436,-8.82432,-5.57498,-3.53726,0.656647,11273.7,46.1525,10655.1,0.514104,0.992887,0.00791592,21928.7,-0.00137393,1.14869,12.1272,9.91394,117.977,84.7856,1.00409,12.1004,10.5973,117.79,133.51,0.187048,-48.7244 
81,-4.02,43.2027,5,10,11,81,19398.1,-0.292564,37.078,12.2588,118.516,0.508532,-290.658,33.4511,-6.1465,-4.58807,-7.66279,-6.34252,-3.42296,-173.192,10517.4,33.9852,10052.7,19608.2,-5.05596,-3.49752,-5.48171,-5.25198,-2.33241,0.746447,10655.4,46.5264,10190.7,0.511146,0.992417,0.00834013,20846.1,-0.00134391,1.06296,12.4083,9.99654,118.012,84.6953,0.943987,12.1957,10.8172,117.873,133.382,0.138512,-48.6869 
82,-4.04,43.1827,5,10,11,82,20065.8,-0.0654872,37.976,12.3228,118.697,0.0585756,-1.16393,499.823,-6.97926,-4.40167,-10.1846,-6.5404,-0.455656,-122.907,10523.2,22.5324,10756.3,15236.2,-6.20535,-3.62776,-8.63681,-5.76649,0.318254,0.638901,10621.1,31.4323,10854.2,0.494572,0.994848,0.00530617,21475.4,-0.00147288,1.05444,12.5302,10.02,118.132,84.3309,0.981118,12.4033,11.009,118.17,132.935,-0.0383017,-48.6045 
83,-4.14,43.0827,5,10,11,83,19611.2,0.000260856,37.5309,12.0823,118.485,-0.0543408,136.102,500,-7.66875,-8.95203,-11.769,-2.82393,-5.08104,-170.793,10918,27.5614,9925.16,15002.4,-6.59332,-7.87659,-9.61814,-1.74849,-4.0056,0.6777,11054,39.9289,10061.2,0.523509,0.993718,0.00725753,21115.2,-0.00134097,1.11915,12.334,9.93336,118.012,84.0389,0.951,12.0475,10.6343,117.917,132.627,0.0953906,-48.588 
84,-3.92,43.3027,5,10,11,84,18119.9,-0.033403,35.6348,-11.905,118.692,-0.00997274,22.0593,500,-6.37537,-3.73207,-15.3665,-7.27389,-4.05403,-262.281,10235.7,11.7498,9329.78,13817.4,-4.72385,-2.08056,-12.0635,-5.62237,-2.40251,0.551423,10444.6,30.7422,9538.7,0.522666,0.994876,0.00590186,19983.3,-0.00154325,1.08568,12.0572,9.77642,118.155,84.5044,0.908483,12.1271,10.4845,118.152,132.843,0.00241607,-48.339 
85,-3.82,43.4027,5,10,11,85,18825.9,-0.364685,36.2335,12.4273,118.519,-0.166808,423.451,21.6265,-6.5205,-4.38684,-0.998346,-9.66748,-5.2483,-187.06,10693.8,34.95,9474.42,16957.6,-5.34263,-3.20897,1.35739,-8.48961,-4.07043,1.06871,10842.8,48.4955,9623.42,0.52979,0.992234,0.00919757,20466.2,-0.00154502,1.06436,12.5749,10.064,117.961,84.6791,0.869206,12.2965,10.9901,117.937,133.424,0.0240458,-48.7451 
86,-4.2,43.0227,5,10,11,86,19239.6,-0.300693,38.1322,11.8538,118.575,-0.00599459,266.316,36.7779,-2.74062,-5.33955,-11.1341,-6.72432,0.995346,-214.967,10640.7,28.88,9877.18,14766.5,-1.38703,-3.98596,-8.4269,-5.37073,2.34893,0.499045,10812,44.4462,10048.4,0.518302,0.992857,0.00808217,20860.4,-0.00145577,1.10844,12.04,9.99216,118.081,84.6315,0.960461,11.9281,10.7051,117.943,133.207,0.138732,-48.5757 
87,-4.12,43.1027,5,10,11,87,18432.3,-0.0792993,36.0013,11.8358,118.557,-0.0912351,38.0155,500,-4.27701,-4.16032,-8.633,-7.13182,-2.78113,-235.412,10136.2,35.5005,9487.88,13984,-2.79468,-2.678,-5.66835,-5.64949,-1.29881,0.686647,10323.7,52.5473,9675.39,0.516209,0.991171,0.00990542,19999.1,-0.00125021,1.06678,12.1148,9.7749,118.073,84.1155,0.93543,11.8827,10.5185,117.968,132.828,0.10513,-48.7123 
88,-4.1,43.1227,5,10,11,88,19568.3,-0.307361,38.1009,12.0708,118.503,0.637036,-1865.66,409.858,-6.8589,-9.16878,-14.2835,-5.33743,-2.82688,-235.871,10946.8,34.7363,9960.84,53660.9,-5.37368,-7.68356,-11.313,-3.85221,-1.34166,0.61734,11134.6,51.8163,10148.7,0.523162,0.991922,0.0093176,21283.4,-0.00143167,1.12875,12.1154,9.9939,117.963,84.4545,0.949321,12.1514,10.6642,117.908,133.006,0.0544815,-48.5518 
