cyc,freq,pulsetime,waittime,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,43.163,0.01,0.64,5,51,14199.1,-0.393962,26.019,13.571,90.5681,-0.584505,573.19,481.138,-0.171023,1.28154,1.74995,2.47806,-1.71702,56.9137,7248.05,25.655,8555.99,22401.1,-0.529394,0.923166,1.03321,2.11969,-2.07539,0.297749,7172.66,24.1768,8480.6,0.490084,0.994136,0.0052241,14635.6,4846.25,52675.2,69958.7,-0.00145655,0.56895,13.2882,11.47,91.4627,67.4623,0.629848,13.0317,12.7584,89.9874,118.178,1.47523,-50.7161 
52,43.188,0.01,0.64,5,52,13697.2,-0.39553,24.8984,13.7519,90.715,0.916313,-348.751,96.8096,-0.940467,0.464118,0.484743,-0.0406697,0.749306,63.6695,7079.93,13.908,8239.94,21549.1,-1.34138,0.0632085,-0.317076,-0.441579,0.348397,0.812206,6995.58,12.2542,8155.6,0.493602,0.996944,0.00276022,14172.5,4594.1,49924.1,66204.5,-0.00130938,0.559986,13.1784,11.3064,91.4056,67.0163,0.622729,13.0381,12.3272,90.3009,117.684,1.10475,-50.6678 
53,43.2755,0.01,0.64,5,53,14245.7,-0.0293693,25.6938,13.3129,90.6388,0.00858504,13.8111,482.715,0.929707,1.55528,-1.47079,-0.210205,0.685495,102.458,7363.21,19.4757,8337.18,11139,0.284558,0.910136,-2.76109,-0.855354,0.0403465,-0.159438,7227.49,16.8145,8201.46,0.500353,0.995945,0.00376245,14444.8,4867.92,54655.2,68542.3,-0.00125953,0.58107,13.3007,11.4118,91.3982,67.9723,0.636465,12.8064,12.4469,90.3635,118.752,1.03468,-50.7802 
54,43.338,0.01,0.64,5,54,16075.5,-0.257822,29.1308,13.3142,90.896,5.02636,-949.073,0.0287472,-0.783578,-0.0909171,1.95693,-0.849318,-1.24246,128.27,8363.7,18.2034,9230.66,167918,-1.59126,-0.898598,0.341563,-1.657,-2.05014,1.05833,8193.79,14.8717,9060.74,0.506814,0.996834,0.0030144,16167.2,6178.99,71598.2,85375.2,-0.00143191,0.669988,13.1766,11.3506,91.8001,67.7132,0.706611,12.9709,12.4308,90.4233,118.674,1.37682,-50.9612 
55,43.388,0.01,0.64,5,55,14314.1,-0.378411,26.0811,13.5669,90.588,0.319275,-988.271,499.528,-0.100209,-1.88163,0.306168,-0.0485934,0.937927,94.7597,7355.85,19.4688,8425.33,21790.2,-0.696886,-2.47831,-0.887185,-0.64527,0.341251,0.796815,7230.32,17.0075,8299.8,0.497471,0.9959,0.00376054,14534.1,5048.38,56079.9,71713,-0.00135718,0.59699,13.0875,11.277,91.5091,67.6934,0.652703,13.0635,12.1443,90.0929,118.456,1.41612,-50.7626 
56,43,0.01,0.64,0,56,14943.7,-0.123088,27.4392,13.2051,90.7052,-0.0572059,116.006,0.0195021,1.0198,1.39899,2.04259,-0.824499,0.443283,47.1772,7975.29,24.0093,8616.39,12011.3,0.722736,1.10193,1.44847,-1.12156,0.146221,0.369626,7912.79,22.7839,8553.89,0.512479,0.994986,0.00488262,15440.2,5491.2,65545.6,73697.3,-0.001496,0.645328,13.1148,11.2682,91.4261,67.1359,0.657605,12.9487,12.4092,90.204,117.73,1.22207,-50.5936 
57,42.888,0.01,0.64,5,57,13682.7,-0.264464,25.7356,13.1688,90.7702,0.47355,-440.806,500,0.250371,-0.339722,0.308725,1.02995,-0.0760736,86.4449,7220.35,20.9471,8094.27,17827.8,-0.29395,-0.884042,-0.779915,0.485632,-0.620394,0.627311,7105.83,18.7017,7979.76,0.50296,0.995415,0.00429869,14128,4833.7,55288.4,67044.1,-0.00148372,0.599749,12.9336,11.1489,91.5667,66.9385,0.637851,12.7808,12.1382,90.2757,117.225,1.29094,-50.2868 
58,43,0.01,0.64,0,58,13936.3,-0.34205,25.1352,13.7258,90.5333,0.145813,-76.8787,500,-1.29033,0.421705,0.4402,1.75036,-0.652464,75.1911,7205.1,17.8627,8223.88,11595.8,-1.76379,-0.0517527,-0.506716,1.2769,-1.12592,0.766628,7105.49,15.9097,8124.27,0.498461,0.996097,0.00359442,14254.9,4770.16,53279,67219.7,-0.00130766,0.582583,13.1994,11.1291,91.3423,67.2763,0.627316,13.2088,12.1715,89.8631,117.941,1.47925,-50.6651 
59,43.588,0.01,0.64,5,59,13467.1,-0.361819,24.5906,13.5643,90.581,0.257201,-747.388,492.528,-2.02117,-1.35612,2.62068,-1.01705,-0.930214,90.3413,7048.11,15.1822,7914.59,17116,-2.59003,-1.92498,1.48297,-1.58591,-1.49907,1.24243,6928.44,12.8356,7794.92,0.502499,0.996768,0.00302416,13788,4535.77,51563.2,63046.7,-0.00117663,0.57943,13.1262,10.9478,91.4143,67.2285,0.618427,12.7794,12.1282,90.157,117.723,1.25734,-50.4943 
60,43.138,0.01,0.64,5,60,14525.8,-0.417547,26.6495,13.5763,90.6194,-2.0486,2042.91,268.854,-0.0180227,-1.64546,-0.423185,0.251998,0.184716,76.2677,7656.9,19.2938,8410.3,148017,-0.49826,-2.1257,-1.38366,-0.228239,-0.295522,0.694649,7555.87,17.3129,8309.27,0.508196,0.996006,0.00382346,14868,5166.72,60807.4,69970.4,-0.00132092,0.625454,12.9968,11.1957,91.5222,67.4248,0.640282,13.0216,12.3309,90.0761,118.039,1.44613,-50.6145 
61,42.988,0.01,0.64,5,61,15374.5,-0.101114,28.1624,13.0806,90.796,-0.863016,1393.06,1.0475e-10,-0.683002,-1.9864,1.19408,-0.273121,0.345676,81.2998,8021.39,24.6856,8873.22,51128.8,-1.19493,-2.49832,0.170236,-0.785044,-0.166247,1.03805,7913.7,22.5739,8765.53,0.5064,0.995033,0.00472158,15627.4,5733.58,66728.8,78616,-0.00137606,0.650945,13.1062,11.248,91.6137,67.5373,0.68037,12.8111,12.4958,90.3334,118.348,1.28033,-50.8112 
62,43.288,0.01,0.64,5,62,16298,-0.0440797,29.2008,13.2546,90.6738,-0.0678696,133.498,500,0.318049,-1.51482,0.172287,0.140296,-2.57052,63.2413,8466.16,26.7174,9360.88,12894.5,-0.0801639,-1.91303,-0.62414,-0.257917,-2.96873,0.8932,8382.39,25.0748,9277.1,0.506604,0.994792,0.0049543,16546.2,6173.18,72000.3,84971.9,-0.00141823,0.664369,13.2665,11.5361,91.4838,68.1894,0.695959,12.9987,12.7146,90.2569,119.149,1.22693,-50.9593 
63,43.313,0.01,0.64,5,63,15426.3,-0.0123998,27.5748,13.4486,90.6807,0.00027779,-6.64148,500,0.811996,-1.28523,0.67471,-0.255015,0.0616509,126.99,7781.65,18.6562,9178.92,12072.2,0.0123721,-2.08485,-0.924538,-1.05464,-0.737973,0.806971,7613.43,15.3577,9010.7,0.489835,0.996482,0.00312984,15542.8,5557.79,60136.1,80784.3,-0.00134343,0.607017,13.3312,11.4997,91.4645,67.2046,0.678479,13.1002,12.6082,90.3161,117.641,1.14844,-50.4364 
64,43.2005,0.01,0.64,5,64,15156.7,-0.381577,27.8283,13.3855,90.8305,-0.0881832,526.126,244.896,1.0761,1.17916,2.06957,0.291788,1.20028,40.7972,7875.09,18.2626,8877.41,13636.4,0.819208,0.922272,1.55579,0.0348992,0.943396,0.636121,7821.05,17.203,8823.37,0.501812,0.996166,0.00357871,15585.6,5554.13,63690.9,77129,-0.0014658,0.634702,12.9711,11.4282,91.5626,67.0974,0.666623,13.0578,12.5447,90.4421,117.91,1.12044,-50.8124 
65,43.263,0.01,0.64,5,65,15392.7,-0.0011012,28.2791,13.0914,90.4884,0.0159581,3.84624,0.508877,-0.36483,2.19987,1.45894,0.170314,1.70205,69.8986,8132.65,24.749,9017.2,12053.6,-0.804963,1.75974,0.578677,-0.269818,1.26192,0.770872,8040.06,22.9335,8924.61,0.505864,0.995033,0.00471134,15893.7,5732.88,66184.6,79332.4,-0.00171728,0.636601,13.2249,11.6195,91.3291,67.6402,0.67326,12.9813,12.7418,89.9956,118.451,1.33355,-50.8105 
66,42.938,0.01,0.64,5,66,14142.9,-0.367948,26.2304,13.3025,90.3193,0.0440213,566.081,495.505,2.30482,0.196579,1.27526,0.779815,-1.47348,113.254,7327.31,19.763,8333.89,12170.1,1.59169,-0.516552,-0.151006,0.0666839,-2.18661,0.873719,7177.28,16.8213,8183.86,0.499147,0.995915,0.00377203,14379.1,4947.51,55720.2,69537.6,-0.00132029,0.598799,12.947,11.2346,91.149,67.1561,0.641754,12.8099,12.41,89.9454,117.856,1.2036,-50.7002 
67,43.2255,0.01,0.64,5,67,13702.3,-0.369028,25.3493,13.3922,90.5412,0.319114,-677.117,0.0341673,-0.604338,-0.971612,-2.00688,-1.87684,0.158223,86.5355,7017.42,14.421,8230.15,18085.3,-1.14923,-1.5165,-3.09667,-2.42174,-0.386669,0.638696,6902.79,12.1734,8115.52,0.491496,0.996923,0.00275556,14044.4,4711.5,50561.4,68477,-0.00141912,0.566585,13.1688,11.2078,91.3974,66.902,0.637129,12.9639,12.2616,90.0242,117.629,1.37318,-50.7274 
68,43,0.01,0.64,0,68,14602.1,-0.34868,27.1728,13.2888,90.4945,-0.309588,279.447,1.26556e-11,2.74721,1.02538,-0.805491,0.389508,0.679113,66.1548,7572.27,16.9654,8717.32,14571.2,2.33065,0.608825,-1.63861,-0.0270512,0.262554,2.06655,7484.64,15.2471,8629.68,0.49637,0.996448,0.00324411,15078.8,5339.01,59462.7,75900.1,-0.00154706,0.613964,13.0606,11.3205,91.4027,67.2085,0.670868,12.8206,12.4036,89.9138,117.953,1.48889,-50.744 
69,43.038,0.01,0.64,5,69,15136.6,-0.216643,28.0234,13.051,90.2934,0.0280162,617.183,0.00159438,-0.850604,0.96123,-0.0116421,1.02542,0.975677,78.1181,7769.68,25.7189,8898.01,12468.7,-1.34249,0.469341,-0.995419,0.533534,0.483788,-0.169364,7666.2,23.6898,8794.52,0.497631,0.994621,0.00493758,15405.4,5690.33,63579.6,80958.1,-0.00140692,0.642828,12.8416,11.2394,91.294,68.068,0.69608,12.718,12.375,89.7715,118.969,1.52256,-50.901 
70,43.238,0.01,0.64,5,70,13379.1,-0.151289,24.5611,13.3046,90.6141,0.0447117,-409.902,500,1.6062,0.534682,-2.401,-0.677012,1.48238,66.1303,6659.85,18.3992,8184.65,11234.3,1.18979,0.118277,-3.23381,-1.09342,1.06597,-0.655658,6572.25,16.6815,8097.05,0.479808,0.995578,0.00378075,13697.6,4376.02,44963.5,65416.1,-0.00129608,0.530165,13.1864,11.3622,91.4724,67.4305,0.616033,12.9553,12.5344,90.1353,118.245,1.33713,-50.8147 
71,43.2505,0.01,0.64,5,71,14784.3,-0.344207,27.2396,13.2223,90.3096,0.328902,145.634,471.376,1.0671,0.305703,4.79071,-0.18314,-1.33253,78.4456,7666.34,21.2931,8586.75,13284,0.573148,-0.188248,3.80281,-0.677091,-1.82649,-1.25802,7562.42,19.2555,8482.84,0.503245,0.995564,0.00416405,15027.3,5256.22,59469.3,73750,-0.00128882,0.608121,13.076,11.5409,91.2671,68.8598,0.662882,12.6216,12.5297,89.8523,119.748,1.41488,-50.8881 
72,43.438,0.01,0.64,5,72,15843.5,-0.366404,28.4957,13.5352,90.7252,-0.493672,227.604,440.212,2.34501,-1.0028,-0.271034,-1.96383,0.423963,89.7239,8159.82,22.8236,9152.66,16213.4,1.78004,-1.56777,-1.40097,-2.5288,-0.141004,0.636914,8040.96,20.4931,9033.8,0.502852,0.99556,0.00416141,15990.7,5887.95,66923.7,82516.9,-0.00128596,0.643875,13.3215,11.3734,91.6339,68.0189,0.694181,12.9851,12.4245,90.2468,118.774,1.38713,-50.7552 
73,43,0.01,0.64,0,73,15013.1,-0.370034,27.7688,13.2125,90.5025,0.79746,158.845,190.591,1.22842,-0.677171,1.84208,0.216259,0.0639922,51.9853,7897.98,16.4575,8723.3,16067.3,0.901083,-1.00451,1.18741,-0.111079,-0.263346,-0.673448,7829.11,15.1072,8654.43,0.506902,0.996635,0.00320528,15445,5458.66,62969.4,75411.7,-0.00145713,0.624834,13.0616,11.5915,91.418,68.8319,0.666261,12.7841,12.5409,89.9728,120.021,1.44516,-51.1891 
74,43.538,0.01,0.64,5,74,13612.1,-0.055024,24.8211,13.1385,90.4126,-0.0535263,47.0508,0.164206,0.915359,0.018491,2.7581,-1.1905,2.73149,65.0769,7157.84,14.5745,7902.92,10698,0.505587,-0.391281,1.93856,-1.60027,2.32172,0.301248,7071.63,12.8842,7816.71,0.506915,0.996822,0.00302714,13950.3,4572.5,52987,62302.8,-0.00125213,0.581756,12.8917,11.3443,91.2532,68.8196,0.605515,12.9778,12.3077,89.8836,119.723,1.36965,-50.903 
75,43.488,0.01,0.64,5,75,14125.8,-0.367688,25.8418,13.487,89.963,-0.12688,-165.996,345.735,0.95699,0.220314,1.01878,0.363584,-0.565187,130.444,7306.71,14.8954,8303.91,12031.4,0.135617,-0.601059,-0.623968,-0.457789,-1.38656,0.787314,7133.92,11.5073,8131.11,0.499249,0.997185,0.0026002,14289.3,4954.53,55806.4,69338.4,-0.00139825,0.595475,13.1485,11.2094,90.8045,67.467,0.639272,12.8895,12.3881,89.4478,118.144,1.35673,-50.6773 
76,43.088,0.01,0.64,5,76,13567,-0.182038,24.9276,13.2472,90.0913,0.128811,-442.912,0.00901409,0.247729,0.84313,4.50617,0.819408,0.461486,81.1803,7054.78,19.6287,7959.05,12607,-0.263442,0.33196,3.48382,0.308237,-0.0496845,0.0858251,6947.24,17.5201,7851.51,0.501368,0.995606,0.0040937,13856.6,4717.27,53479.4,65741.6,-0.00126789,0.596021,12.9617,10.8837,90.9035,67.783,0.634531,12.8257,11.9622,89.6335,118.398,1.26998,-50.6153 
77,43.213,0.01,0.64,5,77,13719.9,-0.348913,25.3418,13.3213,90.0126,0.183128,-618.824,251.45,1.65283,1.43029,4.03637,2.17277,-1.46465,81.6252,6962.89,15.0064,8176.01,14678.6,1.13886,0.91632,3.00843,1.6588,-1.97863,0.365816,6854.76,12.8863,8067.89,0.491222,0.996721,0.00293364,13954.5,4609.09,50640.5,65832.2,-0.00133206,0.571625,12.8756,11.2772,90.8782,68.4037,0.613865,12.9322,12.7321,89.4052,119.563,1.47294,-51.1588 
78,43,0.01,0.64,0,78,14383.1,0.00898937,26.0521,13.2814,90.3357,-0.031916,10.359,500,-0.0177397,0.223905,1.00196,0.98935,-0.0487248,116.904,7362.2,21.4446,8549.85,11274.5,-0.753851,-0.512207,-0.470268,0.253239,-0.784836,0.792644,7207.34,18.4081,8394.99,0.493825,0.99555,0.00402303,14594.9,4997.83,55180.4,71132.1,-0.00129815,0.592104,13.1023,11.2462,91.1321,68.038,0.640512,12.9822,12.5732,89.839,118.803,1.29305,-50.7648 
79,43,0.01,0.64,0,79,15370.3,-0.0502206,27.883,13.1257,90.2897,0.0183325,-24.2778,0.0020614,-0.250887,0.822285,2.98763,-0.797593,0.62522,64.5252,7951.29,22.4141,8983.46,11928.5,-0.657185,0.415987,2.17504,-1.20389,0.218921,-1.29224,7865.82,20.7382,8897.99,0.501134,0.995407,0.00427496,15696,5605.66,64271.4,77830.1,-0.0014284,0.630224,13.2109,11.496,91.1019,67.9151,0.668639,12.9735,12.6508,89.7664,119.087,1.3355,-51.172 
80,43.163,0.01,0.64,5,80,16032.6,-0.0595052,28.61,13.1968,90.0685,0.0564272,8.1097,499.893,-0.102371,2.33317,-0.0600031,-1.91387,-0.904858,69.6593,8128.28,25.685,9274.69,12305.8,-0.540997,1.89454,-0.937256,-2.35249,-1.34348,0.714224,8036,23.8756,9182.42,0.498619,0.994828,0.00476691,16116.5,5951.46,66671.7,84453.4,-0.00115918,0.646648,13.1651,11.3249,90.8936,68.6295,0.697956,12.9084,12.6465,89.6146,119.721,1.27905,-51.0916 
81,43.188,0.01,0.64,5,81,15011.2,-0.143989,27.7559,12.9431,90.1389,0.0477671,98.8746,9.85888,-1.80953,0.0220071,2.11459,0.0204066,0.0260631,62.5903,7772.36,26.6132,8765.37,11848.4,-2.20365,-0.372107,1.32636,-0.373708,-0.368051,1.66613,7689.45,24.9875,8682.46,0.501595,0.994345,0.00527348,15330,5545.82,63556.3,76939.3,-0.00136797,0.643949,12.7642,11.2543,90.8085,67.7424,0.671666,13.0428,12.3082,89.5866,118.828,1.22187,-51.0854 
82,43.2755,0.01,0.64,5,82,15149.8,-0.342828,27.9928,13.1446,90.4303,-0.142498,-579.813,499.995,2.41707,-0.968297,1.34045,1.78066,-0.0956395,46.3945,7839.37,24.1059,8773.05,14667.7,2.12493,-1.26043,0.756185,1.48853,-0.387774,0.722138,7777.91,22.9008,8711.59,0.503617,0.994874,0.00481915,15444.1,5535.2,64003.3,76180.7,-0.00147185,0.630873,13.1848,11.4578,91.2565,68.2623,0.665721,12.803,12.6674,90.0184,119.184,1.23808,-50.9214 
83,43.338,0.01,0.64,5,83,14596.9,-0.357626,27.1316,13.181,90.2003,-0.267166,910.721,19.1107,-0.83636,-0.281077,3.37787,0.960157,1.19884,39.3139,7670.63,16.6442,8467.12,19562.4,-1.08391,-0.528627,2.88277,0.712608,0.95129,0.0175047,7618.55,15.6231,8415.04,0.507099,0.996424,0.00340833,15023.8,5279.44,62352.1,71427.5,-0.00143699,0.636595,12.8098,11.2665,91.012,68.6596,0.646074,12.8445,12.5569,89.6299,119.586,1.38204,-50.9263 
84,43.388,0.01,0.64,5,84,14425.8,-0.0104591,26.5741,12.8363,90.3897,-0.0523353,62.3685,1.26473e-11,-0.793222,0.461387,-0.506376,-0.303865,0.613203,26.2696,7464.92,16.6735,8503.4,11210.6,-0.958634,0.295974,-0.837202,-0.469278,0.44779,0.449698,7430.12,15.9912,8468.6,0.499253,0.996248,0.00346637,14882.5,5198.99,58120.4,73502.1,-0.00133946,0.611165,12.9253,11.2696,91.1874,69.4363,0.667576,12.6829,12.2586,89.8111,120.826,1.37626,-51.3902 
85,43,0.01,0.64,0,85,15917.4,-0.0157297,28.9673,12.932,90.2025,-0.00838912,-0.0323007,500,0.649844,2.26457,0.615858,0.906773,1.34966,36.9164,8055.67,22.1433,9303.63,12194.6,0.417391,2.03212,0.150952,0.67432,1.1172,0.96563,8006.77,21.1844,9254.73,0.495747,0.995391,0.00419894,16150.9,6118.38,68143.9,87318.5,-0.00134373,0.661365,12.9948,11.2471,91.0603,68.8457,0.719648,12.7656,12.462,89.6771,120.149,1.3832,-51.3031 
86,42.888,0.01,0.64,5,86,14077.5,-0.368017,25.8422,13.4477,89.9479,0.328174,-210.191,109.145,1.77884,-0.171254,2.18031,3.47806,2.82501,73.2572,7352.89,16.0284,8295.54,13558.4,1.31756,-0.632534,1.25774,3.01678,2.36373,0.828254,7255.85,14.1257,8198.5,0.501422,0.996605,0.00316383,14470.5,4942.36,55910.1,68997.9,-0.00136561,0.596453,13.0809,11.2516,90.8295,68.8888,0.642302,12.8699,12.2269,89.46,119.932,1.36951,-51.0429 
87,43,0.01,0.64,0,87,15659.3,-0.0219187,28.1402,13.1653,90.1036,0.0336819,-12.5756,500,-0.538381,1.67961,1.02729,0.647531,0.168255,104.011,8246.87,18.5491,8835.21,12074,-1.19331,1.02468,-0.282572,-0.00739896,-0.486676,0.70107,8109.08,15.8475,8697.43,0.514444,0.996592,0.00334526,15762.8,5735.26,68237.8,77342,-0.00120976,0.650736,13.0786,11.5477,91.0168,69.3778,0.673131,12.8913,12.4575,89.5723,120.542,1.44445,-51.1647 
88,43.588,0.01,0.64,5,88,15065.5,-0.385279,27.8204,13.3353,90.1823,0.450444,-965.567,280.431,1.29788,0.768515,-2.75159,1.13063,-0.514551,40.996,7764.32,22.4066,8883.32,26235.6,1.03974,0.510374,-3.26787,0.872494,-0.772692,-1.01976,7710.01,21.3418,8829.02,0.498077,0.995179,0.00443306,15479.5,5509.66,61823.9,77864.5,-0.00144793,0.62129,13.167,11.413,91.0998,68.7755,0.676265,12.7293,12.6142,89.72,120.126,1.37981,-51.3505 
89,43.138,0.01,0.64,5,89,14621.8,0.0278868,26.7808,13.0337,89.9469,-0.0259244,-31.3401,500,-1.68251,1.66475,1.56269,-0.718379,-1.92239,57.1006,7540.81,20.0133,8645.09,11389.3,-2.04206,1.3052,0.843595,-1.07793,-2.28194,1.25932,7465.17,18.5302,8569.45,0.497469,0.995675,0.00396748,15006.3,5275.96,58941.4,74636,-0.00143508,0.615908,12.971,11.2285,90.9476,68.1466,0.660472,12.8264,12.5901,89.4313,119.215,1.51629,-51.0687 
90,42.988,0.01,0.64,5,90,15212.9,-0.137141,27.9777,13.2222,89.9611,0.0537617,-44.3933,500,0.395944,1.30894,1.53784,1.30609,1.82834,69.2161,7876.59,19.3546,9043.62,12120,-0.0398911,0.873106,0.666165,0.870258,1.3925,0.822929,7784.91,17.5567,8951.93,0.497038,0.996069,0.00359977,15662.6,5701.1,63670.7,80799,-0.00172269,0.633234,13.2112,11.2903,90.7683,68.6373,0.677748,13.1984,12.587,89.4643,119.714,1.30394,-51.0765 
91,43.288,0.01,0.64,5,91,13071.2,-0.381635,23.931,13.6728,90.22,-0.975609,904.135,6.11181,0.152879,1.57667,5.75138,-1.28334,0.756654,107.17,6728.58,18.5236,7852.4,39366.3,-0.521944,0.901851,4.40173,-1.95816,0.0818317,-0.515063,6586.61,15.7399,7710.44,0.492575,0.995835,0.00374634,13371.8,4309.56,47530.2,60405.3,-0.00123771,0.555628,13.1182,10.966,91.1586,68.1651,0.597602,12.9106,12.3217,89.6618,119.022,1.49687,-50.8567 
92,43.313,0.01,0.64,5,92,15318.9,-0.194124,27.6327,13.459,90.2044,-0.134255,334.531,500,1.1855,1.594,1.95174,2.98799,1.37803,40.1937,7992.83,22.2293,8948.91,13568.9,0.932411,1.34091,1.44556,2.7349,1.12494,0.809261,7939.58,21.1853,8895.67,0.503532,0.995352,0.00436786,15767.8,5641.01,64302.1,78190.6,-0.00142019,0.632802,13.2901,11.3311,91.012,68.8532,0.673616,13.0698,12.4296,89.6484,119.953,1.36357,-51.1 
93,43.2005,0.01,0.64,5,93,13887.5,-0.362136,25.5684,13.4041,90.3855,1.78062,-512.474,62.0574,-0.988868,-2.98783,-3.33462,-0.950901,-1.19331,53.1931,6937.42,11.797,8406.1,40862.3,-1.32381,-3.32277,-4.00451,-1.28584,-1.52825,0.650725,6866.95,10.4154,8335.63,0.48351,0.997353,0.00229643,14202.3,4887.42,51042.5,72098.7,-0.00131613,0.575328,13.044,11.0711,91.3195,67.6835,0.660053,12.8005,12.1736,89.8013,118.352,1.51818,-50.6688 
94,43.263,0.01,0.64,5,94,14938.5,-0.336878,26.7521,13.5574,90.1393,-0.133181,547.7,493.257,0.954226,0.595949,1.9029,-1.55015,-0.12699,47.3016,7420.14,25.1537,8856.74,14181.3,0.656381,0.298103,1.30721,-1.848,-0.424836,118.331,7357.48,23.925,8794.09,0.487371,0.994342,0.00498661,15096.3,5179.52,54969.6,76012.5,-0.0012167,0.581847,13.3634,11.3711,91.2542,68.8502,0.655507,13.1156,12.7031,89.6363,120.007,1.6179,-51.1568 
95,42.938,0.01,0.64,5,95,15902.7,-0.0079212,28.8989,13.0267,90.3244,-0.00325262,-31.0151,499.998,-0.844757,-0.041975,4.68417,0.784699,1.47819,53.3037,8226.39,24.125,9089.96,12258.3,-1.1804,-0.377614,4.01289,0.44906,1.14255,0.0083025,8155.78,22.7405,9019.35,0.506796,0.995144,0.00462303,16092.8,5860.99,67502.8,81007.4,-0.00134309,0.641167,13.1689,11.7104,91.29,69.5225,0.682021,12.8561,12.7827,89.7518,120.772,1.53813,-51.2499 
96,43.2255,0.01,0.64,5,96,14899.3,-0.183946,27.4763,13.0205,90.1196,-0.00391102,465.584,5.42144e-12,1.51512,1.37276,1.22479,-0.038893,0.0535027,71.5642,7631.15,23.8873,8718.65,11705.4,1.0645,0.922141,0.323547,-0.489514,-0.397118,0.772718,7536.35,22.0285,8623.85,0.49826,0.994911,0.00468337,15125.3,5388.61,60293.8,75839.6,-0.00130176,0.618448,12.9308,11.4078,91.07,68.416,0.668339,12.7161,12.583,89.5886,119.628,1.48146,-51.2118 
97,43,0.01,0.64,0,97,13381.2,-0.306947,24.0096,13.5558,90.2205,-0.186981,-279.034,433.347,0.0235368,-1.73182,-0.899671,0.934714,-0.151276,78.9304,6854.76,16.4119,7828.08,12293.5,-0.473467,-2.22882,-1.89368,0.43771,-0.648279,0.60602,6750.2,14.3618,7723.52,0.498284,0.99629,0.00341368,13546.9,4367.96,48258.3,61802.7,-0.00098433,0.557219,13.1692,11.0219,91.1275,69.0508,0.611537,12.7525,12.1667,89.639,119.943,1.48847,-50.8919 
98,43.038,0.01,0.64,5,98,15345.2,-0.0396001,27.8649,12.9884,90.2688,0.0128503,43.4884,460.319,1.12277,-1.87032,-1.8553,3.04253,2.69194,50.5109,7953.49,22.869,8882.83,11799.9,0.804714,-2.18838,-2.49141,2.72447,2.37389,3.03665,7886.58,21.557,8815.92,0.504109,0.995239,0.00448418,15644.6,5619.43,64002.4,78580.9,-0.00135007,0.630116,13.0415,11.5831,91.2003,68.7519,0.679527,12.7316,12.6016,89.786,119.708,1.4143,-50.9566 
99,43.238,0.01,0.64,5,99,14870.4,-0.411274,26.8505,13.7669,89.8758,-0.197425,329.77,447.387,2.2303,1.34373,0.822919,3.47065,3.54413,80.7513,7744.59,25.2334,8667.78,14152.6,1.72183,0.83526,-0.19402,2.96218,3.03566,1.02321,7637.62,23.136,8560.81,0.503431,0.994727,0.00495371,15171.1,5186.24,59794.4,71328.9,-0.00139526,0.60487,13.3471,11.4874,90.8012,68.6671,0.633333,13.1591,12.7417,89.3875,119.373,1.41371,-50.7058 
100,43.2505,0.01,0.64,5,100,13129.6,-0.380313,23.9069,13.7334,90.3891,0.418879,-434.023,446.742,-0.345458,-0.0486425,2.61011,0.78467,0.824958,70.9692,6645.44,18.4258,7969.01,16606.3,-0.792332,-0.495517,1.71636,0.337795,0.378083,-0.499802,6551.43,16.5824,7874.99,0.48596,0.99559,0.00386395,13481.4,4240.71,44711.2,62007.9,-0.00129438,0.528486,13.3689,11.2061,91.3101,68.2991,0.600117,12.9739,12.4862,89.8769,119.138,1.43319,-50.8387 
101,43.438,0.01,0.64,5,101,15039.4,-0.418499,27.4798,13.615,89.9323,-0.0278787,-176.071,326.239,0.313875,-0.568953,6.02341,-0.061223,2.85468,124.467,7732.9,26.1352,8832.46,12339.2,-0.469859,-1.35269,4.45595,-0.844956,2.07095,-0.154572,7568.02,22.9023,8667.58,0.498044,0.994732,0.00484381,15195.5,5315.39,59482.6,75095.8,-0.00145979,0.602489,13.2636,11.5942,90.9557,68.6661,0.648909,13.0755,12.8608,89.4558,119.628,1.49983,-50.9615 
102,43,0.01,0.64,0,102,13838.2,-0.404094,25.1207,13.7898,89.8998,1.18605,-1052.75,190.767,2.18216,1.83974,1.65162,3.58275,0.370258,105.679,7019.34,19.5341,8369.61,51923.1,1.51672,1.1743,0.320752,2.91731,-0.295176,0.943068,6879.35,16.7892,8229.62,0.487157,0.995747,0.003744,14121.4,4619.81,48366.2,68082.1,-0.00136678,0.540806,13.4418,11.5237,91.0323,68.99,0.628224,12.9101,12.5973,89.3562,120.057,1.67611,-51.0669 
