cyc,detuning (MHz),freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
219,-4.33,42.8927,219,10715.7,-0.311024,29.7975,8.99509,118.968,0.111114,-86.9517,455.723,-0.35532,-1.58839,-5.37667,-4.7588,-3.40303,-388.201,6079,7.02767,6576.9,9039.82,2.08908,0.856003,-0.487876,-2.31441,-0.95863,0.401991,6388.22,35.1382,6886.12,0.521853,0.990466,0.00931229,12241.4 
220,-4.35,42.8727,220,10768,-0.317783,29.8559,9.04126,118.995,0.1836,-947.917,67.4357,-1.33701,1.43732,-4.2314,-3.2778,-7.75084,-408.654,5855.82,10.7718,6714.37,14452.8,1.23617,4.01051,0.914965,-0.704622,-5.17765,-2.27519,6181.33,40.3634,7039.88,0.508115,0.988702,0.0104514,12165.2 
221,-4.37,42.8527,221,10561.8,0.00125247,29.2037,8.83323,119.007,-0.0215984,-12.4484,500,-2.78009,-2.27853,-4.32272,-2.76138,-5.94444,-400.848,6168.9,1.06747,6254.64,8406.28,-0.256055,0.2455,0.725349,-0.237345,-3.4204,1.24647,6488.19,30.0938,6573.93,0.537278,0.991948,0.00836219,12076 
222,-4.39,42.8327,222,10281.6,-0.0324267,29.2309,8.89188,119.138,-0.00363349,23.9612,475.848,-4.8117,-2.01566,-3.23036,-3.77457,-3.83225,-390.165,5808.66,-7.1474,6492.25,8464.02,-2.35494,0.441105,1.68317,-1.3178,-1.37549,1.57565,6119.44,21.1054,6803.03,0.514152,0.994001,0.00568238,11902 
223,-4.41,42.8127,223,9860.79,-0.0425594,28.5042,8.58121,119.151,0.00696779,38.8226,1.94979,-0.094909,-1.56811,-5.15971,-2.42248,-5.36022,-381.377,5609.45,-7.90736,6260.56,7971.35,2.30652,0.833318,-0.356842,-0.0210489,-2.95879,-0.812893,5913.23,19.7091,6564.34,0.514511,0.994201,0.00550041,11492.9 
224,-4.43,42.7927,224,8992.66,-0.169868,26.2966,8.81132,118.985,0.150673,369.552,1.29781e-10,-2.87591,-5.30942,-4.73034,-5.20931,-5.9047,-399.361,5322.13,-3.43307,5666.48,9355.48,-0.361241,-2.79475,0.299001,-2.69464,-3.39003,1.03344,5640.23,25.4857,5984.58,0.525791,0.992155,0.00778364,10727.1 
225,-4.15,43.0727,225,10657.3,-0.00850652,28.9723,-8.87284,119.064,-0.0353949,-23.8279,500,0.92801,-2.36124,1.83179,-1.56544,0.340925,-365.11,6240.75,18.4074,6113.35,8395.83,3.22701,-0.0622403,6.4298,0.733567,2.63993,0.504182,6531.58,44.8459,6404.18,0.545429,0.988127,0.0127353,11975.1 
226,-4.17,43.0527,226,10053.9,-0.00547687,28.3875,8.81605,118.926,-0.00291826,-5.6069,0.000302073,-0.45481,-1.78888,-7.15119,-6.8726,-3.96702,-352.436,5592.75,3.40039,6423.51,8147.51,1.76438,0.430311,-2.7128,-4.65341,-1.74782,0.607939,5873.48,28.9211,6704.24,0.507556,0.991457,0.00788392,11572.1 
227,-4.19,43.0327,227,9636.82,-0.306348,27.1137,9.00159,118.959,0.205646,222.713,482.58,-1.85824,-3.41542,-7.47691,-3.60942,-0.135439,-445.691,5502.11,-5.28689,5989.7,9436.12,0.94815,-0.609028,-1.86412,-0.803024,2.67096,6.43578,5857.12,26.9866,6344.71,0.520627,0.992001,0.00777431,11250.1 
228,-4.21,43.0127,228,10764.1,-0.113365,29.6373,8.77455,118.913,-0.135675,424.724,500,0.210432,1.27802,-0.562044,-6.76909,-4.33319,-348.148,5926.77,-9.56115,6599.02,10341.5,2.40263,3.47021,3.82235,-4.5769,-2.141,-0.283831,6204.08,15.6491,6876.33,0.514906,0.995605,0.00417475,12049 
229,-4.23,42.9927,229,10404,-0.0871323,28.2637,9.08985,118.838,-0.0536251,81.1913,19.0945,-0.222086,1.1175,-2.18905,-1.36514,-4.82072,-328.793,6006.28,-0.304442,6316.19,8505.09,1.84824,3.18782,1.9516,0.705181,-2.7504,0.605134,6268.18,23.5043,6578.09,0.528534,0.993481,0.00653902,11859.6 
230,-4.25,42.9727,230,9875.12,-0.298954,27.5999,9.0002,118.94,-0.0531221,246.82,0.181138,-1.99211,-0.411329,-4.0394,-2.91671,-4.31602,-367.462,5574.73,5.09369,6127.21,8513.22,0.321704,1.90248,0.588221,-0.602901,-2.00221,-1.83758,5867.42,31.7025,6419.91,0.518125,0.990633,0.0090146,11324.3 
231,-4.27,42.9527,231,9873.42,-0.0901562,27.8769,8.80864,118.684,-0.026141,2.72311,500,2.80284,-0.959425,-3.29429,-4.56268,-6.42404,-391.519,5459.82,8.08374,6315.44,7996.03,5.26814,1.50587,1.63629,-2.09739,-3.95875,0.304935,5771.68,36.4346,6627.3,0.506071,0.989074,0.0100257,11404.9 
232,-4.29,42.9327,232,10414.1,-0.291376,29.0143,9.02304,118.972,0.14103,32.7267,5.30444e-09,1.32768,-2.43685,-6.80602,-6.85596,-6.82775,-406.659,5964.42,11.1667,6352.84,8672.63,3.88831,0.123779,-1.68477,-4.29533,-4.26713,0.729795,6288.33,40.6139,6676.76,0.525623,0.988824,0.0110811,11963.6 
233,-4.31,42.9127,233,8954.96,-0.0294464,25.901,8.69176,118.824,0.0139732,-22.1409,500,-1.56215,1.21622,-3.59953,-3.55927,-4.35374,-400.919,5493.65,-5.35333,5376.14,7338.64,0.962332,3.7407,1.44943,-1.03479,-1.82926,0.559232,5813,23.6782,5695.49,0.545608,0.992922,0.0076001,10654.2 
234,-4.33,42.8927,234,10082.4,0.02485,27.4197,8.93358,119.275,-0.00436529,-18.6763,0.003138,-0.455181,-1.99663,-2.8972,-3.73546,-5.58502,-332.522,5766.36,12.9524,5965.39,7976.79,1.63862,0.0971723,1.2904,-1.64166,-3.49122,1.61253,6031.23,37.0312,6230.26,0.532467,0.989369,0.0108304,11327 
235,-4.35,42.8727,235,9715.06,-0.281415,27.5167,8.82877,119.13,-0.136252,600.014,423.456,0.633876,3.04477,-2.80701,-1.65587,-2.66134,-369.89,5698.85,-0.00775113,5827.55,10569.8,2.96297,5.37387,1.85119,0.673231,-0.33224,0.824183,5993.48,26.7769,6122.18,0.53526,0.992242,0.00799251,11197.3 
236,-4.37,42.8527,236,9663.31,-0.287169,27.2024,8.91343,119.034,0.181503,519.513,321.418,3.85024,-1.1532,-2.53883,-0.719249,-3.64069,-363.872,5520.01,4.94108,5954.66,10962.7,6.14145,1.138,2.04358,1.57196,-1.34948,0.785912,5809.84,31.29,6244.5,0.522578,0.990663,0.00914601,11117.7 
237,-4.39,42.8327,237,10313.1,-0.0436434,29.0567,8.83847,118.971,0.00724363,10.3494,500,2.64683,-1.90383,-3.5855,0.602645,-2.12916,-390.249,5974.47,-6.92597,6386.7,8362.67,5.10412,0.553463,1.32908,3.05994,0.328131,0.871892,6285.32,21.3329,6697.55,0.524728,0.994095,0.00583321,11978.2 
238,-4.41,42.8127,238,10099.1,0.00790161,28.6449,8.69289,118.825,-0.00423156,23.2823,4.84782e-12,0.959516,1.03902,0.745814,-1.4672,-6.88426,-396.844,5559.72,13.345,6469.8,8109.19,3.45834,3.53785,5.74346,1.03162,-4.38543,0.388071,5875.82,42.0815,6785.9,0.504629,0.987622,0.0112945,11643.8 
239,-4.43,42.7927,239,10185.6,-0.0848658,28.2026,8.98196,119.281,0.083586,91.1608,0.000235442,2.41803,-0.179506,-4.60982,-2.28887,-4.00945,-400.961,5754.12,0.646894,6392.1,8494.28,4.94278,2.34524,0.439673,0.235877,-1.4847,0.932137,6073.5,29.6815,6711.48,0.515654,0.99152,0.00808086,11778.3 
240,-3.6,43.6227,240,9656.5,-0.302631,27.2892,8.94394,118.748,0.401698,876.725,490.371,-1.23563,-3.4646,-7.30656,-2.92368,-3.66093,-354.246,5606.71,2.49241,5884.84,19410,0.994966,-1.234,-2.84537,-0.693082,-1.43034,0.453636,5888.88,28.1442,6167.01,0.52906,0.991706,0.00833669,11130.8 
241,-3.62,43.6027,241,10452.1,-0.295945,29.1881,8.92813,118.932,0.0818548,-89.151,495.162,1.73647,-1.56798,-3.58079,-2.6517,-6.66783,-410.953,5800.75,17.3802,6573.64,8720.8,4.32413,1.01969,1.59453,-0.0640357,-4.08017,0.429329,6128.09,47.1382,6900.98,0.510933,0.986718,0.0124264,11993.9 
242,-3.64,43.5827,242,10133.3,-0.272718,28.3239,8.8631,119.014,-0.162224,206.68,466.598,-0.730129,-2.5133,-4.28314,2.06437,-4.19513,-375.61,5601.83,0.420933,6346.13,9263.57,1.63499,-0.148187,0.447098,4.42948,-1.83001,0.901376,5901.01,27.6198,6645.32,0.510931,0.991876,0.00759812,11549.5 
243,-3.66,43.5627,243,10275.4,-0.306438,28.6911,8.9905,119.108,-0.0605821,201.469,203.558,3.27598,0.367854,-4.24008,-4.4142,0.977664,-365.455,5758.67,-0.509247,6416.97,8794.37,5.57716,2.66903,0.362262,-2.11303,3.27884,0.962937,6049.77,25.9542,6708.07,0.514802,0.992548,0.00707686,11751.6 
244,-3.68,43.5427,244,10603.8,0.00421835,28.4914,9.07338,119.009,-0.0227678,-10.3672,500,5.45012,1.52848,-7.62362,-1.1898,-1.87131,-318.869,6098.72,14.6209,6316.4,8423.16,7.45795,3.53631,-3.60795,0.81803,0.136524,1.43256,6352.71,37.711,6570.4,0.532162,0.989718,0.0104622,11937.5 
245,-3.7,43.5227,245,9135.96,-0.023282,26.6888,8.64622,118.569,0.0314841,38.1818,500,1.20015,-3.53454,-2.61662,-4.23235,-5.87098,-350.778,5586.58,-5.46002,5494.34,7551.04,3.40891,-1.32578,1.80089,-2.02359,-3.66222,1.9995,5865.99,19.9407,5773.75,0.544474,0.994086,0.00632183,10773.7 
246,-3.72,43.5027,246,9263.51,-0.0136476,26.1775,8.83995,118.546,0.0140916,39.8802,499.954,0.297142,1.05203,-0.275714,-1.846,-2.08626,-446.632,5288.9,12.3444,5754.6,7551.38,3.10946,3.86435,5.34892,0.966321,0.726063,0.618346,5644.65,44.686,6110.36,0.520798,0.986335,0.0132925,10838.5 
247,-3.74,43.4827,247,9474.05,-0.0462974,26.5423,8.76755,118.886,-0.0643352,18.2085,469.62,2.23859,0.332916,0.0635488,-2.43023,1.19938,-408.153,5497.65,9.20608,5779.72,7613.63,4.80862,2.90294,5.20361,0.139798,3.76941,0.69071,5822.76,38.7614,6104.83,0.528772,0.988485,0.0115609,11011.9 
248,-3.75,43.4727,248,8936.38,-0.0358914,25.9352,-8.67689,118.99,0.00616035,35.1104,500,-0.116847,0.392446,-1.1088,-3.28688,-0.362796,-442.858,5057.33,-9.19749,5837.69,7332.73,2.67171,3.181,4.46831,-0.498322,2.42576,0.635194,5410.08,22.8709,6190.44,0.506944,0.992656,0.00675975,10672 
249,-3.76,43.4627,249,10402.6,-0.0880814,28.3173,9.01709,118.954,-0.0126072,-133.706,500,-3.03183,-3.81829,-3.64658,-2.4858,-4.28968,-381.257,6069.47,10.8324,6176.82,8367.02,-0.631161,-1.41762,1.15476,-0.0851282,-1.88901,1.40262,6373.16,38.4401,6480.51,0.536389,0.989555,0.0108086,11881.6 
